t 1 2 jL0102 3 4 5 6 7 8 9 10 jE1000 11 jE1100 12 jE1200 13 jH1300 jyH1300 14 jH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
1.0114 31.6828 35.047 -0.316828 -9.772 0 0.0228 0 0.0228 1.75267 -2.32944 -0.9772 0 -0.9772 0 -3.32944 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.316974 0 0 0 
1.0116 31.6963 35.0762 -0.316963 -9.768 0 0.0232 0 0.0232 1.78206 -2.32941 -0.9768 0 -0.9768 0 -3.32941 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.317109 0 0 0 
1.0118 31.7099 35.1053 -0.317099 -9.764 0 0.0236 0 0.0236 1.81138 -2.32939 -0.9764 0 -0.9764 0 -3.32939 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.317244 0 0 0 
1.012 31.7235 35.1343 -0.317235 -9.76 0 0.024 0 0.024 1.84062 -2.32936 -0.976 0 -0.976 0 -3.32936 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.31738 0 0 0 
1.0122 31.7372 35.1632 -0.317372 -9.756 0 0.0244 0 0.0244 1.8698 -2.32934 -0.9756 0 -0.9756 0 -3.32934 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.317517 0 0 0 
1.0124 31.751 35.192 -0.31751 -9.752 0 0.0248 0 0.0248 1.8989 -2.32931 -0.9752 0 -0.9752 0 -3.32931 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.317654 0 0 0 
1.0126 31.7648 35.2208 -0.317648 -9.748 0 0.0252 0 0.0252 1.92792 -2.32929 -0.9748 0 -0.9748 0 -3.32929 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.317792 0 0 0 
1.0128 31.7787 35.2495 -0.317787 -9.744 0 0.0256 0 0.0256 1.95687 -2.32927 -0.9744 0 -0.9744 0 -3.32927 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.317931 0 0 0 
1.013 31.7927 35.2781 -0.317927 -9.74 0 0.026 0 0.026 1.98574 -2.32924 -0.974 0 -0.974 0 -3.32924 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.31807 0 0 0 
1.0132 31.8067 35.3067 -0.318067 -9.736 0 0.0264 0 0.0264 2.01453 -2.32922 -0.9736 0 -0.9736 0 -3.32922 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.318209 0 0 0 
1.0134 31.8207 35.3352 -0.318207 -9.732 0 0.0268 0 0.0268 2.04325 -2.32919 -0.9732 0 -0.9732 0 -3.32919 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.318349 0 0 0 
1.0136 31.8348 35.3635 -0.318348 -9.728 0 0.0272 0 0.0272 2.07188 -2.32917 -0.9728 0 -0.9728 0 -3.32917 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.31849 0 0 0 
1.0138 31.849 35.3918 -0.31849 -9.724 0 0.0276 0 0.0276 2.10043 -2.32914 -0.9724 0 -0.9724 0 -3.32914 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.318631 0 0 0 
1.014 31.8632 35.42 -0.318632 -9.72 0 0.028 0 0.028 2.1289 -2.32911 -0.972 0 -0.972 0 -3.32911 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.318773 0 0 0 
1.0142 31.8775 35.4482 -0.318775 -9.716 0 0.0284 0 0.0284 2.15728 -2.32909 -0.9716 0 -0.9716 0 -3.32909 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.318916 0 0 0 
1.0144 31.8918 35.4762 -0.318918 -9.712 0 0.0288 0 0.0288 2.18558 -2.32906 -0.9712 0 -0.9712 0 -3.32906 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319059 0 0 0 
1.0146 31.9062 35.5042 -0.319062 -9.708 0 0.0292 0 0.0292 2.21379 -2.32904 -0.9708 0 -0.9708 0 -3.32904 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319202 0 0 0 
1.0148 31.9207 35.532 -0.319207 -9.704 0 0.0296 0 0.0296 2.24192 -2.32901 -0.9704 0 -0.9704 0 -3.32901 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319346 0 0 0 
1.015 31.9352 35.5598 -0.319352 -9.7 0 0.03 0 0.03 2.26995 -2.32899 -0.97 0 -0.97 0 -3.32899 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319491 0 0 0 
1.0152 31.9497 35.5875 -0.319497 -9.696 0 0.0304 0 0.0304 2.2979 -2.32896 -0.9696 0 -0.9696 0 -3.32896 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319636 0 0 0 
1.0154 31.9643 35.6151 -0.319643 -9.692 0 0.0308 0 0.0308 2.32576 -2.32893 -0.9692 0 -0.9692 0 -3.32893 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319781 0 0 0 
1.0156 31.979 35.6426 -0.31979 -9.688 0 0.0312 0 0.0312 2.35352 -2.32891 -0.9688 0 -0.9688 0 -3.32891 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.319927 0 0 0 
1.0158 31.9937 35.67 -0.319937 -9.684 0 0.0316 0 0.0316 2.38119 -2.32888 -0.9684 0 -0.9684 0 -3.32888 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320074 0 0 0 
1.016 32.0085 35.6973 -0.320085 -9.68 0 0.032 0 0.032 2.40877 -2.32886 -0.968 0 -0.968 0 -3.32886 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320221 0 0 0 
1.0162 32.0233 35.7245 -0.320233 -9.676 0 0.0324 0 0.0324 2.43625 -2.32883 -0.9676 0 -0.9676 0 -3.32883 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320369 0 0 0 
1.0164 32.0381 35.7517 -0.320381 -9.672 0 0.0328 0 0.0328 2.46364 -2.3288 -0.9672 0 -0.9672 0 -3.3288 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320517 0 0 0 
1.0166 32.053 35.7787 -0.32053 -9.668 0 0.0332 0 0.0332 2.49093 -2.32878 -0.9668 0 -0.9668 0 -3.32878 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320665 0 0 0 
1.0168 32.068 35.8056 -0.32068 -9.664 0 0.0336 0 0.0336 2.51812 -2.32875 -0.9664 0 -0.9664 0 -3.32875 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320814 0 0 0 
1.017 32.083 35.8324 -0.32083 -9.66 0 0.034 0 0.034 2.54521 -2.32872 -0.966 0 -0.966 0 -3.32872 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.320964 0 0 0 
1.0172 32.098 35.8592 -0.32098 -9.656 0 0.0344 0 0.0344 2.5722 -2.3287 -0.9656 0 -0.9656 0 -3.3287 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.321114 0 0 0 
1.0174 32.1131 35.8858 -0.321131 -9.652 0 0.0348 0 0.0348 2.59909 -2.32867 -0.9652 0 -0.9652 0 -3.32867 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.321264 0 0 0 
1.0176 32.1282 35.9123 -0.321282 -9.648 0 0.0352 0 0.0352 2.62587 -2.32864 -0.9648 0 -0.9648 0 -3.32864 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.321415 0 0 0 
1.0178 32.1434 35.9387 -0.321434 -9.644 0 0.0356 0 0.0356 2.65256 -2.32862 -0.9644 0 -0.9644 0 -3.32862 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.321566 0 0 0 
1.018 32.1586 35.965 -0.321586 -9.64 0 0.036 0 0.036 2.67913 -2.32859 -0.964 0 -0.964 0 -3.32859 0 1.99988 0 1.99988 1.9999 0 1.9999 -3.99978 -0.321718 0 0 0 
1.0182 32.1739 35.9912 -0.321739 -9.636 0 0.0364 0 0.0364 2.70561 -2.32856 -0.9636 0 -0.9636 0 -3.32856 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.32187 0 0 0 
1.0184 32.1892 36.0173 -0.321892 -9.632 0 0.0368 0 0.0368 2.73197 -2.32853 -0.9632 0 -0.9632 0 -3.32853 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322023 0 0 0 
1.0186 32.2046 36.0433 -0.322046 -9.628 0 0.0372 0 0.0372 2.75823 -2.32851 -0.9628 0 -0.9628 0 -3.32851 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322176 0 0 0 
1.0188 32.22 36.0692 -0.3222 -9.624 0 0.0376 0 0.0376 2.78438 -2.32848 -0.9624 0 -0.9624 0 -3.32848 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322329 0 0 0 
1.019 32.2354 36.0949 -0.322354 -9.62 0 0.038 0 0.038 2.81042 -2.32845 -0.962 0 -0.962 0 -3.32845 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322483 0 0 0 
1.0192 32.2509 36.1206 -0.322509 -9.616 0 0.0384 0 0.0384 2.83634 -2.32842 -0.9616 0 -0.9616 0 -3.32842 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322637 0 0 0 
1.0194 32.2664 36.1461 -0.322664 -9.612 0 0.0388 0 0.0388 2.86216 -2.3284 -0.9612 0 -0.9612 0 -3.3284 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322792 0 0 0 
1.0196 32.282 36.1715 -0.32282 -9.608 0 0.0392 0 0.0392 2.88786 -2.32837 -0.9608 0 -0.9608 0 -3.32837 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.322947 0 0 0 
1.0198 32.2976 36.1969 -0.322976 -9.604 0 0.0396 0 0.0396 2.91345 -2.32834 -0.9604 0 -0.9604 0 -3.32834 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.323102 0 0 0 
1.02 32.3132 36.222 -0.323132 -9.6 0 0.04 0 0.04 2.93893 -2.32831 -0.96 0 -0.96 0 -3.32831 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.323258 0 0 0 
1.0202 32.3289 36.2471 -0.323289 -9.596 0 0.0404 0 0.0404 2.96428 -2.32828 -0.9596 0 -0.9596 0 -3.32828 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.323414 0 0 0 
1.0204 32.3446 36.2721 -0.323446 -9.592 0 0.0408 0 0.0408 2.98952 -2.32826 -0.9592 0 -0.9592 0 -3.32826 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.323571 0 0 0 
1.0206 32.3603 36.2969 -0.323603 -9.588 0 0.0412 0 0.0412 3.01465 -2.32823 -0.9588 0 -0.9588 0 -3.32823 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.323728 0 0 0 
1.0208 32.3761 36.3217 -0.323761 -9.584 0 0.0416 0 0.0416 3.03965 -2.3282 -0.9584 0 -0.9584 0 -3.3282 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.323885 0 0 0 
1.021 32.3919 36.3463 -0.323919 -9.58 0 0.042 0 0.042 3.06454 -2.32817 -0.958 0 -0.958 0 -3.32817 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.324042 0 0 0 
1.0212 32.4078 36.3707 -0.324078 -9.576 0 0.0424 0 0.0424 3.0893 -2.32814 -0.9576 0 -0.9576 0 -3.32814 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.3242 0 0 0 
1.0214 32.4237 36.3951 -0.324237 -9.572 0 0.0428 0 0.0428 3.11394 -2.32812 -0.9572 0 -0.9572 0 -3.32812 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.324358 0 0 0 
1.0216 32.4396 36.4193 -0.324396 -9.568 0 0.0432 0 0.0432 3.13846 -2.32809 -0.9568 0 -0.9568 0 -3.32809 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.324517 0 0 0 
1.0218 32.4555 36.4434 -0.324555 -9.564 0 0.0436 0 0.0436 3.16285 -2.32806 -0.9564 0 -0.9564 0 -3.32806 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.324676 0 0 0 
1.022 32.4715 36.4674 -0.324715 -9.56 0 0.044 0 0.044 3.18712 -2.32803 -0.956 0 -0.956 0 -3.32803 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.324835 0 0 0 
1.0222 32.4875 36.4913 -0.324875 -9.556 0 0.0444 0 0.0444 3.21126 -2.328 -0.9556 0 -0.9556 0 -3.328 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.324995 0 0 0 
1.0224 32.5036 36.515 -0.325036 -9.552 0 0.0448 0 0.0448 3.23528 -2.32797 -0.9552 0 -0.9552 0 -3.32797 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.325154 0 0 0 
1.0226 32.5197 36.5386 -0.325197 -9.548 0 0.0452 0 0.0452 3.25917 -2.32794 -0.9548 0 -0.9548 0 -3.32794 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.325315 0 0 0 
1.0228 32.5358 36.5621 -0.325358 -9.544 0 0.0456 0 0.0456 3.28293 -2.32791 -0.9544 0 -0.9544 0 -3.32791 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.325475 0 0 0 
1.023 32.5519 36.5854 -0.325519 -9.54 0 0.046 0 0.046 3.30656 -2.32789 -0.954 0 -0.954 0 -3.32789 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.325636 0 0 0 
1.0232 32.5681 36.6086 -0.325681 -9.536 0 0.0464 0 0.0464 3.33006 -2.32786 -0.9536 0 -0.9536 0 -3.32786 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.325797 0 0 0 
1.0234 32.5842 36.6317 -0.325842 -9.532 0 0.0468 0 0.0468 3.35343 -2.32783 -0.9532 0 -0.9532 0 -3.32783 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.325958 0 0 0 
1.0236 32.6005 36.6547 -0.326005 -9.528 0 0.0472 0 0.0472 3.37666 -2.3278 -0.9528 0 -0.9528 0 -3.3278 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.326119 0 0 0 
1.0238 32.6167 36.6775 -0.326167 -9.524 0 0.0476 0 0.0476 3.39977 -2.32777 -0.9524 0 -0.9524 0 -3.32777 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.326281 0 0 0 
1.024 32.633 36.7001 -0.32633 -9.52 0 0.048 0 0.048 3.42274 -2.32774 -0.952 0 -0.952 0 -3.32774 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.326443 0 0 0 
1.0242 32.6493 36.7227 -0.326493 -9.516 0 0.0484 0 0.0484 3.44557 -2.32771 -0.9516 0 -0.9516 0 -3.32771 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.326605 0 0 0 
1.0244 32.6656 36.7451 -0.326656 -9.512 0 0.0488 0 0.0488 3.46827 -2.32768 -0.9512 0 -0.9512 0 -3.32768 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.326768 0 0 0 
1.0246 32.6819 36.7674 -0.326819 -9.508 0 0.0492 0 0.0492 3.49083 -2.32765 -0.9508 0 -0.9508 0 -3.32765 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.326931 0 0 0 
1.0248 32.6983 36.7895 -0.326983 -9.504 0 0.0496 0 0.0496 3.51325 -2.32762 -0.9504 0 -0.9504 0 -3.32762 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.327094 0 0 0 
1.025 32.7147 36.8115 -0.327147 -9.5 0 0.05 0 0.05 3.53553 -2.3276 -0.95 0 -0.95 0 -3.3276 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.327257 0 0 0 
1.0252 32.7311 36.8333 -0.327311 -9.496 0 0.0504 0 0.0504 3.55768 -2.32757 -0.9496 0 -0.9496 0 -3.32757 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.32742 0 0 0 
1.0254 32.7475 36.855 -0.327475 -9.492 0 0.0508 0 0.0508 3.57968 -2.32754 -0.9492 0 -0.9492 0 -3.32754 0 1.99987 0 1.99987 1.9999 0 1.9999 -3.99977 -0.327584 0 0 0 
1.0256 32.764 36.8766 -0.32764 -9.488 0 0.0512 0 0.0512 3.60155 -2.32751 -0.9488 0 -0.9488 0 -3.32751 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.327748 0 0 0 
1.0258 32.7804 36.898 -0.327804 -9.484 0 0.0516 0 0.0516 3.62327 -2.32748 -0.9484 0 -0.9484 0 -3.32748 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.327912 0 0 0 
1.026 32.7969 36.9193 -0.327969 -9.48 0 0.052 0 0.052 3.64484 -2.32745 -0.948 0 -0.948 0 -3.32745 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.328076 0 0 0 
1.0262 32.8134 36.9405 -0.328134 -9.476 0 0.0524 0 0.0524 3.66628 -2.32742 -0.9476 0 -0.9476 0 -3.32742 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.32824 0 0 0 
1.0264 32.83 36.9615 -0.3283 -9.472 0 0.0528 0 0.0528 3.68757 -2.32739 -0.9472 0 -0.9472 0 -3.32739 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.328405 0 0 0 
1.0266 32.8465 36.9823 -0.328465 -9.468 0 0.0532 0 0.0532 3.70871 -2.32736 -0.9468 0 -0.9468 0 -3.32736 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.328569 0 0 0 
1.0268 32.8631 37.003 -0.328631 -9.464 0 0.0536 0 0.0536 3.72971 -2.32733 -0.9464 0 -0.9464 0 -3.32733 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.328734 0 0 0 
1.027 32.8796 37.0236 -0.328796 -9.46 0 0.054 0 0.054 3.75056 -2.3273 -0.946 0 -0.946 0 -3.3273 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.328899 0 0 0 
1.0272 32.8962 37.044 -0.328962 -9.456 0 0.0544 0 0.0544 3.77126 -2.32727 -0.9456 0 -0.9456 0 -3.32727 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.329064 0 0 0 
1.0274 32.9128 37.0642 -0.329128 -9.452 0 0.0548 0 0.0548 3.79181 -2.32724 -0.9452 0 -0.9452 0 -3.32724 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.32923 0 0 0 
1.0276 32.9295 37.0843 -0.329295 -9.448 0 0.0552 0 0.0552 3.81221 -2.32721 -0.9448 0 -0.9448 0 -3.32721 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.329395 0 0 0 
1.0278 32.9461 37.1043 -0.329461 -9.444 0 0.0556 0 0.0556 3.83247 -2.32718 -0.9444 0 -0.9444 0 -3.32718 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.329561 0 0 0 
1.028 32.9627 37.1241 -0.329627 -9.44 0 0.056 0 0.056 3.85257 -2.32715 -0.944 0 -0.944 0 -3.32715 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.329726 0 0 0 
1.0282 32.9794 37.1437 -0.329794 -9.436 0 0.0564 0 0.0564 3.87252 -2.32712 -0.9436 0 -0.9436 0 -3.32712 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.329892 0 0 0 
1.0284 32.9961 37.1632 -0.329961 -9.432 0 0.0568 0 0.0568 3.89231 -2.32709 -0.9432 0 -0.9432 0 -3.32709 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.330058 0 0 0 
1.0286 33.0127 37.1826 -0.330127 -9.428 0 0.0572 0 0.0572 3.91195 -2.32706 -0.9428 0 -0.9428 0 -3.32706 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.330224 0 0 0 
1.0288 33.0294 37.2018 -0.330294 -9.424 0 0.0576 0 0.0576 3.93144 -2.32703 -0.9424 0 -0.9424 0 -3.32703 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.33039 0 0 0 
1.029 33.0461 37.2208 -0.330461 -9.42 0 0.058 0 0.058 3.95078 -2.327 -0.942 0 -0.942 0 -3.327 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.330556 0 0 0 
1.0292 33.0628 37.2397 -0.330628 -9.416 0 0.0584 0 0.0584 3.96995 -2.32697 -0.9416 0 -0.9416 0 -3.32697 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.330723 0 0 0 
1.0294 33.0796 37.2584 -0.330796 -9.412 0 0.0588 0 0.0588 3.98897 -2.32694 -0.9412 0 -0.9412 0 -3.32694 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.330889 0 0 0 
1.0296 33.0963 37.277 -0.330963 -9.408 0 0.0592 0 0.0592 4.00783 -2.32691 -0.9408 0 -0.9408 0 -3.32691 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.331056 0 0 0 
1.0298 33.113 37.2954 -0.33113 -9.404 0 0.0596 0 0.0596 4.02654 -2.32688 -0.9404 0 -0.9404 0 -3.32688 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.331222 0 0 0 
1.03 33.1297 37.3136 -0.331297 -9.4 0 0.06 0 0.06 4.04508 -2.32685 -0.94 0 -0.94 0 -3.32685 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.331389 0 0 0 
1.0302 33.1465 37.3317 -0.331465 -9.396 0 0.0604 0 0.0604 4.06347 -2.32682 -0.9396 0 -0.9396 0 -3.32682 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.331555 0 0 0 
1.0304 33.1632 37.3496 -0.331632 -9.392 0 0.0608 0 0.0608 4.0817 -2.32679 -0.9392 0 -0.9392 0 -3.32679 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.331722 0 0 0 
1.0306 33.18 37.3674 -0.3318 -9.388 0 0.0612 0 0.0612 4.09976 -2.32676 -0.9388 0 -0.9388 0 -3.32676 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.331889 0 0 0 
1.0308 33.1967 37.385 -0.331967 -9.384 0 0.0616 0 0.0616 4.11766 -2.32673 -0.9384 0 -0.9384 0 -3.32673 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.332055 0 0 0 
1.031 33.2135 37.4024 -0.332135 -9.38 0 0.062 0 0.062 4.1354 -2.3267 -0.938 0 -0.938 0 -3.3267 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.332222 0 0 0 
1.0312 33.2302 37.4197 -0.332302 -9.376 0 0.0624 0 0.0624 4.15298 -2.32667 -0.9376 0 -0.9376 0 -3.32667 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.332389 0 0 0 
1.0314 33.247 37.4368 -0.33247 -9.372 0 0.0628 0 0.0628 4.17039 -2.32664 -0.9372 0 -0.9372 0 -3.32664 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.332556 0 0 0 
1.0316 33.2638 37.4538 -0.332638 -9.368 0 0.0632 0 0.0632 4.18764 -2.32661 -0.9368 0 -0.9368 0 -3.32661 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.332722 0 0 0 
1.0318 33.2805 37.4706 -0.332805 -9.364 0 0.0636 0 0.0636 4.20472 -2.32658 -0.9364 0 -0.9364 0 -3.32658 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.332889 0 0 0 
1.032 33.2973 37.4872 -0.332973 -9.36 0 0.064 0 0.064 4.22164 -2.32655 -0.936 0 -0.936 0 -3.32655 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.333056 0 0 0 
1.0322 33.314 37.5036 -0.33314 -9.356 0 0.0644 0 0.0644 4.23839 -2.32652 -0.9356 0 -0.9356 0 -3.32652 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.333223 0 0 0 
1.0324 33.3308 37.5199 -0.333308 -9.352 0 0.0648 0 0.0648 4.25497 -2.32649 -0.9352 0 -0.9352 0 -3.32649 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.333389 0 0 0 
1.0326 33.3476 37.536 -0.333476 -9.348 0 0.0652 0 0.0652 4.27139 -2.32646 -0.9348 0 -0.9348 0 -3.32646 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.333556 0 0 0 
1.0328 33.3643 37.552 -0.333643 -9.344 0 0.0656 0 0.0656 4.28763 -2.32643 -0.9344 0 -0.9344 0 -3.32643 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.333723 0 0 0 
1.033 33.3811 37.5677 -0.333811 -9.34 0 0.066 0 0.066 4.30371 -2.3264 -0.934 0 -0.934 0 -3.3264 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.333889 0 0 0 
1.0332 33.3978 37.5833 -0.333978 -9.336 0 0.0664 0 0.0664 4.31962 -2.32637 -0.9336 0 -0.9336 0 -3.32637 0 1.99986 0 1.99986 1.9999 0 1.9999 -3.99976 -0.334056 0 0 0 
1.0334 33.4145 37.5988 -0.334145 -9.332 0 0.0668 0 0.0668 4.33535 -2.32634 -0.9332 0 -0.9332 0 -3.32634 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.334222 0 0 0 
1.0336 33.4313 37.614 -0.334313 -9.328 0 0.0672 0 0.0672 4.35092 -2.32631 -0.9328 0 -0.9328 0 -3.32631 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.334389 0 0 0 
1.0338 33.448 37.6291 -0.33448 -9.324 0 0.0676 0 0.0676 4.36631 -2.32628 -0.9324 0 -0.9324 0 -3.32628 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.334555 0 0 0 
1.034 33.4647 37.6441 -0.334647 -9.32 0 0.068 0 0.068 4.38153 -2.32625 -0.932 0 -0.932 0 -3.32625 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.334722 0 0 0 
1.0342 33.4814 37.6588 -0.334814 -9.316 0 0.0684 0 0.0684 4.39658 -2.32622 -0.9316 0 -0.9316 0 -3.32622 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.334888 0 0 0 
1.0344 33.4981 37.6734 -0.334981 -9.312 0 0.0688 0 0.0688 4.41146 -2.32619 -0.9312 0 -0.9312 0 -3.32619 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.335054 0 0 0 
1.0346 33.5148 37.6878 -0.335148 -9.308 0 0.0692 0 0.0692 4.42616 -2.32616 -0.9308 0 -0.9308 0 -3.32616 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.33522 0 0 0 
1.0348 33.5315 37.702 -0.335315 -9.304 0 0.0696 0 0.0696 4.44068 -2.32613 -0.9304 0 -0.9304 0 -3.32613 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.335386 0 0 0 
1.035 33.5482 37.7161 -0.335482 -9.3 0 0.07 0 0.07 4.45503 -2.3261 -0.93 0 -0.93 0 -3.3261 0 1.99985 0 1.99985 1.9999 0 1.9999 -3.99975 -0.335552 0 0 0 
