t 1 2 3 4 5 6 7 8 9 10 11 jE0800 jE0900 jF0002 jF1002 jxH1100 jyH1100 jV0408 jV0709 jVCC 
6.94 6 -1182.94 0 -117.294 -1182.94 3.6 -117.654 -118.294 -118.654 3.6 6e-05 0 0 0.000117654 0.000117294 0 6e-05 0 0 1.53294e-06
6.95 6 -1183.53 0 -117.353 -1183.53 3 -117.653 -118.353 -118.653 3 6e-05 0 0 0.000117653 0.000117353 0 6e-05 0 0 1.47353e-06
6.96 6 -1184.12 0 -117.412 -1184.12 2.4 -117.652 -118.412 -118.652 2.4 6e-05 0 0 0.000117652 0.000117412 0 6e-05 0 0 1.41412e-06
6.97 6 -1184.71 0 -117.471 -1184.71 1.8 -117.651 -118.471 -118.651 1.8 6e-05 0 0 0.000117651 0.000117471 0 6e-05 0 0 1.35471e-06
6.98 6 -1185.29 0 -117.529 -1185.29 1.2 -117.649 -118.529 -118.649 1.2 6e-05 0 0 0.000117649 0.000117529 0 6e-05 0 0 1.29529e-06
6.99 6 -1185.88 0 -117.588 -1185.88 0.6 -117.648 -118.588 -118.648 0.6 6e-05 0 0 0.000117648 0.000117588 0 6e-05 0 0 1.23588e-06
7 6 -1186.47 0 -117.647 -1186.47 6.2883e-12 -117.647 -118.647 -118.647 6.2883e-12 6e-05 0 0 0.000117647 0.000117647 0 6e-05 0 0 1.17647e-06
7.01 7 -1381.96 0 -137.196 -1381.96 0.6 -137.256 -138.196 -138.256 0.6 7e-05 0 0 0.000137256 0.000137196 0 7e-05 0 0 1.43196e-06
7.02 7 -1381.37 0 -137.137 -1381.37 1.2 -137.257 -138.137 -138.257 1.2 7e-05 0 0 0.000137257 0.000137137 0 7e-05 0 0 1.49137e-06
7.03 7 -1380.78 0 -137.078 -1380.78 1.8 -137.258 -138.078 -138.258 1.8 7e-05 0 0 0.000137258 0.000137078 0 7e-05 0 0 1.55078e-06
7.04 7 -1380.2 0 -137.02 -1380.2 2.4 -137.26 -138.02 -138.26 2.4 7e-05 0 0 0.00013726 0.00013702 0 7e-05 0 0 1.6102e-06
7.05 7 -1379.61 0 -136.961 -1379.61 3 -137.261 -137.961 -138.261 3 7e-05 0 0 0.000137261 0.000136961 0 7e-05 0 0 1.66961e-06
7.06 7 -1379.02 0 -136.902 -1379.02 3.6 -137.262 -137.902 -138.262 3.6 7e-05 0 0 0.000137262 0.000136902 0 7e-05 0 0 1.72902e-06
7.07 7 -1378.43 0 -136.843 -1378.43 4.2 -137.263 -137.843 -138.263 4.2 7e-05 0 0 0.000137263 0.000136843 0 7e-05 0 0 1.78843e-06
7.08 7 -1377.84 0 -136.784 -1377.84 4.8 -137.264 -137.784 -138.264 4.8 7e-05 0 0 0.000137264 0.000136784 0 7e-05 0 0 1.84784e-06
7.09 7 -1377.25 0 -136.725 -1377.25 5.4 -137.265 -137.725 -138.265 5.4 7e-05 0 0 0.000137265 0.000136725 0 7e-05 0 0 1.90725e-06
7.1 7 -1376.67 0 -136.667 -1376.67 6 -137.267 -137.667 -138.267 6 7e-05 0 0 0.000137267 0.000136667 0 7e-05 0 0 1.96667e-06
7.11 7 -1376.08 0 -136.608 -1376.08 6.6 -137.268 -137.608 -138.268 6.6 7e-05 0 0 0.000137268 0.000136608 0 7e-05 0 0 2.02608e-06
7.12 7 -1375.49 0 -136.549 -1375.49 7.2 -137.269 -137.549 -138.269 7.2 7e-05 0 0 0.000137269 0.000136549 0 7e-05 0 0 2.08549e-06
7.13 7 -1374.9 0 -136.49 -1374.9 7.8 -137.27 -137.49 -138.27 7.8 7e-05 0 0 0.00013727 0.00013649 0 7e-05 0 0 2.1449e-06
7.14 7 -1374.31 0 -136.431 -1374.31 8.4 -137.271 -137.431 -138.271 8.4 7e-05 0 0 0.000137271 0.000136431 0 7e-05 0 0 2.20431e-06
7.15 7 -1373.73 0 -136.373 -1373.73 9 -137.273 -137.373 -138.273 9 7e-05 0 0 0.000137273 0.000136373 0 7e-05 0 0 2.26373e-06
7.16 7 -1373.14 0 -136.314 -1373.14 9.6 -137.274 -137.314 -138.274 9.6 7e-05 0 0 0.000137274 0.000136314 0 7e-05 0 0 2.32314e-06
7.17 7 -1372.55 0 -136.255 -1372.55 10.2 -137.275 -137.255 -138.275 10.2 7e-05 0 0 0.000137275 0.000136255 0 7e-05 0 0 2.38255e-06
7.18 7 -1371.96 0 -136.196 -1371.96 10.8 -137.276 -137.196 -138.276 10.8 7e-05 0 0 0.000137276 0.000136196 0 7e-05 0 0 2.44196e-06
7.19 7 -1371.37 0 -136.137 -1371.37 11.4 -137.277 -137.137 -138.277 11.4 7e-05 0 0 0.000137277 0.000136137 0 7e-05 0 0 2.50137e-06
7.2 7 -1370.78 0 -136.078 -1370.78 12 -137.278 -137.078 -138.278 12 7e-05 0 0 0.000137278 0.000136078 0 7e-05 0 0 2.56078e-06
7.21 7 -1370.2 0 -136.02 -1370.2 12.6 -137.28 -137.02 -138.28 12.6 7e-05 0 0 0.00013728 0.00013602 0 7e-05 0 0 2.6202e-06
7.22 7 -1369.61 0 -135.961 -1369.61 13.2 -137.281 -136.961 -138.281 13.2 7e-05 0 0 0.000137281 0.000135961 0 7e-05 0 0 2.67961e-06
7.23 7 -1369.02 0 -135.902 -1369.02 13.8 -137.282 -136.902 -138.282 13.8 7e-05 0 0 0.000137282 0.000135902 0 7e-05 0 0 2.73902e-06
7.24 7 -1368.43 0 -135.843 -1368.43 14.4 -137.283 -136.843 -138.283 14.4 7e-05 0 0 0.000137283 0.000135843 0 7e-05 0 0 2.79843e-06
7.25 7 -1367.84 0 -135.784 -1367.84 15 -137.284 -136.784 -138.284 15 7e-05 0 0 0.000137284 0.000135784 0 7e-05 0 0 2.85784e-06
7.26 7 -1367.25 0 -135.725 -1367.25 15.6 -137.285 -136.725 -138.285 15.6 7e-05 0 0 0.000137285 0.000135725 0 7e-05 0 0 2.91725e-06
7.27 7 -1366.67 0 -135.667 -1366.67 16.2 -137.287 -136.667 -138.287 16.2 7e-05 0 0 0.000137287 0.000135667 0 7e-05 0 0 2.97667e-06
7.28 7 -1366.08 0 -135.608 -1366.08 16.8 -137.288 -136.608 -138.288 16.8 7e-05 0 0 0.000137288 0.000135608 0 7e-05 0 0 3.03608e-06
7.29 7 -1365.49 0 -135.549 -1365.49 17.4 -137.289 -136.549 -138.289 17.4 7e-05 0 0 0.000137289 0.000135549 0 7e-05 0 0 3.09549e-06
7.3 7 -1364.9 0 -135.49 -1364.9 18 -137.29 -136.49 -138.29 18 7e-05 0 0 0.00013729 0.00013549 0 7e-05 0 0 3.1549e-06
7.31 7 -1364.31 0 -135.431 -1364.31 18.6 -137.291 -136.431 -138.291 18.6 7e-05 0 0 0.000137291 0.000135431 0 7e-05 0 0 3.21431e-06
7.32 7 -1363.73 0 -135.373 -1363.73 19.2 -137.293 -136.373 -138.293 19.2 7e-05 0 0 0.000137293 0.000135373 0 7e-05 0 0 3.27373e-06
7.33 7 -1363.14 0 -135.314 -1363.14 19.8 -137.294 -136.314 -138.294 19.8 7e-05 0 0 0.000137294 0.000135314 0 7e-05 0 0 3.33314e-06
7.34 7 -1362.55 0 -135.255 -1362.55 20.4 -137.295 -136.255 -138.295 20.4 7e-05 0 0 0.000137295 0.000135255 0 7e-05 0 0 3.39255e-06
7.35 7 -1361.96 0 -135.196 -1361.96 21 -137.296 -136.196 -138.296 21 7e-05 0 0 0.000137296 0.000135196 0 7e-05 0 0 3.45196e-06
7.36 7 -1361.37 0 -135.137 -1361.37 21.6 -137.297 -136.137 -138.297 21.6 7e-05 0 0 0.000137297 0.000135137 0 7e-05 0 0 3.51137e-06
7.37 7 -1360.78 0 -135.078 -1360.78 22.2 -137.298 -136.078 -138.298 22.2 7e-05 0 0 0.000137298 0.000135078 0 7e-05 0 0 3.57078e-06
7.38 7 -1360.2 0 -135.02 -1360.2 22.8 -137.3 -136.02 -138.3 22.8 7e-05 0 0 0.0001373 0.00013502 0 7e-05 0 0 3.6302e-06
7.39 7 -1359.61 0 -134.961 -1359.61 23.4 -137.301 -135.961 -138.301 23.4 7e-05 0 0 0.000137301 0.000134961 0 7e-05 0 0 3.68961e-06
7.4 7 -1359.02 0 -134.902 -1359.02 24 -137.302 -135.902 -138.302 24 7e-05 0 0 0.000137302 0.000134902 0 7e-05 0 0 3.74902e-06
7.41 7 -1358.43 0 -134.843 -1358.43 24.6 -137.303 -135.843 -138.303 24.6 7e-05 0 0 0.000137303 0.000134843 0 7e-05 0 0 3.80843e-06
7.42 7 -1357.84 0 -134.784 -1357.84 25.2 -137.304 -135.784 -138.304 25.2 7e-05 0 0 0.000137304 0.000134784 0 7e-05 0 0 3.86784e-06
7.43 7 -1357.25 0 -134.725 -1357.25 25.8 -137.305 -135.725 -138.305 25.8 7e-05 0 0 0.000137305 0.000134725 0 7e-05 0 0 3.92725e-06
7.44 7 -1356.67 0 -134.667 -1356.67 26.4 -137.307 -135.667 -138.307 26.4 7e-05 0 0 0.000137307 0.000134667 0 7e-05 0 0 3.98667e-06
7.45 7 -1356.08 0 -134.608 -1356.08 27 -137.308 -135.608 -138.308 27 7e-05 0 0 0.000137308 0.000134608 0 7e-05 0 0 4.04608e-06
7.46 7 -1355.49 0 -134.549 -1355.49 27.6 -137.309 -135.549 -138.309 27.6 7e-05 0 0 0.000137309 0.000134549 0 7e-05 0 0 4.10549e-06
7.47 7 -1354.9 0 -134.49 -1354.9 28.2 -137.31 -135.49 -138.31 28.2 7e-05 0 0 0.00013731 0.00013449 0 7e-05 0 0 4.1649e-06
7.48 7 -1354.31 0 -134.431 -1354.31 28.8 -137.311 -135.431 -138.311 28.8 7e-05 0 0 0.000137311 0.000134431 0 7e-05 0 0 4.22431e-06
7.49 7 -1353.73 0 -134.373 -1353.73 29.4 -137.313 -135.373 -138.313 29.4 7e-05 0 0 0.000137313 0.000134373 0 7e-05 0 0 4.28373e-06
7.5 7 -1353.14 0 -134.314 -1353.14 30 -137.314 -135.314 -138.314 30 7e-05 0 0 0.000137314 0.000134314 0 7e-05 0 0 4.34314e-06
7.51 7 -1353.73 0 -134.373 -1353.73 29.4 -137.313 -135.373 -138.313 29.4 7e-05 0 0 0.000137313 0.000134373 0 7e-05 0 0 4.28373e-06
7.52 7 -1354.31 0 -134.431 -1354.31 28.8 -137.311 -135.431 -138.311 28.8 7e-05 0 0 0.000137311 0.000134431 0 7e-05 0 0 4.22431e-06
7.53 7 -1354.9 0 -134.49 -1354.9 28.2 -137.31 -135.49 -138.31 28.2 7e-05 0 0 0.00013731 0.00013449 0 7e-05 0 0 4.1649e-06
7.54 7 -1355.49 0 -134.549 -1355.49 27.6 -137.309 -135.549 -138.309 27.6 7e-05 0 0 0.000137309 0.000134549 0 7e-05 0 0 4.10549e-06
7.55 7 -1356.08 0 -134.608 -1356.08 27 -137.308 -135.608 -138.308 27 7e-05 0 0 0.000137308 0.000134608 0 7e-05 0 0 4.04608e-06
7.56 7 -1356.67 0 -134.667 -1356.67 26.4 -137.307 -135.667 -138.307 26.4 7e-05 0 0 0.000137307 0.000134667 0 7e-05 0 0 3.98667e-06
7.57 7 -1357.25 0 -134.725 -1357.25 25.8 -137.305 -135.725 -138.305 25.8 7e-05 0 0 0.000137305 0.000134725 0 7e-05 0 0 3.92725e-06
7.58 7 -1357.84 0 -134.784 -1357.84 25.2 -137.304 -135.784 -138.304 25.2 7e-05 0 0 0.000137304 0.000134784 0 7e-05 0 0 3.86784e-06
7.59 7 -1358.43 0 -134.843 -1358.43 24.6 -137.303 -135.843 -138.303 24.6 7e-05 0 0 0.000137303 0.000134843 0 7e-05 0 0 3.80843e-06
7.6 7 -1359.02 0 -134.902 -1359.02 24 -137.302 -135.902 -138.302 24 7e-05 0 0 0.000137302 0.000134902 0 7e-05 0 0 3.74902e-06
7.61 7 -1359.61 0 -134.961 -1359.61 23.4 -137.301 -135.961 -138.301 23.4 7e-05 0 0 0.000137301 0.000134961 0 7e-05 0 0 3.68961e-06
7.62 7 -1360.2 0 -135.02 -1360.2 22.8 -137.3 -136.02 -138.3 22.8 7e-05 0 0 0.0001373 0.00013502 0 7e-05 0 0 3.6302e-06
7.63 7 -1360.78 0 -135.078 -1360.78 22.2 -137.298 -136.078 -138.298 22.2 7e-05 0 0 0.000137298 0.000135078 0 7e-05 0 0 3.57078e-06
7.64 7 -1361.37 0 -135.137 -1361.37 21.6 -137.297 -136.137 -138.297 21.6 7e-05 0 0 0.000137297 0.000135137 0 7e-05 0 0 3.51137e-06
7.65 7 -1361.96 0 -135.196 -1361.96 21 -137.296 -136.196 -138.296 21 7e-05 0 0 0.000137296 0.000135196 0 7e-05 0 0 3.45196e-06
7.66 7 -1362.55 0 -135.255 -1362.55 20.4 -137.295 -136.255 -138.295 20.4 7e-05 0 0 0.000137295 0.000135255 0 7e-05 0 0 3.39255e-06
7.67 7 -1363.14 0 -135.314 -1363.14 19.8 -137.294 -136.314 -138.294 19.8 7e-05 0 0 0.000137294 0.000135314 0 7e-05 0 0 3.33314e-06
7.68 7 -1363.73 0 -135.373 -1363.73 19.2 -137.293 -136.373 -138.293 19.2 7e-05 0 0 0.000137293 0.000135373 0 7e-05 0 0 3.27373e-06
7.69 7 -1364.31 0 -135.431 -1364.31 18.6 -137.291 -136.431 -138.291 18.6 7e-05 0 0 0.000137291 0.000135431 0 7e-05 0 0 3.21431e-06
7.7 7 -1364.9 0 -135.49 -1364.9 18 -137.29 -136.49 -138.29 18 7e-05 0 0 0.00013729 0.00013549 0 7e-05 0 0 3.1549e-06
7.71 7 -1365.49 0 -135.549 -1365.49 17.4 -137.289 -136.549 -138.289 17.4 7e-05 0 0 0.000137289 0.000135549 0 7e-05 0 0 3.09549e-06
7.72 7 -1366.08 0 -135.608 -1366.08 16.8 -137.288 -136.608 -138.288 16.8 7e-05 0 0 0.000137288 0.000135608 0 7e-05 0 0 3.03608e-06
7.73 7 -1366.67 0 -135.667 -1366.67 16.2 -137.287 -136.667 -138.287 16.2 7e-05 0 0 0.000137287 0.000135667 0 7e-05 0 0 2.97667e-06
7.74 7 -1367.25 0 -135.725 -1367.25 15.6 -137.285 -136.725 -138.285 15.6 7e-05 0 0 0.000137285 0.000135725 0 7e-05 0 0 2.91725e-06
7.75 7 -1367.84 0 -135.784 -1367.84 15 -137.284 -136.784 -138.284 15 7e-05 0 0 0.000137284 0.000135784 0 7e-05 0 0 2.85784e-06
7.76 7 -1368.43 0 -135.843 -1368.43 14.4 -137.283 -136.843 -138.283 14.4 7e-05 0 0 0.000137283 0.000135843 0 7e-05 0 0 2.79843e-06
7.77 7 -1369.02 0 -135.902 -1369.02 13.8 -137.282 -136.902 -138.282 13.8 7e-05 0 0 0.000137282 0.000135902 0 7e-05 0 0 2.73902e-06
7.78 7 -1369.61 0 -135.961 -1369.61 13.2 -137.281 -136.961 -138.281 13.2 7e-05 0 0 0.000137281 0.000135961 0 7e-05 0 0 2.67961e-06
7.79 7 -1370.2 0 -136.02 -1370.2 12.6 -137.28 -137.02 -138.28 12.6 7e-05 0 0 0.00013728 0.00013602 0 7e-05 0 0 2.6202e-06
7.8 7 -1370.78 0 -136.078 -1370.78 12 -137.278 -137.078 -138.278 12 7e-05 0 0 0.000137278 0.000136078 0 7e-05 0 0 2.56078e-06
7.81 7 -1371.37 0 -136.137 -1371.37 11.4 -137.277 -137.137 -138.277 11.4 7e-05 0 0 0.000137277 0.000136137 0 7e-05 0 0 2.50137e-06
7.82 7 -1371.96 0 -136.196 -1371.96 10.8 -137.276 -137.196 -138.276 10.8 7e-05 0 0 0.000137276 0.000136196 0 7e-05 0 0 2.44196e-06
7.83 7 -1372.55 0 -136.255 -1372.55 10.2 -137.275 -137.255 -138.275 10.2 7e-05 0 0 0.000137275 0.000136255 0 7e-05 0 0 2.38255e-06
7.84 7 -1373.14 0 -136.314 -1373.14 9.6 -137.274 -137.314 -138.274 9.6 7e-05 0 0 0.000137274 0.000136314 0 7e-05 0 0 2.32314e-06
7.85 7 -1373.73 0 -136.373 -1373.73 9 -137.273 -137.373 -138.273 9 7e-05 0 0 0.000137273 0.000136373 0 7e-05 0 0 2.26373e-06
7.86 7 -1374.31 0 -136.431 -1374.31 8.4 -137.271 -137.431 -138.271 8.4 7e-05 0 0 0.000137271 0.000136431 0 7e-05 0 0 2.20431e-06
7.87 7 -1374.9 0 -136.49 -1374.9 7.8 -137.27 -137.49 -138.27 7.8 7e-05 0 0 0.00013727 0.00013649 0 7e-05 0 0 2.1449e-06
7.88 7 -1375.49 0 -136.549 -1375.49 7.2 -137.269 -137.549 -138.269 7.2 7e-05 0 0 0.000137269 0.000136549 0 7e-05 0 0 2.08549e-06
7.89 7 -1376.08 0 -136.608 -1376.08 6.6 -137.268 -137.608 -138.268 6.6 7e-05 0 0 0.000137268 0.000136608 0 7e-05 0 0 2.02608e-06
7.9 7 -1376.67 0 -136.667 -1376.67 6 -137.267 -137.667 -138.267 6 7e-05 0 0 0.000137267 0.000136667 0 7e-05 0 0 1.96667e-06
7.91 7 -1377.25 0 -136.725 -1377.25 5.4 -137.265 -137.725 -138.265 5.4 7e-05 0 0 0.000137265 0.000136725 0 7e-05 0 0 1.90725e-06
7.92 7 -1377.84 0 -136.784 -1377.84 4.8 -137.264 -137.784 -138.264 4.8 7e-05 0 0 0.000137264 0.000136784 0 7e-05 0 0 1.84784e-06
7.93 7 -1378.43 0 -136.843 -1378.43 4.2 -137.263 -137.843 -138.263 4.2 7e-05 0 0 0.000137263 0.000136843 0 7e-05 0 0 1.78843e-06
7.94 7 -1379.02 0 -136.902 -1379.02 3.6 -137.262 -137.902 -138.262 3.6 7e-05 0 0 0.000137262 0.000136902 0 7e-05 0 0 1.72902e-06
7.95 7 -1379.61 0 -136.961 -1379.61 3 -137.261 -137.961 -138.261 3 7e-05 0 0 0.000137261 0.000136961 0 7e-05 0 0 1.66961e-06
7.96 7 -1380.2 0 -137.02 -1380.2 2.4 -137.26 -138.02 -138.26 2.4 7e-05 0 0 0.00013726 0.00013702 0 7e-05 0 0 1.6102e-06
7.97 7 -1380.78 0 -137.078 -1380.78 1.8 -137.258 -138.078 -138.258 1.8 7e-05 0 0 0.000137258 0.000137078 0 7e-05 0 0 1.55078e-06
7.98 7 -1381.37 0 -137.137 -1381.37 1.2 -137.257 -138.137 -138.257 1.2 7e-05 0 0 0.000137257 0.000137137 0 7e-05 0 0 1.49137e-06
7.99 7 -1381.96 0 -137.196 -1381.96 0.6 -137.256 -138.196 -138.256 0.6 7e-05 0 0 0.000137256 0.000137196 0 7e-05 0 0 1.43196e-06
8 7 -1382.55 0 -137.255 -1382.55 7.56728e-12 -137.255 -138.255 -138.255 7.56728e-12 7e-05 0 0 0.000137255 0.000137255 0 7e-05 0 0 1.37255e-06
8.01 8 -1578.04 0 -156.804 -1578.04 0.6 -156.864 -157.804 -157.864 0.6 8e-05 0 0 0.000156864 0.000156804 0 8e-05 0 0 1.62804e-06
8.02 8 -1577.45 0 -156.745 -1577.45 1.2 -156.865 -157.745 -157.865 1.2 8e-05 0 0 0.000156865 0.000156745 0 8e-05 0 0 1.68745e-06
8.03 8 -1576.86 0 -156.686 -1576.86 1.8 -156.866 -157.686 -157.866 1.8 8e-05 0 0 0.000156866 0.000156686 0 8e-05 0 0 1.74686e-06
8.04 8 -1576.27 0 -156.627 -1576.27 2.4 -156.867 -157.627 -157.867 2.4 8e-05 0 0 0.000156867 0.000156627 0 8e-05 0 0 1.80627e-06
8.05 8 -1575.69 0 -156.569 -1575.69 3 -156.869 -157.569 -157.869 3 8e-05 0 0 0.000156869 0.000156569 0 8e-05 0 0 1.86569e-06
8.06 8 -1575.1 0 -156.51 -1575.1 3.6 -156.87 -157.51 -157.87 3.6 8e-05 0 0 0.00015687 0.00015651 0 8e-05 0 0 1.9251e-06
8.07 8 -1574.51 0 -156.451 -1574.51 4.2 -156.871 -157.451 -157.871 4.2 8e-05 0 0 0.000156871 0.000156451 0 8e-05 0 0 1.98451e-06
8.08 8 -1573.92 0 -156.392 -1573.92 4.8 -156.872 -157.392 -157.872 4.8 8e-05 0 0 0.000156872 0.000156392 0 8e-05 0 0 2.04392e-06
8.09 8 -1573.33 0 -156.333 -1573.33 5.4 -156.873 -157.333 -157.873 5.4 8e-05 0 0 0.000156873 0.000156333 0 8e-05 0 0 2.10333e-06
8.1 8 -1572.75 0 -156.275 -1572.75 6 -156.875 -157.275 -157.875 6 8e-05 0 0 0.000156875 0.000156275 0 8e-05 0 0 2.16275e-06
8.11 8 -1572.16 0 -156.216 -1572.16 6.6 -156.876 -157.216 -157.876 6.6 8e-05 0 0 0.000156876 0.000156216 0 8e-05 0 0 2.22216e-06
8.12 8 -1571.57 0 -156.157 -1571.57 7.2 -156.877 -157.157 -157.877 7.2 8e-05 0 0 0.000156877 0.000156157 0 8e-05 0 0 2.28157e-06
8.13 8 -1570.98 0 -156.098 -1570.98 7.8 -156.878 -157.098 -157.878 7.8 8e-05 0 0 0.000156878 0.000156098 0 8e-05 0 0 2.34098e-06
8.14 8 -1570.39 0 -156.039 -1570.39 8.4 -156.879 -157.039 -157.879 8.4 8e-05 0 0 0.000156879 0.000156039 0 8e-05 0 0 2.40039e-06
8.15 8 -1569.8 0 -155.98 -1569.8 9 -156.88 -156.98 -157.88 9 8e-05 0 0 0.00015688 0.00015598 0 8e-05 0 0 2.4598e-06
8.16 8 -1569.22 0 -155.922 -1569.22 9.6 -156.882 -156.922 -157.882 9.6 8e-05 0 0 0.000156882 0.000155922 0 8e-05 0 0 2.51922e-06
8.17 8 -1568.63 0 -155.863 -1568.63 10.2 -156.883 -156.863 -157.883 10.2 8e-05 0 0 0.000156883 0.000155863 0 8e-05 0 0 2.57863e-06
8.18 8 -1568.04 0 -155.804 -1568.04 10.8 -156.884 -156.804 -157.884 10.8 8e-05 0 0 0.000156884 0.000155804 0 8e-05 0 0 2.63804e-06
8.19 8 -1567.45 0 -155.745 -1567.45 11.4 -156.885 -156.745 -157.885 11.4 8e-05 0 0 0.000156885 0.000155745 0 8e-05 0 0 2.69745e-06
8.2 8 -1566.86 0 -155.686 -1566.86 12 -156.886 -156.686 -157.886 12 8e-05 0 0 0.000156886 0.000155686 0 8e-05 0 0 2.75686e-06
8.21 8 -1566.27 0 -155.627 -1566.27 12.6 -156.887 -156.627 -157.887 12.6 8e-05 0 0 0.000156887 0.000155627 0 8e-05 0 0 2.81627e-06
8.22 8 -1565.69 0 -155.569 -1565.69 13.2 -156.889 -156.569 -157.889 13.2 8e-05 0 0 0.000156889 0.000155569 0 8e-05 0 0 2.87569e-06
8.23 8 -1565.1 0 -155.51 -1565.1 13.8 -156.89 -156.51 -157.89 13.8 8e-05 0 0 0.00015689 0.00015551 0 8e-05 0 0 2.9351e-06
8.24 8 -1564.51 0 -155.451 -1564.51 14.4 -156.891 -156.451 -157.891 14.4 8e-05 0 0 0.000156891 0.000155451 0 8e-05 0 0 2.99451e-06
8.25 8 -1563.92 0 -155.392 -1563.92 15 -156.892 -156.392 -157.892 15 8e-05 0 0 0.000156892 0.000155392 0 8e-05 0 0 3.05392e-06
8.26 8 -1563.33 0 -155.333 -1563.33 15.6 -156.893 -156.333 -157.893 15.6 8e-05 0 0 0.000156893 0.000155333 0 8e-05 0 0 3.11333e-06
8.27 8 -1562.75 0 -155.275 -1562.75 16.2 -156.895 -156.275 -157.895 16.2 8e-05 0 0 0.000156895 0.000155275 0 8e-05 0 0 3.17275e-06
8.28 8 -1562.16 0 -155.216 -1562.16 16.8 -156.896 -156.216 -157.896 16.8 8e-05 0 0 0.000156896 0.000155216 0 8e-05 0 0 3.23216e-06
8.29 8 -1561.57 0 -155.157 -1561.57 17.4 -156.897 -156.157 -157.897 17.4 8e-05 0 0 0.000156897 0.000155157 0 8e-05 0 0 3.29157e-06
8.3 8 -1560.98 0 -155.098 -1560.98 18 -156.898 -156.098 -157.898 18 8e-05 0 0 0.000156898 0.000155098 0 8e-05 0 0 3.35098e-06
8.31 8 -1560.39 0 -155.039 -1560.39 18.6 -156.899 -156.039 -157.899 18.6 8e-05 0 0 0.000156899 0.000155039 0 8e-05 0 0 3.41039e-06
8.32 8 -1559.8 0 -154.98 -1559.8 19.2 -156.9 -155.98 -157.9 19.2 8e-05 0 0 0.0001569 0.00015498 0 8e-05 0 0 3.4698e-06
8.33 8 -1559.22 0 -154.922 -1559.22 19.8 -156.902 -155.922 -157.902 19.8 8e-05 0 0 0.000156902 0.000154922 0 8e-05 0 0 3.52922e-06
8.34 8 -1558.63 0 -154.863 -1558.63 20.4 -156.903 -155.863 -157.903 20.4 8e-05 0 0 0.000156903 0.000154863 0 8e-05 0 0 3.58863e-06
8.35 8 -1558.04 0 -154.804 -1558.04 21 -156.904 -155.804 -157.904 21 8e-05 0 0 0.000156904 0.000154804 0 8e-05 0 0 3.64804e-06
8.36 8 -1557.45 0 -154.745 -1557.45 21.6 -156.905 -155.745 -157.905 21.6 8e-05 0 0 0.000156905 0.000154745 0 8e-05 0 0 3.70745e-06
8.37 8 -1556.86 0 -154.686 -1556.86 22.2 -156.906 -155.686 -157.906 22.2 8e-05 0 0 0.000156906 0.000154686 0 8e-05 0 0 3.76686e-06
8.38 8 -1556.27 0 -154.627 -1556.27 22.8 -156.907 -155.627 -157.907 22.8 8e-05 0 0 0.000156907 0.000154627 0 8e-05 0 0 3.82627e-06
8.39 8 -1555.69 0 -154.569 -1555.69 23.4 -156.909 -155.569 -157.909 23.4 8e-05 0 0 0.000156909 0.000154569 0 8e-05 0 0 3.88569e-06
8.4 8 -1555.1 0 -154.51 -1555.1 24 -156.91 -155.51 -157.91 24 8e-05 0 0 0.00015691 0.00015451 0 8e-05 0 0 3.9451e-06
8.41 8 -1554.51 0 -154.451 -1554.51 24.6 -156.911 -155.451 -157.911 24.6 8e-05 0 0 0.000156911 0.000154451 0 8e-05 0 0 4.00451e-06
8.42 8 -1553.92 0 -154.392 -1553.92 25.2 -156.912 -155.392 -157.912 25.2 8e-05 0 0 0.000156912 0.000154392 0 8e-05 0 0 4.06392e-06
8.43 8 -1553.33 0 -154.333 -1553.33 25.8 -156.913 -155.333 -157.913 25.8 8e-05 0 0 0.000156913 0.000154333 0 8e-05 0 0 4.12333e-06
8.44 8 -1552.75 0 -154.275 -1552.75 26.4 -156.915 -155.275 -157.915 26.4 8e-05 0 0 0.000156915 0.000154275 0 8e-05 0 0 4.18275e-06
8.45 8 -1552.16 0 -154.216 -1552.16 27 -156.916 -155.216 -157.916 27 8e-05 0 0 0.000156916 0.000154216 0 8e-05 0 0 4.24216e-06
8.46 8 -1551.57 0 -154.157 -1551.57 27.6 -156.917 -155.157 -157.917 27.6 8e-05 0 0 0.000156917 0.000154157 0 8e-05 0 0 4.30157e-06
8.47 8 -1550.98 0 -154.098 -1550.98 28.2 -156.918 -155.098 -157.918 28.2 8e-05 0 0 0.000156918 0.000154098 0 8e-05 0 0 4.36098e-06
8.48 8 -1550.39 0 -154.039 -1550.39 28.8 -156.919 -155.039 -157.919 28.8 8e-05 0 0 0.000156919 0.000154039 0 8e-05 0 0 4.42039e-06
8.49 8 -1549.8 0 -153.98 -1549.8 29.4 -156.92 -154.98 -157.92 29.4 8e-05 0 0 0.00015692 0.00015398 0 8e-05 0 0 4.4798e-06
8.5 8 -1549.22 0 -153.922 -1549.22 30 -156.922 -154.922 -157.922 30 8e-05 0 0 0.000156922 0.000153922 0 8e-05 0 0 4.53922e-06
8.51 8 -1549.8 0 -153.98 -1549.8 29.4 -156.92 -154.98 -157.92 29.4 8e-05 0 0 0.00015692 0.00015398 0 8e-05 0 0 4.4798e-06
8.52 8 -1550.39 0 -154.039 -1550.39 28.8 -156.919 -155.039 -157.919 28.8 8e-05 0 0 0.000156919 0.000154039 0 8e-05 0 0 4.42039e-06
