t 1 2 3 4 5 6 7 8 9 10 11 jE0800 jE0900 jF0002 jF1002 jxH1100 jyH1100 jV0408 jV0709 jVCC 
1.55 1 -179.608 0 -16.9608 -179.608 27 -19.6608 -17.9608 -20.6608 27 1e-05 0 0 1.96608e-05 1.69608e-05 0 1e-05 0 0 2.86961e-06
1.56 1 -180.196 0 -17.0196 -180.196 26.4 -19.6596 -18.0196 -20.6596 26.4 1e-05 0 0 1.96596e-05 1.70196e-05 0 1e-05 0 0 2.8102e-06
1.57 1 -180.784 0 -17.0784 -180.784 25.8 -19.6584 -18.0784 -20.6584 25.8 1e-05 0 0 1.96584e-05 1.70784e-05 0 1e-05 0 0 2.75078e-06
1.58 1 -181.373 0 -17.1373 -181.373 25.2 -19.6573 -18.1373 -20.6573 25.2 1e-05 0 0 1.96573e-05 1.71373e-05 0 1e-05 0 0 2.69137e-06
1.59 1 -181.961 0 -17.1961 -181.961 24.6 -19.6561 -18.1961 -20.6561 24.6 1e-05 0 0 1.96561e-05 1.71961e-05 0 1e-05 0 0 2.63196e-06
1.6 1 -182.549 0 -17.2549 -182.549 24 -19.6549 -18.2549 -20.6549 24 1e-05 0 0 1.96549e-05 1.72549e-05 0 1e-05 0 0 2.57255e-06
1.61 1 -183.137 0 -17.3137 -183.137 23.4 -19.6537 -18.3137 -20.6537 23.4 1e-05 0 0 1.96537e-05 1.73137e-05 0 1e-05 0 0 2.51314e-06
1.62 1 -183.725 0 -17.3725 -183.725 22.8 -19.6525 -18.3725 -20.6525 22.8 1e-05 0 0 1.96525e-05 1.73725e-05 0 1e-05 0 0 2.45373e-06
1.63 1 -184.314 0 -17.4314 -184.314 22.2 -19.6514 -18.4314 -20.6514 22.2 1e-05 0 0 1.96514e-05 1.74314e-05 0 1e-05 0 0 2.39431e-06
1.64 1 -184.902 0 -17.4902 -184.902 21.6 -19.6502 -18.4902 -20.6502 21.6 1e-05 0 0 1.96502e-05 1.74902e-05 0 1e-05 0 0 2.3349e-06
1.65 1 -185.49 0 -17.549 -185.49 21 -19.649 -18.549 -20.649 21 1e-05 0 0 1.9649e-05 1.7549e-05 0 1e-05 0 0 2.27549e-06
1.66 1 -186.078 0 -17.6078 -186.078 20.4 -19.6478 -18.6078 -20.6478 20.4 1e-05 0 0 1.96478e-05 1.76078e-05 0 1e-05 0 0 2.21608e-06
1.67 1 -186.667 0 -17.6667 -186.667 19.8 -19.6467 -18.6667 -20.6467 19.8 1e-05 0 0 1.96467e-05 1.76667e-05 0 1e-05 0 0 2.15667e-06
1.68 1 -187.255 0 -17.7255 -187.255 19.2 -19.6455 -18.7255 -20.6455 19.2 1e-05 0 0 1.96455e-05 1.77255e-05 0 1e-05 0 0 2.09725e-06
1.69 1 -187.843 0 -17.7843 -187.843 18.6 -19.6443 -18.7843 -20.6443 18.6 1e-05 0 0 1.96443e-05 1.77843e-05 0 1e-05 0 0 2.03784e-06
1.7 1 -188.431 0 -17.8431 -188.431 18 -19.6431 -18.8431 -20.6431 18 1e-05 0 0 1.96431e-05 1.78431e-05 0 1e-05 0 0 1.97843e-06
1.71 1 -189.02 0 -17.902 -189.02 17.4 -19.642 -18.902 -20.642 17.4 1e-05 0 0 1.9642e-05 1.7902e-05 0 1e-05 0 0 1.91902e-06
1.72 1 -189.608 0 -17.9608 -189.608 16.8 -19.6408 -18.9608 -20.6408 16.8 1e-05 0 0 1.96408e-05 1.79608e-05 0 1e-05 0 0 1.85961e-06
1.73 1 -190.196 0 -18.0196 -190.196 16.2 -19.6396 -19.0196 -20.6396 16.2 1e-05 0 0 1.96396e-05 1.80196e-05 0 1e-05 0 0 1.8002e-06
1.74 1 -190.784 0 -18.0784 -190.784 15.6 -19.6384 -19.0784 -20.6384 15.6 1e-05 0 0 1.96384e-05 1.80784e-05 0 1e-05 0 0 1.74078e-06
1.75 1 -191.373 0 -18.1373 -191.373 15 -19.6373 -19.1373 -20.6373 15 1e-05 0 0 1.96373e-05 1.81373e-05 0 1e-05 0 0 1.68137e-06
1.76 1 -191.961 0 -18.1961 -191.961 14.4 -19.6361 -19.1961 -20.6361 14.4 1e-05 0 0 1.96361e-05 1.81961e-05 0 1e-05 0 0 1.62196e-06
1.77 1 -192.549 0 -18.2549 -192.549 13.8 -19.6349 -19.2549 -20.6349 13.8 1e-05 0 0 1.96349e-05 1.82549e-05 0 1e-05 0 0 1.56255e-06
1.78 1 -193.137 0 -18.3137 -193.137 13.2 -19.6337 -19.3137 -20.6337 13.2 1e-05 0 0 1.96337e-05 1.83137e-05 0 1e-05 0 0 1.50314e-06
1.79 1 -193.725 0 -18.3725 -193.725 12.6 -19.6325 -19.3725 -20.6325 12.6 1e-05 0 0 1.96325e-05 1.83725e-05 0 1e-05 0 0 1.44373e-06
1.8 1 -194.314 0 -18.4314 -194.314 12 -19.6314 -19.4314 -20.6314 12 1e-05 0 0 1.96314e-05 1.84314e-05 0 1e-05 0 0 1.38431e-06
1.81 1 -194.902 0 -18.4902 -194.902 11.4 -19.6302 -19.4902 -20.6302 11.4 1e-05 0 0 1.96302e-05 1.84902e-05 0 1e-05 0 0 1.3249e-06
1.82 1 -195.49 0 -18.549 -195.49 10.8 -19.629 -19.549 -20.629 10.8 1e-05 0 0 1.9629e-05 1.8549e-05 0 1e-05 0 0 1.26549e-06
1.83 1 -196.078 0 -18.6078 -196.078 10.2 -19.6278 -19.6078 -20.6278 10.2 1e-05 0 0 1.96278e-05 1.86078e-05 0 1e-05 0 0 1.20608e-06
1.84 1 -196.667 0 -18.6667 -196.667 9.6 -19.6267 -19.6667 -20.6267 9.6 1e-05 0 0 1.96267e-05 1.86667e-05 0 1e-05 0 0 1.14667e-06
1.85 1 -197.255 0 -18.7255 -197.255 9 -19.6255 -19.7255 -20.6255 9 1e-05 0 0 1.96255e-05 1.87255e-05 0 1e-05 0 0 1.08725e-06
1.86 1 -197.843 0 -18.7843 -197.843 8.4 -19.6243 -19.7843 -20.6243 8.4 1e-05 0 0 1.96243e-05 1.87843e-05 0 1e-05 0 0 1.02784e-06
1.87 1 -198.431 0 -18.8431 -198.431 7.8 -19.6231 -19.8431 -20.6231 7.8 1e-05 0 0 1.96231e-05 1.88431e-05 0 1e-05 0 0 9.68431e-07
1.88 1 -199.02 0 -18.902 -199.02 7.2 -19.622 -19.902 -20.622 7.2 1e-05 0 0 1.9622e-05 1.8902e-05 0 1e-05 0 0 9.0902e-07
1.89 1 -199.608 0 -18.9608 -199.608 6.6 -19.6208 -19.9608 -20.6208 6.6 1e-05 0 0 1.96208e-05 1.89608e-05 0 1e-05 0 0 8.49608e-07
1.9 1 -200.196 0 -19.0196 -200.196 6 -19.6196 -20.0196 -20.6196 6 1e-05 0 0 1.96196e-05 1.90196e-05 0 1e-05 0 0 7.90196e-07
1.91 1 -200.784 0 -19.0784 -200.784 5.4 -19.6184 -20.0784 -20.6184 5.4 1e-05 0 0 1.96184e-05 1.90784e-05 0 1e-05 0 0 7.30784e-07
1.92 1 -201.373 0 -19.1373 -201.373 4.8 -19.6173 -20.1373 -20.6173 4.8 1e-05 0 0 1.96173e-05 1.91373e-05 0 1e-05 0 0 6.71373e-07
1.93 1 -201.961 0 -19.1961 -201.961 4.2 -19.6161 -20.1961 -20.6161 4.2 1e-05 0 0 1.96161e-05 1.91961e-05 0 1e-05 0 0 6.11961e-07
1.94 1 -202.549 0 -19.2549 -202.549 3.6 -19.6149 -20.2549 -20.6149 3.6 1e-05 0 0 1.96149e-05 1.92549e-05 0 1e-05 0 0 5.52549e-07
1.95 1 -203.137 0 -19.3137 -203.137 3 -19.6137 -20.3137 -20.6137 3 1e-05 0 0 1.96137e-05 1.93137e-05 0 1e-05 0 0 4.93137e-07
1.96 1 -203.725 0 -19.3725 -203.725 2.4 -19.6125 -20.3725 -20.6125 2.4 1e-05 0 0 1.96125e-05 1.93725e-05 0 1e-05 0 0 4.33725e-07
1.97 1 -204.314 0 -19.4314 -204.314 1.8 -19.6114 -20.4314 -20.6114 1.8 1e-05 0 0 1.96114e-05 1.94314e-05 0 1e-05 0 0 3.74314e-07
1.98 1 -204.902 0 -19.4902 -204.902 1.2 -19.6102 -20.4902 -20.6102 1.2 1e-05 0 0 1.96102e-05 1.94902e-05 0 1e-05 0 0 3.14902e-07
1.99 1 -205.49 0 -19.549 -205.49 0.6 -19.609 -20.549 -20.609 0.6 1e-05 0 0 1.9609e-05 1.9549e-05 0 1e-05 0 0 2.5549e-07
2 1 -206.078 0 -19.6078 -206.078 7.99361e-14 -19.6078 -20.6078 -20.6078 7.99361e-14 1e-05 0 0 1.96078e-05 1.96078e-05 0 1e-05 0 0 1.96078e-07
2.01 2 -401.569 0 -39.1569 -401.569 0.6 -39.2169 -40.1569 -40.2169 0.6 2e-05 0 0 3.92169e-05 3.91569e-05 0 2e-05 0 0 4.51569e-07
2.02 2 -400.98 0 -39.098 -400.98 1.2 -39.218 -40.098 -40.218 1.2 2e-05 0 0 3.9218e-05 3.9098e-05 0 2e-05 0 0 5.1098e-07
2.03 2 -400.392 0 -39.0392 -400.392 1.8 -39.2192 -40.0392 -40.2192 1.8 2e-05 0 0 3.92192e-05 3.90392e-05 0 2e-05 0 0 5.70392e-07
2.04 2 -399.804 0 -38.9804 -399.804 2.4 -39.2204 -39.9804 -40.2204 2.4 2e-05 0 0 3.92204e-05 3.89804e-05 0 2e-05 0 0 6.29804e-07
2.05 2 -399.216 0 -38.9216 -399.216 3 -39.2216 -39.9216 -40.2216 3 2e-05 0 0 3.92216e-05 3.89216e-05 0 2e-05 0 0 6.89216e-07
2.06 2 -398.627 0 -38.8627 -398.627 3.6 -39.2227 -39.8627 -40.2227 3.6 2e-05 0 0 3.92227e-05 3.88627e-05 0 2e-05 0 0 7.48627e-07
2.07 2 -398.039 0 -38.8039 -398.039 4.2 -39.2239 -39.8039 -40.2239 4.2 2e-05 0 0 3.92239e-05 3.88039e-05 0 2e-05 0 0 8.08039e-07
2.08 2 -397.451 0 -38.7451 -397.451 4.8 -39.2251 -39.7451 -40.2251 4.8 2e-05 0 0 3.92251e-05 3.87451e-05 0 2e-05 0 0 8.67451e-07
2.09 2 -396.863 0 -38.6863 -396.863 5.4 -39.2263 -39.6863 -40.2263 5.4 2e-05 0 0 3.92263e-05 3.86863e-05 0 2e-05 0 0 9.26863e-07
2.1 2 -396.275 0 -38.6275 -396.275 6 -39.2275 -39.6275 -40.2275 6 2e-05 0 0 3.92275e-05 3.86275e-05 0 2e-05 0 0 9.86275e-07
2.11 2 -395.686 0 -38.5686 -395.686 6.6 -39.2286 -39.5686 -40.2286 6.6 2e-05 0 0 3.92286e-05 3.85686e-05 0 2e-05 0 0 1.04569e-06
2.12 2 -395.098 0 -38.5098 -395.098 7.2 -39.2298 -39.5098 -40.2298 7.2 2e-05 0 0 3.92298e-05 3.85098e-05 0 2e-05 0 0 1.1051e-06
2.13 2 -394.51 0 -38.451 -394.51 7.8 -39.231 -39.451 -40.231 7.8 2e-05 0 0 3.9231e-05 3.8451e-05 0 2e-05 0 0 1.16451e-06
2.14 2 -393.922 0 -38.3922 -393.922 8.4 -39.2322 -39.3922 -40.2322 8.4 2e-05 0 0 3.92322e-05 3.83922e-05 0 2e-05 0 0 1.22392e-06
2.15 2 -393.333 0 -38.3333 -393.333 9 -39.2333 -39.3333 -40.2333 9 2e-05 0 0 3.92333e-05 3.83333e-05 0 2e-05 0 0 1.28333e-06
2.16 2 -392.745 0 -38.2745 -392.745 9.6 -39.2345 -39.2745 -40.2345 9.6 2e-05 0 0 3.92345e-05 3.82745e-05 0 2e-05 0 0 1.34275e-06
2.17 2 -392.157 0 -38.2157 -392.157 10.2 -39.2357 -39.2157 -40.2357 10.2 2e-05 0 0 3.92357e-05 3.82157e-05 0 2e-05 0 0 1.40216e-06
2.18 2 -391.569 0 -38.1569 -391.569 10.8 -39.2369 -39.1569 -40.2369 10.8 2e-05 0 0 3.92369e-05 3.81569e-05 0 2e-05 0 0 1.46157e-06
2.19 2 -390.98 0 -38.098 -390.98 11.4 -39.238 -39.098 -40.238 11.4 2e-05 0 0 3.9238e-05 3.8098e-05 0 2e-05 0 0 1.52098e-06
2.2 2 -390.392 0 -38.0392 -390.392 12 -39.2392 -39.0392 -40.2392 12 2e-05 0 0 3.92392e-05 3.80392e-05 0 2e-05 0 0 1.58039e-06
2.21 2 -389.804 0 -37.9804 -389.804 12.6 -39.2404 -38.9804 -40.2404 12.6 2e-05 0 0 3.92404e-05 3.79804e-05 0 2e-05 0 0 1.6398e-06
2.22 2 -389.216 0 -37.9216 -389.216 13.2 -39.2416 -38.9216 -40.2416 13.2 2e-05 0 0 3.92416e-05 3.79216e-05 0 2e-05 0 0 1.69922e-06
2.23 2 -388.627 0 -37.8627 -388.627 13.8 -39.2427 -38.8627 -40.2427 13.8 2e-05 0 0 3.92427e-05 3.78627e-05 0 2e-05 0 0 1.75863e-06
2.24 2 -388.039 0 -37.8039 -388.039 14.4 -39.2439 -38.8039 -40.2439 14.4 2e-05 0 0 3.92439e-05 3.78039e-05 0 2e-05 0 0 1.81804e-06
2.25 2 -387.451 0 -37.7451 -387.451 15 -39.2451 -38.7451 -40.2451 15 2e-05 0 0 3.92451e-05 3.77451e-05 0 2e-05 0 0 1.87745e-06
2.26 2 -386.863 0 -37.6863 -386.863 15.6 -39.2463 -38.6863 -40.2463 15.6 2e-05 0 0 3.92463e-05 3.76863e-05 0 2e-05 0 0 1.93686e-06
2.27 2 -386.275 0 -37.6275 -386.275 16.2 -39.2475 -38.6275 -40.2475 16.2 2e-05 0 0 3.92475e-05 3.76275e-05 0 2e-05 0 0 1.99627e-06
2.28 2 -385.686 0 -37.5686 -385.686 16.8 -39.2486 -38.5686 -40.2486 16.8 2e-05 0 0 3.92486e-05 3.75686e-05 0 2e-05 0 0 2.05569e-06
2.29 2 -385.098 0 -37.5098 -385.098 17.4 -39.2498 -38.5098 -40.2498 17.4 2e-05 0 0 3.92498e-05 3.75098e-05 0 2e-05 0 0 2.1151e-06
2.3 2 -384.51 0 -37.451 -384.51 18 -39.251 -38.451 -40.251 18 2e-05 0 0 3.9251e-05 3.7451e-05 0 2e-05 0 0 2.17451e-06
2.31 2 -383.922 0 -37.3922 -383.922 18.6 -39.2522 -38.3922 -40.2522 18.6 2e-05 0 0 3.92522e-05 3.73922e-05 0 2e-05 0 0 2.23392e-06
2.32 2 -383.333 0 -37.3333 -383.333 19.2 -39.2533 -38.3333 -40.2533 19.2 2e-05 0 0 3.92533e-05 3.73333e-05 0 2e-05 0 0 2.29333e-06
2.33 2 -382.745 0 -37.2745 -382.745 19.8 -39.2545 -38.2745 -40.2545 19.8 2e-05 0 0 3.92545e-05 3.72745e-05 0 2e-05 0 0 2.35275e-06
2.34 2 -382.157 0 -37.2157 -382.157 20.4 -39.2557 -38.2157 -40.2557 20.4 2e-05 0 0 3.92557e-05 3.72157e-05 0 2e-05 0 0 2.41216e-06
2.35 2 -381.569 0 -37.1569 -381.569 21 -39.2569 -38.1569 -40.2569 21 2e-05 0 0 3.92569e-05 3.71569e-05 0 2e-05 0 0 2.47157e-06
2.36 2 -380.98 0 -37.098 -380.98 21.6 -39.258 -38.098 -40.258 21.6 2e-05 0 0 3.9258e-05 3.7098e-05 0 2e-05 0 0 2.53098e-06
2.37 2 -380.392 0 -37.0392 -380.392 22.2 -39.2592 -38.0392 -40.2592 22.2 2e-05 0 0 3.92592e-05 3.70392e-05 0 2e-05 0 0 2.59039e-06
2.38 2 -379.804 0 -36.9804 -379.804 22.8 -39.2604 -37.9804 -40.2604 22.8 2e-05 0 0 3.92604e-05 3.69804e-05 0 2e-05 0 0 2.6498e-06
2.39 2 -379.216 0 -36.9216 -379.216 23.4 -39.2616 -37.9216 -40.2616 23.4 2e-05 0 0 3.92616e-05 3.69216e-05 0 2e-05 0 0 2.70922e-06
2.4 2 -378.627 0 -36.8627 -378.627 24 -39.2627 -37.8627 -40.2627 24 2e-05 0 0 3.92627e-05 3.68627e-05 0 2e-05 0 0 2.76863e-06
2.41 2 -378.039 0 -36.8039 -378.039 24.6 -39.2639 -37.8039 -40.2639 24.6 2e-05 0 0 3.92639e-05 3.68039e-05 0 2e-05 0 0 2.82804e-06
2.42 2 -377.451 0 -36.7451 -377.451 25.2 -39.2651 -37.7451 -40.2651 25.2 2e-05 0 0 3.92651e-05 3.67451e-05 0 2e-05 0 0 2.88745e-06
2.43 2 -376.863 0 -36.6863 -376.863 25.8 -39.2663 -37.6863 -40.2663 25.8 2e-05 0 0 3.92663e-05 3.66863e-05 0 2e-05 0 0 2.94686e-06
2.44 2 -376.275 0 -36.6275 -376.275 26.4 -39.2675 -37.6275 -40.2675 26.4 2e-05 0 0 3.92675e-05 3.66275e-05 0 2e-05 0 0 3.00627e-06
2.45 2 -375.686 0 -36.5686 -375.686 27 -39.2686 -37.5686 -40.2686 27 2e-05 0 0 3.92686e-05 3.65686e-05 0 2e-05 0 0 3.06569e-06
2.46 2 -375.098 0 -36.5098 -375.098 27.6 -39.2698 -37.5098 -40.2698 27.6 2e-05 0 0 3.92698e-05 3.65098e-05 0 2e-05 0 0 3.1251e-06
2.47 2 -374.51 0 -36.451 -374.51 28.2 -39.271 -37.451 -40.271 28.2 2e-05 0 0 3.9271e-05 3.6451e-05 0 2e-05 0 0 3.18451e-06
2.48 2 -373.922 0 -36.3922 -373.922 28.8 -39.2722 -37.3922 -40.2722 28.8 2e-05 0 0 3.92722e-05 3.63922e-05 0 2e-05 0 0 3.24392e-06
2.49 2 -373.333 0 -36.3333 -373.333 29.4 -39.2733 -37.3333 -40.2733 29.4 2e-05 0 0 3.92733e-05 3.63333e-05 0 2e-05 0 0 3.30333e-06
2.5 2 -372.745 0 -36.2745 -372.745 30 -39.2745 -37.2745 -40.2745 30 2e-05 0 0 3.92745e-05 3.62745e-05 0 2e-05 0 0 3.36275e-06
2.51 2 -373.333 0 -36.3333 -373.333 29.4 -39.2733 -37.3333 -40.2733 29.4 2e-05 0 0 3.92733e-05 3.63333e-05 0 2e-05 0 0 3.30333e-06
2.52 2 -373.922 0 -36.3922 -373.922 28.8 -39.2722 -37.3922 -40.2722 28.8 2e-05 0 0 3.92722e-05 3.63922e-05 0 2e-05 0 0 3.24392e-06
2.53 2 -374.51 0 -36.451 -374.51 28.2 -39.271 -37.451 -40.271 28.2 2e-05 0 0 3.9271e-05 3.6451e-05 0 2e-05 0 0 3.18451e-06
2.54 2 -375.098 0 -36.5098 -375.098 27.6 -39.2698 -37.5098 -40.2698 27.6 2e-05 0 0 3.92698e-05 3.65098e-05 0 2e-05 0 0 3.1251e-06
2.55 2 -375.686 0 -36.5686 -375.686 27 -39.2686 -37.5686 -40.2686 27 2e-05 0 0 3.92686e-05 3.65686e-05 0 2e-05 0 0 3.06569e-06
2.56 2 -376.275 0 -36.6275 -376.275 26.4 -39.2675 -37.6275 -40.2675 26.4 2e-05 0 0 3.92675e-05 3.66275e-05 0 2e-05 0 0 3.00627e-06
2.57 2 -376.863 0 -36.6863 -376.863 25.8 -39.2663 -37.6863 -40.2663 25.8 2e-05 0 0 3.92663e-05 3.66863e-05 0 2e-05 0 0 2.94686e-06
2.58 2 -377.451 0 -36.7451 -377.451 25.2 -39.2651 -37.7451 -40.2651 25.2 2e-05 0 0 3.92651e-05 3.67451e-05 0 2e-05 0 0 2.88745e-06
2.59 2 -378.039 0 -36.8039 -378.039 24.6 -39.2639 -37.8039 -40.2639 24.6 2e-05 0 0 3.92639e-05 3.68039e-05 0 2e-05 0 0 2.82804e-06
2.6 2 -378.627 0 -36.8627 -378.627 24 -39.2627 -37.8627 -40.2627 24 2e-05 0 0 3.92627e-05 3.68627e-05 0 2e-05 0 0 2.76863e-06
2.61 2 -379.216 0 -36.9216 -379.216 23.4 -39.2616 -37.9216 -40.2616 23.4 2e-05 0 0 3.92616e-05 3.69216e-05 0 2e-05 0 0 2.70922e-06
2.62 2 -379.804 0 -36.9804 -379.804 22.8 -39.2604 -37.9804 -40.2604 22.8 2e-05 0 0 3.92604e-05 3.69804e-05 0 2e-05 0 0 2.6498e-06
2.63 2 -380.392 0 -37.0392 -380.392 22.2 -39.2592 -38.0392 -40.2592 22.2 2e-05 0 0 3.92592e-05 3.70392e-05 0 2e-05 0 0 2.59039e-06
2.64 2 -380.98 0 -37.098 -380.98 21.6 -39.258 -38.098 -40.258 21.6 2e-05 0 0 3.9258e-05 3.7098e-05 0 2e-05 0 0 2.53098e-06
2.65 2 -381.569 0 -37.1569 -381.569 21 -39.2569 -38.1569 -40.2569 21 2e-05 0 0 3.92569e-05 3.71569e-05 0 2e-05 0 0 2.47157e-06
2.66 2 -382.157 0 -37.2157 -382.157 20.4 -39.2557 -38.2157 -40.2557 20.4 2e-05 0 0 3.92557e-05 3.72157e-05 0 2e-05 0 0 2.41216e-06
2.67 2 -382.745 0 -37.2745 -382.745 19.8 -39.2545 -38.2745 -40.2545 19.8 2e-05 0 0 3.92545e-05 3.72745e-05 0 2e-05 0 0 2.35275e-06
2.68 2 -383.333 0 -37.3333 -383.333 19.2 -39.2533 -38.3333 -40.2533 19.2 2e-05 0 0 3.92533e-05 3.73333e-05 0 2e-05 0 0 2.29333e-06
2.69 2 -383.922 0 -37.3922 -383.922 18.6 -39.2522 -38.3922 -40.2522 18.6 2e-05 0 0 3.92522e-05 3.73922e-05 0 2e-05 0 0 2.23392e-06
2.7 2 -384.51 0 -37.451 -384.51 18 -39.251 -38.451 -40.251 18 2e-05 0 0 3.9251e-05 3.7451e-05 0 2e-05 0 0 2.17451e-06
2.71 2 -385.098 0 -37.5098 -385.098 17.4 -39.2498 -38.5098 -40.2498 17.4 2e-05 0 0 3.92498e-05 3.75098e-05 0 2e-05 0 0 2.1151e-06
2.72 2 -385.686 0 -37.5686 -385.686 16.8 -39.2486 -38.5686 -40.2486 16.8 2e-05 0 0 3.92486e-05 3.75686e-05 0 2e-05 0 0 2.05569e-06
2.73 2 -386.275 0 -37.6275 -386.275 16.2 -39.2475 -38.6275 -40.2475 16.2 2e-05 0 0 3.92475e-05 3.76275e-05 0 2e-05 0 0 1.99627e-06
2.74 2 -386.863 0 -37.6863 -386.863 15.6 -39.2463 -38.6863 -40.2463 15.6 2e-05 0 0 3.92463e-05 3.76863e-05 0 2e-05 0 0 1.93686e-06
2.75 2 -387.451 0 -37.7451 -387.451 15 -39.2451 -38.7451 -40.2451 15 2e-05 0 0 3.92451e-05 3.77451e-05 0 2e-05 0 0 1.87745e-06
2.76 2 -388.039 0 -37.8039 -388.039 14.4 -39.2439 -38.8039 -40.2439 14.4 2e-05 0 0 3.92439e-05 3.78039e-05 0 2e-05 0 0 1.81804e-06
2.77 2 -388.627 0 -37.8627 -388.627 13.8 -39.2427 -38.8627 -40.2427 13.8 2e-05 0 0 3.92427e-05 3.78627e-05 0 2e-05 0 0 1.75863e-06
2.78 2 -389.216 0 -37.9216 -389.216 13.2 -39.2416 -38.9216 -40.2416 13.2 2e-05 0 0 3.92416e-05 3.79216e-05 0 2e-05 0 0 1.69922e-06
2.79 2 -389.804 0 -37.9804 -389.804 12.6 -39.2404 -38.9804 -40.2404 12.6 2e-05 0 0 3.92404e-05 3.79804e-05 0 2e-05 0 0 1.6398e-06
2.8 2 -390.392 0 -38.0392 -390.392 12 -39.2392 -39.0392 -40.2392 12 2e-05 0 0 3.92392e-05 3.80392e-05 0 2e-05 0 0 1.58039e-06
2.81 2 -390.98 0 -38.098 -390.98 11.4 -39.238 -39.098 -40.238 11.4 2e-05 0 0 3.9238e-05 3.8098e-05 0 2e-05 0 0 1.52098e-06
2.82 2 -391.569 0 -38.1569 -391.569 10.8 -39.2369 -39.1569 -40.2369 10.8 2e-05 0 0 3.92369e-05 3.81569e-05 0 2e-05 0 0 1.46157e-06
2.83 2 -392.157 0 -38.2157 -392.157 10.2 -39.2357 -39.2157 -40.2357 10.2 2e-05 0 0 3.92357e-05 3.82157e-05 0 2e-05 0 0 1.40216e-06
2.84 2 -392.745 0 -38.2745 -392.745 9.6 -39.2345 -39.2745 -40.2345 9.6 2e-05 0 0 3.92345e-05 3.82745e-05 0 2e-05 0 0 1.34275e-06
2.85 2 -393.333 0 -38.3333 -393.333 9 -39.2333 -39.3333 -40.2333 9 2e-05 0 0 3.92333e-05 3.83333e-05 0 2e-05 0 0 1.28333e-06
2.86 2 -393.922 0 -38.3922 -393.922 8.4 -39.2322 -39.3922 -40.2322 8.4 2e-05 0 0 3.92322e-05 3.83922e-05 0 2e-05 0 0 1.22392e-06
2.87 2 -394.51 0 -38.451 -394.51 7.8 -39.231 -39.451 -40.231 7.8 2e-05 0 0 3.9231e-05 3.8451e-05 0 2e-05 0 0 1.16451e-06
2.88 2 -395.098 0 -38.5098 -395.098 7.2 -39.2298 -39.5098 -40.2298 7.2 2e-05 0 0 3.92298e-05 3.85098e-05 0 2e-05 0 0 1.1051e-06
2.89 2 -395.686 0 -38.5686 -395.686 6.6 -39.2286 -39.5686 -40.2286 6.6 2e-05 0 0 3.92286e-05 3.85686e-05 0 2e-05 0 0 1.04569e-06
2.9 2 -396.275 0 -38.6275 -396.275 6 -39.2275 -39.6275 -40.2275 6 2e-05 0 0 3.92275e-05 3.86275e-05 0 2e-05 0 0 9.86275e-07
2.91 2 -396.863 0 -38.6863 -396.863 5.4 -39.2263 -39.6863 -40.2263 5.4 2e-05 0 0 3.92263e-05 3.86863e-05 0 2e-05 0 0 9.26863e-07
2.92 2 -397.451 0 -38.7451 -397.451 4.8 -39.2251 -39.7451 -40.2251 4.8 2e-05 0 0 3.92251e-05 3.87451e-05 0 2e-05 0 0 8.67451e-07
2.93 2 -398.039 0 -38.8039 -398.039 4.2 -39.2239 -39.8039 -40.2239 4.2 2e-05 0 0 3.92239e-05 3.88039e-05 0 2e-05 0 0 8.08039e-07
2.94 2 -398.627 0 -38.8627 -398.627 3.6 -39.2227 -39.8627 -40.2227 3.6 2e-05 0 0 3.92227e-05 3.88627e-05 0 2e-05 0 0 7.48627e-07
2.95 2 -399.216 0 -38.9216 -399.216 3 -39.2216 -39.9216 -40.2216 3 2e-05 0 0 3.92216e-05 3.89216e-05 0 2e-05 0 0 6.89216e-07
2.96 2 -399.804 0 -38.9804 -399.804 2.4 -39.2204 -39.9804 -40.2204 2.4 2e-05 0 0 3.92204e-05 3.89804e-05 0 2e-05 0 0 6.29804e-07
2.97 2 -400.392 0 -39.0392 -400.392 1.8 -39.2192 -40.0392 -40.2192 1.8 2e-05 0 0 3.92192e-05 3.90392e-05 0 2e-05 0 0 5.70392e-07
2.98 2 -400.98 0 -39.098 -400.98 1.2 -39.218 -40.098 -40.218 1.2 2e-05 0 0 3.9218e-05 3.9098e-05 0 2e-05 0 0 5.1098e-07
2.99 2 -401.569 0 -39.1569 -401.569 0.6 -39.2169 -40.1569 -40.2169 0.6 2e-05 0 0 3.92169e-05 3.91569e-05 0 2e-05 0 0 4.51569e-07
3 2 -402.157 0 -39.2157 -402.157 1.19904e-12 -39.2157 -40.2157 -40.2157 1.19904e-12 2e-05 0 0 3.92157e-05 3.92157e-05 0 2e-05 0 0 3.92157e-07
3.01 3 -597.647 0 -58.7647 -597.647 0.6 -58.8247 -59.7647 -59.8247 0.6 3e-05 0 0 5.88247e-05 5.87647e-05 0 3e-05 0 0 6.47647e-07
3.02 3 -597.059 0 -58.7059 -597.059 1.2 -58.8259 -59.7059 -59.8259 1.2 3e-05 0 0 5.88259e-05 5.87059e-05 0 3e-05 0 0 7.07059e-07
3.03 3 -596.471 0 -58.6471 -596.471 1.8 -58.8271 -59.6471 -59.8271 1.8 3e-05 0 0 5.88271e-05 5.86471e-05 0 3e-05 0 0 7.66471e-07
