t 1 2 3 4 5 6 7 8 9 jL1 jL2 jE11 jO1 jV1 
6.66 -0.343485 -1.03045 -1.59828 -0.707302 -1.21373 -0.343485 0.0604198 4.42892 -2.03045 -0.919966 0.02744 1.79028 2.42747 -2.08398
6.68 -0.360745 -1.08224 -1.59828 -0.707302 -1.22378 -0.360745 0.0789337 4.3716 -2.08224 -0.925696 0.0286582 1.79028 2.44756 -2.08681
6.7 -0.377855 -1.13356 -1.59828 -0.707302 -1.23333 -0.377855 0.0975483 4.31196 -2.13356 -0.930733 0.0298227 1.79028 2.46666 -2.08881
6.72 -0.394806 -1.18442 -1.59828 -0.707302 -1.24239 -0.394806 0.11625 4.25009 -2.18442 -0.935069 0.0309329 1.79028 2.48477 -2.08997
6.74 -0.411593 -1.23478 -1.59828 -0.707302 -1.25094 -0.411593 0.135024 4.18612 -2.23478 -0.938698 0.0319879 1.79028 2.50188 -2.09029
6.76 -0.428209 -1.28463 -1.59828 -0.707302 -1.25899 -0.428209 0.153856 4.12014 -2.28463 -0.941615 0.032987 1.79028 2.51799 -2.08978
6.78 -0.444647 -1.33394 -1.59828 -0.707302 -1.26654 -0.444647 0.172732 4.05228 -2.33394 -0.943816 0.0339295 1.79028 2.53308 -2.08843
6.8 -0.4609 -1.3827 -1.59828 -0.707302 -1.27357 -0.4609 0.191638 3.98266 -2.3827 -0.945294 0.0348147 1.79028 2.54715 -2.08625
6.82 -0.476963 -1.43089 -1.59828 -0.707302 -1.2801 -0.476963 0.210559 3.91137 -2.43089 -0.946048 0.0356422 1.79028 2.56019 -2.08323
6.84 -0.492829 -1.47849 -1.59828 -0.707302 -1.28611 -0.492829 0.229481 3.83855 -2.47849 -0.946074 0.0364115 1.79028 2.57221 -2.07938
6.86 -0.508491 -1.52547 -1.59828 -0.707302 -1.2916 -0.508491 0.248388 3.7643 -2.52547 -0.94537 0.0371221 1.79028 2.5832 -2.07471
6.88 -0.523943 -1.57183 -1.59828 -0.707302 -1.29657 -0.523943 0.267267 3.68876 -2.57183 -0.943934 0.0377737 1.79028 2.59314 -2.0692
6.9 -0.53918 -1.61754 -1.59828 -0.707302 -1.30102 -0.53918 0.286102 3.61202 -2.61754 -0.941766 0.038366 1.79028 2.60205 -2.06287
6.92 -0.554195 -1.66259 -1.59828 -0.707302 -1.30496 -0.554195 0.304879 3.53423 -2.66259 -0.938866 0.0388988 1.79028 2.60991 -2.05572
6.94 -0.568983 -1.70695 -1.59828 -0.707302 -1.30836 -0.568983 0.323584 3.45548 -2.70695 -0.935233 0.039372 1.79028 2.61673 -2.04775
6.96 -0.583537 -1.75061 -1.59828 -0.707302 -1.31125 -0.583537 0.342201 3.37591 -2.75061 -0.930869 0.0397853 1.79028 2.6225 -2.03896
6.98 -0.597852 -1.79356 -1.59828 -0.707302 -1.31361 -0.597852 0.360717 3.29563 -2.79356 -0.925776 0.0401388 1.79028 2.62721 -2.02936
7 -0.611923 -1.83577 -1.59828 -0.707302 -1.31544 -0.611923 0.379116 3.21477 -2.83577 -0.919956 0.0404326 1.79028 2.63088 -2.01895
7.02 -0.625743 -1.87723 -1.59828 -0.707302 -1.31674 -0.625743 0.397384 3.13344 -2.87723 -0.913413 0.0406667 1.79028 2.63349 -2.00774
7.04 -0.639307 -1.91792 -1.59828 -0.707302 -1.31752 -0.639307 0.415507 3.05175 -2.91792 -0.90615 0.0408413 1.79028 2.63504 -1.99573
7.06 -0.65261 -1.95783 -1.59828 -0.707302 -1.31777 -0.65261 0.433471 2.96984 -2.95783 -0.898173 0.0409566 1.79028 2.63554 -1.98293
7.08 -0.665647 -1.99694 -1.59828 -0.707302 -1.3175 -0.665647 0.45126 2.88781 -2.99694 -0.889485 0.041013 1.79028 2.63499 -1.96934
7.1 -0.678413 -2.03524 -1.59828 -0.707302 -1.31669 -0.678413 0.468862 2.80579 -3.03524 -0.880094 0.0410106 1.79028 2.63339 -1.95497
7.12 -0.690902 -2.07271 -1.59828 -0.707302 -1.31536 -0.690902 0.486262 2.72389 -3.07271 -0.870006 0.0409501 1.79028 2.63073 -1.93983
7.14 -0.70311 -2.10933 -1.59828 -0.707302 -1.31351 -0.70311 0.503447 2.64223 -3.10933 -0.859227 0.0408319 1.79028 2.62702 -1.92391
7.16 -0.715032 -2.1451 -1.59828 -0.707302 -1.31113 -0.715032 0.520402 2.56092 -3.1451 -0.847767 0.0406564 1.79028 2.62226 -1.90723
7.18 -0.726663 -2.17999 -1.59828 -0.707302 -1.30823 -0.726663 0.537115 2.48007 -3.17999 -0.835632 0.0404243 1.79028 2.61646 -1.8898
7.2 -0.737999 -2.214 -1.59828 -0.707302 -1.30481 -0.737999 0.553572 2.39979 -3.214 -0.822832 0.0401363 1.79028 2.60961 -1.87161
7.22 -0.749036 -2.24711 -1.59828 -0.707302 -1.30086 -0.749036 0.569759 2.32021 -3.24711 -0.809378 0.0397931 1.79028 2.60172 -1.85269
7.24 -0.759769 -2.27931 -1.59828 -0.707302 -1.2964 -0.759769 0.585665 2.24142 -3.27931 -0.795278 0.0393954 1.79028 2.5928 -1.83303
7.26 -0.770193 -2.31058 -1.59828 -0.707302 -1.29142 -0.770193 0.601276 2.16353 -3.31058 -0.780545 0.0389441 1.79028 2.58284 -1.81265
7.28 -0.780305 -2.34092 -1.59828 -0.707302 -1.28593 -0.780305 0.616579 2.08665 -3.34092 -0.76519 0.0384401 1.79028 2.57185 -1.79155
7.3 -0.790102 -2.37031 -1.59828 -0.707302 -1.27992 -0.790102 0.631564 2.01088 -3.37031 -0.749224 0.0378843 1.79028 2.55984 -1.76974
7.32 -0.799578 -2.39874 -1.59828 -0.707302 -1.27341 -0.799578 0.646217 1.93633 -3.39874 -0.73266 0.0372778 1.79028 2.54681 -1.74723
7.34 -0.808731 -2.42619 -1.59828 -0.707302 -1.26638 -0.808731 0.660527 1.86308 -3.42619 -0.715512 0.0366215 1.79028 2.53277 -1.72404
7.36 -0.817557 -2.45267 -1.59828 -0.707302 -1.25886 -0.817557 0.674483 1.79125 -3.45267 -0.697793 0.0359166 1.79028 2.51772 -1.70016
7.38 -0.826053 -2.47816 -1.59828 -0.707302 -1.25083 -0.826053 0.688074 1.72092 -3.47816 -0.679517 0.0351642 1.79028 2.50167 -1.67561
7.4 -0.834215 -2.50264 -1.59828 -0.707302 -1.24231 -0.834215 0.701288 1.65219 -3.50264 -0.6607 0.0343656 1.79028 2.48462 -1.65041
7.42 -0.84204 -2.52612 -1.59828 -0.707302 -1.23329 -0.84204 0.714115 1.58515 -3.52612 -0.641356 0.033522 1.79028 2.46659 -1.62455
7.44 -0.849525 -2.54858 -1.59828 -0.707302 -1.22379 -0.849525 0.726545 1.51988 -3.54858 -0.621501 0.0326347 1.79028 2.44758 -1.59805
7.46 -0.856668 -2.57 -1.59828 -0.707302 -1.2138 -0.856668 0.738568 1.45647 -3.57 -0.601152 0.0317051 1.79028 2.4276 -1.57093
7.48 -0.863465 -2.5904 -1.59828 -0.707302 -1.20333 -0.863465 0.750174 1.395 -3.5904 -0.580324 0.0307344 1.79028 2.40665 -1.54319
7.5 -0.869914 -2.60974 -1.59828 -0.707302 -1.19238 -0.869914 0.761355 1.33555 -3.60974 -0.559036 0.0297242 1.79028 2.38476 -1.51484
7.52 -0.876013 -2.62804 -1.59828 -0.707302 -1.18096 -0.876013 0.772101 1.2782 -3.62804 -0.537305 0.028676 1.79028 2.36191 -1.4859
7.54 -0.881759 -2.64528 -1.59828 -0.707302 -1.16907 -0.881759 0.782404 1.22301 -3.64528 -0.515148 0.0275912 1.79028 2.33813 -1.45638
7.56 -0.887151 -2.66145 -1.59828 -0.707302 -1.15672 -0.887151 0.792256 1.17007 -3.66145 -0.492584 0.0264713 1.79028 2.31343 -1.42628
7.58 -0.892185 -2.67656 -1.59828 -0.707302 -1.14391 -0.892185 0.801648 1.11944 -3.67656 -0.469631 0.0253181 1.79028 2.28781 -1.39563
7.6 -0.896861 -2.69058 -1.59828 -0.707302 -1.13064 -0.896861 0.810574 1.07117 -3.69058 -0.446309 0.024133 1.79028 2.26129 -1.36443
7.62 -0.901176 -2.70353 -1.59828 -0.707302 -1.11694 -0.901176 0.819027 1.02533 -3.70353 -0.422637 0.0229177 1.79028 2.23387 -1.3327
7.64 -0.905129 -2.71539 -1.59828 -0.707302 -1.10279 -0.905129 0.827 0.981986 -3.71539 -0.398634 0.021674 1.79028 2.20557 -1.30044
7.66 -0.908719 -2.72616 -1.59828 -0.707302 -1.0882 -0.908719 0.834486 0.941179 -3.72616 -0.374321 0.0204034 1.79028 2.1764 -1.26769
7.68 -0.911944 -2.73583 -1.59828 -0.707302 -1.07319 -0.911944 0.841481 0.902963 -3.73583 -0.349718 0.0191078 1.79028 2.14638 -1.23443
7.7 -0.914803 -2.74441 -1.59828 -0.707302 -1.05775 -0.914803 0.847978 0.867386 -3.74441 -0.324845 0.0177889 1.79028 2.1155 -1.2007
7.72 -0.917295 -2.75188 -1.59828 -0.707302 -1.0419 -0.917295 0.853972 0.834489 -3.75188 -0.299723 0.0164485 1.79028 2.08379 -1.1665
7.74 -0.919419 -2.75826 -1.59828 -0.707302 -1.02563 -0.919419 0.859459 0.804312 -3.75826 -0.274373 0.0150884 1.79028 2.05127 -1.13185
7.76 -0.921175 -2.76352 -1.59828 -0.707302 -1.00897 -0.921175 0.864436 0.776891 -3.76352 -0.248816 0.0137103 1.79028 2.01793 -1.09676
7.78 -0.922562 -2.76769 -1.59828 -0.707302 -0.991901 -0.922562 0.868897 0.752259 -3.76769 -0.223074 0.0123162 1.79028 1.9838 -1.06124
7.8 -0.923579 -2.77074 -1.59828 -0.707302 -0.974447 -0.923579 0.872841 0.730443 -3.77074 -0.197167 0.0109079 1.79028 1.94889 -1.02531
7.82 -0.924227 -2.77268 -1.59828 -0.707302 -0.95661 -0.924227 0.876263 0.711468 -3.77268 -0.171118 0.00948725 1.79028 1.91322 -0.988994
7.84 -0.924505 -2.77351 -1.59828 -0.707302 -0.938398 -0.924505 0.879162 0.695356 -3.77351 -0.144948 0.00805612 1.79028 1.8768 -0.952291
7.86 -0.924413 -2.77324 -1.59828 -0.707302 -0.919818 -0.924413 0.881535 0.682123 -3.77324 -0.118679 0.00661641 1.79028 1.83964 -0.915223
7.88 -0.923951 -2.77185 -1.59828 -0.707302 -0.900877 -0.923951 0.883382 0.671783 -3.77185 -0.0923327 0.00517 1.79028 1.80175 -0.877803
7.9 -0.923121 -2.76936 -1.59828 -0.707302 -0.881584 -0.923121 0.884701 0.664346 -3.76936 -0.0659314 0.00371879 1.79028 1.76317 -0.840048
7.92 -0.921921 -2.76576 -1.59828 -0.707302 -0.861946 -0.921921 0.885491 0.659816 -3.76576 -0.039497 0.00226469 1.79028 1.72389 -0.801971
7.94 -0.920353 -2.76106 -1.59828 -0.707302 -0.841972 -0.920353 0.885752 0.658197 -3.76106 -0.0130514 0.00080959 1.79028 1.68394 -0.76359
7.96 -0.918418 -2.75526 -1.59828 -0.707302 -0.821668 -0.918418 0.885484 0.659486 -3.75526 0.0133835 -0.000644603 1.79028 1.64334 -0.724918
7.98 -0.916117 -2.74835 -1.59828 -0.707302 -0.801044 -0.916117 0.884688 0.663678 -3.74835 0.0397856 -0.00209599 1.79028 1.60209 -0.685972
8 -0.91345 -2.74035 -1.59828 -0.707302 -0.780109 -0.91345 0.883366 0.670764 -3.74035 0.0661331 -0.00354269 1.79028 1.56022 -0.646767
8.02 -0.910419 -2.73126 -1.59828 -0.707302 -0.758869 -0.910419 0.881518 0.680729 -3.73126 0.0924041 -0.00498281 1.79028 1.51774 -0.607319
8.04 -0.907025 -2.72108 -1.59828 -0.707302 -0.737335 -0.907025 0.879146 0.693558 -3.72108 0.118577 -0.00641447 1.79028 1.47467 -0.567644
8.06 -0.90327 -2.70981 -1.59828 -0.707302 -0.715514 -0.90327 0.876253 0.70923 -3.70981 0.14463 -0.00783581 1.79028 1.43103 -0.527758
8.08 -0.899155 -2.69747 -1.59828 -0.707302 -0.693416 -0.899155 0.872843 0.72772 -3.69747 0.170542 -0.00924498 1.79028 1.38683 -0.487677
8.1 -0.894683 -2.68405 -1.59828 -0.707302 -0.67105 -0.894683 0.868917 0.749 -3.68405 0.196291 -0.0106401 1.79028 1.3421 -0.447417
8.12 -0.889854 -2.66956 -1.59828 -0.707302 -0.648424 -0.889854 0.86448 0.773039 -3.66956 0.221857 -0.0120195 1.79028 1.29685 -0.406995
8.14 -0.884672 -2.65402 -1.59828 -0.707302 -0.625549 -0.884672 0.859535 0.799801 -3.65402 0.247218 -0.0133812 1.79028 1.2511 -0.366425
8.16 -0.879138 -2.63741 -1.59828 -0.707302 -0.602432 -0.879138 0.854088 0.829248 -3.63741 0.272353 -0.0147234 1.79028 1.20486 -0.325726
8.18 -0.873254 -2.61976 -1.59828 -0.707302 -0.579083 -0.873254 0.848143 0.861337 -3.61976 0.297243 -0.0160445 1.79028 1.15817 -0.284912
8.2 -0.867024 -2.60107 -1.59828 -0.707302 -0.555512 -0.867024 0.841706 0.896023 -3.60107 0.321866 -0.0173427 1.79028 1.11102 -0.244001
8.22 -0.86045 -2.58135 -1.59828 -0.707302 -0.531729 -0.86045 0.834782 0.933255 -3.58135 0.346203 -0.0186163 1.79028 1.06346 -0.203009
8.24 -0.853534 -2.5606 -1.59828 -0.707302 -0.507743 -0.853534 0.827377 0.972982 -3.5606 0.370234 -0.0198636 1.79028 1.01549 -0.161951
8.26 -0.846279 -2.53884 -1.59828 -0.707302 -0.483563 -0.846279 0.819499 1.01515 -3.53884 0.39394 -0.0210829 1.79028 0.967125 -0.120846
8.28 -0.83869 -2.51607 -1.59828 -0.707302 -0.459199 -0.83869 0.811153 1.05969 -3.51607 0.417302 -0.0222727 1.79028 0.918398 -0.0797085
8.3 -0.830767 -2.4923 -1.59828 -0.707302 -0.434662 -0.830767 0.802347 1.10656 -3.4923 0.4403 -0.0234313 1.79028 0.869323 -0.0385557
8.32 -0.822516 -2.46755 -1.59828 -0.707302 -0.40996 -0.822516 0.793088 1.15567 -3.46755 0.462917 -0.0245571 1.79028 0.81992 0.00259604
8.34 -0.81394 -2.44182 -1.59828 -0.707302 -0.385105 -0.81394 0.783385 1.20697 -3.44182 0.485135 -0.0256488 1.79028 0.770209 0.0437303
8.36 -0.805041 -2.41512 -1.59828 -0.707302 -0.360105 -0.805041 0.773247 1.26038 -3.41512 0.506936 -0.0267048 1.79028 0.72021 0.0848307
8.38 -0.795824 -2.38747 -1.59828 -0.707302 -0.334972 -0.795824 0.762681 1.31582 -3.38747 0.528302 -0.0277236 1.79028 0.669943 0.125881
8.4 -0.786292 -2.35888 -1.59828 -0.707302 -0.309714 -0.786292 0.751696 1.37323 -3.35888 0.549218 -0.0287039 1.79028 0.619428 0.166864
8.42 -0.77645 -2.32935 -1.59828 -0.707302 -0.284343 -0.77645 0.740303 1.43252 -3.32935 0.569667 -0.0296443 1.79028 0.568686 0.207764
8.44 -0.766301 -2.2989 -1.59828 -0.707302 -0.258868 -0.766301 0.72851 1.49361 -3.2989 0.589632 -0.0305435 1.79028 0.517737 0.248565
8.46 -0.75585 -2.26755 -1.59828 -0.707302 -0.2333 -0.75585 0.716328 1.55641 -3.26755 0.609099 -0.0314003 1.79028 0.466601 0.28925
8.48 -0.745101 -2.2353 -1.59828 -0.707302 -0.207649 -0.745101 0.703767 1.62084 -3.2353 0.628053 -0.0322133 1.79028 0.415299 0.329803
8.5 -0.734059 -2.20218 -1.59828 -0.707302 -0.181925 -0.734059 0.690838 1.6868 -3.20218 0.646479 -0.0329815 1.79028 0.363851 0.370208
8.52 -0.722727 -2.16818 -1.59828 -0.707302 -0.156139 -0.722727 0.677551 1.75421 -3.16818 0.664363 -0.0337037 1.79028 0.312278 0.410449
8.54 -0.711111 -2.13333 -1.59828 -0.707302 -0.130301 -0.711111 0.663917 1.82296 -3.13333 0.681692 -0.0343789 1.79028 0.260601 0.450509
8.56 -0.699215 -2.09764 -1.59828 -0.707302 -0.104421 -0.699215 0.649948 1.89298 -3.09764 0.698454 -0.035006 1.79028 0.208841 0.490374
8.58 -0.687044 -2.06113 -1.59828 -0.707302 -0.0785089 -0.687044 0.635655 1.96414 -3.06113 0.714635 -0.035584 1.79028 0.157018 0.530026
8.6 -0.674604 -2.02381 -1.59828 -0.707302 -0.0525763 -0.674604 0.62105 2.03637 -3.02381 0.730225 -0.0361122 1.79028 0.105153 0.569451
8.62 -0.661898 -1.9857 -1.59828 -0.707302 -0.026633 -0.661898 0.606146 2.10955 -2.9857 0.745212 -0.0365894 1.79028 0.0532661 0.608632
8.64 -0.648933 -1.9468 -1.59828 -0.707302 -0.000689477 -0.648933 0.590954 2.18358 -2.9468 0.759585 -0.0370151 1.79028 0.00137895 0.647555
8.66 -0.635714 -1.90714 -1.59828 -0.707302 0.025244 -0.635714 0.575488 2.25835 -2.90714 0.773334 -0.0373884 1.79028 -0.0504879 0.686202
8.68 -0.622246 -1.86674 -1.59828 -0.707302 0.051157 -0.622246 0.559759 2.33377 -2.86674 0.786451 -0.0377087 1.79028 -0.102314 0.72456
8.7 -0.608535 -1.8256 -1.59828 -0.707302 0.0770391 -0.608535 0.54378 2.40972 -2.8256 0.798926 -0.0379752 1.79028 -0.154078 0.762613
8.72 -0.594585 -1.78376 -1.59828 -0.707302 0.10288 -0.594585 0.527565 2.4861 -2.78376 0.810751 -0.0381875 1.79028 -0.20576 0.800346
8.74 -0.580404 -1.74121 -1.59828 -0.707302 0.12867 -0.580404 0.511127 2.56279 -2.74121 0.821918 -0.038345 1.79028 -0.257339 0.837743
8.76 -0.565996 -1.69799 -1.59828 -0.707302 0.154398 -0.565996 0.494478 2.63968 -2.69799 0.832421 -0.0384472 1.79028 -0.308795 0.874791
8.78 -0.551368 -1.6541 -1.59828 -0.707302 0.180053 -0.551368 0.477633 2.71667 -2.6541 0.842254 -0.0384938 1.79028 -0.360107 0.911474
8.8 -0.536525 -1.60957 -1.59828 -0.707302 0.205627 -0.536525 0.460605 2.79364 -2.60957 0.851409 -0.0384845 1.79028 -0.411254 0.947778
8.82 -0.521473 -1.56442 -1.59828 -0.707302 0.231108 -0.521473 0.443408 2.87048 -2.56442 0.859884 -0.0384188 1.79028 -0.462216 0.983689
8.84 -0.506219 -1.51866 -1.59828 -0.707302 0.256486 -0.506219 0.426054 2.94707 -2.51866 0.867672 -0.0382967 1.79028 -0.512973 1.01919
8.86 -0.490769 -1.47231 -1.59828 -0.707302 0.281752 -0.490769 0.408559 3.0233 -2.47231 0.874771 -0.038118 1.79028 -0.563504 1.05427
8.88 -0.475128 -1.42538 -1.59828 -0.707302 0.306895 -0.475128 0.390935 3.09907 -2.42538 0.881177 -0.0378825 1.79028 -0.61379 1.08892
8.9 -0.459304 -1.37791 -1.59828 -0.707302 0.331905 -0.459304 0.373197 3.17425 -2.37791 0.886888 -0.0375903 1.79028 -0.663811 1.12311
8.92 -0.443302 -1.32991 -1.59828 -0.707302 0.356773 -0.443302 0.355359 3.24873 -2.32991 0.891901 -0.0372414 1.79028 -0.713546 1.15685
8.94 -0.42713 -1.28139 -1.59828 -0.707302 0.381488 -0.42713 0.337435 3.3224 -2.28139 0.896217 -0.0368358 1.79028 -0.762976 1.19011
8.96 -0.410793 -1.23238 -1.59828 -0.707302 0.40604 -0.410793 0.319438 3.39515 -2.23238 0.899833 -0.0363738 1.79028 -0.812081 1.22287
8.98 -0.394299 -1.1829 -1.59828 -0.707302 0.430421 -0.394299 0.301383 3.46686 -2.1829 0.902751 -0.0358555 1.79028 -0.860842 1.25514
9 -0.377653 -1.13296 -1.59828 -0.707302 0.454619 -0.377653 0.283284 3.53743 -2.13296 0.904971 -0.0352812 1.79028 -0.909239 1.28689
9.02 -0.360864 -1.08259 -1.59828 -0.707302 0.478626 -0.360864 0.265154 3.60673 -2.08259 0.906494 -0.0346513 1.79028 -0.957253 1.31812
9.04 -0.343936 -1.03181 -1.59828 -0.707302 0.502433 -0.343936 0.247008 3.67466 -2.03181 0.907323 -0.0339661 1.79028 -1.00487 1.3488
9.06 -0.326878 -0.980634 -1.59828 -0.707302 0.526028 -0.326878 0.228858 3.74111 -1.98063 0.907461 -0.0332261 1.79028 -1.05206 1.37893
9.08 -0.309696 -0.929088 -1.59828 -0.707302 0.549404 -0.309696 0.21072 3.80598 -1.92909 0.906909 -0.0324318 1.79028 -1.09881 1.4085
9.1 -0.292397 -0.877192 -1.59828 -0.707302 0.572551 -0.292397 0.192607 3.86914 -1.87719 0.905674 -0.0315838 1.79028 -1.1451 1.4375
9.12 -0.274988 -0.824965 -1.59828 -0.707302 0.59546 -0.274988 0.174532 3.93051 -1.82496 0.903758 -0.0306828 1.79028 -1.19092 1.46591
9.14 -0.257476 -0.772429 -1.59828 -0.707302 0.618121 -0.257476 0.156508 3.98997 -1.77243 0.901168 -0.0297294 1.79028 -1.23624 1.49372
9.16 -0.239868 -0.719605 -1.59828 -0.707302 0.640527 -0.239868 0.13855 4.04742 -1.71961 0.897909 -0.0287244 1.79028 -1.28105 1.52092
9.18 -0.222172 -0.666515 -1.59828 -0.707302 0.662667 -0.222172 0.12067 4.10275 -1.66651 0.893987 -0.0276685 1.79028 -1.32533 1.54751
9.2 -0.204393 -0.613179 -1.59828 -0.707302 0.684533 -0.204393 0.102882 4.15588 -1.61318 0.88941 -0.0265627 1.79028 -1.36907 1.57346
9.22 -0.18654 -0.55962 -1.59828 -0.707302 0.706117 -0.18654 0.0851984 4.2067 -1.55962 0.884185 -0.0254078 1.79028 -1.41223 1.59877
9.24 -0.168619 -0.505858 -1.59828 -0.707302 0.72741 -0.168619 0.067632 4.25511 -1.50586 0.87832 -0.0242049 1.79028 -1.45482 1.62344
9.26 -0.150639 -0.451916 -1.59828 -0.707302 0.748404 -0.150639 0.0501955 4.30102 -1.45192 0.871824 -0.022955 1.79028 -1.49681 1.64745
9.28 -0.132605 -0.397814 -1.59828 -0.707302 0.76909 -0.132605 0.0329014 4.34433 -1.39781 0.864706 -0.0216591 1.79028 -1.53818 1.67078
9.3 -0.114525 -0.343575 -1.59828 -0.707302 0.78946 -0.114525 0.0157618 4.38497 -1.34357 0.856977 -0.0203183 1.79028 -1.57892 1.69344
9.32 -0.0964067 -0.28922 -1.59828 -0.707302 0.809506 -0.0964067 -0.00121111 4.42284 -1.28922 0.848647 -0.0189339 1.79028 -1.61901 1.71542
9.34 -0.0782571 -0.234771 -1.59828 -0.707302 0.829221 -0.0782571 -0.0180056 4.45785 -1.23477 0.839725 -0.0175071 1.79028 -1.65844 1.7367
9.36 -0.0600835 -0.180251 -1.59828 -0.707302 0.848596 -0.0600835 -0.0346101 4.48993 -1.18025 0.830225 -0.0160391 1.79028 -1.69719 1.75728
9.38 -0.0418932 -0.125679 -1.59828 -0.707302 0.867624 -0.0418932 -0.0510133 4.51899 -1.12568 0.820158 -0.0145312 1.79028 -1.73525 1.77714
9.4 -0.0236933 -0.07108 -1.59828 -0.707302 0.886298 -0.0236933 -0.067204 4.54496 -1.07108 0.809536 -0.0129849 1.79028 -1.7726 1.79629
9.42 -0.00549131 -0.0164739 -1.59828 -0.707302 0.90461 -0.00549131 -0.0831714 4.56777 -1.01647 0.798372 -0.0114016 1.79028 -1.80922 1.81471
9.44 0.0127056 0.0381169 -1.59828 -0.707302 0.922553 0.0127056 -0.0989051 4.58733 -0.961883 0.78668 -0.00978257 1.79028 -1.84511 1.8324
9.46 0.0308902 0.0926707 -1.59828 -0.707302 0.94012 0.0308902 -0.114395 4.60359 -0.907329 0.774474 -0.00812946 1.79028 -1.88024 1.84935
9.48 0.0490552 0.147166 -1.59828 -0.707302 0.957303 0.0490552 -0.12963 4.61648 -0.852834 0.761767 -0.00644376 1.79028 -1.91461 1.86555
9.5 0.0671933 0.20158 -1.59828 -0.707302 0.974098 0.0671933 -0.144601 4.62593 -0.79842 0.748574 -0.00472703 1.79028 -1.9482 1.881
9.52 0.0852972 0.255892 -1.59828 -0.707302 0.990496 0.0852972 -0.1593 4.63189 -0.744108 0.734912 -0.00298087 1.79028 -1.98099 1.89569
9.54 0.10336 0.31008 -1.59828 -0.707302 1.00649 0.10336 -0.173715 4.63431 -0.68992 0.720794 -0.00120694 1.79028 -2.01298 1.90962
9.56 0.121374 0.364122 -1.59828 -0.707302 1.02208 0.121374 -0.18784 4.63312 -0.635878 0.706237 0.000593115 1.79028 -2.04416 1.92278
9.58 0.139332 0.417997 -1.59828 -0.707302 1.03725 0.139332 -0.201665 4.62829 -0.582003 0.691256 0.00241758 1.79028 -2.0745 1.93517
9.6 0.157228 0.471683 -1.59828 -0.707302 1.052 0.157228 -0.215183 4.61976 -0.528317 0.67587 0.00426472 1.79028 -2.104 1.94677
9.62 0.175053 0.52516 -1.59828 -0.707302 1.06632 0.175053 -0.228385 4.60749 -0.47484 0.660094 0.00613278 1.79028 -2.13265 1.9576
9.64 0.192801 0.578404 -1.59828 -0.707302 1.08022 0.192801 -0.241264 4.59145 -0.421596 0.643945 0.00801998 1.79028 -2.16043 1.96763
9.66 0.210466 0.631397 -1.59828 -0.707302 1.09367 0.210466 -0.253812 4.5716 -0.368603 0.627442 0.0099245 1.79028 -2.18734 1.97688
9.68 0.228039 0.684116 -1.59828 -0.707302 1.10668 0.228039 -0.266024 4.54791 -0.315884 0.610601 0.0118445 1.79028 -2.21337 1.98533
9.7 0.245513 0.73654 -1.59828 -0.707302 1.11925 0.245513 -0.277893 4.52036 -0.26346 0.593442 0.0137782 1.79028 -2.2385 1.99298
9.72 0.262883 0.788648 -1.59828 -0.707302 1.13136 0.262883 -0.289413 4.48891 -0.211352 0.575981 0.0157236 1.79028 -2.26272 1.99984
9.74 0.28014 0.840421 -1.59828 -0.707302 1.14301 0.28014 -0.300578 4.45355 -0.159579 0.558237 0.0176789 1.79028 -2.28603 2.00589
9.76 0.297279 0.891837 -1.59828 -0.707302 1.15421 0.297279 -0.311382 4.41427 -0.108163 0.54023 0.0196422 1.79028 -2.30842 2.01114
9.78 0.314292 0.942875 -1.59828 -0.707302 1.16493 0.314292 -0.321822 4.37104 -0.0571249 0.521977 0.0216116 1.79028 -2.32987 2.01558
9.8 0.331172 0.993516 -1.59828 -0.707302 1.17519 0.331172 -0.331892 4.32387 -0.00648368 0.503498 0.0235851 1.79028 -2.35038 2.01921
9.82 0.347913 1.04374 -1.59828 -0.707302 1.18497 0.347913 -0.341588 4.27275 0.04374 0.484812 0.0255608 1.79028 -2.36995 2.02204
9.84 0.364509 1.09353 -1.59828 -0.707302 1.19428 0.364509 -0.350907 4.21768 0.0935263 0.465938 0.0275368 1.79028 -2.38856 2.02405
9.86 0.380952 1.14286 -1.59828 -0.707302 1.2031 0.380952 -0.359845 4.15866 0.142855 0.446896 0.0295111 1.79028 -2.40621 2.02526
9.88 0.397236 1.19171 -1.59828 -0.707302 1.21144 0.397236 -0.368399 4.09569 0.191708 0.427704 0.0314817 1.79028 -2.42289 2.02565
9.9 0.413355 1.24006 -1.59828 -0.707302 1.2193 0.413355 -0.376566 4.0288 0.240064 0.408382 0.0334468 1.79028 -2.43859 2.02524
9.92 0.429302 1.28791 -1.59828 -0.707302 1.22666 0.429302 -0.384345 3.95799 0.287906 0.38895 0.0354043 1.79028 -2.45331 2.02401
9.94 0.445071 1.33521 -1.59828 -0.707302 1.23352 0.445071 -0.391734 3.88329 0.335213 0.369427 0.0373523 1.79028 -2.46705 2.02198
9.96 0.460656 1.38197 -1.59828 -0.707302 1.2399 0.460656 -0.398731 3.80471 0.381967 0.349833 0.0392889 1.79028 -2.47979 2.01914
9.98 0.47605 1.42815 -1.59828 -0.707302 1.24577 0.47605 -0.405334 3.72228 0.42815 0.330187 0.0412121 1.79028 -2.49154 2.01549
