t 1 jL1 2 jL2 3 jV0300 
9e-006 7057.31 126.466 -9623.63 29.7083 10000 -126.466 
9.01e-006 6926.61 134.147 -10090.5 28.7444 10000 -134.147 
9.02e-006 6788.3 141.71 -10541.8 27.7572 10000 -141.71 
9.03e-006 6642.49 149.147 -10977 26.748 10000 -149.147 
9.04e-006 6489.31 156.448 -11396 25.7183 10000 -156.448 
9.05e-006 6328.91 163.607 -11798.2 24.6694 10000 -163.607 
9.06e-006 6161.44 170.613 -12183.6 23.6028 10000 -170.613 
9.07e-006 5987.05 177.461 -12551.7 22.5199 10000 -177.461 
9.08e-006 5805.9 184.14 -12902.4 21.4222 10000 -184.14 
9.09e-006 5618.17 190.645 -13235.4 20.311 10000 -190.645 
9.1e-006 5424.03 196.967 -13550.5 19.1878 10000 -196.967 
9.11e-006 5223.67 203.099 -13847.6 18.0542 10000 -203.099 
9.12e-006 5017.29 209.034 -14126.4 16.9115 10000 -209.034 
9.13e-006 4805.09 214.765 -14386.8 15.7612 10000 -214.765 
9.14e-006 4587.27 220.285 -14628.9 14.6047 10000 -220.285 
9.15e-006 4364.05 225.587 -14852.3 13.4436 10000 -225.587 
9.16e-006 4135.65 230.666 -15057.2 12.2792 10000 -230.666 
9.17e-006 3902.3 235.515 -15243.4 11.1131 10000 -235.515 
9.18e-006 3664.23 240.128 -15410.9 9.94653 10000 -240.128 
9.19e-006 3421.68 244.5 -15559.8 8.78104 10000 -244.5 
9.2e-006 3174.89 248.625 -15690.1 7.618 10000 -248.625 
9.21e-006 2924.11 252.499 -15801.7 6.45882 10000 -252.499 
9.22e-006 2669.6 256.115 -15894.9 5.30486 10000 -256.115 
9.23e-006 2411.62 259.471 -15969.7 4.15749 10000 -259.471 
9.24e-006 2150.43 262.561 -16026.2 3.01804 10000 -262.561 
9.25e-006 1886.29 265.382 -16064.5 1.88783 10000 -265.382 
9.26e-006 1619.49 267.929 -16084.8 0.768166 10000 -267.929 
9.27e-006 1350.28 270.2 -16087.4 -0.339683 10000 -270.2 
9.28e-006 1078.97 272.191 -16072.3 -1.43447 10000 -272.191 
9.29e-006 805.813 273.899 -16039.8 -2.51497 10000 -273.899 
9.3e-006 531.108 275.322 -15990.2 -3.57999 10000 -275.322 
9.31e-006 255.137 276.458 -15923.6 -4.62837 10000 -276.458 
9.32e-006 -21.8095 277.304 -15840.5 -5.65898 10000 -277.304 
9.33e-006 -299.443 277.859 -15741 -6.67071 10000 -277.859 
9.34e-006 -577.471 278.122 -15625.5 -7.66249 10000 -278.122 
9.35e-006 -855.601 278.092 -15494.4 -8.6333 10000 -278.092 
9.36e-006 -1133.54 277.768 -15347.8 -9.58213 10000 -277.768 
9.37e-006 -1410.99 277.15 -15186.4 -10.508 10000 -277.15 
9.38e-006 -1687.66 276.237 -15010.3 -11.41 10000 -276.237 
9.39e-006 -1963.26 275.03 -14819.9 -12.2873 10000 -275.03 
9.4e-006 -2237.49 273.531 -14615.8 -13.139 10000 -273.531 
9.41e-006 -2510.06 271.738 -14398.3 -13.9643 10000 -271.738 
9.42e-006 -2780.68 269.655 -14167.8 -14.7624 10000 -269.655 
9.43e-006 -3049.05 267.282 -13924.8 -15.5326 10000 -267.282 
9.44e-006 -3314.89 264.621 -13669.7 -16.2743 10000 -264.621 
9.45e-006 -3577.92 261.676 -13403 -16.9867 10000 -261.676 
9.46e-006 -3837.84 258.447 -13125.2 -17.6693 10000 -258.447 
9.47e-006 -4094.38 254.938 -12836.7 -18.3216 10000 -254.938 
9.48e-006 -4347.26 251.153 -12538 -18.943 10000 -251.153 
9.49e-006 -4596.2 247.094 -12229.7 -19.5331 10000 -247.094 
9.5e-006 -4840.94 242.765 -11912.2 -20.0915 10000 -242.765 
9.51e-006 -5081.2 238.171 -11586.1 -20.6177 10000 -238.171 
9.52e-006 -5316.72 233.316 -11251.8 -21.1116 10000 -233.316 
9.53e-006 -5547.24 228.205 -10909.9 -21.5726 10000 -228.205 
9.54e-006 -5772.52 222.842 -10561 -22.0008 10000 -222.842 
9.55e-006 -5992.3 217.233 -10205.4 -22.3958 10000 -217.233 
9.56e-006 -6206.33 211.384 -9843.86 -22.7575 10000 -211.384 
9.57e-006 -6414.39 205.299 -9476.81 -23.0859 10000 -205.299 
9.58e-006 -6616.24 198.986 -9104.79 -23.3808 10000 -198.986 
9.59e-006 -6811.65 192.451 -8728.35 -23.6423 10000 -192.451 
9.6e-006 -7000.4 185.699 -8348.03 -23.8704 10000 -185.699 
9.61e-006 -7182.29 178.739 -7964.34 -24.0652 10000 -178.739 
9.62e-006 -7357.1 171.576 -7577.83 -24.2268 10000 -171.576 
9.63e-006 -7524.65 164.219 -7189.03 -24.3554 10000 -164.219 
9.64e-006 -7684.73 156.675 -6798.46 -24.4512 10000 -156.675 
9.65e-006 -7837.18 148.951 -6406.64 -24.5144 10000 -148.951 
9.66e-006 -7981.8 141.056 -6014.09 -24.5454 10000 -141.056 
9.67e-006 -8118.44 132.998 -5621.33 -24.5445 10000 -132.998 
9.68e-006 -8246.93 124.785 -5228.87 -24.5121 10000 -124.785 
9.69e-006 -8367.13 116.425 -4837.19 -24.4485 10000 -116.425 
9.7e-006 -8478.89 107.928 -4446.8 -24.3544 10000 -107.928 
9.71e-006 -8582.08 99.3019 -4058.19 -24.23 10000 -99.3019 
9.72e-006 -8676.58 90.5561 -3671.82 -24.0761 10000 -90.5561 
9.73e-006 -8762.28 81.6997 -3288.18 -23.8931 10000 -81.6997 
9.74e-006 -8839.06 72.7419 -2907.71 -23.6817 10000 -72.7419 
9.75e-006 -8906.83 63.6923 -2530.87 -23.4425 10000 -63.6923 
9.76e-006 -8965.51 54.5603 -2158.1 -23.1762 10000 -54.5603 
9.77e-006 -9015.01 45.3556 -1789.82 -22.8834 10000 -45.3556 
9.78e-006 -9055.27 36.088 -1426.46 -22.5649 10000 -36.088 
9.79e-006 -9086.24 26.7673 -1068.41 -22.2215 10000 -26.7673 
9.8e-006 -9107.86 17.4033 -716.068 -21.854 10000 -17.4033 
9.81e-006 -9120.1 8.00599 -369.812 -21.4632 10000 -8.00599 
9.82e-006 -9122.92 -1.41456 -30.0087 -21.0499 10000 1.41456 
9.83e-006 -9116.32 -10.8483 302.991 -20.615 10000 10.8483 
9.84e-006 -9100.28 -20.2852 628.848 -20.1594 10000 20.2852 
9.85e-006 -9074.81 -29.7152 947.24 -19.684 10000 29.7152 
9.86e-006 -9039.91 -39.1281 1257.86 -19.1897 10000 39.1281 
9.87e-006 -8995.62 -48.5139 1560.41 -18.6775 10000 48.5139 
9.88e-006 -8941.96 -57.8625 1854.62 -18.1484 10000 57.8625 
9.89e-006 -8878.98 -67.1637 2140.21 -17.6033 10000 67.1637 
9.9e-006 -8806.73 -76.4077 2416.96 -17.0432 10000 76.4077 
9.91e-006 -8725.27 -85.5844 2684.62 -16.4692 10000 85.5844 
9.92e-006 -8634.67 -94.684 2942.97 -15.8823 10000 94.684 
9.93e-006 -8535.02 -103.697 3191.84 -15.2834 10000 103.697 
9.94e-006 -8426.41 -112.612 3431.02 -14.6737 10000 112.612 
9.95e-006 -8308.95 -121.422 3660.36 -14.0542 10000 121.422 
9.96e-006 -8182.73 -130.115 3879.71 -13.4259 10000 130.115 
9.97e-006 -8047.9 -138.683 4088.94 -12.7899 10000 138.683 
9.98e-006 -7904.56 -147.117 4287.93 -12.1473 10000 147.117 
9.99e-006 -7752.87 -155.406 4476.59 -11.4991 10000 155.406 
1e-005 -7592.98 -163.542 4654.83 -10.8463 10000 163.542 
1.001e-005 -7425.04 -171.517 4822.6 -10.19 10000 171.517 
1.002e-005 -7249.21 -179.321 4979.85 -9.53133 10000 179.321 
1.003e-005 -7065.68 -186.946 5126.54 -8.87124 10000 186.946 
1.004e-005 -6874.63 -194.384 5262.67 -8.2108 10000 194.384 
1.005e-005 -6676.25 -201.626 5388.24 -7.55103 10000 201.626 
1.006e-005 -6470.73 -208.664 5503.26 -6.89294 10000 208.664 
1.007e-005 -6258.3 -215.491 5607.77 -6.23756 10000 215.491 
1.008e-005 -6039.15 -222.1 5701.83 -5.58587 10000 222.1 
1.009e-005 -5813.52 -228.482 5785.51 -4.93885 10000 228.482 
1.01e-005 -5581.64 -234.631 5858.88 -4.29746 10000 234.631 
1.011e-005 -5343.74 -240.54 5922.04 -3.66266 10000 240.54 
1.012e-005 -5100.06 -246.203 5975.11 -3.03538 10000 246.203 
1.013e-005 -4850.86 -251.613 6018.22 -2.41651 10000 251.613 
1.014e-005 -4596.4 -256.764 6051.51 -1.80696 10000 256.764 
1.015e-005 -4336.92 -261.65 6075.13 -1.20759 10000 261.65 
1.016e-005 -4072.71 -266.267 6089.26 -0.619247 10000 266.267 
1.017e-005 -3804.03 -270.608 6094.08 -0.0427487 10000 270.608 
1.018e-005 -3531.17 -274.669 6089.78 0.521108 10000 274.669 
1.019e-005 -3254.4 -278.445 6076.58 1.07155 10000 278.445 
1.02e-005 -2974.01 -281.932 6054.7 1.60785 10000 281.932 
1.021e-005 -2690.3 -285.127 6024.37 2.12927 10000 285.127 
1.022e-005 -2403.55 -288.025 5985.82 2.63515 10000 288.025 
1.023e-005 -2114.08 -290.622 5939.33 3.12482 10000 290.622 
1.024e-005 -1822.17 -292.917 5885.15 3.59765 10000 292.917 
1.025e-005 -1528.13 -294.906 5823.56 4.05307 10000 294.906 
1.026e-005 -1232.27 -296.587 5754.83 4.4905 10000 296.587 
1.027e-005 -934.907 -297.958 5679.28 4.90942 10000 297.958 
1.028e-005 -636.34 -299.017 5597.18 5.30934 10000 299.017 
1.029e-005 -336.886 -299.764 5508.86 5.6898 10000 299.764 
1.03e-005 -36.8591 -300.196 5414.62 6.05037 10000 300.196 
1.031e-005 263.427 -300.313 5314.79 6.39066 10000 300.313 
1.032e-005 563.657 -300.115 5209.7 6.71032 10000 300.115 
1.033e-005 863.515 -299.602 5099.68 7.00904 10000 299.602 
1.034e-005 1162.69 -298.774 4985.07 7.28652 10000 298.774 
1.035e-005 1460.86 -297.632 4866.2 7.54253 10000 297.632 
1.036e-005 1757.72 -296.176 4743.43 7.77687 10000 296.176 
1.037e-005 2052.95 -294.409 4617.1 7.98935 10000 294.409 
1.038e-005 2346.24 -292.332 4487.56 8.17984 10000 292.332 
1.039e-005 2637.28 -289.947 4355.18 8.34826 10000 289.947 
1.04e-005 2925.78 -287.257 4220.29 8.49453 10000 287.257 
1.041e-005 3211.41 -284.263 4083.25 8.61864 10000 284.263 
1.042e-005 3493.89 -280.969 3944.43 8.7206 10000 280.969 
1.043e-005 3772.91 -277.379 3804.17 8.80047 10000 277.379 
1.044e-005 4048.17 -273.497 3662.82 8.85833 10000 273.497 
1.045e-005 4319.4 -269.325 3520.74 8.8943 10000 269.325 
1.046e-005 4586.3 -264.869 3378.28 8.90855 10000 264.869 
1.047e-005 4848.58 -260.132 3235.78 8.90128 10000 260.132 
1.048e-005 5105.98 -255.121 3093.58 8.87271 10000 255.121 
1.049e-005 5358.22 -249.84 2952.03 8.82312 10000 249.84 
1.05e-005 5605.03 -244.295 2811.45 8.75279 10000 244.295 
1.051e-005 5846.16 -238.492 2672.18 8.66208 10000 238.492 
1.052e-005 6081.34 -232.436 2534.53 8.55134 10000 232.436 
1.053e-005 6310.33 -226.134 2398.83 8.42097 10000 226.134 
1.054e-005 6532.88 -219.593 2265.39 8.27141 10000 219.593 
1.055e-005 6748.77 -212.819 2134.5 8.10312 10000 212.819 
1.056e-005 6957.76 -205.82 2006.47 7.91658 10000 205.82 
1.057e-005 7159.63 -198.604 1881.58 7.71234 10000 198.604 
1.058e-005 7354.16 -191.177 1760.11 7.49092 10000 191.177 
1.059e-005 7541.16 -183.547 1642.33 7.25291 10000 183.547 
1.06e-005 7720.42 -175.724 1528.49 6.99892 10000 175.724 
1.061e-005 7891.75 -167.714 1418.86 6.72957 10000 167.714 
1.062e-005 8054.98 -159.527 1313.67 6.44552 10000 159.527 
1.063e-005 8209.92 -151.171 1213.15 6.14744 10000 151.171 
1.064e-005 8356.42 -142.655 1117.51 5.83604 10000 142.655 
1.065e-005 8494.32 -133.989 1026.97 5.51204 10000 133.989 
1.066e-005 8623.48 -125.18 941.716 5.17617 10000 125.18 
1.067e-005 8743.75 -116.24 861.936 4.82919 10000 116.24 
1.068e-005 8855.02 -107.176 787.8 4.47189 10000 107.176 
1.069e-005 8957.16 -97.9996 719.466 4.10505 10000 97.9996 
1.07e-005 9050.06 -88.7197 657.079 3.72948 10000 88.7197 
1.071e-005 9133.63 -79.3463 600.772 3.34601 10000 79.3463 
1.072e-005 9207.78 -69.8894 550.664 2.95547 10000 69.8894 
1.073e-005 9272.44 -60.359 506.861 2.5587 10000 60.359 
1.074e-005 9327.52 -50.7654 469.454 2.15656 10000 50.7654 
1.075e-005 9372.99 -41.1188 438.522 1.74992 10000 41.1188 
1.076e-005 9408.78 -31.4294 414.129 1.33963 10000 31.4294 
1.077e-005 9434.86 -21.7075 396.327 0.926591 10000 21.7075 
1.078e-005 9451.21 -11.9636 385.151 0.511667 10000 11.9636 
1.079e-005 9457.81 -2.20792 380.624 0.0957445 10000 2.20792 
1.08e-005 9454.65 7.54905 382.753 -0.320291 10000 -7.54905 
1.081e-005 9441.74 17.2969 391.534 -0.735556 10000 -17.2969 
1.082e-005 9419.09 27.0254 406.945 -1.14917 10000 -27.0254 
1.083e-005 9386.73 36.724 428.953 -1.56024 10000 -36.724 
1.084e-005 9344.69 46.3824 457.51 -1.96791 10000 -46.3824 
1.085e-005 9293.02 55.9905 492.552 -2.37129 10000 -55.9905 
1.086e-005 9231.77 65.5378 534.005 -2.76953 10000 -65.5378 
1.087e-005 9161.02 75.0144 581.777 -3.16176 10000 -75.0144 
1.088e-005 9080.83 84.4101 635.767 -3.54715 10000 -84.4101 
1.089e-005 8991.29 93.7149 695.856 -3.92486 10000 -93.7149 
1.09e-005 8892.5 102.919 761.914 -4.29407 10000 -102.919 
1.091e-005 8784.57 112.012 833.799 -4.65396 10000 -112.012 
1.092e-005 8667.62 120.986 911.354 -5.00374 10000 -120.986 
1.093e-005 8541.76 129.829 994.411 -5.34264 10000 -129.829 
1.094e-005 8407.13 138.534 1082.79 -5.66989 10000 -138.534 
1.095e-005 8263.88 147.09 1176.3 -5.98476 10000 -147.09 
1.096e-005 8112.15 155.489 1274.72 -6.28652 10000 -155.489 
1.097e-005 7952.12 163.721 1377.86 -6.57446 10000 -163.721 
1.098e-005 7783.95 171.779 1485.48 -6.84792 10000 -171.779 
1.099e-005 7607.83 179.653 1597.34 -7.10623 10000 -179.653 
1.1e-005 7423.94 187.335 1713.19 -7.34877 10000 -187.335 
1.101e-005 7232.47 194.817 1832.79 -7.57492 10000 -194.817 
1.102e-005 7033.63 202.092 1955.85 -7.78411 10000 -202.092 
1.103e-005 6827.64 209.151 2082.11 -7.97579 10000 -209.151 
1.104e-005 6614.71 215.988 2211.27 -8.14943 10000 -215.988 
1.105e-005 6395.07 222.594 2343.05 -8.30453 10000 -222.594 
1.106e-005 6168.95 228.963 2477.15 -8.44064 10000 -228.963 
1.107e-005 5936.6 235.089 2613.25 -8.55731 10000 -235.089 
1.108e-005 5698.26 240.965 2751.04 -8.65415 10000 -240.965 
1.109e-005 5454.18 246.585 2890.21 -8.73078 10000 -246.585 
1.11e-005 5204.63 251.943 3030.43 -8.78687 10000 -251.943 
1.111e-005 4949.86 257.033 3171.35 -8.82211 10000 -257.033 
1.112e-005 4690.16 261.85 3312.66 -8.83623 10000 -261.85 
1.113e-005 4425.79 266.39 3454 -8.829 10000 -266.39 
1.114e-005 4157.03 270.648 3595.04 -8.80021 10000 -270.648 
1.115e-005 3884.18 274.619 3735.43 -8.7497 10000 -274.619 
1.116e-005 3607.51 278.299 3874.82 -8.67735 10000 -278.299 
1.117e-005 3327.32 281.685 4012.85 -8.58305 10000 -281.685 
1.118e-005 3043.92 284.772 4149.19 -8.46676 10000 -284.772 
1.119e-005 2757.59 287.559 4283.47 -8.32844 10000 -287.559 
1.12e-005 2468.64 290.043 4415.34 -8.16813 10000 -290.043 
1.121e-005 2177.37 292.22 4544.46 -7.98587 10000 -292.22 
1.122e-005 1884.1 294.089 4670.46 -7.78175 10000 -294.089 
1.123e-005 1589.13 295.648 4793.01 -7.5559 10000 -295.648 
1.124e-005 1292.77 296.896 4911.76 -7.30848 10000 -296.896 
1.125e-005 995.33 297.831 5026.36 -7.03971 10000 -297.831 
1.126e-005 697.131 298.453 5136.47 -6.7498 10000 -298.453 
1.127e-005 398.482 298.762 5241.76 -6.43905 10000 -298.762 
1.128e-005 99.6972 298.757 5341.89 -6.10775 10000 -298.757 
1.129e-005 -198.911 298.439 5436.55 -5.75626 10000 -298.439 
1.13e-005 -497.029 297.808 5525.41 -5.38495 10000 -297.808 
1.131e-005 -794.344 296.866 5608.16 -4.99425 10000 -296.866 
1.132e-005 -1090.55 295.613 5684.48 -4.5846 10000 -295.613 
1.133e-005 -1385.33 294.051 5754.09 -4.15649 10000 -294.051 
1.134e-005 -1678.37 292.183 5816.7 -3.71044 10000 -292.183 
1.135e-005 -1969.39 290.01 5872.01 -3.247 10000 -290.01 
1.136e-005 -2258.06 287.535 5919.76 -2.76675 10000 -287.535 
1.137e-005 -2544.1 284.762 5959.68 -2.27031 10000 -284.762 
1.138e-005 -2827.19 281.692 5991.52 -1.75832 10000 -281.692 
1.139e-005 -3107.06 278.331 6015.03 -1.23146 10000 -278.331 
1.14e-005 -3383.41 274.681 6029.99 -0.690431 10000 -274.681 
1.141e-005 -3655.95 270.748 6036.18 -0.135965 10000 -270.748 
1.142e-005 -3924.4 266.535 6033.38 0.431179 10000 -266.535 
1.143e-005 -4188.49 262.047 6021.4 1.01021 10000 -262.047 
1.144e-005 -4447.94 257.29 6000.06 1.60033 10000 -257.29 
1.145e-005 -4702.49 252.268 5969.18 2.2007 10000 -252.268 
1.146e-005 -4951.88 246.988 5928.62 2.81046 10000 -246.988 
1.147e-005 -5195.84 241.456 5878.22 3.42873 10000 -241.456 
1.148e-005 -5434.14 235.677 5817.86 4.05462 10000 -235.677 
1.149e-005 -5666.53 229.658 5747.43 4.6872 10000 -229.658 
1.15e-005 -5892.77 223.406 5666.82 5.32555 10000 -223.406 
1.151e-005 -6112.63 216.928 5575.96 5.9687 10000 -216.928 
1.152e-005 -6325.89 210.231 5474.77 6.61569 10000 -210.231 
1.153e-005 -6532.34 203.322 5363.2 7.26555 10000 -203.322 
1.154e-005 -6731.77 196.21 5241.22 7.91726 10000 -196.21 
1.155e-005 -6923.97 188.901 5108.8 8.56983 10000 -188.901 
1.156e-005 -7108.76 181.404 4965.94 9.22225 10000 -181.404 
1.157e-005 -7285.96 173.727 4812.66 9.87348 10000 -173.727 
1.158e-005 -7455.38 165.879 4648.96 10.5225 10000 -165.879 
1.159e-005 -7616.87 157.869 4474.92 11.1683 10000 -157.869 
1.16e-005 -7770.26 149.704 4290.57 11.8097 10000 -149.704 
1.161e-005 -7915.41 141.394 4096.01 12.4459 10000 -141.394 
1.162e-005 -8052.17 132.949 3891.33 13.0756 10000 -132.949 
1.163e-005 -8180.41 124.377 3676.63 13.698 10000 -124.377 
1.164e-005 -8300.02 115.687 3452.05 14.3118 10000 -115.687 
1.165e-005 -8410.87 106.889 3217.73 14.9162 10000 -106.889 
1.166e-005 -8512.88 97.9932 2973.83 15.51 10000 -97.9932 
1.167e-005 -8605.94 89.0084 2720.53 16.0923 10000 -89.0084 
1.168e-005 -8689.97 79.9446 2458.02 16.662 10000 -79.9446 
1.169e-005 -8764.89 70.8116 2186.52 17.218 10000 -70.8116 
1.17e-005 -8830.65 61.6192 1906.24 17.7595 10000 -61.6192 
1.171e-005 -8887.19 52.3773 1617.44 18.2854 10000 -52.3773 
1.172e-005 -8934.47 43.096 1320.37 18.7948 10000 -43.096 
1.173e-005 -8972.45 33.7851 1015.3 19.2866 10000 -33.7851 
1.174e-005 -9001.1 24.4547 702.526 19.76 10000 -24.4547 
1.175e-005 -9020.42 15.1147 382.345 20.214 10000 -15.1147 
1.176e-005 -9030.4 5.77516 55.0777 20.6477 10000 -5.77516 
1.177e-005 -9031.04 -3.55395 -278.944 21.0603 10000 3.55395 
1.178e-005 -9022.36 -12.8627 -619.375 21.4508 10000 12.8627 
1.179e-005 -9004.39 -22.1412 -965.855 21.8185 10000 22.1412 
1.18e-005 -8977.17 -31.3795 -1318.01 22.1626 10000 31.3795 
1.181e-005 -8940.73 -40.5679 -1675.46 22.4821 10000 40.5679 
1.182e-005 -8895.14 -49.6967 -2037.79 22.7765 10000 49.6967 
1.183e-005 -8840.45 -58.7561 -2404.62 23.045 10000 58.7561 
1.184e-005 -8776.75 -67.7367 -2775.5 23.2869 10000 67.7367 
1.185e-005 -8704.11 -76.629 -3150.01 23.5014 10000 76.629 
1.186e-005 -8622.64 -85.4237 -3527.72 23.688 10000 85.4237 
1.187e-005 -8532.43 -94.1115 -3908.16 23.8462 10000 94.1115 
1.188e-005 -8433.59 -102.683 -4290.87 23.9752 10000 102.683 
1.189e-005 -8326.25 -111.13 -4675.39 24.0746 10000 111.13 
1.19e-005 -8210.54 -119.444 -5061.23 24.1439 10000 119.444 
1.191e-005 -8086.59 -127.615 -5447.91 24.1827 10000 127.615 
1.192e-005 -7954.55 -135.635 -5834.95 24.1904 10000 135.635 
1.193e-005 -7814.58 -143.496 -6221.83 24.1669 10000 143.496 
1.194e-005 -7666.84 -151.19 -6608.05 24.1116 10000 151.19 
1.195e-005 -7511.5 -158.709 -6993.11 24.0243 10000 158.709 
1.196e-005 -7348.74 -166.046 -7376.49 23.9048 10000 166.046 
1.197e-005 -7178.74 -173.192 -7757.67 23.7528 10000 173.192 
1.198e-005 -7001.71 -180.141 -8136.14 23.5682 10000 180.141 
1.199e-005 -6817.85 -186.885 -8511.36 23.3508 10000 186.885 
1.2e-005 -6627.35 -193.418 -8882.81 23.1006 10000 193.418 
1.201e-005 -6430.44 -199.733 -9249.97 22.8175 10000 199.733 
1.202e-005 -6227.34 -205.825 -9612.32 22.5015 10000 205.825 
1.203e-005 -6018.27 -211.686 -9969.31 22.1526 10000 211.686 
1.204e-005 -5803.47 -217.311 -10320.4 21.7711 10000 217.311 
1.205e-005 -5583.18 -222.695 -10665.2 21.3569 10000 222.695 
1.206e-005 -5357.64 -227.833 -11003 20.9102 10000 227.833 
1.207e-005 -5127.1 -232.718 -11333.4 20.4314 10000 232.718 
1.208e-005 -4891.81 -237.348 -11655.8 19.9207 10000 237.348 
1.209e-005 -4652.04 -241.717 -11969.8 19.3783 10000 241.717 
1.21e-005 -4408.04 -245.822 -12274.9 18.8047 10000 245.822 
1.211e-005 -4160.09 -249.658 -12570.5 18.2002 10000 249.658 
1.212e-005 -3908.45 -253.222 -12856.1 17.5654 10000 253.222 
1.213e-005 -3653.4 -256.511 -13131.4 16.9006 10000 256.511 
1.214e-005 -3395.21 -259.522 -13395.7 16.2065 10000 259.522 
1.215e-005 -3134.16 -262.252 -13648.7 15.4836 10000 262.252 
1.216e-005 -2870.54 -264.7 -13889.9 14.7326 10000 264.7 
1.217e-005 -2604.62 -266.863 -14118.8 13.954 10000 266.863 
1.218e-005 -2336.71 -268.739 -14335 13.1487 10000 268.739 
1.219e-005 -2067.07 -270.328 -14538.1 12.3174 10000 270.328 
1.22e-005 -1796 -271.628 -14727.7 11.4608 10000 271.628 
1.221e-005 -1523.79 -272.639 -14903.3 10.5797 10000 272.639 
1.222e-005 -1250.73 -273.36 -15064.6 9.67517 10000 273.36 
1.223e-005 -977.113 -273.792 -15211.3 8.74797 10000 273.792 
1.224e-005 -703.22 -273.934 -15343 7.79906 10000 273.934 
1.225e-005 -429.343 -273.787 -15459.2 6.82943 10000 273.787 
1.226e-005 -155.771 -273.352 -15559.8 5.84008 10000 273.352 
1.227e-005 117.207 -272.631 -15644.4 4.83207 10000 272.631 
1.228e-005 389.308 -271.624 -15712.7 3.80648 10000 271.624 
1.229e-005 660.245 -270.334 -15764.5 2.76441 10000 270.334 
1.23e-005 929.738 -268.762 -15799.4 1.707 10000 268.762 
1.231e-005 1197.51 -266.912 -15817.3 0.635426 10000 266.912 
1.232e-005 1463.27 -264.786 -15818 -0.44912 10000 264.786 
1.233e-005 1726.76 -262.387 -15801.2 -1.54541 10000 262.387 
1.234e-005 1987.7 -259.718 -15766.7 -2.65221 10000 259.718 
1.235e-005 2245.83 -256.783 -15714.5 -3.76824 10000 256.783 
1.236e-005 2500.87 -253.586 -15644.3 -4.8922 10000 253.586 
1.237e-005 2752.58 -250.131 -15556.1 -6.0228 10000 250.131 
1.238e-005 3000.69 -246.422 -15449.7 -7.15868 10000 246.422 
1.239e-005 3244.96 -242.465 -15325.2 -8.29852 10000 242.465 
1.24e-005 3485.13 -238.263 -15182.3 -9.44093 10000 238.263 
1.241e-005 3720.97 -233.823 -15021.2 -10.5846 10000 233.823 
1.242e-005 3952.25 -229.15 -14841.8 -11.728 10000 229.15 
1.243e-005 4178.72 -224.249 -14644.1 -12.8698 10000 224.249 
1.244e-005 4400.17 -219.127 -14428.1 -14.0087 10000 219.127 
1.245e-005 4616.38 -213.789 -14194 -15.1431 10000 213.789 
1.246e-005 4827.13 -208.242 -13941.8 -16.2717 10000 208.242 
1.247e-005 5032.23 -202.493 -13671.6 -17.3931 10000 202.493 
1.248e-005 5231.47 -196.548 -13383.5 -18.5058 10000 196.548 
1.249e-005 5424.66 -190.414 -13077.7 -19.6083 10000 190.414 
1.25e-005 5611.61 -184.099 -12754.3 -20.6993 10000 184.099 
1.251e-005 5792.16 -177.61 -12413.6 -21.7774 10000 177.61 
1.252e-005 5966.12 -170.955 -12055.8 -22.8411 10000 170.955 
1.253e-005 6133.34 -164.14 -11681.1 -23.889 10000 164.14 
1.254e-005 6293.66 -157.175 -11289.8 -24.9197 10000 157.175 
1.255e-005 6446.94 -150.066 -10882.1 -25.9319 10000 150.066 
1.256e-005 6593.03 -142.822 -10458.5 -26.9241 10000 142.822 
1.257e-005 6731.81 -135.452 -10019.1 -27.895 10000 135.452 
1.258e-005 6863.15 -127.964 -9564.41 -28.8432 10000 127.964 
1.259e-005 6986.95 -120.365 -9094.75 -29.7675 10000 120.365 
1.26e-005 7103.08 -112.665 -8610.52 -30.6665 10000 112.665 
1.261e-005 7211.47 -104.872 -8112.15 -31.5389 10000 104.872 
1.262e-005 7312.02 -96.9958 -7600.06 -32.3834 10000 96.9958 
1.263e-005 7404.65 -89.044 -7074.71 -33.1989 10000 89.044 
1.264e-005 7489.28 -81.0258 -6536.57 -33.9841 10000 81.0258 
1.265e-005 7565.87 -72.95 -5986.15 -34.7379 10000 72.95 
1.266e-005 7634.36 -64.8256 -5423.95 -35.459 10000 64.8256 
1.267e-005 7694.7 -56.6616 -4850.51 -36.1464 10000 56.6616 
1.268e-005 7746.85 -48.4668 -4266.38 -36.799 10000 48.4668 
1.269e-005 7790.8 -40.2503 -3672.12 -37.4157 10000 40.2503 
1.27e-005 7826.53 -32.0209 -3068.32 -37.9955 10000 32.0209 
1.271e-005 7854.02 -23.7877 -2455.57 -38.5374 10000 23.7877 
1.272e-005 7873.28 -15.5595 -1834.5 -39.0405 10000 15.5595 
1.273e-005 7884.32 -7.34525 -1205.72 -39.5039 10000 7.34525 
1.274e-005 7887.16 0.846297 -569.881 -39.9267 10000 -0.846297 
1.275e-005 7881.82 9.00633 72.3582 -40.3082 10000 -9.00633 
1.276e-005 7868.35 17.1261 720.331 -40.6475 10000 -17.1261 
1.277e-005 7846.78 25.1971 1373.36 -40.9439 10000 -25.1971 
1.278e-005 7817.17 33.2106 2030.74 -41.1967 10000 -33.2106 
1.279e-005 7779.58 41.1583 2691.78 -41.4054 10000 -41.1583 
1.28e-005 7734.08 49.0317 3355.77 -41.5693 10000 -49.0317 
