t 1 2 3 4 5 jL0400 6 7 8 jE0201 jH0801 jyH0801 jVX jV0600 
3.85 0 0.0255016 -8.49373e-018 -0.817755 0.0255016 0.53249 1 0 -0.0178445 -0.0255016 0 0.0255016 -0.0178445 -0.514645 
3.86 0 0.0115183 -3.83637e-018 -0.818583 0.0115183 0.524304 1 0 -0.00806222 -0.0115183 0 0.0115183 -0.00806222 -0.516242 
3.87 0 -0.00255522 8.5106e-019 -0.819399 -0.00255522 0.51611 1 0 0.00178865 0.00255522 0 -0.00255522 0.00178865 -0.517899 
3.88 0 -0.0167193 5.56865e-018 -0.820204 -0.0167193 0.507908 1 0 0.0117017 0.0167193 0 -0.0167193 0.0117017 -0.519609 
3.89 0 -0.030974 1.03164e-017 -0.820999 -0.030974 0.499698 1 0 0.0216699 0.030974 0 -0.030974 0.0216699 -0.521368 
3.9 0 -0.0453192 1.50943e-017 -0.821784 -0.0453192 0.49148 1 0 0.0316862 0.0453192 0 -0.0453192 0.0316862 -0.523166 
3.91 0 -0.0597543 1.99022e-017 -0.822559 -0.0597543 0.483254 1 0 0.0417428 0.0597543 0 -0.0597543 0.0417428 -0.524997 
3.92 0 -0.0742789 2.47398e-017 -0.823325 -0.0742789 0.475021 1 0 0.0518317 0.0742789 0 -0.0742789 0.0518317 -0.526853 
3.93 0 -0.0888919 2.96069e-017 -0.824082 -0.0888919 0.46678 1 0 0.0619444 0.0888919 0 -0.0888919 0.0619444 -0.528725 
3.94 0 -0.103592 3.45031e-017 -0.824831 -0.103592 0.458532 1 0 0.0720721 0.103592 0 -0.103592 0.0720721 -0.530604 
3.95 0 -0.118378 3.94279e-017 -0.825572 -0.118378 0.450276 1 0 0.0822058 0.118378 0 -0.118378 0.0822058 -0.532482 
3.96 0 -0.133249 4.43808e-017 -0.826306 -0.133249 0.442013 1 0 0.092336 0.133249 0 -0.133249 0.092336 -0.534349 
3.97 0 -0.148201 4.9361e-017 -0.827032 -0.148201 0.433743 1 0 0.102453 0.148201 0 -0.148201 0.102453 -0.536196 
3.98 0 -0.163234 5.43679e-017 -0.827752 -0.163234 0.425465 1 0 0.112547 0.163234 0 -0.163234 0.112547 -0.538012 
3.99 0 -0.178344 5.94006e-017 -0.828466 -0.178344 0.417181 1 0 0.122608 0.178344 0 -0.178344 0.122608 -0.539789 
4 0 -0.193529 6.44582e-017 -0.829174 -0.193529 0.408889 1 0 0.132625 0.193529 0 -0.193529 0.132625 -0.541514 
4.01 0 -0.208786 6.95397e-017 -0.829876 -0.208786 0.40059 1 0 0.142588 0.208786 0 -0.208786 0.142588 -0.543179 
4.02 0 -0.224111 7.46439e-017 -0.830573 -0.224111 0.392285 1 0 0.152487 0.224111 0 -0.224111 0.152487 -0.544772 
4.03 0 -0.239501 7.97697e-017 -0.831265 -0.239501 0.383972 1 0 0.162311 0.239501 0 -0.239501 0.162311 -0.546283 
4.04 0 -0.254951 8.49158e-017 -0.831952 -0.254951 0.375652 1 0 0.17205 0.254951 0 -0.254951 0.17205 -0.547703 
4.05 0 -0.270458 9.00807e-017 -0.832635 -0.270458 0.367326 1 0 0.181694 0.270458 0 -0.270458 0.181694 -0.54902 
4.06 0 -0.286018 9.52631e-017 -0.833314 -0.286018 0.358993 1 0 0.191232 0.286018 0 -0.286018 0.191232 -0.550224 
4.07 0 -0.301625 1.00461e-016 -0.833989 -0.301625 0.350653 1 0 0.200654 0.301625 0 -0.301625 0.200654 -0.551307 
4.08 0 -0.317275 1.05674e-016 -0.83466 -0.317275 0.342306 1 0 0.209951 0.317275 0 -0.317275 0.209951 -0.552258 
4.09 0 -0.332963 1.10899e-016 -0.835327 -0.332963 0.333953 1 0 0.219115 0.332963 0 -0.332963 0.219115 -0.553068 
4.1 0 -0.348684 1.16135e-016 -0.835991 -0.348684 0.325593 1 0 0.228135 0.348684 0 -0.348684 0.228135 -0.553728 
4.11 0 -0.364432 1.2138e-016 -0.836652 -0.364432 0.317227 1 0 0.237005 0.364432 0 -0.364432 0.237005 -0.554232 
4.12 0 -0.380202 1.26633e-016 -0.837309 -0.380202 0.308854 1 0 0.245715 0.380202 0 -0.380202 0.245715 -0.554568 
4.13 0 -0.395987 1.3189e-016 -0.837962 -0.395987 0.300474 1 0 0.254259 0.395987 0 -0.395987 0.254259 -0.554733 
4.14 0 -0.411783 1.37151e-016 -0.838613 -0.411783 0.292088 1 0 0.262632 0.411783 0 -0.411783 0.262632 -0.55472 
4.15 0 -0.427583 1.42414e-016 -0.83926 -0.427583 0.283695 1 0 0.270826 0.427583 0 -0.427583 0.270826 -0.554521 
4.16 0 -0.443382 1.47676e-016 -0.839904 -0.443382 0.275296 1 0 0.278837 0.443382 0 -0.443382 0.278837 -0.554134 
4.17 0 -0.459173 1.52935e-016 -0.840544 -0.459173 0.266891 1 0 0.286662 0.459173 0 -0.459173 0.286662 -0.553553 
4.18 0 -0.47495 1.5819e-016 -0.841181 -0.47495 0.258479 1 0 0.294296 0.47495 0 -0.47495 0.294296 -0.552775 
4.19 0 -0.490708 1.63439e-016 -0.841814 -0.490708 0.250061 1 0 0.301737 0.490708 0 -0.490708 0.301737 -0.551797 
4.2 0 -0.50644 1.68679e-016 -0.842443 -0.50644 0.241636 1 0 0.308983 0.50644 0 -0.50644 0.308983 -0.550619 
4.21 0 -0.522142 1.73908e-016 -0.843068 -0.522142 0.233206 1 0 0.316034 0.522142 0 -0.522142 0.316034 -0.54924 
4.22 0 -0.537806 1.79125e-016 -0.843689 -0.537806 0.224769 1 0 0.322889 0.537806 0 -0.537806 0.322889 -0.547658 
4.23 0 -0.553428 1.84328e-016 -0.844305 -0.553428 0.216326 1 0 0.329551 0.553428 0 -0.553428 0.329551 -0.545876 
4.24 0 -0.569001 1.89515e-016 -0.844916 -0.569001 0.207877 1 0 0.336019 0.569001 0 -0.569001 0.336019 -0.543896 
4.25 0 -0.584521 1.94685e-016 -0.845522 -0.584521 0.199421 1 0 0.342297 0.584521 0 -0.584521 0.342297 -0.541719 
4.26 0 -0.599983 1.99835e-016 -0.846122 -0.599983 0.19096 1 0 0.348389 0.599983 0 -0.599983 0.348389 -0.539349 
4.27 0 -0.615382 2.04963e-016 -0.846717 -0.615382 0.182493 1 0 0.354298 0.615382 0 -0.615382 0.354298 -0.536791 
4.28 0 -0.630712 2.10069e-016 -0.847305 -0.630712 0.17402 1 0 0.360028 0.630712 0 -0.630712 0.360028 -0.534048 
4.29 0 -0.64597 2.15151e-016 -0.847886 -0.64597 0.165541 1 0 0.365587 0.64597 0 -0.64597 0.365587 -0.531128 
4.3 0 -0.661151 2.20207e-016 -0.84846 -0.661151 0.157056 1 0 0.370979 0.661151 0 -0.661151 0.370979 -0.528036 
4.31 0 -0.676251 2.25237e-016 -0.849027 -0.676251 0.148566 1 0 0.37621 0.676251 0 -0.676251 0.37621 -0.524777 
4.32 0 -0.691267 2.30238e-016 -0.849586 -0.691267 0.14007 1 0 0.38129 0.691267 0 -0.691267 0.38129 -0.52136 
4.33 0 -0.706196 2.3521e-016 -0.850136 -0.706196 0.131569 1 0 0.386224 0.706196 0 -0.706196 0.386224 -0.517793 
4.34 0 -0.721034 2.40153e-016 -0.850677 -0.721034 0.123062 1 0 0.391022 0.721034 0 -0.721034 0.391022 -0.514084 
4.35 0 -0.735779 2.45064e-016 -0.851208 -0.735779 0.11455 1 0 0.395689 0.735779 0 -0.735779 0.395689 -0.510239 
4.36 0 -0.750428 2.49943e-016 -0.85173 -0.750428 0.106033 1 0 0.400238 0.750428 0 -0.750428 0.400238 -0.50627 
4.37 0 -0.764979 2.54789e-016 -0.852241 -0.764979 0.0975104 1 0 0.404675 0.764979 0 -0.764979 0.404675 -0.502185 
4.38 0 -0.779431 2.59603e-016 -0.852741 -0.779431 0.088983 1 0 0.40901 0.779431 0 -0.779431 0.40901 -0.497993 
4.39 0 -0.793782 2.64382e-016 -0.853229 -0.793782 0.0804507 1 0 0.413252 0.793782 0 -0.793782 0.413252 -0.493702 
4.4 0 -0.80803 2.69128e-016 -0.853705 -0.80803 0.0719137 1 0 0.41741 0.80803 0 -0.80803 0.41741 -0.489324 
4.41 0 -0.822176 2.73839e-016 -0.854169 -0.822176 0.063372 1 0 0.421495 0.822176 0 -0.822176 0.421495 -0.484867 
4.42 0 -0.836218 2.78516e-016 -0.854619 -0.836218 0.0548258 1 0 0.425514 0.836218 0 -0.836218 0.425514 -0.48034 
4.43 0 -0.850156 2.83159e-016 -0.855056 -0.850156 0.0462753 1 0 0.429479 0.850156 0 -0.850156 0.429479 -0.475754 
4.44 0 -0.86399 2.87767e-016 -0.855478 -0.86399 0.0377205 1 0 0.433397 0.86399 0 -0.86399 0.433397 -0.471117 
4.45 0 -0.877721 2.9234e-016 -0.855886 -0.877721 0.0291616 1 0 0.437278 0.877721 0 -0.877721 0.437278 -0.46644 
4.46 0 -0.89135 2.96879e-016 -0.856278 -0.89135 0.0205988 1 0 0.441132 0.89135 0 -0.89135 0.441132 -0.461731 
4.47 0 -0.904876 3.01384e-016 -0.856655 -0.904876 0.0120323 1 0 0.444967 0.904876 0 -0.904876 0.444967 -0.456999 
4.48 0 -0.918302 3.05856e-016 -0.857016 -0.918302 0.00346212 1 0 0.448792 0.918302 0 -0.918302 0.448792 -0.452254 
4.49 0 -0.931628 3.10294e-016 -0.85736 -0.931628 -0.00511147 1 0 0.452617 0.931628 0 -0.931628 0.452617 -0.447505 
4.5 0 -0.944856 3.147e-016 -0.857687 -0.944856 -0.0136883 1 0 0.456448 0.944856 0 -0.944856 0.456448 -0.44276 
4.51 0 -0.957989 3.19074e-016 -0.857996 -0.957989 -0.0222683 1 0 0.460296 0.957989 0 -0.957989 0.460296 -0.438028 
4.52 0 -0.971028 3.23417e-016 -0.858287 -0.971028 -0.0308512 1 0 0.464168 0.971028 0 -0.971028 0.464168 -0.433317 
4.53 0 -0.983975 3.27729e-016 -0.85856 -0.983975 -0.0394368 1 0 0.468072 0.983975 0 -0.983975 0.468072 -0.428635 
4.54 0 -0.996833 3.32012e-016 -0.858814 -0.996833 -0.0480249 1 0 0.472016 0.996833 0 -0.996833 0.472016 -0.423991 
4.55 0 -1.0096 3.36266e-016 -0.859048 -1.0096 -0.0566154 1 0 0.476008 1.0096 0 -1.0096 0.476008 -0.419392 
4.56 0 -1.02229 3.40492e-016 -0.859263 -1.02229 -0.065208 1 0 0.480055 1.02229 0 -1.02229 0.480055 -0.414847 
4.57 0 -1.0349 3.44691e-016 -0.859459 -1.0349 -0.0738026 1 0 0.484164 1.0349 0 -1.0349 0.484164 -0.410362 
4.58 0 -1.04743 3.48865e-016 -0.859633 -1.04743 -0.0823989 1 0 0.488344 1.04743 0 -1.04743 0.488344 -0.405945 
4.59 0 -1.05989 3.53014e-016 -0.859788 -1.05989 -0.0909968 1 0 0.492601 1.05989 0 -1.05989 0.492601 -0.401604 
4.6 0 -1.07228 3.57139e-016 -0.859921 -1.07228 -0.099596 1 0 0.496941 1.07228 0 -1.07228 0.496941 -0.397345 
4.61 0 -1.0846 3.61243e-016 -0.860034 -1.0846 -0.108196 1 0 0.501373 1.0846 0 -1.0846 0.501373 -0.393176 
4.62 0 -1.09685 3.65325e-016 -0.860125 -1.09685 -0.116798 1 0 0.505902 1.09685 0 -1.09685 0.505902 -0.389104 
4.63 0 -1.10905 3.69388e-016 -0.860195 -1.10905 -0.1254 1 0 0.510536 1.10905 0 -1.10905 0.510536 -0.385136 
4.64 0 -1.1212 3.73433e-016 -0.860243 -1.1212 -0.134002 1 0 0.51528 1.1212 0 -1.1212 0.51528 -0.381278 
4.65 0 -1.13329 3.77461e-016 -0.860269 -1.13329 -0.142605 1 0 0.520143 1.13329 0 -1.13329 0.520143 -0.377538 
4.66 0 -1.14534 3.81474e-016 -0.860273 -1.14534 -0.151207 1 0 0.52513 1.14534 0 -1.14534 0.52513 -0.373923 
4.67 0 -1.15735 3.85474e-016 -0.860256 -1.15735 -0.15981 1 0 0.530248 1.15735 0 -1.15735 0.530248 -0.370438 
4.68 0 -1.16932 3.89461e-016 -0.860216 -1.16932 -0.168412 1 0 0.535504 1.16932 0 -1.16932 0.535504 -0.367092 
4.69 0 -1.18126 3.93437e-016 -0.860153 -1.18126 -0.177014 1 0 0.540906 1.18126 0 -1.18126 0.540906 -0.363893 
4.7 0 -1.19317 3.97405e-016 -0.860069 -1.19317 -0.185614 1 0 0.546458 1.19317 0 -1.19317 0.546458 -0.360844 
4.71 0 -1.20506 4.01365e-016 -0.859963 -1.20506 -0.194214 1 0 0.552168 1.20506 0 -1.20506 0.552168 -0.357954 
4.72 0 -1.21693 4.0532e-016 -0.859834 -1.21693 -0.202812 1 0 0.558043 1.21693 0 -1.21693 0.558043 -0.35523 
4.73 0 -1.2288 4.09271e-016 -0.859683 -1.2288 -0.211409 1 0 0.564089 1.2288 0 -1.2288 0.564089 -0.35268 
4.74 0 -1.24065 4.1322e-016 -0.85951 -1.24065 -0.220004 1 0 0.570316 1.24065 0 -1.24065 0.570316 -0.350311 
4.75 0 -1.25251 4.1717e-016 -0.859316 -1.25251 -0.228597 1 0 0.576729 1.25251 0 -1.25251 0.576729 -0.348131 
4.76 0 -1.26437 4.21121e-016 -0.8591 -1.26437 -0.237188 1 0 0.583336 1.26437 0 -1.26437 0.583336 -0.346148 
4.77 0 -1.27625 4.25076e-016 -0.858862 -1.27625 -0.245777 1 0 0.590145 1.27625 0 -1.27625 0.590145 -0.344368 
4.78 0 -1.28814 4.29037e-016 -0.858603 -1.28814 -0.254363 1 0 0.597164 1.28814 0 -1.28814 0.597164 -0.342801 
4.79 0 -1.30006 4.33007e-016 -0.858323 -1.30006 -0.262946 1 0 0.604401 1.30006 0 -1.30006 0.604401 -0.341455 
4.8 0 -1.31201 4.36986e-016 -0.858023 -1.31201 -0.271527 1 0 0.611865 1.31201 0 -1.31201 0.611865 -0.340338 
4.81 0 -1.32399 4.40978e-016 -0.857702 -1.32399 -0.280104 1 0 0.619563 1.32399 0 -1.32399 0.619563 -0.33946 
4.82 0 -1.33602 4.44984e-016 -0.857362 -1.33602 -0.288677 1 0 0.627505 1.33602 0 -1.33602 0.627505 -0.338828 
4.83 0 -1.3481 4.49008e-016 -0.857001 -1.3481 -0.297247 1 0 0.6357 1.3481 0 -1.3481 0.6357 -0.338453 
4.84 0 -1.36024 4.5305e-016 -0.856622 -1.36024 -0.305813 1 0 0.644157 1.36024 0 -1.36024 0.644157 -0.338344 
4.85 0 -1.37244 4.57115e-016 -0.856224 -1.37244 -0.314376 1 0 0.652885 1.37244 0 -1.37244 0.652885 -0.33851 
4.86 0 -1.38472 4.61204e-016 -0.855808 -1.38472 -0.322934 1 0 0.661895 1.38472 0 -1.38472 0.661895 -0.338961 
4.87 0 -1.39707 4.65319e-016 -0.855375 -1.39707 -0.331487 1 0 0.671196 1.39707 0 -1.39707 0.671196 -0.339708 
4.88 0 -1.40952 4.69464e-016 -0.854924 -1.40952 -0.340037 1 0 0.680797 1.40952 0 -1.40952 0.680797 -0.340761 
4.89 0 -1.42206 4.73642e-016 -0.854458 -1.42206 -0.348581 1 0 0.69071 1.42206 0 -1.42206 0.69071 -0.342128 
4.9 0 -1.43471 4.77854e-016 -0.853975 -1.43471 -0.357121 1 0 0.700943 1.43471 0 -1.43471 0.700943 -0.343822 
4.91 0 -1.44747 4.82104e-016 -0.853478 -1.44747 -0.365656 1 0 0.711508 1.44747 0 -1.44747 0.711508 -0.345852 
4.92 0 -1.46035 4.86394e-016 -0.852967 -1.46035 -0.374185 1 0 0.722412 1.46035 0 -1.46035 0.722412 -0.348227 
4.93 0 -1.47336 4.90728e-016 -0.852443 -1.47336 -0.38271 1 0 0.733667 1.47336 0 -1.47336 0.733667 -0.350957 
4.94 0 -1.48651 4.95109e-016 -0.851906 -1.48651 -0.391229 1 0 0.745281 1.48651 0 -1.48651 0.745281 -0.354052 
4.95 0 -1.49982 4.99539e-016 -0.851358 -1.49982 -0.399743 1 0 0.757262 1.49982 0 -1.49982 0.757262 -0.35752 
4.96 0 -1.51328 5.04022e-016 -0.850799 -1.51328 -0.408251 1 0 0.769618 1.51328 0 -1.51328 0.769618 -0.361367 
4.97 0 -1.5269 5.0856e-016 -0.850231 -1.5269 -0.416753 1 0 0.782353 1.5269 0 -1.5269 0.782353 -0.365601 
4.98 0 -1.5407 5.13158e-016 -0.849654 -1.5407 -0.425249 1 0 0.795474 1.5407 0 -1.5407 0.795474 -0.370225 
4.99 0 -1.55469 5.17817e-016 -0.84907 -1.55469 -0.43374 1 0 0.808983 1.55469 0 -1.55469 0.808983 -0.375242 
5 0 -1.56888 5.22541e-016 -0.84848 -1.56888 -0.442225 1 0 0.822879 1.56888 0 -1.56888 0.822879 -0.380654 
5.01 0 -1.58326 5.27333e-016 -0.847884 -1.58326 -0.450704 1 0 0.837159 1.58326 0 -1.58326 0.837159 -0.386455 
5.02 0 -1.59786 5.32195e-016 -0.847285 -1.59786 -0.459177 1 0 0.851818 1.59786 0 -1.59786 0.851818 -0.392641 
5.03 0 -1.61268 5.37131e-016 -0.846683 -1.61268 -0.467643 1 0 0.866844 1.61268 0 -1.61268 0.866844 -0.3992 
5.04 0 -1.62773 5.42143e-016 -0.84608 -1.62773 -0.476104 1 0 0.882221 1.62773 0 -1.62773 0.882221 -0.406116 
5.05 0 -1.64301 5.47232e-016 -0.845476 -1.64301 -0.484559 1 0 0.897926 1.64301 0 -1.64301 0.897926 -0.413367 
5.06 0 -1.65853 5.52402e-016 -0.844874 -1.65853 -0.493008 1 0 0.913929 1.65853 0 -1.65853 0.913929 -0.420921 
5.07 0 -1.67429 5.57652e-016 -0.844275 -1.67429 -0.50145 1 0 0.930193 1.67429 0 -1.67429 0.930193 -0.428742 
5.08 0 -1.69031 5.62985e-016 -0.843679 -1.69031 -0.509887 1 0 0.946668 1.69031 0 -1.69031 0.946668 -0.436781 
5.09 0 -1.70656 5.684e-016 -0.843089 -1.70656 -0.518318 1 0 0.963296 1.70656 0 -1.70656 0.963296 -0.444978 
5.1 0 -1.72307 5.73897e-016 -0.842505 -1.72307 -0.526743 1 0 0.980005 1.72307 0 -1.72307 0.980005 -0.453261 
5.11 0 -1.73981 5.79474e-016 -0.84193 -1.73981 -0.535163 1 0 0.996707 1.73981 0 -1.73981 0.996707 -0.461544 
5.12 0 -1.75679 5.8513e-016 -0.841363 -1.75679 -0.543576 1 0 1.0133 1.75679 0 -1.75679 1.0133 -0.469726 
5.13 0 -1.774 5.90859e-016 -0.840807 -1.774 -0.551984 1 0 1.02967 1.774 0 -1.774 1.02967 -0.477688 
5.14 0 -1.79141 5.96659e-016 -0.840263 -1.79141 -0.560387 1 0 1.04568 1.79141 0 -1.79141 1.04568 -0.485295 
5.15 0 -1.80901 6.02521e-016 -0.839731 -1.80901 -0.568784 1 0 1.06118 1.80901 0 -1.80901 1.06118 -0.492395 
5.16 0 -1.82677 6.08437e-016 -0.839212 -1.82677 -0.577176 1 0 1.07599 1.82677 0 -1.82677 1.07599 -0.498816 
5.17 0 -1.84467 6.14399e-016 -0.838707 -1.84467 -0.585563 1 0 1.08994 1.84467 0 -1.84467 1.08994 -0.504374 
5.18 0 -1.86267 6.20393e-016 -0.838217 -1.86267 -0.593946 1 0 1.10281 1.86267 0 -1.86267 1.10281 -0.508868 
5.19 0 -1.88072 6.26405e-016 -0.837741 -1.88072 -0.602323 1 0 1.11441 1.88072 0 -1.88072 1.11441 -0.51209 
5.2 0 -1.89878 6.32421e-016 -0.837281 -1.89878 -0.610696 1 0 1.12452 1.89878 0 -1.89878 1.12452 -0.513824 
5.21 0 -1.9168 6.38421e-016 -0.836834 -1.9168 -0.619064 1 0 1.13292 1.9168 0 -1.9168 1.13292 -0.51386 
5.22 0 -1.93471 6.44387e-016 -0.836402 -1.93471 -0.627428 1 0 1.13942 1.93471 0 -1.93471 1.13942 -0.511991 
5.23 0 -1.95245 6.50295e-016 -0.835983 -1.95245 -0.635788 1 0 1.14383 1.95245 0 -1.95245 1.14383 -0.508037 
5.24 0 -1.96995 6.56125e-016 -0.835575 -1.96995 -0.644144 1 0 1.14599 1.96995 0 -1.96995 1.14599 -0.501842 
5.25 0 -1.98714 6.61852e-016 -0.835178 -1.98714 -0.652495 1 0 1.14578 1.98714 0 -1.98714 1.14578 -0.493289 
5.26 0 -2.00396 6.67453e-016 -0.834789 -2.00396 -0.660843 1 0 1.14315 2.00396 0 -2.00396 1.14315 -0.482308 
5.27 0 -2.02032 6.72903e-016 -0.834405 -2.02032 -0.669187 1 0 1.13808 2.02032 0 -2.02032 1.13808 -0.468888 
5.28 0 -2.03617 6.7818e-016 -0.834024 -2.03617 -0.677528 1 0 1.1306 2.03617 0 -2.03617 1.1306 -0.453074 
5.29 0 -2.05143 6.83263e-016 -0.833643 -2.05143 -0.685864 1 0 1.12084 2.05143 0 -2.05143 1.12084 -0.434975 
5.3 0 -2.06605 6.88132e-016 -0.833258 -2.06605 -0.694197 1 0 1.10896 2.06605 0 -2.06605 1.10896 -0.41476 
5.31 0 -2.07998 6.92772e-016 -0.832867 -2.07998 -0.702525 1 0 1.09518 2.07998 0 -2.07998 1.09518 -0.392652 
5.32 0 -2.09318 6.97168e-016 -0.832464 -2.09318 -0.71085 1 0 1.07977 2.09318 0 -2.09318 1.07977 -0.36892 
5.33 0 -2.10562 7.01311e-016 -0.832047 -2.10562 -0.71917 1 0 1.06303 2.10562 0 -2.10562 1.06303 -0.343863 
5.34 0 -2.11727 7.05194e-016 -0.83161 -2.11727 -0.727487 1 0 1.04529 2.11727 0 -2.11727 1.04529 -0.317805 
5.35 0 -2.12814 7.08815e-016 -0.831151 -2.12814 -0.735798 1 0 1.02687 2.12814 0 -2.12814 1.02687 -0.291072 
5.36 0 -2.13823 7.12173e-016 -0.830665 -2.13823 -0.744105 1 0 1.00809 2.13823 0 -2.13823 1.00809 -0.263983 
5.37 0 -2.14753 7.15273e-016 -0.830149 -2.14753 -0.752406 1 0 0.989245 2.14753 0 -2.14753 0.989245 -0.236839 
5.38 0 -2.15608 7.1812e-016 -0.829597 -2.15608 -0.760702 1 0 0.970613 2.15608 0 -2.15608 0.970613 -0.209911 
5.39 0 -2.1639 7.20724e-016 -0.829008 -2.1639 -0.768992 1 0 0.952429 2.1639 0 -2.1639 0.952429 -0.183437 
5.4 0 -2.17102 7.23096e-016 -0.828377 -2.17102 -0.777276 1 0 0.934889 2.17102 0 -2.17102 0.934889 -0.157613 
5.41 0 -2.17748 7.25246e-016 -0.827701 -2.17748 -0.785553 1 0 0.918149 2.17748 0 -2.17748 0.918149 -0.132596 
5.42 0 -2.18331 7.2719e-016 -0.826977 -2.18331 -0.793823 1 0 0.902327 2.18331 0 -2.18331 0.902327 -0.108505 
5.43 0 -2.18857 7.28939e-016 -0.826203 -2.18857 -0.802085 1 0 0.887505 2.18857 0 -2.18857 0.887505 -0.08542 
5.44 0 -2.19328 7.30509e-016 -0.825376 -2.19328 -0.810339 1 0 0.873729 2.19328 0 -2.19328 0.873729 -0.0633902 
5.45 0 -2.1975 7.31914e-016 -0.824493 -2.1975 -0.818584 1 0 0.861019 2.1975 0 -2.1975 0.861019 -0.0424354 
5.46 0 -2.20126 7.33166e-016 -0.823553 -2.20126 -0.826819 1 0 0.849371 2.20126 0 -2.20126 0.849371 -0.022552 
5.47 0 -2.2046 7.34279e-016 -0.822554 -2.2046 -0.835045 1 0 0.838762 2.2046 0 -2.2046 0.838762 -0.00371785 
5.48 0 -2.20756 7.35266e-016 -0.821494 -2.20756 -0.84326 1 0 0.829155 2.20756 0 -2.20756 0.829155 0.0141041 
5.49 0 -2.21018 7.36139e-016 -0.820372 -2.21018 -0.851463 1 0 0.820503 2.21018 0 -2.21018 0.820503 0.0309607 
5.5 0 -2.21249 7.36909e-016 -0.819187 -2.21249 -0.859655 1 0 0.812749 2.21249 0 -2.21249 0.812749 0.0469064 
5.51 0 -2.21453 7.37585e-016 -0.817937 -2.21453 -0.867834 1 0 0.805835 2.21453 0 -2.21453 0.805835 0.0619997 
5.52 0 -2.21631 7.38178e-016 -0.816622 -2.21631 -0.876001 1 0 0.7997 2.21631 0 -2.21631 0.7997 0.076301 
5.53 0 -2.21786 7.38696e-016 -0.815242 -2.21786 -0.884153 1 0 0.794282 2.21786 0 -2.21786 0.794282 0.0898708 
5.54 0 -2.21921 7.39147e-016 -0.813794 -2.21921 -0.892291 1 0 0.789522 2.21921 0 -2.21921 0.789522 0.102769 
5.55 0 -2.22039 7.39538e-016 -0.81228 -2.22039 -0.900414 1 0 0.785363 2.22039 0 -2.22039 0.785363 0.11505 
5.56 0 -2.2214 7.39875e-016 -0.810699 -2.2214 -0.908521 1 0 0.78175 2.2214 0 -2.2214 0.78175 0.126771 
5.57 0 -2.22227 7.40164e-016 -0.80905 -2.22227 -0.916611 1 0 0.778632 2.22227 0 -2.22227 0.778632 0.13798 
5.58 0 -2.22301 7.40411e-016 -0.807333 -2.22301 -0.924685 1 0 0.775961 2.22301 0 -2.22301 0.775961 0.148724 
5.59 0 -2.22363 7.40619e-016 -0.805549 -2.22363 -0.93274 1 0 0.773693 2.22363 0 -2.22363 0.773693 0.159048 
5.6 0 -2.22416 7.40793e-016 -0.803696 -2.22416 -0.940777 1 0 0.771788 2.22416 0 -2.22416 0.771788 0.168989 
5.61 0 -2.22459 7.40937e-016 -0.801777 -2.22459 -0.948795 1 0 0.770211 2.22459 0 -2.22459 0.770211 0.178583 
5.62 0 -2.22494 7.41054e-016 -0.799789 -2.22494 -0.956793 1 0 0.768929 2.22494 0 -2.22494 0.768929 0.187864 
5.63 0 -2.22522 7.41147e-016 -0.797735 -2.22522 -0.96477 1 0 0.76791 2.22522 0 -2.22522 0.76791 0.19686 
5.64 0 -2.22543 7.41217e-016 -0.795613 -2.22543 -0.972726 1 0 0.76713 2.22543 0 -2.22543 0.76713 0.205596 
5.65 0 -2.22558 7.41269e-016 -0.793424 -2.22558 -0.980661 1 0 0.766563 2.22558 0 -2.22558 0.766563 0.214098 
5.66 0 -2.22569 7.41302e-016 -0.791169 -2.22569 -0.988572 1 0 0.76619 2.22569 0 -2.22569 0.76619 0.222383 
5.67 0 -2.22574 7.41321e-016 -0.788847 -2.22574 -0.996461 1 0 0.76599 2.22574 0 -2.22574 0.76599 0.230471 
5.68 0 -2.22575 7.41324e-016 -0.78646 -2.22575 -1.00433 1 0 0.765946 2.22575 0 -2.22575 0.765946 0.23838 
5.69 0 -2.22573 7.41316e-016 -0.784007 -2.22573 -1.01217 1 0 0.766045 2.22573 0 -2.22573 0.766045 0.24612 
5.7 0 -2.22566 7.41295e-016 -0.781489 -2.22566 -1.01998 1 0 0.766272 2.22566 0 -2.22566 0.766272 0.253709 
5.71 0 -2.22557 7.41264e-016 -0.778906 -2.22557 -1.02777 1 0 0.766615 2.22557 0 -2.22557 0.766615 0.261154 
5.72 0 -2.22545 7.41223e-016 -0.776259 -2.22545 -1.03553 1 0 0.767063 2.22545 0 -2.22545 0.767063 0.268469 
5.73 0 -2.2253 7.41174e-016 -0.773549 -2.2253 -1.04327 1 0 0.767609 2.2253 0 -2.2253 0.767609 0.275659 
5.74 0 -2.22513 7.41117e-016 -0.770775 -2.22513 -1.05098 1 0 0.768241 2.22513 0 -2.22513 0.768241 0.282734 
5.75 0 -2.22493 7.41052e-016 -0.767938 -2.22493 -1.05865 1 0 0.768957 2.22493 0 -2.22493 0.768957 0.289698 
5.76 0 -2.22472 7.4098e-016 -0.765039 -2.22472 -1.0663 1 0 0.769744 2.22472 0 -2.22472 0.769744 0.296561 
5.77 0 -2.22448 7.40902e-016 -0.762079 -2.22448 -1.07393 1 0 0.770601 2.22448 0 -2.22448 0.770601 0.303324 
5.78 0 -2.22423 7.40818e-016 -0.759057 -2.22423 -1.08152 1 0 0.771523 2.22423 0 -2.22423 0.771523 0.309994 
