t 1 2 3 4 5 jL0400 6 7 8 jE0201 jH0801 jyH0801 jVX jV0600 
11.68 0 1.11292 -3.70675e-016 0.53362 1.11292 0.370236 1 0 -0.512032 -1.11292 0 1.11292 -0.512032 0.141796 
11.69 0 1.11945 -3.72852e-016 0.532984 1.11945 0.375566 1 0 -0.514592 -1.11945 0 1.11945 -0.514592 0.139026 
11.7 0 1.12595 -3.75017e-016 0.532333 1.12595 0.38089 1 0 -0.517177 -1.12595 0 1.12595 -0.517177 0.136287 
11.71 0 1.13241 -3.77168e-016 0.531666 1.13241 0.386206 1 0 -0.519786 -1.13241 0 1.13241 -0.519786 0.133579 
11.72 0 1.13883 -3.79307e-016 0.530984 1.13883 0.391516 1 0 -0.52242 -1.13883 0 1.13883 -0.52242 0.130904 
11.73 0 1.14522 -3.81434e-016 0.530287 1.14522 0.396819 1 0 -0.525081 -1.14522 0 1.14522 -0.525081 0.128262 
11.74 0 1.15157 -3.8355e-016 0.529574 1.15157 0.402115 1 0 -0.527769 -1.15157 0 1.15157 -0.527769 0.125655 
11.75 0 1.15789 -3.85655e-016 0.528846 1.15789 0.407403 1 0 -0.530485 -1.15789 0 1.15789 -0.530485 0.123082 
11.76 0 1.16418 -3.87749e-016 0.528103 1.16418 0.412684 1 0 -0.53323 -1.16418 0 1.16418 -0.53323 0.120546 
11.77 0 1.17043 -3.89832e-016 0.527344 1.17043 0.417958 1 0 -0.536004 -1.17043 0 1.17043 -0.536004 0.118046 
11.78 0 1.17666 -3.91906e-016 0.52657 1.17666 0.423223 1 0 -0.538808 -1.17666 0 1.17666 -0.538808 0.115585 
11.79 0 1.18286 -3.9397e-016 0.52578 1.18286 0.428481 1 0 -0.541643 -1.18286 0 1.18286 -0.541643 0.113162 
11.8 0 1.18903 -3.96026e-016 0.524975 1.18903 0.433731 1 0 -0.54451 -1.18903 0 1.18903 -0.54451 0.110779 
11.81 0 1.19517 -3.98072e-016 0.524154 1.19517 0.438972 1 0 -0.547409 -1.19517 0 1.19517 -0.547409 0.108436 
11.82 0 1.20129 -4.00111e-016 0.523319 1.20129 0.444206 1 0 -0.550341 -1.20129 0 1.20129 -0.550341 0.106135 
11.83 0 1.20739 -4.02141e-016 0.522467 1.20739 0.44943 1 0 -0.553307 -1.20739 0 1.20739 -0.553307 0.103877 
11.84 0 1.21346 -4.04164e-016 0.521601 1.21346 0.454646 1 0 -0.556308 -1.21346 0 1.21346 -0.556308 0.101661 
11.85 0 1.21952 -4.0618e-016 0.52072 1.21952 0.459854 1 0 -0.559344 -1.21952 0 1.21952 -0.559344 0.0994905 
11.86 0 1.22555 -4.0819e-016 0.519823 1.22555 0.465052 1 0 -0.562417 -1.22555 0 1.22555 -0.562417 0.097365 
11.87 0 1.23156 -4.10193e-016 0.518911 1.23156 0.470241 1 0 -0.565527 -1.23156 0 1.23156 -0.565527 0.0952858 
11.88 0 1.23756 -4.1219e-016 0.517984 1.23756 0.475421 1 0 -0.568675 -1.23756 0 1.23756 -0.568675 0.0932538 
11.89 0 1.24354 -4.14183e-016 0.517043 1.24354 0.480591 1 0 -0.571861 -1.24354 0 1.24354 -0.571861 0.0912702 
11.9 0 1.24951 -4.1617e-016 0.516087 1.24951 0.485752 1 0 -0.575088 -1.24951 0 1.24951 -0.575088 0.0893358 
11.91 0 1.25546 -4.18153e-016 0.515116 1.25546 0.490903 1 0 -0.578355 -1.25546 0 1.25546 -0.578355 0.0874519 
11.92 0 1.2614 -4.20132e-016 0.51413 1.2614 0.496044 1 0 -0.581664 -1.2614 0 1.2614 -0.581664 0.0856194 
11.93 0 1.26733 -4.22107e-016 0.51313 1.26733 0.501176 1 0 -0.585015 -1.26733 0 1.26733 -0.585015 0.0838394 
11.94 0 1.27325 -4.24079e-016 0.512116 1.27325 0.506297 1 0 -0.58841 -1.27325 0 1.27325 -0.58841 0.0821131 
11.95 0 1.27917 -4.26048e-016 0.511087 1.27917 0.511408 1 0 -0.591849 -1.27917 0 1.27917 -0.591849 0.0804415 
11.96 0 1.28507 -4.28015e-016 0.510044 1.28507 0.516508 1 0 -0.595334 -1.28507 0 1.28507 -0.595334 0.078826 
11.97 0 1.29097 -4.29981e-016 0.508988 1.29097 0.521598 1 0 -0.598866 -1.29097 0 1.29097 -0.598866 0.0772676 
11.98 0 1.29687 -4.31945e-016 0.507918 1.29687 0.526677 1 0 -0.602445 -1.29687 0 1.29687 -0.602445 0.0757676 
11.99 0 1.30276 -4.33908e-016 0.506834 1.30276 0.531746 1 0 -0.606073 -1.30276 0 1.30276 -0.606073 0.0743272 
12 0 1.30866 -4.3587e-016 0.505737 1.30866 0.536803 1 0 -0.609751 -1.30866 0 1.30866 -0.609751 0.0729478 
12.01 0 1.31455 -4.37833e-016 0.504626 1.31455 0.541849 1 0 -0.61348 -1.31455 0 1.31455 -0.61348 0.0716307 
12.02 0 1.32044 -4.39796e-016 0.503503 1.32044 0.546884 1 0 -0.617262 -1.32044 0 1.32044 -0.617262 0.0703772 
12.03 0 1.32634 -4.4176e-016 0.502367 1.32634 0.551908 1 0 -0.621097 -1.32634 0 1.32634 -0.621097 0.0691888 
12.04 0 1.33224 -4.43726e-016 0.501218 1.33224 0.55692 1 0 -0.624987 -1.33224 0 1.33224 -0.624987 0.0680669 
12.05 0 1.33815 -4.45693e-016 0.500057 1.33815 0.561921 1 0 -0.628934 -1.33815 0 1.33815 -0.628934 0.0670129 
12.06 0 1.34407 -4.47664e-016 0.498883 1.34407 0.56691 1 0 -0.632938 -1.34407 0 1.34407 -0.632938 0.0660284 
12.07 0 1.34999 -4.49637e-016 0.497698 1.34999 0.571887 1 0 -0.637001 -1.34999 0 1.34999 -0.637001 0.0651149 
12.08 0 1.35592 -4.51614e-016 0.496501 1.35592 0.576852 1 0 -0.641126 -1.35592 0 1.35592 -0.641126 0.0642741 
12.09 0 1.36187 -4.53594e-016 0.495292 1.36187 0.581804 1 0 -0.645312 -1.36187 0 1.36187 -0.645312 0.0635076 
12.1 0 1.36783 -4.5558e-016 0.494072 1.36783 0.586745 1 6.93889e-018 -0.649562 -1.36783 0 1.36783 -0.649562 0.0628171 
12.11 0 1.37381 -4.57571e-016 0.492842 1.37381 0.591674 1 0 -0.653878 -1.37381 0 1.37381 -0.653878 0.0622044 
12.12 0 1.3798 -4.59567e-016 0.4916 1.3798 0.59659 1 0 -0.658261 -1.3798 0 1.3798 -0.658261 0.0616712 
12.13 0 1.38582 -4.6157e-016 0.490348 1.38582 0.601493 1 0 -0.662713 -1.38582 0 1.38582 -0.662713 0.0612195 
12.14 0 1.39185 -4.63579e-016 0.489086 1.39185 0.606384 1 0 -0.667235 -1.39185 0 1.39185 -0.667235 0.060851 
12.15 0 1.39791 -4.65596e-016 0.487815 1.39791 0.611262 1 0 -0.67183 -1.39791 0 1.39791 -0.67183 0.0605679 
12.16 0 1.40399 -4.67621e-016 0.486534 1.40399 0.616127 1 0 -0.676499 -1.40399 0 1.40399 -0.676499 0.060372 
12.17 0 1.41009 -4.69655e-016 0.485243 1.41009 0.62098 1 0 -0.681245 -1.41009 0 1.41009 -0.681245 0.0602655 
12.18 0 1.41623 -4.71699e-016 0.483944 1.41623 0.625819 1 0 -0.68607 -1.41623 0 1.41623 -0.68607 0.0602504 
12.19 0 1.42239 -4.73752e-016 0.482636 1.42239 0.630646 1 0 -0.690975 -1.42239 0 1.42239 -0.690975 0.0603289 
12.2 0 1.42859 -4.75816e-016 0.48132 1.42859 0.635459 1 0 -0.695962 -1.42859 0 1.42859 -0.695962 0.0605034 
12.21 0 1.43482 -4.77891e-016 0.479996 1.43482 0.640259 1 0 -0.701035 -1.43482 0 1.43482 -0.701035 0.0607759 
12.22 0 1.44109 -4.79978e-016 0.478665 1.44109 0.645045 1 0 -0.706194 -1.44109 0 1.44109 -0.706194 0.0611489 
12.23 0 1.44739 -4.82078e-016 0.477327 1.44739 0.649819 1 0 -0.711444 -1.44739 0 1.44739 -0.711444 0.0616248 
12.24 0 1.45374 -4.84192e-016 0.475982 1.45374 0.654579 1 0 -0.716785 -1.45374 0 1.45374 -0.716785 0.0622059 
12.25 0 1.46012 -4.86319e-016 0.474631 1.46012 0.659325 1 0 -0.72222 -1.46012 0 1.46012 -0.72222 0.0628949 
12.26 0 1.46656 -4.88462e-016 0.473274 1.46656 0.664058 1 6.93889e-018 -0.727752 -1.46656 0 1.46656 -0.727752 0.0636941 
12.27 0 1.47304 -4.9062e-016 0.471911 1.47304 0.668777 1 0 -0.733383 -1.47304 0 1.47304 -0.733383 0.0646061 
12.28 0 1.47957 -4.92794e-016 0.470543 1.47957 0.673482 1 -6.93889e-018 -0.739116 -1.47957 0 1.47957 -0.739116 0.0656336 
12.29 0 1.48615 -4.94986e-016 0.469171 1.48615 0.678174 1 0 -0.744953 -1.48615 0 1.48615 -0.744953 0.0667792 
12.3 0 1.49278 -4.97196e-016 0.467795 1.49278 0.682852 1 0 -0.750897 -1.49278 0 1.49278 -0.750897 0.0680455 
12.31 0 1.49947 -4.99425e-016 0.466414 1.49947 0.687516 1 0 -0.756951 -1.49947 0 1.49947 -0.756951 0.0694353 
12.32 0 1.50623 -5.01674e-016 0.465031 1.50623 0.692166 1 0 -0.763117 -1.50623 0 1.50623 -0.763117 0.0709511 
12.33 0 1.51304 -5.03943e-016 0.463645 1.51304 0.696803 1 0 -0.769398 -1.51304 0 1.51304 -0.769398 0.0725956 
12.34 0 1.51992 -5.06234e-016 0.462256 1.51992 0.701425 1 6.93889e-018 -0.775797 -1.51992 0 1.51992 -0.775797 0.0743715 
12.35 0 1.52686 -5.08547e-016 0.460866 1.52686 0.706034 1 0 -0.782315 -1.52686 0 1.52686 -0.782315 0.0762814 
12.36 0 1.53388 -5.10883e-016 0.459475 1.53388 0.710629 1 0 -0.788957 -1.53388 0 1.53388 -0.788957 0.0783279 
12.37 0 1.54096 -5.13244e-016 0.458083 1.54096 0.71521 1 0 -0.795723 -1.54096 0 1.54096 -0.795723 0.0805134 
12.38 0 1.54813 -5.1563e-016 0.456691 1.54813 0.719776 1 0 -0.802617 -1.54813 0 1.54813 -0.802617 0.0828404 
12.39 0 1.55537 -5.18042e-016 0.455299 1.55537 0.724329 1 0 -0.80964 -1.55537 0 1.55537 -0.80964 0.085311 
12.4 0 1.56269 -5.20481e-016 0.453908 1.56269 0.728868 1 0 -0.816796 -1.56269 0 1.56269 -0.816796 0.0879275 
12.41 0 1.5701 -5.22948e-016 0.452518 1.5701 0.733394 1 0 -0.824085 -1.5701 0 1.5701 -0.824085 0.0906918 
12.42 0 1.57759 -5.25444e-016 0.451131 1.57759 0.737905 1 0 -0.831511 -1.57759 0 1.57759 -0.831511 0.0936056 
12.43 0 1.58518 -5.27971e-016 0.449747 1.58518 0.742402 1 0 -0.839073 -1.58518 0 1.58518 -0.839073 0.0966703 
12.44 0 1.59286 -5.30528e-016 0.448366 1.59286 0.746886 1 0 -0.846773 -1.59286 0 1.59286 -0.846773 0.0998871 
12.45 0 1.60063 -5.33117e-016 0.446988 1.60063 0.751356 1 0 -0.854613 -1.60063 0 1.60063 -0.854613 0.103257 
12.46 0 1.6085 -5.35739e-016 0.445616 1.6085 0.755812 1 0 -0.862592 -1.6085 0 1.6085 -0.862592 0.106779 
12.47 0 1.61648 -5.38394e-016 0.444249 1.61648 0.760255 1 0 -0.87071 -1.61648 0 1.61648 -0.87071 0.110455 
12.48 0 1.62455 -5.41085e-016 0.442887 1.62455 0.764684 1 0 -0.878967 -1.62455 0 1.62455 -0.878967 0.114283 
12.49 0 1.63274 -5.43811e-016 0.441532 1.63274 0.769099 1 0 -0.887361 -1.63274 0 1.63274 -0.887361 0.118262 
12.5 0 1.64103 -5.46574e-016 0.440185 1.64103 0.773501 1 0 -0.895891 -1.64103 0 1.64103 -0.895891 0.12239 
12.51 0 1.64944 -5.49374e-016 0.438845 1.64944 0.777889 1 0 -0.904552 -1.64944 0 1.64944 -0.904552 0.126663 
12.52 0 1.65796 -5.52212e-016 0.437514 1.65796 0.782264 1 0 -0.913343 -1.65796 0 1.65796 -0.913343 0.131079 
12.53 0 1.6666 -5.55089e-016 0.436193 1.6666 0.786626 1 0 -0.922257 -1.6666 0 1.6666 -0.922257 0.13563 
12.54 0 1.67536 -5.58006e-016 0.434881 1.67536 0.790975 1 0 -0.931288 -1.67536 0 1.67536 -0.931288 0.140313 
12.55 0 1.68423 -5.60963e-016 0.433581 1.68423 0.795311 1 0 -0.940429 -1.68423 0 1.68423 -0.940429 0.145118 
12.56 0 1.69323 -5.6396e-016 0.432292 1.69323 0.799634 1 0 -0.949671 -1.69323 0 1.69323 -0.949671 0.150038 
12.57 0 1.70235 -5.66998e-016 0.431015 1.70235 0.803944 1 0 -0.959004 -1.70235 0 1.70235 -0.959004 0.15506 
12.58 0 1.7116 -5.70077e-016 0.42975 1.7116 0.808241 1 0 -0.968415 -1.7116 0 1.7116 -0.968415 0.160174 
12.59 0 1.72097 -5.73197e-016 0.4285 1.72097 0.812526 1 0 -0.977889 -1.72097 0 1.72097 -0.977889 0.165363 
12.6 0 1.73046 -5.76358e-016 0.427264 1.73046 0.816799 1 0 -0.987411 -1.73046 0 1.73046 -0.987411 0.170612 
12.61 0 1.74007 -5.7956e-016 0.426043 1.74007 0.821059 1 0 -0.996962 -1.74007 0 1.74007 -0.996962 0.175902 
12.62 0 1.7498 -5.82802e-016 0.424837 1.7498 0.825308 1 0 -1.00652 -1.7498 0 1.7498 -1.00652 0.181212 
12.63 0 1.75966 -5.86084e-016 0.423648 1.75966 0.829544 1 0 -1.01606 -1.75966 0 1.75966 -1.01606 0.186517 
12.64 0 1.76962 -5.89403e-016 0.422476 1.76962 0.833769 1 0 -1.02556 -1.76962 0 1.76962 -1.02556 0.191791 
12.65 0 1.7797 -5.9276e-016 0.421322 1.7797 0.837982 1 0 -1.03499 -1.7797 0 1.7797 -1.03499 0.197005 
12.66 0 1.78989 -5.96153e-016 0.420186 1.78989 0.842184 1 0 -1.04431 -1.78989 0 1.78989 -1.04431 0.202127 
12.67 0 1.80017 -5.99579e-016 0.419068 1.80017 0.846375 1 0 -1.0535 -1.80017 0 1.80017 -1.0535 0.207121 
12.68 0 1.81055 -6.03036e-016 0.41797 1.81055 0.850555 1 0 -1.0625 -1.81055 0 1.81055 -1.0625 0.211949 
12.69 0 1.82102 -6.06521e-016 0.416892 1.82102 0.854723 1 0 -1.0713 -1.82102 0 1.82102 -1.0713 0.216572 
12.7 0 1.83156 -6.10032e-016 0.415833 1.83156 0.858882 1 0 -1.07983 -1.83156 0 1.83156 -1.07983 0.220945 
12.71 0 1.84217 -6.13565e-016 0.414796 1.84217 0.86303 1 0 -1.08805 -1.84217 0 1.84217 -1.08805 0.225023 
12.72 0 1.85283 -6.17116e-016 0.413778 1.85283 0.867168 1 0 -1.09593 -1.85283 0 1.85283 -1.09593 0.228759 
12.73 0 1.86353 -6.2068e-016 0.412782 1.86353 0.871295 1 0 -1.1034 -1.86353 0 1.86353 -1.1034 0.232104 
12.74 0 1.87426 -6.24252e-016 0.411807 1.87426 0.875413 1 0 -1.11042 -1.87426 0 1.87426 -1.11042 0.235009 
12.75 0 1.88499 -6.27828e-016 0.410853 1.88499 0.879522 1 0 -1.11695 -1.88499 0 1.88499 -1.11695 0.237424 
12.76 0 1.89572 -6.31402e-016 0.40992 1.89572 0.883621 1 0 -1.12292 -1.89572 0 1.89572 -1.12292 0.2393 
12.77 0 1.90642 -6.34967e-016 0.409008 1.90642 0.887711 1 0 -1.1283 -1.90642 0 1.90642 -1.1283 0.24059 
12.78 0 1.91708 -6.38517e-016 0.408116 1.91708 0.891792 1 0 -1.13304 -1.91708 0 1.91708 -1.13304 0.24125 
12.79 0 1.92767 -6.42045e-016 0.407245 1.92767 0.895865 1 0 -1.1371 -1.92767 0 1.92767 -1.1371 0.241238 
12.8 0 1.93818 -6.45544e-016 0.406394 1.93818 0.899929 1 0 -1.14045 -1.93818 0 1.93818 -1.14045 0.240519 
12.81 0 1.94858 -6.49006e-016 0.405561 1.94858 0.903984 1 0 -1.14305 -1.94858 0 1.94858 -1.14305 0.239063 
