t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 jE1600 17 jE0900 18 jE1800 19 jE1000 jE1100 jE1300 20 jE2000 21 jE1500 22 jF0007 23 jF0008 jO2201 jO2302 jV1716 jV1918 jV0600 jV1200 jV1400 jV2120 
10.46 -72.4208 -6.20264 150.01 -27.0095 151.189 10 150.01 -27.0095 -0.238451 8.48222 223.61 0.66191 -66.2182 0.43809 -10.933 -0.965611 0 0.0343889 0 0.0827019 0 1.0827 0 0 0 -2.09856 0 -1.09856 0 151.189 -314.363 -72.4208 -316.362 -314.363 -316.362 0 0 69.0373 0 0 0 
10.48 -79.7461 -5.71696 142.518 -34.5408 151.98 10 142.518 -34.5408 0.428891 7.5936 231.726 0.6064 -74.0291 0.4936 -11.6283 -1.06328 0 -0.0632812 0 0.0762261 0 1.07623 0 0 0 -2.10262 0 -1.10262 0 151.98 -374.564 -79.7461 -376.564 -374.564 -376.564 0 0 39.5259 0 0 0 
10.5 -87.4336 -5.3726 133.966 -43.1335 152.504 10 133.966 -43.1335 0.919124 7.00058 239.938 0.55 -82.061 0.55 -12.0525 -1.16578 0 -0.165781 0 0.0716347 0 1.07163 0 0 0 -2.10502 0 -1.10502 0 152.504 -427.638 -87.4336 -429.638 -427.638 -429.638 0 0 26.2197 0 0 0 
10.52 -95.2515 -5.11613 124.481 -52.6581 152.887 10 124.481 -52.6581 0.941714 6.57816 248.138 0.4936 -90.1354 0.6064 -12.3563 -1.27002 0 -0.270021 0 0.0682151 0 1.06822 0 0 0 -2.10671 0 -1.10671 0 152.887 -474.228 -95.2515 -476.228 -474.228 -476.228 0 0 19.142 0 0 0 
10.54 -103.02 -4.91043 114.24 -62.9396 153.183 10 114.24 -62.9396 0.445202 6.25094 256.202 0.43809 -98.1094 0.66191 -12.5758 -1.3736 0 -0.373598 0 0.0654724 0 1.06547 0 0 0 -2.10791 0 -1.10791 0 153.183 -512.077 -103.02 -514.077 -512.077 -514.077 0 0 14.7849 0 0 0 
10.56 -110.583 -4.73353 103.467 -73.7519 153.418 10 103.467 -73.7519 -0.313345 5.97761 264.001 0.384344 -105.85 0.715656 -12.7207 -1.47444 0 -0.474441 0 0.0631137 0 1.06311 0 0 0 -2.10869 0 -1.10869 0 153.418 -538.612 -110.583 -540.612 -538.612 -540.612 0 0 11.7871 0 0 0 
10.58 -117.8 -4.5717 92.4366 -84.8226 153.609 10 92.4366 -84.8226 -0.895558 5.73398 271.41 0.333211 -113.229 0.766789 -12.7926 -1.57067 0 -0.570673 0 0.060956 0 1.06096 0 0 0 -2.10908 0 -1.10908 0 153.609 -551.535 -117.8 -553.535 -551.535 -553.535 0 0 9.54321 0 0 0 
10.6 -124.542 -4.41533 81.4555 -95.8437 153.764 10 81.4555 -95.8437 -0.943228 5.50429 278.306 0.285497 -120.127 0.814503 -12.7894 -1.66056 0 -0.660562 0 0.0588711 0 1.05887 0 0 0 -2.10906 0 -1.10906 0 153.764 -549.055 -124.542 -551.055 -549.055 -551.055 0 0 7.75323 0 0 0 
10.62 -130.689 -4.25659 70.8547 -106.485 153.889 10 70.8547 -106.485 -0.412747 5.27679 284.578 0.241954 -126.432 0.858046 -12.7061 -1.74251 0 -0.742515 0 0.0567546 0 1.05675 0 0 0 -2.10861 0 -1.10861 0 153.889 -530.041 -130.689 -532.041 -530.041 -532.041 0 0 6.25479 0 0 0 
10.64 -136.131 -4.08781 60.9722 -116.407 153.988 10 60.9722 -116.407 0.377265 5.04106 290.119 0.203269 -132.043 0.896731 -12.5347 -1.81508 0 -0.815076 0 0.0545041 0 1.0545 0 0 0 -2.10768 0 -1.10768 0 153.988 -494.123 -136.131 -496.123 -494.123 -496.123 0 0 4.95491 0 0 0 
10.66 -140.77 -3.89979 52.1373 -125.282 154.064 10 52.1373 -125.282 0.933079 4.7858 294.834 0.170052 -136.87 0.929948 -12.2625 -1.87693 0 -0.876931 0 0.0519972 0 1.052 0 0 0 -2.10619 0 -1.10619 0 154.064 -441.748 -140.77 -443.748 -441.748 -443.748 0 0 3.80011 0 0 0 
10.68 -144.517 -3.67935 44.6536 -132.806 154.12 10 44.6536 -132.806 0.901188 4.4962 298.636 0.142828 -140.837 0.957172 -11.8683 -1.92689 0 -0.92689 0 0.049058 0 1.04906 0 0 0 -2.10399 0 -1.10399 0 154.12 -374.185 -144.517 -376.184 -374.185 -376.184 0 0 2.76052 0 0 0 
10.7 -147.289 -3.40398 38.7837 -138.716 154.156 10 38.7837 -138.716 0.311916 4.14874 301.445 0.122025 -143.885 0.977975 -11.3135 -1.96385 0 -0.963847 0 0.0453863 0 1.04539 0 0 0 -2.1008 0 -1.1008 0 154.156 -293.496 -147.289 -295.496 -293.496 -295.496 0 0 1.82568 0 0 0 
10.72 -148.996 -3.02663 34.7337 -142.806 154.176 10 34.7337 -142.806 -0.411334 3.69766 303.172 0.107971 -145.969 0.992029 -10.5165 -1.98661 0 -0.986608 0 0.0403551 0 1.04036 0 0 0 -2.09604 0 -1.09604 0 154.176 -202.498 -148.996 -204.498 -202.498 -204.498 0 0 1.00682 0 0 0 
10.74 -149.485 -2.41129 32.6364 -144.943 154.183 10 32.6364 -144.943 -0.681433 3.02149 303.668 0.100888 -147.073 0.999112 -9.24555 -1.99313 0 -0.993129 0 0.0321506 0 1.03215 0 0 0 -2.08793 0 -1.08793 0 154.183 -104.863 -149.485 -106.863 -104.863 -106.863 0 0 0.349213 0 0 0 
10.76 -147.762 -0.474766 32.4627 -145.157 154.183 10 32.4627 -145.157 0.143022 1.32619 301.945 0.100888 -147.287 0.999112 -5.86321 -1.97016 0 -0.970161 0 0.00633022 0 1.00633 0 0 0 -2.06211 0 -1.06211 0 154.183 -8.68901 -147.762 -10.689 -8.68901 -10.689 0 0 0.00249608 0 0 0 
10.78 -128.325 20.0137 32.5027 -145.157 154.183 10 32.5027 -145.157 -0.679232 0.499113 282.509 0.107971 -148.339 0.992029 0.0801703 -1.711 0 -0.711003 0 -0.266849 0 0.733151 0 0 0 -1.78893 0 -0.788928 0 154.183 1.99994 -128.325 -1.13828e-005 1.99994 -1.13828e-005 0 0 -5.35838e-006 0 0 0 
10.8 -96.1159 54.3547 32.5427 -145.157 154.183 10 32.5427 -145.157 0.910198 -0.92818 250.299 0.122025 -150.471 0.977975 0.703063 -1.28155 0 -0.281545 0 -0.724729 0 0.275271 0 0 0 -1.33105 0 -0.331048 0 154.183 1.99974 -96.1159 -0.000101611 1.99974 -0.000101611 0 0 8.64337e-005 0 0 0 
10.82 -59.9392 93.8018 32.5826 -145.157 154.183 10 32.5826 -145.157 -0.987935 0.979475 214.122 0.142828 -153.741 0.957172 -0.980538 -0.799189 0 0.200811 0 -1.25069 0 -0.25069 0 0 0 -0.805087 0 0.194913 0 154.183 1.99972 -59.9392 -0.000107811 1.99972 -0.000107811 0 0 0.000124049 0 0 0 
10.84 -25.8944 132.347 32.6226 -145.157 154.183 10 32.6226 -145.157 0.959803 -0.188756 180.078 0.170052 -158.242 0.929948 0.69475 -0.345258 0 0.654742 0 -1.76463 0 -0.764632 0 0 0 -0.291145 0 0.708855 0 154.183 1.99993 -25.8944 1.69838e-005 1.99993 1.69838e-005 0 0 -9.60881e-005 0 0 0 
10.86 -6.03 156.299 34.2538 -143.565 152.645 10 34.2538 -143.565 -0.95066 -8.66589 158.675 0.203269 -162.329 0.896731 4.46312 -0.0804 0 0.9196 0 -2.08399 0 -1.08399 0 0 0 0.0487155 0 1.04872 0 152.645 81.5567 -6.03 79.5568 81.5567 79.5568 0 0 -76.899 0 0 0 
10.88 -6.38728 156.812 39.8267 -138.033 149.951 10 39.8267 -138.033 -0.97327 -9.68762 156.338 0.241954 -163.199 0.858046 9.78885 -0.0851637 0 0.914836 0 -2.09083 0 -1.09083 0 0 0 0.0914783 0 1.09148 0 149.951 278.645 -6.38728 276.645 278.645 276.645 0 0 -134.709 0 0 0 
10.9 -7.52556 156.143 46.5904 -131.309 148.66 10 46.5904 -131.309 -0.999779 -8.37009 156.185 0.285497 -163.669 0.814503 11.139 -0.100341 0 0.899659 0 -2.08191 0 -1.08191 0 0 0 0.0997778 0 1.09978 0 148.66 338.187 -7.52556 336.187 338.187 336.187 0 0 -64.5624 0 0 0 
10.92 -8.45664 155.639 54.1127 -123.826 147.939 10 54.1127 -123.826 -0.977058 -7.45601 156.396 0.333211 -164.095 0.766789 11.6354 -0.112755 0 0.887245 0 -2.07518 0 -1.07518 0 0 0 0.102661 0 1.10266 0 147.939 376.115 -8.45664 374.116 376.115 374.116 0 0 -36.043 0 0 0 
10.94 -9.24564 155.285 62.2318 -115.747 147.468 10 62.2318 -115.747 -0.931997 -6.85456 156.713 0.384344 -164.531 0.715656 11.9121 -0.123275 0 0.876725 0 -2.07047 0 -1.07047 0 0 0 0.104233 0 1.10423 0 147.468 405.953 -9.24564 403.953 405.953 403.953 0 0 -23.5707 0 0 0 
10.96 -9.95818 155.021 70.8176 -107.202 147.128 10 70.8176 -107.202 -0.874312 -6.42583 157.086 0.43809 -164.979 0.66191 12.0931 -0.132776 0 0.867224 0 -2.06695 0 -1.06695 0 0 0 0.105248 0 1.10525 0 147.128 429.292 -9.95818 427.292 429.292 427.292 0 0 -17.002 0 0 0 
10.98 -10.6258 154.811 79.7385 -98.3206 146.867 10 79.7385 -98.3206 -0.808007 -6.09584 157.493 0.4936 -165.436 0.6064 12.2126 -0.141677 0 0.858323 0 -2.06414 0 -1.06414 0 0 0 0.105912 0 1.10591 0 146.867 446.046 -10.6258 444.046 446.046 444.046 0 0 -13.0176 0 0 0 
11 -11.2617 154.633 88.8571 -89.242 146.66 10 88.8571 -89.242 -0.735659 -5.82541 157.922 0.55 -165.895 0.55 12.2827 -0.150156 0 0.849844 0 -2.06177 0 -1.06177 0 0 0 0.1063 0 1.1063 0 146.66 455.93 -11.2617 453.93 455.93 453.93 0 0 -10.3414 0 0 0 
11.02 -11.8701 154.476 98.031 -80.1082 146.492 10 98.031 -80.1082 -0.659534 -5.59207 158.362 0.6064 -166.346 0.4936 12.3085 -0.158268 0 0.841732 0 -2.05967 0 -1.05967 0 0 0 0.106443 0 1.10644 0 146.492 458.691 -11.8701 456.691 458.691 456.691 0 0 -8.40262 0 0 0 
11.04 -12.4504 154.33 107.114 -71.0649 146.354 10 107.114 -71.0649 -0.581832 -5.3818 158.804 0.66191 -166.781 0.43809 12.2919 -0.166005 0 0.833995 0 -2.05774 0 -1.05774 0 0 0 0.106351 0 1.10635 0 146.354 454.166 -12.4504 452.166 454.166 452.166 0 0 -6.91462 0 0 0 
11.06 -12.9994 154.191 115.96 -62.2588 146.24 10 115.96 -62.2588 -0.504684 -5.18498 159.239 0.715656 -167.191 0.384344 12.2326 -0.173326 0 0.826674 0 -2.05589 0 -1.05589 0 0 0 0.106023 0 1.10602 0 146.24 442.305 -12.9994 440.306 442.305 440.306 0 0 -5.71967 0 0 0 
11.08 -13.513 154.054 124.424 -53.8351 146.145 10 124.424 -53.8351 -0.430078 -4.99434 159.658 0.766789 -167.567 0.333211 12.1292 -0.180173 0 0.819827 0 -2.05405 0 -1.05405 0 0 0 0.105449 0 1.10545 0 146.145 423.185 -13.513 421.185 423.185 421.185 0 0 -4.72501 0 0 0 
11.1 -13.9862 153.913 132.364 -45.9347 146.068 10 132.364 -45.9347 -0.359782 -4.8037 160.054 0.814503 -167.899 0.285497 11.9785 -0.186483 0 0.813517 0 -2.05218 0 -1.05218 0 0 0 0.104606 0 1.10461 0 146.068 397.017 -13.9862 395.018 397.017 395.018 0 0 -3.87321 0 0 0 
11.12 -14.4146 153.765 139.648 -38.6916 146.005 10 139.648 -38.6916 -0.295281 -4.60712 160.42 0.858046 -168.179 0.241954 11.7757 -0.192195 0 0.807805 0 -2.0502 0 -1.0502 0 0 0 0.103461 0 1.10346 0 146.005 364.154 -14.4146 362.154 364.154 362.154 0 0 -3.1276 0 0 0 
11.14 -14.794 153.603 146.149 -32.2298 145.956 10 146.149 -32.2298 -0.237732 -4.39798 160.75 0.896731 -168.397 0.203269 11.5132 -0.197253 0 0.802747 0 -2.04804 0 -1.04804 0 0 0 0.101959 0 1.10196 0 145.956 325.089 -14.794 323.089 325.089 323.089 0 0 -2.46459 0 0 0 
11.16 -15.1212 153.42 151.758 -26.6608 145.918 10 151.758 -26.6608 -0.187942 -4.16795 161.04 0.929948 -168.541 0.170052 11.1793 -0.201616 0 0.798384 0 -2.04559 0 -1.04559 0 0 0 0.100015 0 1.10001 0 145.918 280.454 -15.1212 278.454 280.454 278.454 0 0 -1.86967 0 0 0 
11.18 -15.3945 153.203 156.379 -22.0804 145.892 10 156.379 -22.0804 -0.146335 -3.90496 161.286 0.957172 -168.598 0.142828 10.7543 -0.205261 0 0.794739 0 -2.04271 0 -1.04271 0 0 0 0.0974839 0 1.09748 0 145.892 231.017 -15.3945 229.017 231.017 229.017 0 0 -1.33559 0 0 0 
11.2 -15.6146 152.932 159.932 -18.5668 145.874 10 159.932 -18.5668 -0.112895 -3.58908 161.489 0.977975 -168.547 0.122025 10.2033 -0.208194 0 0.791806 0 -2.03909 0 -1.03909 0 0 0 0.0941017 0 1.0941 0 145.874 177.679 -15.6146 175.679 177.679 175.679 0 0 -0.862156 0 0 0 
11.22 -15.7856 152.562 162.362 -16.1767 145.865 10 162.362 -16.1767 -0.0869455 -3.18094 161.651 0.992029 -168.348 0.107971 9.45241 -0.210475 0 0.789525 0 -2.03417 0 -1.03417 0 0 0 0.0892947 0 1.08929 0 145.865 121.508 -15.7856 119.509 121.508 119.509 0 0 -0.458244 0 0 0 
11.24 -15.9225 151.967 163.641 -14.938 145.862 10 163.641 -14.938 -0.0662387 -2.57646 161.785 0.999112 -167.889 0.100888 8.29732 -0.212299 0 0.787701 0 -2.02622 0 -1.02622 0 0 0 0.0813912 0 1.08139 0 145.862 63.9333 -15.9225 61.9334 63.9333 61.9334 0 0 -0.148701 0 0 0 
11.26 -16.115 150.264 163.833 -14.7857 145.862 10 163.833 -14.7857 -0.0371896 -1.17759 161.977 0.999112 -166.379 0.100888 5.48492 -0.214866 0 0.785134 0 -2.00352 0 -1.00352 0 0 0 0.0586929 0 1.05869 0 145.862 9.61632 -16.115 7.61643 9.61632 7.61643 0 0 -0.000927508 0 0 0 
11.28 -17.3118 138.153 163.873 -14.7857 145.862 10 163.873 -14.7857 0.139865 0.662558 163.174 0.992029 -155.465 0.107971 -0.998196 -0.230823 0 0.769177 0 -1.84204 0 -0.842043 0 0 0 -0.102788 0 0.897212 0 145.862 1.99992 -17.3118 -4.93835e-005 1.99992 -4.93835e-005 0 0 -0.000110684 0 0 0 
11.3 -19.6975 117.862 163.913 -14.7857 145.862 10 163.913 -14.7857 0.460931 -0.898659 165.56 0.977975 -137.56 0.122025 0.999595 -0.262634 0 0.737366 0 -1.5715 0 -0.571496 0 0 0 -0.373335 0 0.626665 0 145.862 2 -19.6975 3.45913e-005 2 3.45913e-005 0 0 -3.50128e-006 0 0 0 
11.32 -23.3376 94.1862 163.953 -14.7857 145.862 10 163.953 -14.7857 0.821507 0.971328 169.2 0.957172 -117.524 0.142828 -0.800417 -0.311168 0 0.688832 0 -1.25582 0 -0.255816 0 0 0 -0.689015 0 0.310985 0 145.862 1.99986 -23.3376 6.35242e-005 1.99986 6.35242e-005 0 0 0.000135634 0 0 0 
11.34 -28.334 70.3747 163.993 -14.7857 145.862 10 163.993 -14.7857 0.999935 -0.418657 174.196 0.929948 -98.7088 0.170052 0.0454931 -0.377787 0 0.622213 0 -0.93833 0 0.0616703 0 0 0 -1.0065 0 -0.00650121 0 145.862 2.00011 -28.334 0.000105706 2.00011 0.000105706 0 0 -0.000182985 0 0 0 
11.36 -34.8312 47.7474 164.033 -14.7857 145.862 10 164.033 -14.7857 0.727591 -0.512786 180.694 0.896731 -82.5786 0.203269 0.812539 -0.464416 0 0.535584 0 -0.636632 0 0.363368 0 0 0 -1.3082 0 -0.308199 0 145.862 1.99976 -34.8312 -5.65071e-005 1.99976 -5.65071e-005 0 0 3.68589e-005 0 0 0 
11.38 -43.0243 26.3512 164.073 -14.7857 145.862 10 164.073 -14.7857 -0.0584405 0.974056 188.887 0.858046 -69.3755 0.241954 -0.96516 -0.573657 0 0.426343 0 -0.351349 0 0.648651 0 0 0 -1.59348 0 -0.593482 0 145.862 1.99981 -43.0243 -6.60872e-005 1.99981 -6.60872e-005 0 0 7.04527e-005 0 0 0 
11.4 -53.1712 5.62345 164.113 -14.7857 145.862 10 164.113 -14.7857 -0.879265 -0.915661 199.033 0.814503 -58.7946 0.285497 0.891717 -0.708949 0 0.291051 0 -0.0749793 0 0.925021 0 0 0 -1.86985 0 -0.869852 0 145.862 1.99986 -53.1712 -0.000117873 1.99986 -0.000117873 0 0 -3.13306e-005 0 0 0 
11.42 -61.7872 -6.34541 162.465 -16.4738 147.482 10 162.465 -16.4738 -0.945676 8.75542 209.269 0.766789 -55.4418 0.333211 -4.68951 -0.823829 0 0.176171 0 0.0846054 0 1.08461 0 0 0 -2.05103 0 -1.05103 0 147.482 -82.4069 -61.7872 -84.4068 -82.4069 -84.4068 0 0 80.9819 0 0 0 
11.44 -67.4947 -6.73634 157.627 -21.3521 149.966 10 157.627 -21.3521 -0.645494 9.53233 217.461 0.715656 -60.7584 0.384344 -9.46291 -0.899929 0 0.100071 0 0.0898179 0 1.08982 0 0 0 -2.08936 0 -1.08936 0 149.966 -241.915 -67.4947 -243.915 -241.915 -243.915 0 0 124.198 0 0 0 
11.46 -74.1687 -6.15457 151.223 -27.7963 151.274 10 151.223 -27.7963 -0.0775083 8.39147 225.443 0.66191 -68.0142 0.43809 -11.0153 -0.988917 0 0.0110835 0 0.0820609 0 1.08206 0 0 0 -2.09905 0 -1.09905 0 151.274 -320.21 -74.1687 -322.21 -320.21 -322.21 0 0 65.3973 0 0 0 
11.48 -81.5192 -5.68299 143.626 -35.4328 152.033 10 143.626 -35.4328 0.572236 7.53376 233.553 0.6064 -75.8362 0.4936 -11.6747 -1.08692 0 -0.0869231 0 0.0757732 0 1.07577 0 0 0 -2.10289 0 -1.10289 0 152.033 -379.824 -81.5192 -381.824 -379.824 -381.824 0 0 37.9796 0 0 0 
11.5 -89.2203 -5.34856 134.97 -44.1294 152.543 10 134.97 -44.1294 0.9724 6.96028 241.763 0.55 -83.8717 0.55 -12.0877 -1.1896 0 -0.189603 0 0.0713141 0 1.07131 0 0 0 -2.10522 0 -1.10522 0 152.543 -432.833 -89.2203 -434.833 -432.833 -434.833 0 0 25.4659 0 0 0 
11.52 -97.0461 -5.09814 125.382 -53.7572 152.917 10 125.382 -53.7572 0.868966 6.54914 249.963 0.4936 -91.948 0.6064 -12.3863 -1.29395 0 -0.293948 0 0.0679752 0 1.06798 0 0 0 -2.10687 0 -1.10687 0 152.917 -479.39 -97.0461 -481.39 -479.39 -481.39 0 0 18.7186 0 0 0 
11.54 -104.819 -4.89624 115.039 -64.1402 153.208 10 115.039 -64.1402 0.275735 6.22875 258.027 0.43809 -99.9232 0.66191 -12.6025 -1.39759 0 -0.397592 0 0.0652832 0 1.06528 0 0 0 -2.10805 0 -1.10805 0 153.208 -517.148 -104.819 -519.148 -517.148 -519.148 0 0 14.5208 0 0 0 
11.56 -112.386 -4.72183 104.169 -75.0506 153.44 10 104.169 -75.0506 -0.489334 5.9598 265.826 0.384344 -107.664 0.715656 -12.745 -1.49848 0 -0.498481 0 0.0629578 0 1.06296 0 0 0 -2.10882 0 -1.10882 0 153.44 -543.519 -112.386 -545.518 -543.519 -545.518 0 0 11.61 0 0 0 
11.58 -119.606 -4.5617 93.0445 -86.2146 153.628 10 93.0445 -86.2146 -0.967977 5.71912 273.234 0.333211 -115.044 0.766789 -12.815 -1.59474 0 -0.594744 0 0.0608226 0 1.06082 0 0 0 -2.1092 0 -1.1092 0 153.628 -556.202 -119.606 -558.201 -556.202 -558.201 0 0 9.41839 0 0 0 
11.6 -126.349 -4.40651 81.9763 -97.3228 153.781 10 81.9763 -97.3228 -0.843765 5.49151 280.131 0.285497 -121.943 0.814503 -12.8102 -1.68466 0 -0.684656 0 0.0587535 0 1.05875 0 0 0 -2.10917 0 -1.10917 0 153.781 -553.409 -126.349 -555.409 -553.409 -555.409 0 0 7.66202 0 0 0 
11.62 -132.497 -4.24861 71.2961 -108.043 153.905 10 71.2961 -108.043 -0.167409 5.2655 286.402 0.241954 -128.248 0.858046 -12.7255 -1.76663 0 -0.766626 0 0.0566481 0 1.05665 0 0 0 -2.10872 0 -1.10872 0 153.905 -534.014 -132.497 -536.013 -534.014 -536.013 0 0 6.18688 0 0 0 
11.64 -137.94 -4.08041 61.343 -118.036 154.003 10 61.343 -118.036 0.634602 5.03086 291.943 0.203269 -133.86 0.896731 -12.5529 -1.8392 0 -0.839201 0 0.0544054 0 1.05441 0 0 0 -2.10778 0 -1.10778 0 154.003 -497.653 -137.94 -499.653 -497.653 -499.653 0 0 4.90412 0 0 0 
11.66 -142.58 -3.89278 52.4475 -126.972 154.078 10 52.4475 -126.972 0.999998 4.77643 296.658 0.170052 -138.687 0.929948 -12.2795 -1.90106 0 -0.901064 0 0.0519037 0 1.0519 0 0 0 -2.10628 0 -1.10628 0 154.078 -444.778 -142.58 -446.778 -444.778 -446.778 0 0 3.76209 0 0 0 
11.68 -146.327 -3.67256 44.9141 -134.545 154.133 10 44.9141 -134.545 0.588294 4.48744 300.46 0.142828 -142.655 0.957172 -11.8842 -1.95103 0 -0.951029 0 0.0489675 0 1.04897 0 0 0 -2.10408 0 -1.10408 0 154.133 -376.668 -146.327 -378.668 -376.668 -378.668 0 0 2.733 0 0 0 
11.7 -149.099 -3.39725 39.0062 -140.493 154.169 10 39.0062 -140.493 -0.466005 4.14045 303.268 0.122025 -145.702 0.977975 -11.3282 -1.98799 0 -0.987989 0 0.0452967 0 1.0453 0 0 0 -2.10089 0 -1.10089 0 154.169 -295.394 -149.099 -297.394 -295.394 -297.394 0 0 1.80714 0 0 0 
11.72 -150.806 -3.01962 34.9306 -144.608 154.189 10 34.9306 -144.608 -1.57329 3.68955 304.995 0.107971 -147.786 0.992029 -10.5297 -2.01075 0 -1.01075 0 0.0402616 0 1.04026 0 0 0 -2.09612 0 -1.09612 0 154.189 -203.782 -150.806 -205.773 -203.782 -205.773 0 0 1.00374 0 0 0 
11.74 -151.293 -2.40303 32.8203 -146.758 154.197 10 32.8203 -146.758 -1.96763 3.01289 305.49 0.100888 -148.89 0.999112 -9.25629 -2.01724 0 -1.01724 0 0.0320404 0 1.03204 0 0 0 -2.088 0 -1.088 0 154.197 -105.514 -151.293 -107.481 -105.514 -107.481 0 0 0.376971 0 0 0 
11.76 -149.567 -0.462473 32.6461 -146.972 154.197 10 32.6461 -146.972 -0.729953 1.31733 303.764 0.100888 -149.105 0.999112 -5.86522 -1.99423 0 -0.994227 0 0.00616631 0 1.00617 0 0 0 -2.06213 0 -1.06213 0 154.197 -8.70748 -149.567 -10.7075 -8.70748 -10.7075 0 0 0.00235265 0 0 0 
11.78 -130.011 20.1582 32.6861 -146.972 154.197 10 32.6861 -146.972 -0.496195 0.516183 284.208 0.107971 -150.169 0.992029 0.0603653 -1.73348 0 -0.733478 0 -0.268776 0 0.731224 0 0 0 -1.78718 0 -0.787182 0 154.197 1.99984 -130.011 -1.19117e-005 1.99984 -1.19117e-005 0 0 9.35437e-005 0 0 0 
11.8 -97.6058 54.7213 32.7261 -146.972 154.197 10 32.7261 -146.972 0.8406 -0.940825 251.803 0.122025 -152.327 0.977975 0.727435 -1.30141 0 -0.301411 0 -0.729617 0 0.270383 0 0 0 -1.32634 0 -0.326342 0 154.197 1.99971 -97.6058 -9.59635e-005 1.99971 -9.59635e-005 0 0 0.000111842 0 0 0 
11.82 -61.2101 94.4277 32.7661 -146.972 154.197 10 32.7661 -146.972 -0.962052 0.965518 215.407 0.142828 -155.638 0.957172 -0.990313 -0.816134 0 0.183866 0 -1.25904 0 -0.259036 0 0 0 -0.796923 0 0.203077 0 154.197 1.99978 -61.2101 -0.000101831 1.99978 -0.000101831 0 0 4.39034e-005 0 0 0 
11.84 -26.9596 133.234 32.8061 -146.972 154.197 10 32.8061 -146.972 0.988165 -0.0599504 181.157 0.170052 -160.194 0.929948 0.60639 -0.359462 0 0.640538 0 -1.77646 0 -0.77646 0 0 0 -0.279499 0 0.720501 0 154.197 1.99999 -26.9596 1.79744e-005 1.99999 1.79744e-005 0 0 -0.000101336 0 0 0 
11.86 -7.80798 156.375 34.5904 -145.228 152.523 10 34.5904 -145.228 -0.99673 -8.81243 160.331 0.203269 -164.183 0.896731 4.72128 -0.104106 0 0.895894 0 -2.085 0 -1.085 0 0 0 0.0513513 0 1.05135 0 152.523 89.2157 -7.80798 87.2158 89.2157 87.2158 0 0 -83.6705 0 0 0 
11.88 -8.2343 156.793 40.2573 -139.601 149.884 10 40.2573 -139.601 -0.985695 -9.64816 158.118 0.241954 -165.027 0.858046 9.88881 -0.109791 0 0.890209 0 -2.09057 0 -1.09057 0 0 0 0.0921176 0 1.09212 0 149.884 283.345 -8.2343 281.345 283.345 281.345 0 0 -131.974 0 0 0 
11.9 -9.36735 156.124 47.105 -132.793 148.621 10 47.105 -132.793 -0.923207 -8.33395 157.988 0.285497 -165.491 0.814503 11.1843 -0.124898 0 0.875102 0 -2.08165 0 -1.08165 0 0 0 0.100044 0 1.10004 0 148.621 342.385 -9.36735 340.385 342.385 340.385 0 0 -63.1708 0 0 0 
11.92 -10.2918 155.625 54.7149 -125.223 147.911 10 54.7149 -125.223 -0.842529 -7.43258 158.203 0.333211 -165.917 0.766789 11.6692 -0.137224 0 0.862776 0 -2.075 0 -1.075 0 0 0 0.102854 0 1.10285 0 147.911 380.494 -10.2918 378.494 380.494 378.494 0 0 -35.4751 0 0 0 
11.94 -11.077 155.276 62.927 -117.051 147.445 10 62.927 -117.051 -0.757496 -6.83879 158.522 0.384344 -166.353 0.715656 11.9427 -0.147694 0 0.852306 0 -2.07034 0 -1.07034 0 0 0 0.104405 0 1.10441 0 147.445 410.606 -11.077 408.606 410.606 408.606 0 0 -23.2978 0 0 0 
11.96 -11.7875 155.014 71.6105 -108.408 147.108 10 71.6105 -108.408 -0.670212 -6.4145 158.896 0.43809 -166.802 0.66191 12.1226 -0.157167 0 0.842833 0 -2.06685 0 -1.06685 0 0 0 0.105412 0 1.10541 0 147.108 434.175 -11.7875 432.175 434.175 432.175 0 0 -16.8508 0 0 0 
11.98 -12.4541 154.805 80.6323 -99.4259 146.85 10 80.6323 -99.4259 -0.581323 -6.08725 159.304 0.4936 -167.259 0.6064 12.2414 -0.166054 0 0.833946 0 -2.06407 0 -1.06407 0 0 0 0.106072 0 1.10607 0 146.85 451.089 -12.4541 449.089 451.089 449.089 0 0 -12.9248 0 0 0 
12 -13.0895 154.628 89.8534 -90.2448 146.644 10 89.8534 -90.2448 -0.491753 -5.81859 159.734 0.55 -167.718 0.55 12.3112 -0.174526 0 0.825474 0 -2.06171 0 -1.06171 0 0 0 0.106458 0 1.10646 0 146.644 461.056 -13.0895 459.056 461.056 459.056 0 0 -10.2799 0 0 0 
12.02 -13.6977 154.472 99.1298 -81.0084 146.477 10 99.1298 -81.0084 -0.402791 -5.58646 160.175 0.6064 -168.169 0.4936 12.3367 -0.182636 0 0.817364 0 -2.05962 0 -1.05962 0 0 0 0.106598 0 1.1066 0 146.477 463.82 -13.6977 461.82 463.82 461.82 0 0 -8.35969 0 0 0 
12.04 -14.2779 154.327 108.314 -71.8641 146.339 10 108.314 -71.8641 -0.315927 -5.37702 160.617 0.66191 -168.605 0.43809 12.3197 -0.190373 0 0.809627 0 -2.05769 0 -1.05769 0 0 0 0.106504 0 1.1065 0 146.339 459.217 -14.2779 457.217 459.217 457.217 0 0 -6.88333 0 0 0 
