t 1 2 3 jL1 jL2 jV0300 
4.505e-05 6477.25 -3357.64 10000 -52.1857 -30.9083 52.1857
4.506e-05 6525.66 -2858.64 10000 -45.3189 -31.4106 45.3189
4.507e-05 6567.19 -2351.88 10000 -38.4295 -31.8825 38.4295
4.508e-05 6601.82 -1837.84 10000 -31.5249 -32.3231 31.5249
4.509e-05 6629.55 -1317.03 10000 -24.6125 -32.7318 24.6125
4.51e-05 6650.36 -789.971 10000 -17.6998 -33.1076 17.6998
4.511e-05 6664.26 -257.192 10000 -10.7943 -33.45 10.7943
4.512e-05 6671.26 280.767 10000 -3.90322 -33.7583 3.90322
4.513e-05 6671.38 823.353 10000 2.96595 -34.0318 -2.96595
4.514e-05 6664.65 1370 10000 9.80596 -34.2699 -9.80596
4.515e-05 6651.1 1920.15 10000 16.6096 -34.4721 -16.6096
4.516e-05 6630.77 2473.21 10000 23.3696 -34.6379 -23.3696
4.517e-05 6603.7 3028.6 10000 30.079 -34.7667 -30.079
4.518e-05 6569.96 3585.72 10000 36.7306 -34.8581 -36.7306
4.519e-05 6529.6 4143.97 10000 43.3176 -34.9118 -43.3176
4.52e-05 6482.7 4702.75 10000 49.8332 -34.9273 -49.8332
4.521e-05 6429.32 5261.44 10000 56.2705 -34.9044 -56.2705
4.522e-05 6369.54 5819.42 10000 62.623 -34.8428 -62.623
4.523e-05 6303.47 6376.07 10000 68.8842 -34.7422 -68.8842
4.524e-05 6231.19 6930.76 10000 75.0476 -34.6024 -75.0476
4.525e-05 6152.8 7482.88 10000 81.1071 -34.4234 -81.1071
4.526e-05 6068.41 8031.78 10000 87.0564 -34.2051 -87.0564
4.527e-05 5978.13 8576.85 10000 92.8897 -33.9473 -92.8897
4.528e-05 5882.09 9117.44 10000 98.6012 -33.6501 -98.6012
4.529e-05 5780.41 9652.94 10000 104.185 -33.3136 -104.185
4.53e-05 5673.22 10182.7 10000 109.636 -32.9378 -109.636
4.531e-05 5560.65 10706.1 10000 114.948 -32.5228 -114.948
4.532e-05 5442.84 11222.5 10000 120.117 -32.0689 -120.117
4.533e-05 5319.95 11731.3 10000 125.138 -31.5763 -125.138
4.534e-05 5192.13 12231.9 10000 130.005 -31.0453 -130.005
4.535e-05 5059.52 12723.7 10000 134.714 -30.4761 -134.714
4.536e-05 4922.29 13206 10000 139.26 -29.8692 -139.26
4.537e-05 4780.61 13678.3 10000 143.64 -29.225 -143.64
4.538e-05 4634.64 14140 10000 147.85 -28.544 -147.85
4.539e-05 4484.55 14590.4 10000 151.885 -27.8266 -151.885
4.54e-05 4330.53 15029.1 10000 155.742 -27.0734 -155.742
4.541e-05 4172.75 15455.3 10000 159.417 -26.2851 -159.417
4.542e-05 4011.4 15868.7 10000 162.908 -25.4622 -162.908
4.543e-05 3846.66 16268.6 10000 166.211 -24.6055 -166.211
4.544e-05 3678.72 16654.5 10000 169.324 -23.7157 -169.324
4.545e-05 3507.78 17025.9 10000 172.243 -22.7936 -172.243
4.546e-05 3334.02 17382.2 10000 174.968 -21.84 -174.968
4.547e-05 3157.65 17723.1 10000 177.495 -20.8557 -177.495
4.548e-05 2978.85 18047.9 10000 179.823 -19.8417 -179.823
4.549e-05 2797.84 18356.2 10000 181.951 -18.799 -181.951
4.55e-05 2614.82 18647.6 10000 183.876 -17.7284 -183.876
4.551e-05 2429.98 18921.6 10000 185.598 -16.631 -185.598
4.552e-05 2243.53 19177.9 10000 187.115 -15.5079 -187.115
4.553e-05 2055.68 19415.9 10000 188.427 -14.3602 -188.427
4.554e-05 1866.62 19635.4 10000 189.534 -13.189 -189.534
4.555e-05 1676.58 19836 10000 190.436 -11.9954 -190.436
4.556e-05 1485.74 20017.2 10000 191.131 -10.7807 -191.131
4.557e-05 1294.32 20178.9 10000 191.621 -9.54602 -191.621
4.558e-05 1102.53 20320.6 10000 191.906 -8.29271 -191.906
4.559e-05 910.561 20442.1 10000 191.986 -7.02201 -191.986
4.56e-05 718.626 20543.2 10000 191.863 -5.73525 -191.863
4.561e-05 526.925 20623.5 10000 191.537 -4.43375 -191.537
4.562e-05 335.661 20682.9 10000 191.011 -3.11888 -191.011
4.563e-05 145.034 20721.1 10000 190.284 -1.79204 -190.284
4.564e-05 -44.7587 20738.1 10000 189.36 -0.454611 -189.36
4.565e-05 -233.519 20733.5 10000 188.24 0.891962 -188.24
4.566e-05 -421.053 20707.3 10000 186.927 2.24624 -186.927
4.567e-05 -607.167 20659.4 10000 185.422 3.60675 -185.422
4.568e-05 -791.673 20589.7 10000 183.728 4.97203 -183.728
4.569e-05 -974.383 20498.1 10000 181.849 6.34058 -181.849
4.57e-05 -1155.11 20384.6 10000 179.786 7.7109 -179.786
4.571e-05 -1333.68 20249.2 10000 177.544 9.08147 -177.544
4.572e-05 -1509.91 20091.8 10000 175.126 10.4508 -175.126
4.573e-05 -1683.62 19912.6 10000 172.534 11.8173 -172.534
4.574e-05 -1854.65 19711.5 10000 169.774 13.1795 -169.774
4.575e-05 -2022.83 19488.7 10000 166.848 14.5358 -166.848
4.576e-05 -2187.99 19244.2 10000 163.761 15.8847 -163.761
4.577e-05 -2349.98 18978.3 10000 160.517 17.2247 -160.517
4.578e-05 -2508.65 18690.9 10000 157.121 18.5542 -157.121
4.579e-05 -2663.83 18382.5 10000 153.576 19.8717 -153.576
4.58e-05 -2815.39 18053 10000 149.888 21.1756 -149.888
4.581e-05 -2963.18 17702.9 10000 146.061 22.4645 -146.061
4.582e-05 -3107.08 17332.2 10000 142.101 23.7368 -142.101
4.583e-05 -3246.94 16941.3 10000 138.012 24.9911 -138.012
4.584e-05 -3382.65 16530.6 10000 133.799 26.2258 -133.799
4.585e-05 -3514.07 16100.3 10000 129.469 27.4396 -129.469
4.586e-05 -3641.11 15650.7 10000 125.025 28.6308 -125.025
4.587e-05 -3763.64 15182.3 10000 120.474 29.7981 -120.474
4.588e-05 -3881.56 14695.5 10000 115.822 30.9401 -115.822
4.589e-05 -3994.78 14190.6 10000 111.073 32.0554 -111.073
4.59e-05 -4103.2 13668.1 10000 106.234 33.1426 -106.234
4.591e-05 -4206.73 13128.5 10000 101.31 34.2004 -101.31
4.592e-05 -4305.3 12572.2 10000 96.3083 35.2274 -96.3083
4.593e-05 -4398.82 11999.7 10000 91.2335 36.2223 -91.2335
4.594e-05 -4487.23 11411.7 10000 86.092 37.1839 -86.092
4.595e-05 -4570.46 10808.5 10000 80.8898 38.111 -80.8898
4.596e-05 -4648.47 10190.9 10000 75.6331 39.0024 -75.6331
4.597e-05 -4721.19 9559.26 10000 70.3278 39.8569 -70.3278
4.598e-05 -4788.58 8914.31 10000 64.9803 40.6733 -64.9803
4.599e-05 -4850.6 8256.65 10000 59.5964 41.4506 -59.5964
4.6e-05 -4907.22 7586.89 10000 54.1825 42.1877 -54.1825
4.601e-05 -4958.41 6905.71 10000 48.7447 42.8837 -48.7447
4.602e-05 -5004.16 6213.76 10000 43.2891 43.5375 -43.2891
4.603e-05 -5044.44 5511.73 10000 37.8218 44.1483 -37.8218
4.604e-05 -5079.25 4800.31 10000 32.3489 44.7151 -32.3489
4.605e-05 -5108.59 4080.22 10000 26.8765 45.2371 -26.8765
4.606e-05 -5132.46 3352.17 10000 21.4107 45.7135 -21.4107
4.607e-05 -5150.87 2616.9 10000 15.9574 46.1437 -15.9574
4.608e-05 -5163.84 1875.17 10000 10.5226 46.5268 -10.5226
4.609e-05 -5171.38 1127.73 10000 5.1122 46.8622 -5.1122
4.61e-05 -5173.53 375.342 10000 -0.267959 47.1494 0.267959
4.611e-05 -5170.32 -381.211 10000 -5.61213 47.3878 5.61213
4.612e-05 -5161.79 -1141.15 10000 -10.9146 47.5769 10.9146
4.613e-05 -5147.98 -1903.67 10000 -16.1698 47.7163 16.1698
4.614e-05 -5128.95 -2667.98 10000 -21.3721 47.8056 21.3721
4.615e-05 -5104.74 -3433.28 10000 -26.5162 47.8444 26.5162
4.616e-05 -5075.42 -4198.75 10000 -31.5967 47.8326 31.5967
4.617e-05 -5041.06 -4963.59 10000 -36.6083 47.7698 36.6083
4.618e-05 -5001.73 -5726.97 10000 -41.546 47.6559 41.546
4.619e-05 -4957.51 -6488.08 10000 -46.4048 47.4909 46.4048
4.62e-05 -4908.47 -7246.1 10000 -51.1797 47.2745 51.1797
4.621e-05 -4854.71 -8000.21 10000 -55.866 47.007 55.866
4.622e-05 -4796.31 -8749.58 10000 -60.459 46.6882 60.459
4.623e-05 -4733.37 -9493.4 10000 -64.9543 46.3185 64.9543
4.624e-05 -4665.99 -10230.9 10000 -69.3476 45.8978 69.3476
4.625e-05 -4594.27 -10961.1 10000 -73.6345 45.4265 73.6345
4.626e-05 -4518.33 -11683.4 10000 -77.8111 44.9048 77.8111
4.627e-05 -4438.28 -12397 10000 -81.8734 44.3332 81.8734
4.628e-05 -4354.22 -13100.9 10000 -85.8177 43.7119 85.8177
4.629e-05 -4266.29 -13794.4 10000 -89.6403 43.0416 89.6403
4.63e-05 -4174.61 -14476.8 10000 -93.3379 42.3226 93.3379
4.631e-05 -4079.3 -15147.3 10000 -96.9071 41.5556 96.9071
4.632e-05 -3980.49 -15805.1 10000 -100.345 40.7412 100.345
4.633e-05 -3878.32 -16449.4 10000 -103.648 39.8801 103.648
4.634e-05 -3772.91 -17079.6 10000 -106.815 38.973 106.815
4.635e-05 -3664.42 -17694.9 10000 -109.841 38.0207 109.841
4.636e-05 -3552.98 -18294.5 10000 -112.726 37.0241 112.726
4.637e-05 -3438.74 -18877.8 10000 -115.466 35.9841 115.466
4.638e-05 -3321.83 -19444 10000 -118.06 34.9016 118.06
4.639e-05 -3202.42 -19992.6 10000 -120.505 33.7777 120.505
4.64e-05 -3080.64 -20522.9 10000 -122.801 32.6133 122.801
4.641e-05 -2956.64 -21034.2 10000 -124.946 31.4096 124.946
4.642e-05 -2830.59 -21525.8 10000 -126.937 30.1678 126.937
4.643e-05 -2702.63 -21997.3 10000 -128.775 28.889 128.775
4.644e-05 -2572.92 -22448 10000 -130.458 27.5744 130.458
4.645e-05 -2441.6 -22877.4 10000 -131.986 26.2254 131.986
4.646e-05 -2308.85 -23284.9 10000 -133.358 24.8433 133.358
4.647e-05 -2174.81 -23670 10000 -134.573 23.4295 134.573
4.648e-05 -2039.64 -24032.2 10000 -135.632 21.9852 135.632
4.649e-05 -1903.5 -24371 10000 -136.535 20.5121 136.535
4.65e-05 -1766.54 -24686 10000 -137.28 19.0116 137.28
4.651e-05 -1628.92 -24976.8 10000 -137.87 17.4852 137.87
4.652e-05 -1490.8 -25243 10000 -138.305 15.9345 138.305
4.653e-05 -1352.33 -25484.1 10000 -138.584 14.361 138.584
4.654e-05 -1213.67 -25699.9 10000 -138.71 12.7664 138.71
4.655e-05 -1074.96 -25889.9 10000 -138.683 11.1522 138.683
4.656e-05 -936.36 -26054 10000 -138.505 9.5203 138.505
4.657e-05 -798.023 -26191.9 10000 -138.176 7.87224 138.176
4.658e-05 -660.097 -26303.2 10000 -137.699 6.20977 137.699
4.659e-05 -522.729 -26387.9 10000 -137.076 4.53465 137.076
4.66e-05 -386.064 -26445.6 10000 -136.307 2.84864 136.307
4.661e-05 -250.246 -26476.3 10000 -135.396 1.15351 135.396
4.662e-05 -115.418 -26479.7 10000 -134.344 -0.548947 134.344
4.663e-05 18.2822 -26455.9 10000 -133.153 -2.25691 133.153
4.664e-05 150.717 -26404.8 10000 -131.827 -3.96856 131.827
4.665e-05 281.753 -26326.2 10000 -130.369 -5.68207 130.369
4.666e-05 411.259 -26220.2 10000 -128.779 -7.39559 128.779
4.667e-05 539.104 -26086.8 10000 -127.063 -9.10729 127.063
4.668e-05 665.165 -25926 10000 -125.223 -10.8153 125.223
4.669e-05 789.319 -25738 10000 -123.261 -12.5178 123.261
4.67e-05 911.446 -25522.8 10000 -121.182 -14.2129 121.182
4.671e-05 1031.43 -25280.5 10000 -118.988 -15.8988 118.988
4.672e-05 1149.16 -25011.4 10000 -116.683 -17.5736 116.683
4.673e-05 1264.52 -24715.6 10000 -114.272 -19.2355 114.272
4.674e-05 1377.42 -24393.3 10000 -111.757 -20.8826 111.757
4.675e-05 1487.75 -24044.8 10000 -109.142 -22.5133 109.142
4.676e-05 1595.41 -23670.4 10000 -106.432 -24.1255 106.432
4.677e-05 1700.31 -23270.3 10000 -103.631 -25.7176 103.631
4.678e-05 1802.36 -22845 10000 -100.741 -27.2877 100.741
4.679e-05 1901.47 -22394.8 10000 -97.7687 -28.8342 97.7687
4.68e-05 1997.57 -21920 10000 -94.717 -30.3553 94.717
4.681e-05 2090.57 -21421.1 10000 -91.5905 -31.8492 91.5905
4.682e-05 2180.41 -20898.6 10000 -88.3934 -33.3143 88.3934
4.683e-05 2267.01 -20352.9 10000 -85.1303 -34.7489 85.1303
4.684e-05 2350.32 -19784.5 10000 -81.8055 -36.1515 81.8055
4.685e-05 2430.27 -19194 10000 -78.4236 -37.5203 78.4236
4.686e-05 2506.81 -18581.9 10000 -74.9891 -38.8538 74.9891
4.687e-05 2579.88 -17948.8 10000 -71.5065 -40.1505 71.5065
4.688e-05 2649.45 -17295.3 10000 -67.9803 -41.4089 67.9803
4.689e-05 2715.48 -16621.9 10000 -64.4152 -42.6275 64.4152
4.69e-05 2777.91 -15929.5 10000 -60.8158 -43.805 60.8158
4.691e-05 2836.74 -15218.6 10000 -57.1867 -44.9398 57.1867
4.692e-05 2891.92 -14489.9 10000 -53.5324 -46.0308 53.5324
4.693e-05 2943.43 -13744.1 10000 -49.8575 -47.0765 49.8575
4.694e-05 2991.26 -12982 10000 -46.1667 -48.0758 46.1667
4.695e-05 3035.39 -12204.4 10000 -42.4644 -49.0274 42.4644
4.696e-05 3075.81 -11411.9 10000 -38.7553 -49.9303 38.7553
4.697e-05 3112.53 -10605.5 10000 -35.0438 -50.7832 35.0438
4.698e-05 3145.53 -9785.82 10000 -31.3343 -51.5851 31.3343
4.699e-05 3174.83 -8953.79 10000 -27.6314 -52.3351 27.6314
4.7e-05 3200.43 -8110.22 10000 -23.9393 -53.0323 23.9393
4.701e-05 3222.34 -7255.97 10000 -20.2625 -53.6756 20.2625
4.702e-05 3240.59 -6391.91 10000 -16.6052 -54.2643 16.6052
4.703e-05 3255.2 -5518.92 10000 -12.9715 -54.7977 12.9715
4.704e-05 3266.18 -4637.88 10000 -9.36576 -55.2749 9.36576
4.705e-05 3273.58 -3749.7 10000 -5.79192 -55.6954 5.79192
4.706e-05 3277.42 -2855.31 10000 -2.25399 -56.0585 2.25399
4.707e-05 3277.75 -1955.61 10000 1.24408 -56.3638 -1.24408
4.708e-05 3274.6 -1051.54 10000 4.69847 -56.6107 -4.69847
4.709e-05 3268.02 -144.033 10000 8.10544 -56.7988 -8.10544
4.71e-05 3258.07 765.962 10000 11.4613 -56.9278 -11.4613
4.711e-05 3244.79 1677.5 10000 14.7626 -56.9975 -14.7626
4.712e-05 3228.24 2589.62 10000 18.0058 -57.0075 -18.0058
4.713e-05 3208.48 3501.39 10000 21.1875 -56.9577 -21.1875
4.714e-05 3185.57 4411.82 10000 24.3046 -56.8481 -24.3046
4.715e-05 3159.58 5319.98 10000 27.3538 -56.6786 -27.3538
4.716e-05 3130.58 6224.9 10000 30.3323 -56.4492 -30.3323
4.717e-05 3098.65 7125.62 10000 33.237 -56.1601 -33.237
4.718e-05 3063.85 8021.19 10000 36.0652 -55.8115 -36.0652
4.719e-05 3026.26 8910.66 10000 38.8144 -55.4035 -38.8144
4.72e-05 2985.98 9793.09 10000 41.4818 -54.9364 -41.4818
4.721e-05 2943.07 10667.5 10000 44.0652 -54.4107 -44.0652
4.722e-05 2897.62 11533 10000 46.5623 -53.8268 -46.5623
4.723e-05 2849.73 12388.7 10000 48.9709 -53.1851 -48.9709
4.724e-05 2799.47 13233.6 10000 51.289 -52.4862 -51.289
4.725e-05 2746.95 14066.8 10000 53.5149 -51.7308 -53.5149
4.726e-05 2692.26 14887.4 10000 55.6467 -50.9194 -55.6467
4.727e-05 2635.48 15694.6 10000 57.6829 -50.0529 -57.6829
4.728e-05 2576.72 16487.4 10000 59.622 -49.1321 -59.622
4.729e-05 2516.08 17265 10000 61.4628 -48.1578 -61.4628
4.73e-05 2453.65 18026.5 10000 63.204 -47.131 -63.204
4.731e-05 2389.54 18771.2 10000 64.8447 -46.0526 -64.8447
4.732e-05 2323.84 19498.2 10000 66.3839 -44.9237 -66.3839
4.733e-05 2256.66 20206.7 10000 67.821 -43.7454 -67.821
4.734e-05 2188.09 20895.9 10000 69.1553 -42.5189 -69.1553
4.735e-05 2118.25 21565 10000 70.3865 -41.2453 -70.3865
4.736e-05 2047.24 22213.4 10000 71.5141 -39.9259 -71.5141
4.737e-05 1975.15 22840.3 10000 72.538 -38.5621 -72.538
4.738e-05 1902.1 23444.9 10000 73.4582 -37.1551 -73.4582
4.739e-05 1828.18 24026.7 10000 74.2748 -35.7065 -74.2748
4.74e-05 1753.51 24585 10000 74.9881 -34.2177 -74.9881
4.741e-05 1678.17 25119.1 10000 75.5984 -32.6901 -75.5984
4.742e-05 1602.29 25628.4 10000 76.1062 -31.1255 -76.1062
4.743e-05 1525.95 26112.4 10000 76.5123 -29.5252 -76.5123
4.744e-05 1449.26 26570.4 10000 76.8173 -27.8911 -76.8173
4.745e-05 1372.32 27002.1 10000 77.0223 -26.2247 -77.0223
4.746e-05 1295.23 27406.8 10000 77.1283 -24.5278 -77.1283
4.747e-05 1218.09 27784.1 10000 77.1363 -22.8021 -77.1363
4.748e-05 1141 28133.5 10000 77.0478 -21.0495 -77.0478
4.749e-05 1064.04 28454.7 10000 76.8641 -19.2716 -76.8641
4.75e-05 987.325 28747.2 10000 76.5867 -17.4705 -76.5867
4.751e-05 910.933 29010.7 10000 76.2174 -15.648 -76.2174
4.752e-05 834.961 29244.9 10000 75.7578 -13.8059 -75.7578
4.753e-05 759.498 29449.5 10000 75.2098 -11.9462 -75.2098
4.754e-05 684.63 29624.1 10000 74.5753 -10.0708 -74.5753
4.755e-05 610.443 29768.6 10000 73.8565 -8.18178 -73.8565
4.756e-05 537.02 29882.8 10000 73.0555 -6.28105 -73.0555
4.757e-05 464.443 29966.5 10000 72.1745 -4.37062 -72.1745
4.758e-05 392.789 30019.6 10000 71.2159 -2.45252 -71.2159
4.759e-05 322.136 30041.9 10000 70.1821 -0.528762 -70.1821
4.76e-05 252.557 30033.4 10000 69.0757 1.39861 -69.0757
4.761e-05 184.122 29994.1 10000 67.8991 3.32754 -67.8991
4.762e-05 116.902 29923.8 10000 66.6552 5.256 -66.6552
4.763e-05 50.9614 29822.8 10000 65.3465 7.18192 -65.3465
4.764e-05 -13.6363 29691 10000 63.9759 9.10326 -63.9759
4.765e-05 -76.8307 29528.5 10000 62.5463 11.018 -62.5463
4.766e-05 -138.564 29335.4 10000 61.0606 12.924 -61.0606
4.767e-05 -198.783 29111.9 10000 59.5216 14.8193 -59.5216
4.768e-05 -257.434 28858.2 10000 57.9326 16.7019 -57.9326
4.769e-05 -314.471 28574.5 10000 56.2963 18.5697 -56.2963
4.77e-05 -369.847 28261.1 10000 54.6161 20.4207 -54.6161
4.771e-05 -423.519 27918.2 10000 52.895 22.253 -52.895
4.772e-05 -475.45 27546.2 10000 51.136 24.0645 -51.136
4.773e-05 -525.602 27145.4 10000 49.3425 25.8534 -49.3425
4.774e-05 -573.943 26716.2 10000 47.5176 27.6176 -47.5176
4.775e-05 -620.444 26259 10000 45.6645 29.3554 -45.6645
4.776e-05 -665.078 25774.2 10000 43.7864 31.0647 -43.7864
4.777e-05 -707.821 25262.3 10000 41.8865 32.7438 -41.8865
4.778e-05 -748.653 24723.9 10000 39.9681 34.3908 -39.9681
4.779e-05 -787.559 24159.4 10000 38.0343 36.004 -38.0343
4.78e-05 -824.524 23569.4 10000 36.0883 37.5815 -36.0883
4.781e-05 -859.538 22954.5 10000 34.1334 39.1217 -34.1334
4.782e-05 -892.593 22315.3 10000 32.1727 40.6229 -32.1727
4.783e-05 -923.686 21652.4 10000 30.2093 42.0835 -30.2093
4.784e-05 -952.815 20966.6 10000 28.2464 43.5018 -28.2464
4.785e-05 -979.984 20258.4 10000 26.287 44.8763 -26.287
4.786e-05 -1005.2 19528.6 10000 24.3343 46.2055 -24.3343
4.787e-05 -1028.46 18778 10000 22.3911 47.4879 -22.3911
4.788e-05 -1049.79 18007.2 10000 20.4604 48.7222 -20.4604
4.789e-05 -1069.19 17217.2 10000 18.5452 49.9069 -18.5452
4.79e-05 -1086.69 16408.6 10000 16.6484 51.0408 -16.6484
4.791e-05 -1102.31 15582.4 10000 14.7726 52.1226 -14.7726
4.792e-05 -1116.06 14739.3 10000 12.9208 53.1511 -12.9208
4.793e-05 -1127.98 13880.2 10000 11.0954 54.1251 -11.0954
4.794e-05 -1138.08 13006.1 10000 9.29918 55.0437 -9.29918
4.795e-05 -1146.41 12117.7 10000 7.53463 55.9056 -7.53463
4.796e-05 -1152.99 11216.1 10000 5.80421 56.7101 -5.80421
4.797e-05 -1157.86 10302.1 10000 4.11029 57.4561 -4.11029
4.798e-05 -1161.05 9376.65 10000 2.45519 58.1428 -2.45519
4.799e-05 -1162.62 8440.77 10000 0.841106 58.7695 -0.841106
4.8e-05 -1162.59 7495.4 10000 -0.729829 59.3354 0.729829
4.801e-05 -1161.02 6541.51 10000 -2.25558 59.8399 2.25558
4.802e-05 -1157.95 5580.1 10000 -3.7342 60.2824 3.7342
4.803e-05 -1153.42 4612.15 10000 -5.16385 60.6624 5.16385
4.804e-05 -1147.49 3638.68 10000 -6.54277 60.9794 6.54277
4.805e-05 -1140.22 2660.69 10000 -7.86931 61.233 7.86931
4.806e-05 -1131.64 1679.21 10000 -9.14193 61.4229 9.14193
4.807e-05 -1121.83 695.251 10000 -10.3592 61.5489 10.3592
4.808e-05 -1110.83 -290.162 10000 -11.5197 61.6108 11.5197
4.809e-05 -1098.69 -1276 10000 -12.6223 61.6085 12.6223
4.81e-05 -1085.49 -2261.23 10000 -13.6658 61.5419 13.6658
4.811e-05 -1071.28 -3244.84 10000 -14.6492 61.4111 14.6492
4.812e-05 -1056.12 -4225.79 10000 -15.5716 61.2162 15.5716
4.813e-05 -1040.07 -5203.05 10000 -16.4321 60.9572 16.4321
4.814e-05 -1023.19 -6175.61 10000 -17.2303 60.6346 17.2303
4.815e-05 -1005.55 -7142.45 10000 -17.9653 60.2485 17.9653
4.816e-05 -987.214 -8102.56 10000 -18.6368 59.7993 18.6368
4.817e-05 -968.238 -9054.92 10000 -19.2445 59.2875 19.2445
4.818e-05 -948.689 -9998.55 10000 -19.7881 58.7136 19.7881
4.819e-05 -928.632 -10932.5 10000 -20.2674 58.0781 20.2674
4.82e-05 -908.131 -11855.7 10000 -20.6825 57.3818 20.6825
4.821e-05 -887.25 -12767.2 10000 -21.0335 56.6252 21.0335
4.822e-05 -866.054 -13666.1 10000 -21.3205 55.8092 21.3205
4.823e-05 -844.605 -14551.4 10000 -21.5439 54.9347 21.5439
4.824e-05 -822.968 -15422.2 10000 -21.7042 54.0024 21.7042
4.825e-05 -801.205 -16277.7 10000 -21.8019 53.0135 21.8019
4.826e-05 -779.378 -17116.8 10000 -21.8375 51.9688 21.8375
4.827e-05 -757.55 -17938.6 10000 -21.812 50.8695 21.812
4.828e-05 -735.78 -18742.5 10000 -21.726 49.7167 21.726
4.829e-05 -714.129 -19527.4 10000 -21.5807 48.5117 21.5807
4.83e-05 -692.656 -20292.6 10000 -21.377 47.2556 21.377
4.831e-05 -671.417 -21037.3 10000 -21.1161 45.9499 21.1161
4.832e-05 -650.471 -21760.6 10000 -20.7992 44.5958 20.7992
4.833e-05 -629.872 -22461.9 10000 -20.4278 43.1948 20.4278
4.834e-05 -609.673 -23140.3 10000 -20.0032 41.7483 20.0032
4.835e-05 -589.928 -23795.3 10000 -19.5269 40.2579 19.5269
4.836e-05 -570.686 -24425.9 10000 -19.0006 38.7252 19.0006
4.837e-05 -551.998 -25031.8 10000 -18.426 37.1517 18.426
4.838e-05 -533.91 -25612 10000 -17.8048 35.5392 17.8048
4.839e-05 -516.467 -26166.2 10000 -17.139 33.8892 17.139
4.84e-05 -499.715 -26693.6 10000 -16.4303 32.2036 16.4303
4.841e-05 -483.693 -27193.8 10000 -15.6809 30.4841 15.6809
4.842e-05 -468.443 -27666.2 10000 -14.8927 28.7326 14.8927
4.843e-05 -454.001 -28110.3 10000 -14.068 26.9509 14.068
4.844e-05 -440.402 -28525.6 10000 -13.2088 25.1408 13.2088
4.845e-05 -427.681 -28911.7 10000 -12.3175 23.3044 12.3175
4.846e-05 -415.868 -29268.2 10000 -11.3963 21.4434 11.3963
4.847e-05 -404.991 -29594.8 10000 -10.4476 19.56 10.4476
4.848e-05 -395.077 -29891 10000 -9.47372 17.6561 9.47372
4.849e-05 -386.15 -30156.6 10000 -8.47715 15.7337 8.47715
4.85e-05 -378.231 -30391.3 10000 -7.46035 13.7948 7.46035
4.851e-05 -371.338 -30594.9 10000 -6.42579 11.8416 6.42579
4.852e-05 -365.488 -30767 10000 -5.37603 9.876 5.37603
4.853e-05 -360.696 -30907.7 10000 -4.3136 7.90016 4.3136
4.854e-05 -356.971 -31016.6 10000 -3.24109 5.91617 3.24109
4.855e-05 -354.324 -31093.8 10000 -2.16107 3.92613 2.16107
4.856e-05 -352.759 -31139.1 10000 -1.07615 1.93214 1.07615
4.857e-05 -352.281 -31152.4 10000 0.0110552 -0.063693 -0.0110552
4.858e-05 -352.89 -31133.8 10000 1.09794 -2.05924 -1.09794
4.859e-05 -354.584 -31083.3 10000 2.1819 -4.0524 -2.1819
4.86e-05 -357.36 -31001 10000 3.26032 -6.04106 -3.26032
4.861e-05 -361.21 -30886.9 10000 4.33061 -8.02312 -4.33061
4.862e-05 -366.124 -30741.1 10000 5.39019 -9.99647 -5.39019
4.863e-05 -372.091 -30563.9 10000 6.43648 -11.959 -6.43648
4.864e-05 -379.095 -30355.4 10000 7.46696 -13.9087 -7.46696
4.865e-05 -387.121 -30115.8 10000 8.4791 -15.8435 -8.4791
4.866e-05 -396.147 -29845.4 10000 9.47043 -17.7613 -9.47043
4.867e-05 -406.152 -29544.5 10000 10.4385 -19.6601 -10.4385
4.868e-05 -417.111 -29213.4 10000 11.3808 -21.5379 -11.3808
4.869e-05 -428.997 -28852.4 10000 12.2952 -23.3927 -12.2952
4.87e-05 -441.781 -28462 10000 13.1791 -25.2225 -13.1791
4.871e-05 -455.431 -28042.5 10000 14.0304 -27.0255 -14.0304
4.872e-05 -469.913 -27594.5 10000 14.8468 -28.7997 -14.8468
4.873e-05 -485.192 -27118.3 10000 15.6262 -30.5433 -15.6262
4.874e-05 -501.229 -26614.5 10000 16.3665 -32.2544 -16.3665
4.875e-05 -517.983 -26083.6 10000 17.0656 -33.9312 -17.0656
4.876e-05 -535.413 -25526.2 10000 17.7216 -35.572 -17.7216
4.877e-05 -553.475 -24942.9 10000 18.3326 -37.175 -18.3326
4.878e-05 -572.121 -24334.3 10000 18.8967 -38.7385 -18.8967
4.879e-05 -591.306 -23701.1 10000 19.4123 -40.261 -19.4123
4.88e-05 -610.978 -23043.8 10000 19.8776 -41.7409 -19.8776
4.881e-05 -631.088 -22363.2 10000 20.2911 -43.1765 -20.2911
4.882e-05 -651.581 -21660.1 10000 20.6513 -44.5663 -20.6513
4.883e-05 -672.405 -20935.2 10000 20.9569 -45.9091 -20.9569
4.884e-05 -693.504 -20189.2 10000 21.2064 -47.2032 -21.2064
4.885e-05 -714.821 -19422.9 10000 21.3986 -48.4475 -21.3986
4.886e-05 -736.298 -18637.2 10000 21.5326 -49.6405 -21.5326
4.887e-05 -757.877 -17832.8 10000 21.6072 -50.7812 -21.6072
4.888e-05 -779.497 -17010.7 10000 21.6215 -51.8682 -21.6215
4.889e-05 -801.098 -16171.7 10000 21.5747 -52.9005 -21.5747
