t 1 2 3 4 5 6 7 jL1 8 jL2 9 jE11 jO1 jV1 
12.42 0.112747 0.338241 1.86624 0.900551 -0.763074 0.112747 0 0 0 0 -0.661759 2.18266 1.52615 -1.6389 
12.44 0.0951926 0.285578 1.86624 0.900551 -0.782532 0.0951926 0 0 0 0 -0.714422 2.18266 1.56506 -1.66026 
12.46 0.0776071 0.232821 1.86624 0.900551 -0.80167 0.0776071 0 0 0 0 -0.767179 2.18266 1.60334 -1.68095 
12.48 0.0599975 0.179993 1.86624 0.900551 -0.82048 0.0599975 0 0 0 0 -0.820007 2.18266 1.64096 -1.70096 
12.5 0.042371 0.127113 1.86624 0.900551 -0.838954 0.042371 0 0 0 0 -0.872887 2.18266 1.67791 -1.72028 
12.52 0.0247346 0.0742039 1.86624 0.900551 -0.857085 0.0247346 0 0 0 0 -0.925796 2.18266 1.71417 -1.7389 
12.54 0.00709542 0.0212863 1.86624 0.900551 -0.874866 0.00709542 0 0 0 0 -0.978714 2.18266 1.74973 -1.75683 
12.56 -0.0105396 -0.0316188 1.86624 0.900551 -0.89229 -0.0105396 0 0 0 0 -1.03162 2.18266 1.78458 -1.77404 
12.58 -0.0281633 -0.08449 1.86624 0.900551 -0.90935 -0.0281633 0 0 0 0 -1.08449 2.18266 1.8187 -1.79054 
12.6 -0.0457688 -0.137306 1.86624 0.900551 -0.92604 -0.0457688 0 0 0 0 -1.13731 2.18266 1.85208 -1.80631 
12.62 -0.0633489 -0.190047 1.86624 0.900551 -0.942354 -0.0633489 0 0 0 0 -1.19005 2.18266 1.88471 -1.82136 
12.64 -0.0808966 -0.24269 1.86624 0.900551 -0.958283 -0.0808966 0 0 0 0 -1.24269 2.18266 1.91657 -1.83567 
12.66 -0.098405 -0.295215 1.86624 0.900551 -0.973824 -0.098405 0 0 0 0 -1.29521 2.18266 1.94765 -1.84924 
12.68 -0.115867 -0.347601 1.86624 0.900551 -0.988968 -0.115867 0 0 0 0 -1.3476 2.18266 1.97794 -1.86207 
12.7 -0.133276 -0.399827 1.86624 0.900551 -1.00371 -0.133276 0 0 0 0 -1.39983 2.18266 2.00742 -1.87415 
12.72 -0.150624 -0.451873 1.86624 0.900551 -1.01805 -0.150624 0 0 0 0 -1.45187 2.18266 2.0361 -1.88547 
12.74 -0.167905 -0.503716 1.86624 0.900551 -1.03197 -0.167905 0 0 0 0 -1.50372 2.18266 2.06394 -1.89604 
12.76 -0.185113 -0.555338 1.86624 0.900551 -1.04548 -0.185113 0 0 0 0 -1.55534 2.18266 2.09095 -1.90584 
12.78 -0.202239 -0.606717 1.86624 0.900551 -1.05856 -0.202239 0 0 0 0 -1.60672 2.18266 2.11711 -1.91488 
12.8 -0.219278 -0.657833 1.86624 0.900551 -1.07121 -0.219278 0 0 0 0 -1.65783 2.18266 2.14242 -1.92314 
12.82 -0.236222 -0.708666 1.86624 0.900551 -1.08343 -0.236222 0 0 0 0 -1.70867 2.18266 2.16686 -1.93064 
12.84 -0.253065 -0.759195 1.86624 0.900551 -1.09521 -0.253065 0 0 0 0 -1.75919 2.18266 2.19042 -1.93736 
12.86 -0.2698 -0.8094 1.86624 0.900551 -1.10655 -0.2698 0 0 0 0 -1.8094 2.18266 2.2131 -1.9433 
12.88 -0.28642 -0.859261 1.86624 0.900551 -1.11744 -0.28642 0 0 0 0 -1.85926 2.18266 2.23489 -1.94847 
12.9 -0.30292 -0.908759 1.86624 0.900551 -1.12788 -0.30292 0 0 0 0 -1.90876 2.18266 2.25577 -1.95285 
12.92 -0.319291 -0.957874 1.86624 0.900551 -1.13787 -0.319291 0 0 0 0 -1.95787 2.18266 2.27574 -1.95645 
12.94 -0.335529 -1.00659 1.86624 0.900551 -1.1474 -0.335529 0 0 0 0 -2.00659 2.18266 2.29479 -1.95926 
12.96 -0.351625 -1.05488 1.86624 0.900551 -1.15646 -0.351625 0 0 0 -0 -2.05488 2.18266 2.31292 -1.9613 
12.98 -0.367575 -1.10272 1.86624 0.900551 -1.16506 -0.367575 0 0 0 -0 -2.10272 2.18266 2.33012 -1.96254 
13 -0.383371 -1.15011 1.86624 0.900551 -1.17319 -0.383371 0 0 0 -0 -2.15011 2.18266 2.34638 -1.963 
13.02 -0.399008 -1.19702 1.86624 0.900551 -1.18084 -0.399008 0 0 0 -0 -2.19702 2.18266 2.36169 -1.96268 
13.04 -0.414479 -1.24344 1.86624 0.900551 -1.18803 -0.414479 0 0 0 -0 -2.24344 2.18266 2.37605 -1.96157 
13.06 -0.429778 -1.28933 1.86624 0.900551 -1.19473 -0.429778 0 0 0 -0 -2.28933 2.18266 2.38946 -1.95968 
13.08 -0.444899 -1.3347 1.86624 0.900551 -1.20095 -0.444899 0 0 0 -0 -2.3347 2.18266 2.4019 -1.95701 
13.1 -0.459836 -1.37951 1.86624 0.900551 -1.20669 -0.459836 0 0 0 -0 -2.37951 2.18266 2.41338 -1.95355 
13.12 -0.474583 -1.42375 1.86624 0.900551 -1.21195 -0.474583 0 0 0 -0 -2.42375 2.18266 2.4239 -1.94931 
13.14 -0.489135 -1.46741 1.86624 0.900551 -1.21672 -0.489135 0 0 0 -0 -2.46741 2.18266 2.43343 -1.9443 
13.16 -0.503485 -1.51046 1.86624 0.900551 -1.221 -0.503485 0 0 0 -0 -2.51046 2.18266 2.442 -1.93851 
13.18 -0.517628 -1.55289 1.86624 0.900551 -1.22479 -0.517628 0 0 0 -0 -2.55289 2.18266 2.44958 -1.93195 
13.2 -0.531559 -1.59468 1.86624 0.900551 -1.22809 -0.531559 0 0 0 -0 -2.59468 2.18266 2.45618 -1.92462 
13.22 -0.545272 -1.63581 1.86624 0.900551 -1.23089 -0.545272 0 0 0 -0 -2.63581 2.18266 2.46179 -1.91652 
13.24 -0.55876 -1.67628 1.86624 0.900551 -1.23321 -0.55876 0 0 0 -0 -2.67628 2.18266 2.46642 -1.90766 
13.26 -0.572021 -1.71606 1.86624 0.900551 -1.23503 -0.572021 0 0 0 -0 -2.71606 2.18266 2.47006 -1.89804 
13.28 -0.585047 -1.75514 1.86624 0.900551 -1.23635 -0.585047 0 0 0 -0 -2.75514 2.18266 2.47271 -1.88766 
13.3 -0.597834 -1.7935 1.86624 0.900551 -1.23718 -0.597834 0 0 0 -0 -2.7935 2.18266 2.47437 -1.87653 
13.32 -0.610377 -1.83113 1.86624 0.900551 -1.23752 -0.610377 0 0 0 -0 -2.83113 2.18266 2.47504 -1.86466 
13.34 -0.62267 -1.86801 1.86624 0.900551 -1.23736 -0.62267 0 0 0 -0 -2.86801 2.18266 2.47472 -1.85205 
13.36 -0.63471 -1.90413 1.86624 0.900551 -1.2367 -0.63471 0 0 0 -0 -2.90413 2.18266 2.47341 -1.8387 
13.38 -0.646492 -1.93947 1.86624 0.900551 -1.23556 -0.646492 0 0 0 -0 -2.93947 2.18266 2.47111 -1.82462 
13.4 -0.65801 -1.97403 1.86624 0.900551 -1.23391 -0.65801 0 0 0 -0 -2.97403 2.18266 2.46783 -1.80982 
13.42 -0.66926 -2.00778 1.86624 0.900551 -1.23178 -0.66926 0 0 0 -0 -3.00778 2.18266 2.46356 -1.7943 
13.44 -0.680238 -2.04072 1.86624 0.900551 -1.22915 -0.680238 0 0 0 -0 -3.04072 2.18266 2.45831 -1.77807 
13.46 -0.69094 -2.07282 1.86624 0.900551 -1.22604 -0.69094 0 0 0 -0 -3.07282 2.18266 2.45207 -1.76113 
13.48 -0.701362 -2.10408 1.86624 0.900551 -1.22243 -0.701362 0 0 0 -0 -3.10408 2.18266 2.44486 -1.7435 
13.5 -0.711498 -2.1345 1.86624 0.900551 -1.21834 -0.711498 0 0 0 -0 -3.1345 2.18266 2.43667 -1.72518 
13.52 -0.721347 -2.16404 1.86624 0.900551 -1.21376 -0.721347 0 0 0 -0 -3.16404 2.18266 2.42752 -1.70617 
13.54 -0.730903 -2.19271 1.86624 0.900551 -1.2087 -0.730903 0 0 0 -0 -3.19271 2.18266 2.41739 -1.68649 
13.56 -0.740162 -2.22049 1.86624 0.900551 -1.20315 -0.740162 0 0 0 -0 -3.22049 2.18266 2.40631 -1.66614 
13.58 -0.749122 -2.24737 1.86624 0.900551 -1.19713 -0.749122 0 0 0 -0 -3.24737 2.18266 2.39426 -1.64514 
13.6 -0.75778 -2.27334 1.86624 0.900551 -1.19063 -0.75778 0 0 0 -0 -3.27334 2.18266 2.38126 -1.62348 
13.62 -0.76613 -2.29839 1.86624 0.900551 -1.18366 -0.76613 0 0 0 -0 -3.29839 2.18266 2.36732 -1.60119 
13.64 -0.774171 -2.32251 1.86624 0.900551 -1.17622 -0.774171 0 0 0 -0 -3.32251 2.18266 2.35243 -1.57826 
13.66 -0.781899 -2.3457 1.86624 0.900551 -1.16831 -0.781899 0 0 0 -0 -3.3457 2.18266 2.33662 -1.55472 
13.68 -0.789312 -2.36794 1.86624 0.900551 -1.15993 -0.789312 0 0 0 -0 -3.36794 2.18266 2.31987 -1.53056 
13.7 -0.796406 -2.38922 1.86624 0.900551 -1.1511 -0.796406 0 0 0 -0 -3.38922 2.18266 2.3022 -1.50579 
13.72 -0.803178 -2.40953 1.86624 0.900551 -1.14181 -0.803178 0 0 0 -0 -3.40953 2.18266 2.28362 -1.48044 
13.74 -0.809627 -2.42888 1.86624 0.900551 -1.13206 -0.809627 0 0 0 -0 -3.42888 2.18266 2.26413 -1.4545 
13.76 -0.815749 -2.44725 1.86624 0.900551 -1.12187 -0.815749 0 0 0 -0 -3.44725 2.18266 2.24374 -1.428 
13.78 -0.821543 -2.46463 1.86624 0.900551 -1.11124 -0.821543 0 0 0 -0 -3.46463 2.18266 2.22247 -1.40093 
13.8 -0.827006 -2.48102 1.86624 0.900551 -1.10016 -0.827006 0 0 0 -0 -3.48102 2.18266 2.20032 -1.37331 
13.82 -0.832136 -2.49641 1.86624 0.900551 -1.08865 -0.832136 0 0 0 -0 -3.49641 2.18266 2.17729 -1.34515 
13.84 -0.836932 -2.5108 1.86624 0.900551 -1.0767 -0.836932 0 0 0 -0 -3.5108 2.18266 2.15341 -1.31647 
13.86 -0.841391 -2.52417 1.86624 0.900551 -1.06433 -0.841391 0 0 0 -0 -3.52417 2.18266 2.12867 -1.28728 
13.88 -0.845511 -2.53653 1.86624 0.900551 -1.05154 -0.845511 0 0 0 -0 -3.53653 2.18266 2.10309 -1.25758 
13.9 -0.849292 -2.54788 1.86624 0.900551 -1.03834 -0.849292 0 0 0 -0 -3.54788 2.18266 2.07668 -1.22739 
13.92 -0.852732 -2.5582 1.86624 0.900551 -1.02472 -0.852732 0 0 0 -0 -3.5582 2.18266 2.04945 -1.19672 
13.94 -0.85583 -2.56749 1.86624 0.900551 -1.01071 -0.85583 0 0 0 -0 -3.56749 2.18266 2.02141 -1.16558 
13.96 -0.858584 -2.57575 1.86624 0.900551 -0.996288 -0.858584 0 0 0 -0 -3.57575 2.18266 1.99258 -1.13399 
13.98 -0.860993 -2.58298 1.86624 0.900551 -0.981477 -0.860993 0 0 0 -0 -3.58298 2.18266 1.96295 -1.10196 
14 -0.863058 -2.58917 1.86624 0.900551 -0.966281 -0.863058 0 0 0 -0 -3.58917 2.18266 1.93256 -1.0695 
14.02 -0.864776 -2.59433 1.86624 0.900551 -0.950704 -0.864776 0 0 0 -0 -3.59433 2.18266 1.90141 -1.03663 
14.04 -0.866149 -2.59845 1.86624 0.900551 -0.934753 -0.866149 0 0 0 -0 -3.59845 2.18266 1.86951 -1.00336 
14.06 -0.867174 -2.60152 1.86624 0.900551 -0.918435 -0.867174 0 0 0 -0 -3.60152 2.18266 1.83687 -0.969695 
14.08 -0.867852 -2.60356 1.86624 0.900551 -0.901756 -0.867852 0 0 0 -0 -3.60356 2.18266 1.80351 -0.935659 
14.1 -0.868183 -2.60455 1.86624 0.900551 -0.884723 -0.868183 0 0 0 -0 -3.60455 2.18266 1.76945 -0.901263 
14.12 -0.868166 -2.6045 1.86624 0.900551 -0.867343 -0.868166 0 0 0 -0 -3.6045 2.18266 1.73469 -0.86652 
14.14 -0.867803 -2.60341 1.86624 0.900551 -0.849623 -0.867803 0 0 0 -0 -3.60341 2.18266 1.69925 -0.831444 
14.16 -0.867092 -2.60128 1.86624 0.900551 -0.831571 -0.867092 0 0 0 -0 -3.60128 2.18266 1.66314 -0.79605 
14.18 -0.866035 -2.59811 1.86624 0.900551 -0.813194 -0.866035 0 0 0 -0 -3.59811 2.18266 1.62639 -0.760352 
14.2 -0.864633 -2.5939 1.86624 0.900551 -0.794498 -0.864633 0 0 0 -0 -3.5939 2.18266 1.589 -0.724364 
14.22 -0.862885 -2.58865 1.86624 0.900551 -0.775493 -0.862885 0 0 0 -0 -3.58865 2.18266 1.55099 -0.688101 
14.24 -0.860793 -2.58238 1.86624 0.900551 -0.756185 -0.860793 0 0 0 -0 -3.58238 2.18266 1.51237 -0.651577 
14.26 -0.858357 -2.57507 1.86624 0.900551 -0.736582 -0.858357 0 0 0 -0 -3.57507 2.18266 1.47316 -0.614807 
14.28 -0.855579 -2.56674 1.86624 0.900551 -0.716693 -0.855579 0 0 0 -0 -3.56674 2.18266 1.43339 -0.577806 
14.3 -0.852461 -2.55738 1.86624 0.900551 -0.696525 -0.852461 0 0 0 -0 -3.55738 2.18266 1.39305 -0.540589 
14.32 -0.849002 -2.54701 1.86624 0.900551 -0.676086 -0.849002 0 0 0 -0 -3.54701 2.18266 1.35217 -0.50317 
14.34 -0.845206 -2.53562 1.86624 0.900551 -0.655386 -0.845206 0 0 0 -0 -3.53562 2.18266 1.31077 -0.465566 
14.36 -0.841073 -2.52322 1.86624 0.900551 -0.634432 -0.841073 0 0 0 -0 -3.52322 2.18266 1.26886 -0.42779 
14.38 -0.836606 -2.50982 1.86624 0.900551 -0.613232 -0.836606 0 0 0 -0 -3.50982 2.18266 1.22646 -0.389858 
14.4 -0.831805 -2.49542 1.86624 0.900551 -0.591796 -0.831805 0 0 0 -0 -3.49542 2.18266 1.18359 -0.351786 
14.42 -0.826675 -2.48002 1.86624 0.900551 -0.570131 -0.826675 0 0 0 -0 -3.48002 2.18266 1.14026 -0.313588 
14.44 -0.821215 -2.46365 1.86624 0.900551 -0.548248 -0.821215 0 0 0 -0 -3.46365 2.18266 1.0965 -0.27528 
14.46 -0.81543 -2.44629 1.86624 0.900551 -0.526154 -0.81543 0 0 0 -0 -3.44629 2.18266 1.05231 -0.236877 
14.48 -0.80932 -2.42796 1.86624 0.900551 -0.503858 -0.80932 0 0 0 -0 -3.42796 2.18266 1.00772 -0.198395 
14.5 -0.80289 -2.40867 1.86624 0.900551 -0.48137 -0.80289 0 0 0 -0 -3.40867 2.18266 0.962739 -0.159849 
14.52 -0.796141 -2.38842 1.86624 0.900551 -0.458698 -0.796141 0 0 0 -0 -3.38842 2.18266 0.917396 -0.121255 
14.54 -0.789077 -2.36723 1.86624 0.900551 -0.435852 -0.789077 0 0 0 -0 -3.36723 2.18266 0.871704 -0.0826272 
14.56 -0.7817 -2.3451 1.86624 0.900551 -0.412841 -0.7817 0 0 0 -0 -3.3451 2.18266 0.825682 -0.0439821 
14.58 -0.774013 -2.32204 1.86624 0.900551 -0.389674 -0.774013 0 0 0 -0 -3.32204 2.18266 0.779348 -0.00533479 
14.6 -0.76602 -2.29806 1.86624 0.900551 -0.36636 -0.76602 0 0 0 0 -3.29806 2.18266 0.73272 0.0332992 
14.62 -0.757723 -2.27317 1.86624 0.900551 -0.342909 -0.757723 0 0 0 0 -3.27317 2.18266 0.685819 0.0719044 
14.64 -0.749127 -2.24738 1.86624 0.900551 -0.319331 -0.749127 0 0 0 0 -3.24738 2.18266 0.638662 0.110465 
14.66 -0.740235 -2.22071 1.86624 0.900551 -0.295634 -0.740235 0 0 0 0 -3.22071 2.18266 0.591268 0.148967 
14.68 -0.731051 -2.19315 1.86624 0.900551 -0.271829 -0.731051 0 0 0 0 -3.19315 2.18266 0.543658 0.187393 
14.7 -0.721578 -2.16473 1.86624 0.900551 -0.247924 -0.721578 0 0 0 0 -3.16473 2.18266 0.495848 0.22573 
14.72 -0.71182 -2.13546 1.86624 0.900551 -0.22393 -0.71182 0 0 0 0 -3.13546 2.18266 0.44786 0.26396 
14.74 -0.701781 -2.10534 1.86624 0.900551 -0.199856 -0.701781 0 0 0 0 -3.10534 2.18266 0.399712 0.30207 
14.76 -0.691466 -2.0744 1.86624 0.900551 -0.175711 -0.691466 0 0 0 0 -3.0744 2.18266 0.351423 0.340044 
14.78 -0.680879 -2.04264 1.86624 0.900551 -0.151506 -0.680879 0 0 0 0 -3.04264 2.18266 0.303013 0.377866 
14.8 -0.670023 -2.01007 1.86624 0.900551 -0.12725 -0.670023 0 0 0 0 -3.01007 2.18266 0.254501 0.415523 
14.82 -0.658904 -1.97671 1.86624 0.900551 -0.102953 -0.658904 0 0 0 0 -2.97671 2.18266 0.205907 0.452998 
14.84 -0.647526 -1.94258 1.86624 0.900551 -0.0786247 -0.647526 0 0 0 0 -2.94258 2.18266 0.157249 0.490277 
14.86 -0.635894 -1.90768 1.86624 0.900551 -0.0542745 -0.635894 0 0 0 0 -2.90768 2.18266 0.108549 0.527345 
14.88 -0.624012 -1.87204 1.86624 0.900551 -0.0299122 -0.624012 0 0 0 0 -2.87204 2.18266 0.0598245 0.564188 
14.9 -0.611885 -1.83566 1.86624 0.900551 -0.00554778 -0.611885 0 0 0 0 -2.83566 2.18266 0.0110956 0.60079 
14.92 -0.599519 -1.79856 1.86624 0.900551 0.0188092 -0.599519 0 0 0 0 -2.79856 2.18266 -0.0376183 0.637137 
14.94 -0.586917 -1.76075 1.86624 0.900551 0.0431488 -0.586917 0 0 0 0 -2.76075 2.18266 -0.0862977 0.673215 
14.96 -0.574086 -1.72226 1.86624 0.900551 0.0674615 -0.574086 0 0 0 0 -2.72226 2.18266 -0.134923 0.709009 
14.98 -0.561031 -1.68309 1.86624 0.900551 0.0917375 -0.561031 0 0 0 0 -2.68309 2.18266 -0.183475 0.744506 
15 -0.547757 -1.64327 1.86624 0.900551 0.115967 -0.547757 0 0 0 0 -2.64327 2.18266 -0.231934 0.779691 
15.02 -0.534268 -1.60281 1.86624 0.900551 0.140141 -0.534268 0 0 0 0 -2.60281 2.18266 -0.280281 0.81455 
15.04 -0.520572 -1.56172 1.86624 0.900551 0.164249 -0.520572 0 0 0 0 -2.56172 2.18266 -0.328497 0.849069 
15.06 -0.506673 -1.52002 1.86624 0.900551 0.188281 -0.506673 0 0 0 0 -2.52002 2.18266 -0.376562 0.883235 
15.08 -0.492577 -1.47773 1.86624 0.900551 0.212229 -0.492577 0 0 0 0 -2.47773 2.18266 -0.424457 0.917034 
15.1 -0.478289 -1.43487 1.86624 0.900551 0.236082 -0.478289 0 0 0 0 -2.43487 2.18266 -0.472164 0.950453 
15.12 -0.463816 -1.39145 1.86624 0.900551 0.259831 -0.463816 0 0 0 0 -2.39145 2.18266 -0.519662 0.983479 
15.14 -0.449164 -1.34749 1.86624 0.900551 0.283467 -0.449164 0 0 0 0 -2.34749 2.18266 -0.566934 1.0161 
15.16 -0.434337 -1.30301 1.86624 0.900551 0.30698 -0.434337 0 0 0 0 -2.30301 2.18266 -0.61396 1.0483 
15.18 -0.419343 -1.25803 1.86624 0.900551 0.330361 -0.419343 0 0 0 0 -2.25803 2.18266 -0.660722 1.08007 
15.2 -0.404188 -1.21256 1.86624 0.900551 0.353601 -0.404188 0 0 0 0 -2.21256 2.18266 -0.707201 1.11139 
15.22 -0.388876 -1.16663 1.86624 0.900551 0.37669 -0.388876 0 0 0 0 -2.16663 2.18266 -0.753379 1.14226 
15.24 -0.373416 -1.12025 1.86624 0.900551 0.399618 -0.373416 0 0 0 0 -2.12025 2.18266 -0.799237 1.17265 
15.26 -0.357812 -1.07344 1.86624 0.900551 0.422379 -0.357812 0 0 0 0 -2.07344 2.18266 -0.844757 1.20257 
15.28 -0.342071 -1.02621 1.86624 0.900551 0.444961 -0.342071 0 0 0 0 -2.02621 2.18266 -0.889921 1.23199 
15.3 -0.3262 -0.9786 1.86624 0.900551 0.467356 -0.3262 0 0 0 0 -1.9786 2.18266 -0.934711 1.26091 
15.32 -0.310205 -0.930615 1.86624 0.900551 0.489555 -0.310205 0 0 0 0 -1.93061 2.18266 -0.97911 1.28931 
15.34 -0.294092 -0.882276 1.86624 0.900551 0.51155 -0.294092 0 0 0 0 -1.88228 2.18266 -1.0231 1.31719 
15.36 -0.277868 -0.833604 1.86624 0.900551 0.533331 -0.277868 0 0 0 0 -1.8336 2.18266 -1.06666 1.34453 
15.38 -0.261539 -0.784618 1.86624 0.900551 0.55489 -0.261539 0 0 0 0 -1.78462 2.18266 -1.10978 1.37132 
15.4 -0.245113 -0.735338 1.86624 0.900551 0.576219 -0.245113 0 0 0 0 -1.73534 2.18266 -1.15244 1.39755 
15.42 -0.228595 -0.685784 1.86624 0.900551 0.597309 -0.228595 0 0 0 0 -1.68578 2.18266 -1.19462 1.42321 
15.44 -0.211992 -0.635976 1.86624 0.900551 0.618152 -0.211992 0 0 0 0 -1.63598 2.18266 -1.2363 1.4483 
15.46 -0.195311 -0.585933 1.86624 0.900551 0.638739 -0.195311 0 0 0 0 -1.58593 2.18266 -1.27748 1.47279 
15.48 -0.178558 -0.535675 1.86624 0.900551 0.659063 -0.178558 0 0 0 0 -1.53568 2.18266 -1.31813 1.49668 
15.5 -0.161741 -0.485224 1.86624 0.900551 0.679115 -0.161741 0 0 0 0 -1.48522 2.18266 -1.35823 1.51997 
15.52 -0.144866 -0.434599 1.86624 0.900551 0.698887 -0.144866 0 0 0 0 -1.4346 2.18266 -1.39777 1.54264 
15.54 -0.12794 -0.38382 1.86624 0.900551 0.718372 -0.12794 0 0 0 0 -1.38382 2.18266 -1.43674 1.56468 
15.56 -0.110969 -0.332908 1.86624 0.900551 0.737562 -0.110969 0 0 0 0 -1.33291 2.18266 -1.47512 1.58609 
15.58 -0.0939611 -0.281883 1.86624 0.900551 0.75645 -0.0939611 0 0 0 0 -1.28188 2.18266 -1.5129 1.60686 
15.6 -0.0769222 -0.230766 1.86624 0.900551 0.775027 -0.0769222 0 0 0 0 -1.23077 2.18266 -1.55005 1.62698 
15.62 -0.0598592 -0.179578 1.86624 0.900551 0.793287 -0.0598592 0 0 0 0 -1.17958 2.18266 -1.58657 1.64643 
15.64 -0.0427792 -0.128338 1.86624 0.900551 0.811223 -0.0427792 0 0 0 0 -1.12834 2.18266 -1.62245 1.66522 
15.66 -0.0256889 -0.0770666 1.86624 0.900551 0.828827 -0.0256889 0 0 0 0 -1.07707 2.18266 -1.65765 1.68334 
15.68 -0.00859511 -0.0257853 1.86624 0.900551 0.846093 -0.00859511 0 0 0 0 -1.02579 2.18266 -1.69219 1.70078 
15.7 0.00849524 0.0254857 1.86624 0.900551 0.863013 0.00849524 0 0 0 0 -0.974514 2.18266 -1.72603 1.71753 
15.72 0.0255754 0.0767261 1.86624 0.900551 0.879582 0.0255754 0 0 0 0 -0.923274 2.18266 -1.75916 1.73359 
15.74 0.0426384 0.127915 1.86624 0.900551 0.895792 0.0426384 0 0 0 0 -0.872085 2.18266 -1.79158 1.74895 
15.76 0.0596776 0.179033 1.86624 0.900551 0.911638 0.0596776 0 0 0 0 -0.820967 2.18266 -1.82328 1.7636 
15.78 0.0766862 0.230058 1.86624 0.900551 0.927112 0.0766862 0 0 0 0 -0.769942 2.18266 -1.85422 1.77754 
15.8 0.0936572 0.280972 1.86624 0.900551 0.94221 0.0936572 0 0 0 0 -0.719028 2.18266 -1.88442 1.79076 
15.82 0.110584 0.331752 1.86624 0.900551 0.956925 0.110584 0 0 0 0 -0.668248 2.18266 -1.91385 1.80327 
15.84 0.12746 0.38238 1.86624 0.900551 0.971252 0.12746 0 0 0 0 -0.61762 2.18266 -1.9425 1.81504 
15.86 0.144278 0.432834 1.86624 0.900551 0.985185 0.144278 0 0 0 0 -0.567166 2.18266 -1.97037 1.82609 
15.88 0.161032 0.483095 1.86624 0.900551 0.998718 0.161032 0 0 0 0 -0.516905 2.18266 -1.99744 1.8364 
15.9 0.177714 0.533143 1.86624 0.900551 1.01185 0.177714 0 0 0 0 -0.466857 2.18266 -2.02369 1.84598 
15.92 0.194319 0.582958 1.86624 0.900551 1.02456 0.194319 0 0 0 0 -0.417042 2.18266 -2.04913 1.85481 
15.94 0.21084 0.63252 1.86624 0.900551 1.03687 0.21084 0 0 0 0 -0.36748 2.18266 -2.07374 1.8629 
15.96 0.22727 0.681809 1.86624 0.900551 1.04875 0.22727 0 0 0 0 -0.318191 2.18266 -2.09751 1.87024 
15.98 0.243602 0.730805 1.86624 0.900551 1.06021 0.243602 0 0 0 0 -0.269195 2.18266 -2.12043 1.87682 
16 0.25983 0.77949 1.86624 0.900551 1.07124 0.25983 0 0 0 0 -0.22051 2.18266 -2.14249 1.88266 
16.02 0.275948 0.827844 1.86624 0.900551 1.08184 0.275948 0 0 0 0 -0.172156 2.18266 -2.16369 1.88774 
16.04 0.291949 0.875847 1.86624 0.900551 1.09201 0.291949 0 0 0 0 -0.124153 2.18266 -2.18401 1.89206 
16.06 0.307827 0.923481 1.86624 0.900551 1.10173 0.307827 0 0 0 0 -0.0765188 2.18266 -2.20345 1.89563 
16.08 0.323576 0.970727 1.86624 0.900551 1.111 0.323576 0 0 0 0 -0.0292731 2.18266 -2.22201 1.89843 
16.1 0.339189 1.01757 1.86624 0.900551 1.11983 0.339189 0 0 0 0 0.0175656 2.18266 -2.23967 1.90048 
16.12 0.35466 1.06398 1.86624 0.900551 1.12821 0.35466 0 0 0 0 0.0639787 2.18266 -2.25642 1.90176 
16.14 0.369983 1.10995 1.86624 0.900551 1.13613 0.369983 0 0 0 0 0.109948 2.18266 -2.27227 1.90229 
16.16 0.385152 1.15545 1.86624 0.900551 1.1436 0.385152 0 0 0 0 0.155455 2.18266 -2.2872 1.90205 
16.18 0.40016 1.20048 1.86624 0.900551 1.15061 0.40016 0 0 0 0 0.200481 2.18266 -2.30121 1.90105 
16.2 0.415003 1.24501 1.86624 0.900551 1.15715 0.415003 0 0 0 0 0.24501 2.18266 -2.3143 1.89929 
16.22 0.429674 1.28902 1.86624 0.900551 1.16323 0.429674 0 0 0 0 0.289023 2.18266 -2.32645 1.89678 
16.24 0.444168 1.3325 1.86624 0.900551 1.16884 0.444168 0 0 0 0 0.332503 2.18266 -2.33767 1.89351 
16.26 0.458478 1.37543 1.86624 0.900551 1.17398 0.458478 0 0 0 0 0.375433 2.18266 -2.34795 1.88948 
16.28 0.472599 1.4178 1.86624 0.900551 1.17865 0.472599 0 0 0 0 0.417796 2.18266 -2.35729 1.88469 
16.3 0.486525 1.45958 1.86624 0.900551 1.18284 0.486525 0 0 0 0 0.459575 2.18266 -2.36568 1.87916 
16.32 0.500251 1.50075 1.86624 0.900551 1.18656 0.500251 0 0 0 0 0.500754 2.18266 -2.37313 1.87287 
16.34 0.513772 1.54132 1.86624 0.900551 1.18981 0.513772 0 0 0 0 0.541316 2.18266 -2.37962 1.86584 
16.36 0.527082 1.58125 1.86624 0.900551 1.19258 0.527082 0 0 0 0 0.581246 2.18266 -2.38515 1.85807 
16.38 0.540176 1.62053 1.86624 0.900551 1.19487 0.540176 0 0 0 0 0.620527 2.18266 -2.38973 1.84956 
16.4 0.553048 1.65915 1.86624 0.900551 1.19668 0.553048 0 0 0 0 0.659145 2.18266 -2.39336 1.84031 
16.42 0.565695 1.69708 1.86624 0.900551 1.19801 0.565695 0 0 0 0 0.697084 2.18266 -2.39602 1.83033 
16.44 0.57811 1.73433 1.86624 0.900551 1.19886 0.57811 0 0 0 0 0.734329 2.18266 -2.39773 1.81962 
16.46 0.590289 1.77087 1.86624 0.900551 1.19924 0.590289 0 0 0 0 0.770866 2.18266 -2.39847 1.80819 
