t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 jL0102 jE1000 jE1100 jE1200 jxH1300 jyH1300 jxH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
1.4118 -0.0118246 -0.0192023 -1.764 0 0.8236 0 0.8236 1.81138 1.18306 -0.1764 -0.1764 0.183058 -8.236e-05 -8.236e-05 0.000118246 0 0 0 0 -8.236e-05 0 -8.236e-05 0.00016472 0.000118306 0 0 0
1.412 -0.0118541 -0.0192138 -1.76 0 0.824 0 0.824 1.84062 1.18598 -0.176 -0.176 0.185984 -8.24e-05 -8.24e-05 0.000118541 0 0 0 0 -8.24e-05 0 -8.24e-05 0.0001648 0.000118598 0 0 0
1.4122 -0.0118834 -0.019225 -1.756 0 0.8244 0 0.8244 1.8698 1.1889 -0.1756 -0.1756 0.188902 -8.244e-05 -8.244e-05 0.000118834 0 0 0 0 -8.244e-05 0 -8.244e-05 0.00016488 0.00011889 0 0 0
1.4124 -0.0119127 -0.0192358 -1.752 0 0.8248 0 0.8248 1.8989 1.19181 -0.1752 -0.1752 0.191813 -8.248e-05 -8.248e-05 0.000119127 0 0 0 0 -8.248e-05 0 -8.248e-05 0.00016496 0.000119181 0 0 0
1.4126 -0.0119419 -0.0192462 -1.748 0 0.8252 0 0.8252 1.92792 1.19472 -0.1748 -0.1748 0.194717 -8.252e-05 -8.252e-05 0.000119419 0 0 0 0 -8.252e-05 0 -8.252e-05 0.00016504 0.000119472 0 0 0
1.4128 -0.0119711 -0.0192563 -1.744 0 0.8256 0 0.8256 1.95687 1.19761 -0.1744 -0.1744 0.197612 -8.256e-05 -8.256e-05 0.000119711 0 0 0 0 -8.256e-05 0 -8.256e-05 0.00016512 0.000119761 0 0 0
1.413 -0.0120002 -0.019266 -1.74 0 0.826 0 0.826 1.98574 1.2005 -0.174 -0.174 0.200501 -8.26e-05 -8.26e-05 0.000120002 0 0 0 0 -8.26e-05 0 -8.26e-05 0.0001652 0.00012005 0 0 0
1.4132 -0.0120291 -0.0192753 -1.736 0 0.8264 0 0.8264 2.01453 1.20338 -0.1736 -0.1736 0.203381 -8.264e-05 -8.264e-05 0.000120291 0 0 0 0 -8.264e-05 0 -8.264e-05 0.00016528 0.000120338 0 0 0
1.4134 -0.012058 -0.0192843 -1.732 0 0.8268 0 0.8268 2.04325 1.20625 -0.1732 -0.1732 0.206253 -8.268e-05 -8.268e-05 0.00012058 0 0 0 0 -8.268e-05 0 -8.268e-05 0.00016536 0.000120625 0 0 0
1.4136 -0.0120869 -0.0192929 -1.728 0 0.8272 0 0.8272 2.07188 1.20912 -0.1728 -0.1728 0.209117 -8.272e-05 -8.272e-05 0.000120869 0 0 0 0 -8.272e-05 0 -8.272e-05 0.00016544 0.000120912 0 0 0
1.4138 -0.0121156 -0.0193012 -1.724 0 0.8276 0 0.8276 2.10043 1.21197 -0.1724 -0.1724 0.211973 -8.276e-05 -8.276e-05 0.000121156 0 0 0 0 -8.276e-05 0 -8.276e-05 0.00016552 0.000121197 0 0 0
1.414 -0.0121443 -0.019309 -1.72 0 0.828 0 0.828 2.1289 1.21482 -0.172 -0.172 0.214821 -8.28e-05 -8.28e-05 0.000121443 0 0 0 0 -8.28e-05 0 -8.28e-05 0.0001656 0.000121482 0 0 0
1.4142 -0.0121728 -0.0193166 -1.716 0 0.8284 0 0.8284 2.15728 1.21766 -0.1716 -0.1716 0.21766 -8.284e-05 -8.284e-05 0.000121728 0 0 0 0 -8.284e-05 0 -8.284e-05 0.00016568 0.000121766 0 0 0
1.4144 -0.0122013 -0.0193237 -1.712 0 0.8288 0 0.8288 2.18558 1.22049 -0.1712 -0.1712 0.22049 -8.288e-05 -8.288e-05 0.000122013 0 0 0 0 -8.288e-05 0 -8.288e-05 0.00016576 0.000122049 0 0 0
1.4146 -0.0122297 -0.0193305 -1.708 0 0.8292 0 0.8292 2.21379 1.22331 -0.1708 -0.1708 0.223312 -8.292e-05 -8.292e-05 0.000122297 0 0 0 0 -8.292e-05 0 -8.292e-05 0.00016584 0.000122331 0 0 0
1.4148 -0.012258 -0.0193369 -1.704 0 0.8296 0 0.8296 2.24192 1.22613 -0.1704 -0.1704 0.226125 -8.296e-05 -8.296e-05 0.00012258 0 0 0 0 -8.296e-05 0 -8.296e-05 0.00016592 0.000122613 0 0 0
1.415 -0.0122863 -0.0193429 -1.7 0 0.83 0 0.83 2.26995 1.22893 -0.17 -0.17 0.22893 -8.3e-05 -8.3e-05 0.000122863 0 0 0 0 -8.3e-05 0 -8.3e-05 0.000166 0.000122893 0 0 0
1.4152 -0.0123144 -0.0193486 -1.696 0 0.8304 0 0.8304 2.2979 1.23172 -0.1696 -0.1696 0.231725 -8.304e-05 -8.304e-05 0.000123144 0 0 0 0 -8.304e-05 0 -8.304e-05 0.00016608 0.000123172 0 0 0
1.4154 -0.0123425 -0.0193539 -1.692 0 0.8308 0 0.8308 2.32576 1.23451 -0.1692 -0.1692 0.234511 -8.308e-05 -8.308e-05 0.000123425 0 0 0 0 -8.308e-05 0 -8.308e-05 0.00016616 0.000123451 0 0 0
1.4156 -0.0123704 -0.0193588 -1.688 0 0.8312 0 0.8312 2.35352 1.23729 -0.1688 -0.1688 0.237288 -8.312e-05 -8.312e-05 0.000123704 0 0 0 0 -8.312e-05 0 -8.312e-05 0.00016624 0.000123729 0 0 0
1.4158 -0.0123983 -0.0193634 -1.684 0 0.8316 0 0.8316 2.38119 1.24006 -0.1684 -0.1684 0.240055 -8.316e-05 -8.316e-05 0.000123983 0 0 0 0 -8.316e-05 0 -8.316e-05 0.00016632 0.000124006 0 0 0
1.416 -0.012426 -0.0193676 -1.68 0 0.832 0 0.832 2.40877 1.24281 -0.168 -0.168 0.242814 -8.32e-05 -8.32e-05 0.00012426 0 0 0 0 -8.32e-05 0 -8.32e-05 0.0001664 0.000124281 0 0 0
1.4162 -0.0124537 -0.0193714 -1.676 0 0.8324 0 0.8324 2.43625 1.24556 -0.1676 -0.1676 0.245562 -8.324e-05 -8.324e-05 0.000124537 0 0 0 0 -8.324e-05 0 -8.324e-05 0.00016648 0.000124556 0 0 0
1.4164 -0.0124813 -0.0193749 -1.672 0 0.8328 0 0.8328 2.46364 1.2483 -0.1672 -0.1672 0.248301 -8.328e-05 -8.328e-05 0.000124813 0 0 0 0 -8.328e-05 0 -8.328e-05 0.00016656 0.00012483 0 0 0
1.4166 -0.0125088 -0.019378 -1.668 0 0.8332 0 0.8332 2.49093 1.25103 -0.1668 -0.1668 0.25103 -8.332e-05 -8.332e-05 0.000125088 0 0 0 0 -8.332e-05 0 -8.332e-05 0.00016664 0.000125103 0 0 0
1.4168 -0.0125361 -0.0193807 -1.664 0 0.8336 0 0.8336 2.51812 1.25375 -0.1664 -0.1664 0.25375 -8.336e-05 -8.336e-05 0.000125361 0 0 0 0 -8.336e-05 0 -8.336e-05 0.00016672 0.000125375 0 0 0
1.417 -0.0125634 -0.019383 -1.66 0 0.834 0 0.834 2.54521 1.25646 -0.166 -0.166 0.256459 -8.34e-05 -8.34e-05 0.000125634 0 0 0 0 -8.34e-05 0 -8.34e-05 0.0001668 0.000125646 0 0 0
1.4172 -0.0125906 -0.019385 -1.656 0 0.8344 0 0.8344 2.5722 1.25916 -0.1656 -0.1656 0.259158 -8.344e-05 -8.344e-05 0.000125906 0 0 0 0 -8.344e-05 0 -8.344e-05 0.00016688 0.000125916 0 0 0
1.4174 -0.0126177 -0.0193866 -1.652 0 0.8348 0 0.8348 2.59909 1.26185 -0.1652 -0.1652 0.261847 -8.348e-05 -8.348e-05 0.000126177 0 0 0 0 -8.348e-05 0 -8.348e-05 0.00016696 0.000126185 0 0 0
1.4176 -0.0126446 -0.0193878 -1.648 0 0.8352 0 0.8352 2.62587 1.26453 -0.1648 -0.1648 0.264526 -8.352e-05 -8.352e-05 0.000126446 0 0 0 0 -8.352e-05 0 -8.352e-05 0.00016704 0.000126453 0 0 0
1.4178 -0.0126715 -0.0193887 -1.644 0 0.8356 0 0.8356 2.65256 1.26719 -0.1644 -0.1644 0.267194 -8.356e-05 -8.356e-05 0.000126715 0 0 0 0 -8.356e-05 0 -8.356e-05 0.00016712 0.000126719 0 0 0
1.418 -0.0126983 -0.0193892 -1.64 0 0.836 0 0.836 2.67913 1.26985 -0.164 -0.164 0.269852 -8.36e-05 -8.36e-05 0.000126983 0 0 0 0 -8.36e-05 0 -8.36e-05 0.0001672 0.000126985 0 0 0
1.4182 -0.0127249 -0.0193893 -1.636 0 0.8364 0 0.8364 2.70561 1.2725 -0.1636 -0.1636 0.2725 -8.364e-05 -8.364e-05 0.000127249 0 0 0 0 -8.364e-05 0 -8.364e-05 0.00016728 0.00012725 0 0 0
1.4184 -0.0127515 -0.0193891 -1.632 0 0.8368 0 0.8368 2.73197 1.27514 -0.1632 -0.1632 0.275136 -8.368e-05 -8.368e-05 0.000127515 0 0 0 0 -8.368e-05 0 -8.368e-05 0.00016736 0.000127514 0 0 0
1.4186 -0.0127779 -0.0193885 -1.628 0 0.8372 0 0.8372 2.75823 1.27776 -0.1628 -0.1628 0.277762 -8.372e-05 -8.372e-05 0.000127779 0 0 0 0 -8.372e-05 0 -8.372e-05 0.00016744 0.000127776 0 0 0
1.4188 -0.0128043 -0.0193875 -1.624 0 0.8376 0 0.8376 2.78438 1.28038 -0.1624 -0.1624 0.280377 -8.376e-05 -8.376e-05 0.000128043 0 0 0 0 -8.376e-05 0 -8.376e-05 0.00016752 0.000128038 0 0 0
1.419 -0.0128305 -0.0193861 -1.62 0 0.838 0 0.838 2.81042 1.28298 -0.162 -0.162 0.28298 -8.38e-05 -8.38e-05 0.000128305 0 0 0 0 -8.38e-05 0 -8.38e-05 0.0001676 0.000128298 0 0 0
1.4192 -0.0128566 -0.0193844 -1.616 0 0.8384 0 0.8384 2.83634 1.28557 -0.1616 -0.1616 0.285573 -8.384e-05 -8.384e-05 0.000128566 0 0 0 0 -8.384e-05 0 -8.384e-05 0.00016768 0.000128557 0 0 0
1.4194 -0.0128826 -0.0193823 -1.612 0 0.8388 0 0.8388 2.86216 1.28815 -0.1612 -0.1612 0.288154 -8.388e-05 -8.388e-05 0.000128826 0 0 0 0 -8.388e-05 0 -8.388e-05 0.00016776 0.000128815 0 0 0
1.4196 -0.0129085 -0.0193798 -1.608 0 0.8392 0 0.8392 2.88786 1.29072 -0.1608 -0.1608 0.290724 -8.392e-05 -8.392e-05 0.000129085 0 0 0 0 -8.392e-05 0 -8.392e-05 0.00016784 0.000129072 0 0 0
1.4198 -0.0129342 -0.019377 -1.604 0 0.8396 0 0.8396 2.91345 1.29328 -0.1604 -0.1604 0.293283 -8.396e-05 -8.396e-05 0.000129342 0 0 0 0 -8.396e-05 0 -8.396e-05 0.00016792 0.000129328 0 0 0
1.42 -0.0129599 -0.0193738 -1.6 0 0.84 0 0.84 2.93893 1.29583 -0.16 -0.16 0.29583 -8.4e-05 -8.4e-05 0.000129599 0 0 0 0 -8.4e-05 0 -8.4e-05 0.000168 0.000129583 0 0 0
1.4202 -0.0129854 -0.0193702 -1.596 0 0.8404 0 0.8404 2.96428 1.29837 -0.1596 -0.1596 0.298365 -8.404e-05 -8.404e-05 0.000129854 0 0 0 0 -8.404e-05 0 -8.404e-05 0.00016808 0.000129837 0 0 0
1.4204 -0.0130109 -0.0193663 -1.592 0 0.8408 0 0.8408 2.98952 1.30089 -0.1592 -0.1592 0.300889 -8.408e-05 -8.408e-05 0.000130109 0 0 0 0 -8.408e-05 0 -8.408e-05 0.00016816 0.000130089 0 0 0
1.4206 -0.0130362 -0.019362 -1.588 0 0.8412 0 0.8412 3.01465 1.3034 -0.1588 -0.1588 0.303401 -8.412e-05 -8.412e-05 0.000130362 0 0 0 0 -8.412e-05 0 -8.412e-05 0.00016824 0.00013034 0 0 0
1.4208 -0.0130614 -0.0193573 -1.584 0 0.8416 0 0.8416 3.03965 1.3059 -0.1584 -0.1584 0.305901 -8.416e-05 -8.416e-05 0.000130614 0 0 0 0 -8.416e-05 0 -8.416e-05 0.00016832 0.00013059 0 0 0
1.421 -0.0130864 -0.0193522 -1.58 0 0.842 0 0.842 3.06454 1.30839 -0.158 -0.158 0.308389 -8.42e-05 -8.42e-05 0.000130864 0 0 0 0 -8.42e-05 0 -8.42e-05 0.0001684 0.000130839 0 0 0
1.4212 -0.0131114 -0.0193468 -1.576 0 0.8424 0 0.8424 3.0893 1.31086 -0.1576 -0.1576 0.310864 -8.424e-05 -8.424e-05 0.000131114 0 0 0 0 -8.424e-05 0 -8.424e-05 0.00016848 0.000131086 0 0 0
1.4214 -0.0131362 -0.019341 -1.572 0 0.8428 0 0.8428 3.11394 1.31333 -0.1572 -0.1572 0.313328 -8.428e-05 -8.428e-05 0.000131362 0 0 0 0 -8.428e-05 0 -8.428e-05 0.00016856 0.000131333 0 0 0
1.4216 -0.0131609 -0.0193349 -1.568 0 0.8432 0 0.8432 3.13846 1.31578 -0.1568 -0.1568 0.315779 -8.432e-05 -8.432e-05 0.000131609 0 0 0 0 -8.432e-05 0 -8.432e-05 0.00016864 0.000131578 0 0 0
1.4218 -0.0131854 -0.0193283 -1.564 0 0.8436 0 0.8436 3.16285 1.31822 -0.1564 -0.1564 0.318218 -8.436e-05 -8.436e-05 0.000131854 0 0 0 0 -8.436e-05 0 -8.436e-05 0.00016872 0.000131822 0 0 0
1.422 -0.0132099 -0.0193214 -1.56 0 0.844 0 0.844 3.18712 1.32064 -0.156 -0.156 0.320644 -8.44e-05 -8.44e-05 0.000132099 0 0 0 0 -8.44e-05 0 -8.44e-05 0.0001688 0.000132064 0 0 0
1.4222 -0.0132342 -0.0193142 -1.556 0 0.8444 0 0.8444 3.21126 1.32306 -0.1556 -0.1556 0.323058 -8.444e-05 -8.444e-05 0.000132342 0 0 0 0 -8.444e-05 0 -8.444e-05 0.00016888 0.000132306 0 0 0
1.4224 -0.0132584 -0.0193065 -1.552 0 0.8448 0 0.8448 3.23528 1.32546 -0.1552 -0.1552 0.325459 -8.448e-05 -8.448e-05 0.000132584 0 0 0 0 -8.448e-05 0 -8.448e-05 0.00016896 0.000132546 0 0 0
1.4226 -0.0132825 -0.0192985 -1.548 0 0.8452 0 0.8452 3.25917 1.32785 -0.1548 -0.1548 0.327847 -8.452e-05 -8.452e-05 0.000132825 0 0 0 0 -8.452e-05 0 -8.452e-05 0.00016904 0.000132785 0 0 0
1.4228 -0.0133064 -0.0192902 -1.544 0 0.8456 0 0.8456 3.28293 1.33022 -0.1544 -0.1544 0.330222 -8.456e-05 -8.456e-05 0.000133064 0 0 0 0 -8.456e-05 0 -8.456e-05 0.00016912 0.000133022 0 0 0
1.423 -0.0133302 -0.0192815 -1.54 0 0.846 0 0.846 3.30656 1.33258 -0.154 -0.154 0.332584 -8.46e-05 -8.46e-05 0.000133302 0 0 0 0 -8.46e-05 0 -8.46e-05 0.0001692 0.000133258 0 0 0
1.4232 -0.0133539 -0.0192724 -1.536 0 0.8464 0 0.8464 3.33006 1.33493 -0.1536 -0.1536 0.334933 -8.464e-05 -8.464e-05 0.000133539 0 0 0 0 -8.464e-05 0 -8.464e-05 0.00016928 0.000133493 0 0 0
1.4234 -0.0133774 -0.0192629 -1.532 0 0.8468 0 0.8468 3.35343 1.33727 -0.1532 -0.1532 0.337269 -8.468e-05 -8.468e-05 0.000133774 0 0 0 0 -8.468e-05 0 -8.468e-05 0.00016936 0.000133727 0 0 0
1.4236 -0.0134008 -0.0192531 -1.528 0 0.8472 0 0.8472 3.37666 1.33959 -0.1528 -0.1528 0.339592 -8.472e-05 -8.472e-05 0.000134008 0 0 0 0 -8.472e-05 0 -8.472e-05 0.00016944 0.000133959 0 0 0
1.4238 -0.0134241 -0.0192429 -1.524 0 0.8476 0 0.8476 3.39977 1.3419 -0.1524 -0.1524 0.341901 -8.476e-05 -8.476e-05 0.000134241 0 0 0 0 -8.476e-05 0 -8.476e-05 0.00016952 0.00013419 0 0 0
1.424 -0.0134472 -0.0192323 -1.52 0 0.848 0 0.848 3.42274 1.3442 -0.152 -0.152 0.344197 -8.48e-05 -8.48e-05 0.000134472 0 0 0 0 -8.48e-05 0 -8.48e-05 0.0001696 0.00013442 0 0 0
1.4242 -0.0134703 -0.0192214 -1.516 0 0.8484 0 0.8484 3.44557 1.34648 -0.1516 -0.1516 0.346479 -8.484e-05 -8.484e-05 0.000134703 0 0 0 0 -8.484e-05 0 -8.484e-05 0.00016968 0.000134648 0 0 0
1.4244 -0.0134931 -0.0192101 -1.512 0 0.8488 0 0.8488 3.46827 1.34875 -0.1512 -0.1512 0.348748 -8.488e-05 -8.488e-05 0.000134931 0 0 0 0 -8.488e-05 0 -8.488e-05 0.00016976 0.000134875 0 0 0
1.4246 -0.0135158 -0.0191985 -1.508 0 0.8492 0 0.8492 3.49083 1.351 -0.1508 -0.1508 0.351003 -8.492e-05 -8.492e-05 0.000135158 0 0 0 0 -8.492e-05 0 -8.492e-05 0.00016984 0.0001351 0 0 0
1.4248 -0.0135384 -0.0191865 -1.504 0 0.8496 0 0.8496 3.51325 1.35324 -0.1504 -0.1504 0.353244 -8.496e-05 -8.496e-05 0.000135384 0 0 0 0 -8.496e-05 0 -8.496e-05 0.00016992 0.000135324 0 0 0
1.425 -0.0135609 -0.0191741 -1.5 0 0.85 0 0.85 3.53553 1.35547 -0.15 -0.15 0.355471 -8.5e-05 -8.5e-05 0.000135609 0 0 0 0 -8.5e-05 0 -8.5e-05 0.00017 0.000135547 0 0 0
1.4252 -0.0135832 -0.0191614 -1.496 0 0.8504 0 0.8504 3.55768 1.35768 -0.1496 -0.1496 0.357684 -8.504e-05 -8.504e-05 0.000135832 0 0 0 0 -8.504e-05 0 -8.504e-05 0.00017008 0.000135768 0 0 0
1.4254 -0.0136054 -0.0191483 -1.492 0 0.8508 0 0.8508 3.57968 1.35988 -0.1492 -0.1492 0.359883 -8.508e-05 -8.508e-05 0.000136054 0 0 0 0 -8.508e-05 0 -8.508e-05 0.00017016 0.000135988 0 0 0
1.4256 -0.0136274 -0.0191348 -1.488 0 0.8512 0 0.8512 3.60155 1.36207 -0.1488 -0.1488 0.362068 -8.512e-05 -8.512e-05 0.000136274 0 0 0 0 -8.512e-05 0 -8.512e-05 0.00017024 0.000136207 0 0 0
1.4258 -0.0136493 -0.019121 -1.484 0 0.8516 0 0.8516 3.62327 1.36424 -0.1484 -0.1484 0.364239 -8.516e-05 -8.516e-05 0.000136493 0 0 0 0 -8.516e-05 0 -8.516e-05 0.00017032 0.000136424 0 0 0
1.426 -0.013671 -0.0191068 -1.48 0 0.852 0 0.852 3.64484 1.36639 -0.148 -0.148 0.366395 -8.52e-05 -8.52e-05 0.00013671 0 0 0 0 -8.52e-05 0 -8.52e-05 0.0001704 0.000136639 0 0 0
1.4262 -0.0136926 -0.0190923 -1.476 0 0.8524 0 0.8524 3.66628 1.36854 -0.1476 -0.1476 0.368537 -8.524e-05 -8.524e-05 0.000136926 0 0 0 0 -8.524e-05 0 -8.524e-05 0.00017048 0.000136854 0 0 0
1.4264 -0.0137141 -0.0190774 -1.472 0 0.8528 0 0.8528 3.68757 1.37066 -0.1472 -0.1472 0.370664 -8.528e-05 -8.528e-05 0.000137141 0 0 0 0 -8.528e-05 0 -8.528e-05 0.00017056 0.000137066 0 0 0
1.4266 -0.0137354 -0.0190621 -1.468 0 0.8532 0 0.8532 3.70871 1.37278 -0.1468 -0.1468 0.372777 -8.532e-05 -8.532e-05 0.000137354 0 0 0 0 -8.532e-05 0 -8.532e-05 0.00017064 0.000137278 0 0 0
1.4268 -0.0137566 -0.0190465 -1.464 0 0.8536 0 0.8536 3.72971 1.37488 -0.1464 -0.1464 0.374875 -8.536e-05 -8.536e-05 0.000137566 0 0 0 0 -8.536e-05 0 -8.536e-05 0.00017072 0.000137488 0 0 0
1.427 -0.0137776 -0.0190306 -1.46 0 0.854 0 0.854 3.75056 1.37696 -0.146 -0.146 0.376959 -8.54e-05 -8.54e-05 0.000137776 0 0 0 0 -8.54e-05 0 -8.54e-05 0.0001708 0.000137696 0 0 0
1.4272 -0.0137984 -0.0190143 -1.456 0 0.8544 0 0.8544 3.77126 1.37903 -0.1456 -0.1456 0.379027 -8.544e-05 -8.544e-05 0.000137984 0 0 0 0 -8.544e-05 0 -8.544e-05 0.00017088 0.000137903 0 0 0
1.4274 -0.0138191 -0.0189976 -1.452 0 0.8548 0 0.8548 3.79181 1.38108 -0.1452 -0.1452 0.381081 -8.548e-05 -8.548e-05 0.000138191 0 0 0 0 -8.548e-05 0 -8.548e-05 0.00017096 0.000138108 0 0 0
1.4276 -0.0138397 -0.0189805 -1.448 0 0.8552 0 0.8552 3.81221 1.38312 -0.1448 -0.1448 0.383119 -8.552e-05 -8.552e-05 0.000138397 0 0 0 0 -8.552e-05 0 -8.552e-05 0.00017104 0.000138312 0 0 0
1.4278 -0.0138601 -0.0189632 -1.444 0 0.8556 0 0.8556 3.83247 1.38514 -0.1444 -0.1444 0.385143 -8.556e-05 -8.556e-05 0.000138601 0 0 0 0 -8.556e-05 0 -8.556e-05 0.00017112 0.000138514 0 0 0
1.428 -0.0138804 -0.0189454 -1.44 0 0.856 0 0.856 3.85257 1.38715 -0.144 -0.144 0.387151 -8.56e-05 -8.56e-05 0.000138804 0 0 0 0 -8.56e-05 0 -8.56e-05 0.0001712 0.000138715 0 0 0
1.4282 -0.0139005 -0.0189273 -1.436 0 0.8564 0 0.8564 3.87252 1.38914 -0.1436 -0.1436 0.389144 -8.564e-05 -8.564e-05 0.000139005 0 0 0 0 -8.564e-05 0 -8.564e-05 0.00017128 0.000138914 0 0 0
1.4284 -0.0139204 -0.0189089 -1.432 0 0.8568 0 0.8568 3.89231 1.39112 -0.1432 -0.1432 0.391122 -8.568e-05 -8.568e-05 0.000139204 0 0 0 0 -8.568e-05 0 -8.568e-05 0.00017136 0.000139112 0 0 0
1.4286 -0.0139402 -0.0188901 -1.428 0 0.8572 0 0.8572 3.91195 1.39308 -0.1428 -0.1428 0.393084 -8.572e-05 -8.572e-05 0.000139402 0 0 0 0 -8.572e-05 0 -8.572e-05 0.00017144 0.000139308 0 0 0
1.4288 -0.0139599 -0.0188709 -1.424 0 0.8576 0 0.8576 3.93144 1.39503 -0.1424 -0.1424 0.395031 -8.576e-05 -8.576e-05 0.000139599 0 0 0 0 -8.576e-05 0 -8.576e-05 0.00017152 0.000139503 0 0 0
1.429 -0.0139794 -0.0188515 -1.42 0 0.858 0 0.858 3.95078 1.39696 -0.142 -0.142 0.396963 -8.58e-05 -8.58e-05 0.000139794 0 0 0 0 -8.58e-05 0 -8.58e-05 0.0001716 0.000139696 0 0 0
1.4292 -0.0139987 -0.0188316 -1.416 0 0.8584 0 0.8584 3.96995 1.39888 -0.1416 -0.1416 0.398878 -8.584e-05 -8.584e-05 0.000139987 0 0 0 0 -8.584e-05 0 -8.584e-05 0.00017168 0.000139888 0 0 0
1.4294 -0.0140179 -0.0188114 -1.412 0 0.8588 0 0.8588 3.98897 1.40078 -0.1412 -0.1412 0.400778 -8.588e-05 -8.588e-05 0.000140179 0 0 0 0 -8.588e-05 0 -8.588e-05 0.00017176 0.000140078 0 0 0
1.4296 -0.0140369 -0.0187909 -1.408 0 0.8592 0 0.8592 4.00783 1.40266 -0.1408 -0.1408 0.402663 -8.592e-05 -8.592e-05 0.000140369 0 0 0 0 -8.592e-05 0 -8.592e-05 0.00017184 0.000140266 0 0 0
1.4298 -0.0140558 -0.01877 -1.404 0 0.8596 0 0.8596 4.02654 1.40453 -0.1404 -0.1404 0.404531 -8.596e-05 -8.596e-05 0.000140558 0 0 0 0 -8.596e-05 0 -8.596e-05 0.00017192 0.000140453 0 0 0
1.43 -0.0140744 -0.0187488 -1.4 0 0.86 0 0.86 4.04508 1.40638 -0.14 -0.14 0.406383 -8.6e-05 -8.6e-05 0.000140744 0 0 0 0 -8.6e-05 0 -8.6e-05 0.000172 0.000140638 0 0 0
1.4302 -0.014093 -0.0187272 -1.396 0 0.8604 0 0.8604 4.06347 1.40822 -0.1396 -0.1396 0.40822 -8.604e-05 -8.604e-05 0.00014093 0 0 0 0 -8.604e-05 0 -8.604e-05 0.00017208 0.000140822 0 0 0
1.4304 -0.0141114 -0.0187053 -1.392 0 0.8608 0 0.8608 4.0817 1.41004 -0.1392 -0.1392 0.41004 -8.608e-05 -8.608e-05 0.000141114 0 0 0 0 -8.608e-05 0 -8.608e-05 0.00017216 0.000141004 0 0 0
1.4306 -0.0141296 -0.018683 -1.388 0 0.8612 0 0.8612 4.09976 1.41184 -0.1388 -0.1388 0.411844 -8.612e-05 -8.612e-05 0.000141296 0 0 0 0 -8.612e-05 0 -8.612e-05 0.00017224 0.000141184 0 0 0
1.4308 -0.0141476 -0.0186604 -1.384 0 0.8616 0 0.8616 4.11766 1.41363 -0.1384 -0.1384 0.413632 -8.616e-05 -8.616e-05 0.000141476 0 0 0 0 -8.616e-05 0 -8.616e-05 0.00017232 0.000141363 0 0 0
1.431 -0.0141655 -0.0186374 -1.38 0 0.862 0 0.862 4.1354 1.4154 -0.138 -0.138 0.415404 -8.62e-05 -8.62e-05 0.000141655 0 0 0 0 -8.62e-05 0 -8.62e-05 0.0001724 0.00014154 0 0 0
1.4312 -0.0141832 -0.0186141 -1.376 0 0.8624 0 0.8624 4.15298 1.41716 -0.1376 -0.1376 0.417159 -8.624e-05 -8.624e-05 0.000141832 0 0 0 0 -8.624e-05 0 -8.624e-05 0.00017248 0.000141716 0 0 0
1.4314 -0.0142008 -0.0185905 -1.372 0 0.8628 0 0.8628 4.17039 1.4189 -0.1372 -0.1372 0.418898 -8.628e-05 -8.628e-05 0.000142008 0 0 0 0 -8.628e-05 0 -8.628e-05 0.00017256 0.00014189 0 0 0
1.4316 -0.0142182 -0.0185665 -1.368 0 0.8632 0 0.8632 4.18764 1.42062 -0.1368 -0.1368 0.420621 -8.632e-05 -8.632e-05 0.000142182 0 0 0 0 -8.632e-05 0 -8.632e-05 0.00017264 0.000142062 0 0 0
1.4318 -0.0142354 -0.0185422 -1.364 0 0.8636 0 0.8636 4.20472 1.42233 -0.1364 -0.1364 0.422327 -8.636e-05 -8.636e-05 0.000142354 0 0 0 0 -8.636e-05 0 -8.636e-05 0.00017272 0.000142233 0 0 0
1.432 -0.0142525 -0.0185176 -1.36 0 0.864 0 0.864 4.22164 1.42402 -0.136 -0.136 0.424016 -8.64e-05 -8.64e-05 0.000142525 0 0 0 0 -8.64e-05 0 -8.64e-05 0.0001728 0.000142402 0 0 0
1.4322 -0.0142694 -0.0184926 -1.356 0 0.8644 0 0.8644 4.23839 1.42569 -0.1356 -0.1356 0.425688 -8.644e-05 -8.644e-05 0.000142694 0 0 0 0 -8.644e-05 0 -8.644e-05 0.00017288 0.000142569 0 0 0
1.4324 -0.0142861 -0.0184673 -1.352 0 0.8648 0 0.8648 4.25497 1.42734 -0.1352 -0.1352 0.427344 -8.648e-05 -8.648e-05 0.000142861 0 0 0 0 -8.648e-05 0 -8.648e-05 0.00017296 0.000142734 0 0 0
1.4326 -0.0143027 -0.0184417 -1.348 0 0.8652 0 0.8652 4.27139 1.42898 -0.1348 -0.1348 0.428983 -8.652e-05 -8.652e-05 0.000143027 0 0 0 0 -8.652e-05 0 -8.652e-05 0.00017304 0.000142898 0 0 0
1.4328 -0.014319 -0.0184157 -1.344 0 0.8656 0 0.8656 4.28763 1.4306 -0.1344 -0.1344 0.430605 -8.656e-05 -8.656e-05 0.00014319 0 0 0 0 -8.656e-05 0 -8.656e-05 0.00017312 0.00014306 0 0 0
1.433 -0.0143353 -0.0183894 -1.34 0 0.866 0 0.866 4.30371 1.43221 -0.134 -0.134 0.43221 -8.66e-05 -8.66e-05 0.000143353 0 0 0 0 -8.66e-05 0 -8.66e-05 0.0001732 0.000143221 0 0 0
