t 1 2 3 jL0200 4 5 6 jE0601 jVX jV0400 
52.56 0 0.000404172 2.07297 1.10262 1 0 -1.10242 0 -1.10242 -0.000199514 
52.57 0 0.000402265 2.07297 1.10262 1 0 -1.10242 0 -1.10242 -0.000203139 
52.58 0 0.000400327 2.07297 1.10262 1 0 -1.10242 0 -1.10242 -0.000206732 
52.59 0 0.000398357 2.07297 1.10263 1 0 -1.10242 0 -1.10242 -0.000210292 
52.6 0 0.000396355 2.07297 1.10263 1 0 -1.10242 0 -1.10242 -0.00021382 
52.61 0 0.000394323 2.07297 1.10264 1 0 -1.10242 0 -1.10242 -0.000217315 
52.62 0 0.00039226 2.07297 1.10264 1 0 -1.10242 0 -1.10242 -0.000220776 
52.63 0 0.000390166 2.07297 1.10264 1 0 -1.10242 0 -1.10242 -0.000224205 
52.64 0 0.000388042 2.07297 1.10265 1 0 -1.10242 0 -1.10242 -0.0002276 
52.65 0 0.000385889 2.07297 1.10265 1 0 -1.10242 0 -1.10242 -0.000230962 
52.66 0 0.000383705 2.07297 1.10266 1 0 -1.10242 0 -1.10242 -0.000234289 
52.67 0 0.000381493 2.07297 1.10266 1 0 -1.10242 0 -1.10242 -0.000237583 
52.68 0 0.000379252 2.07297 1.10266 1 0 -1.10242 0 -1.10242 -0.000240842 
52.69 0 0.000376982 2.07297 1.10267 1 0 -1.10242 0 -1.10242 -0.000244067 
52.7 0 0.000374684 2.07296 1.10267 1 0 -1.10242 0 -1.10242 -0.000247257 
52.71 0 0.000372359 2.07296 1.10268 1 0 -1.10242 0 -1.10242 -0.000250413 
52.72 0 0.000370005 2.07296 1.10268 1 0 -1.10243 0 -1.10243 -0.000253533 
52.73 0 0.000367624 2.07296 1.10268 1 0 -1.10243 0 -1.10243 -0.000256618 
52.74 0 0.000365217 2.07296 1.10269 1 0 -1.10243 0 -1.10243 -0.000259668 
52.75 0 0.000362782 2.07296 1.10269 1 0 -1.10243 0 -1.10243 -0.000262682 
52.76 0 0.000360322 2.07296 1.10269 1 0 -1.10243 0 -1.10243 -0.000265661 
52.77 0 0.000357835 2.07296 1.1027 1 0 -1.10243 0 -1.10243 -0.000268604 
52.78 0 0.000355323 2.07296 1.1027 1 0 -1.10243 0 -1.10243 -0.00027151 
52.79 0 0.000352785 2.07296 1.1027 1 0 -1.10243 0 -1.10243 -0.000274381 
52.8 0 0.000350223 2.07296 1.10271 1 0 -1.10243 0 -1.10243 -0.000277215 
52.81 0 0.000347635 2.07296 1.10271 1 0 -1.10243 0 -1.10243 -0.000280013 
52.82 0 0.000345024 2.07296 1.10271 1 0 -1.10243 0 -1.10243 -0.000282774 
52.83 0 0.000342388 2.07296 1.10272 1 0 -1.10243 0 -1.10243 -0.000285499 
52.84 0 0.000339729 2.07296 1.10272 1 0 -1.10243 0 -1.10243 -0.000288186 
52.85 0 0.000337046 2.07296 1.10272 1 0 -1.10243 0 -1.10243 -0.000290837 
52.86 0 0.000334341 2.07295 1.10273 1 0 -1.10243 0 -1.10243 -0.00029345 
52.87 0 0.000331613 2.07295 1.10273 1 0 -1.10244 0 -1.10244 -0.000296027 
52.88 0 0.000328862 2.07295 1.10273 1 0 -1.10244 0 -1.10244 -0.000298565 
52.89 0 0.00032609 2.07295 1.10274 1 0 -1.10244 0 -1.10244 -0.000301067 
52.9 0 0.000323296 2.07295 1.10274 1 0 -1.10244 0 -1.10244 -0.000303531 
52.91 0 0.000320481 2.07295 1.10274 1 0 -1.10244 0 -1.10244 -0.000305957 
52.92 0 0.000317645 2.07295 1.10275 1 0 -1.10244 0 -1.10244 -0.000308345 
52.93 0 0.000314788 2.07295 1.10275 1 0 -1.10244 0 -1.10244 -0.000310695 
52.94 0 0.000311911 2.07295 1.10275 1 0 -1.10244 0 -1.10244 -0.000313008 
52.95 0 0.000309014 2.07295 1.10276 1 0 -1.10244 0 -1.10244 -0.000315282 
52.96 0 0.000306098 2.07295 1.10276 1 0 -1.10244 0 -1.10244 -0.000317518 
52.97 0 0.000303162 2.07295 1.10276 1 0 -1.10244 0 -1.10244 -0.000319716 
52.98 0 0.000300208 2.07294 1.10277 1 0 -1.10244 0 -1.10244 -0.000321876 
52.99 0 0.000297235 2.07294 1.10277 1 0 -1.10244 0 -1.10244 -0.000323997 
53 0 0.000294244 2.07294 1.10277 1 0 -1.10245 0 -1.10245 -0.00032608 
53.01 0 0.000291235 2.07294 1.10277 1 0 -1.10245 0 -1.10245 -0.000328125 
53.02 0 0.000288209 2.07294 1.10278 1 0 -1.10245 0 -1.10245 -0.00033013 
53.03 0 0.000285165 2.07294 1.10278 1 0 -1.10245 0 -1.10245 -0.000332097 
53.04 0 0.000282105 2.07294 1.10278 1 0 -1.10245 0 -1.10245 -0.000334026 
53.05 0 0.000279029 2.07294 1.10279 1 0 -1.10245 0 -1.10245 -0.000335915 
53.06 0 0.000275936 2.07294 1.10279 1 0 -1.10245 0 -1.10245 -0.000337766 
53.07 0 0.000272828 2.07294 1.10279 1 0 -1.10245 0 -1.10245 -0.000339578 
53.08 0 0.000269705 2.07294 1.10279 1 0 -1.10245 0 -1.10245 -0.000341351 
53.09 0 0.000266566 2.07293 1.1028 1 0 -1.10245 0 -1.10245 -0.000343086 
53.1 0 0.000263413 2.07293 1.1028 1 0 -1.10245 0 -1.10245 -0.000344781 
53.11 0 0.000260245 2.07293 1.1028 1 0 -1.10246 0 -1.10246 -0.000346437 
53.12 0 0.000257064 2.07293 1.1028 1 0 -1.10246 0 -1.10246 -0.000348054 
53.13 0 0.000253869 2.07293 1.10281 1 0 -1.10246 0 -1.10246 -0.000349633 
53.14 0 0.000250661 2.07293 1.10281 1 0 -1.10246 0 -1.10246 -0.000351172 
53.15 0 0.00024744 2.07293 1.10281 1 0 -1.10246 0 -1.10246 -0.000352672 
53.16 0 0.000244207 2.07293 1.10281 1 0 -1.10246 0 -1.10246 -0.000354134 
53.17 0 0.000240961 2.07293 1.10282 1 0 -1.10246 0 -1.10246 -0.000355556 
53.18 0 0.000237703 2.07293 1.10282 1 0 -1.10246 0 -1.10246 -0.000356939 
53.19 0 0.000234435 2.07292 1.10282 1 0 -1.10246 0 -1.10246 -0.000358283 
53.2 0 0.000231155 2.07292 1.10282 1 0 -1.10246 0 -1.10246 -0.000359588 
53.21 0 0.000227864 2.07292 1.10283 1 0 -1.10247 0 -1.10247 -0.000360854 
53.22 0 0.000224563 2.07292 1.10283 1 0 -1.10247 0 -1.10247 -0.000362081 
53.23 0 0.000221252 2.07292 1.10283 1 0 -1.10247 0 -1.10247 -0.000363269 
53.24 0 0.000217931 2.07292 1.10283 1 0 -1.10247 0 -1.10247 -0.000364418 
53.25 0 0.000214601 2.07292 1.10284 1 0 -1.10247 0 -1.10247 -0.000365528 
53.26 0 0.000211262 2.07292 1.10284 1 0 -1.10247 0 -1.10247 -0.0003666 
53.27 0 0.000207914 2.07292 1.10284 1 0 -1.10247 0 -1.10247 -0.000367632 
53.28 0 0.000204558 2.07292 1.10284 1 0 -1.10247 0 -1.10247 -0.000368625 
53.29 0 0.000201194 2.07291 1.10284 1 0 -1.10247 0 -1.10247 -0.00036958 
53.3 0 0.000197823 2.07291 1.10285 1 0 -1.10247 0 -1.10247 -0.000370496 
53.31 0 0.000194444 2.07291 1.10285 1 0 -1.10248 0 -1.10248 -0.000371373 
53.32 0 0.000191058 2.07291 1.10285 1 0 -1.10248 0 -1.10248 -0.000372212 
53.33 0 0.000187666 2.07291 1.10285 1 0 -1.10248 0 -1.10248 -0.000373012 
53.34 0 0.000184268 2.07291 1.10285 1 0 -1.10248 0 -1.10248 -0.000373773 
53.35 0 0.000180864 2.07291 1.10285 1 0 -1.10248 0 -1.10248 -0.000374496 
53.36 0 0.000177454 2.07291 1.10286 1 0 -1.10248 0 -1.10248 -0.000375181 
53.37 0 0.00017404 2.07291 1.10286 1 0 -1.10248 0 -1.10248 -0.000375827 
53.38 0 0.00017062 2.0729 1.10286 1 0 -1.10248 0 -1.10248 -0.000376435 
53.39 0 0.000167196 2.0729 1.10286 1 0 -1.10248 0 -1.10248 -0.000377004 
53.4 0 0.000163768 2.0729 1.10286 1 0 -1.10249 0 -1.10249 -0.000377536 
53.41 0 0.000160336 2.0729 1.10286 1 0 -1.10249 0 -1.10249 -0.000378029 
53.42 0 0.000156901 2.0729 1.10287 1 0 -1.10249 0 -1.10249 -0.000378485 
53.43 0 0.000153463 2.0729 1.10287 1 0 -1.10249 0 -1.10249 -0.000378902 
53.44 0 0.000150022 2.0729 1.10287 1 0 -1.10249 0 -1.10249 -0.000379282 
53.45 0 0.000146578 2.0729 1.10287 1 0 -1.10249 0 -1.10249 -0.000379624 
53.46 0 0.000143133 2.0729 1.10287 1 0 -1.10249 0 -1.10249 -0.000379929 
53.47 0 0.000139686 2.07289 1.10287 1 0 -1.10249 0 -1.10249 -0.000380196 
53.48 0 0.000136237 2.07289 1.10288 1 0 -1.10249 0 -1.10249 -0.000380426 
53.49 0 0.000132787 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000380618 
53.5 0 0.000129337 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000380773 
53.51 0 0.000125886 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000380892 
53.52 0 0.000122435 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000380973 
53.53 0 0.000118985 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000381017 
53.54 0 0.000115535 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000381025 
53.55 0 0.000112086 2.07289 1.10288 1 0 -1.1025 0 -1.1025 -0.000380996 
53.56 0 0.000108638 2.07288 1.10288 1 0 -1.1025 0 -1.1025 -0.000380931 
53.57 0 0.000105192 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.00038083 
53.58 0 0.000101748 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.000380692 
53.59 0 9.83064e-005 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.000380518 
53.6 0 9.4867e-005 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.000380309 
53.61 0 9.14306e-005 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.000380064 
53.62 0 8.79973e-005 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.000379783 
53.63 0 8.45676e-005 2.07288 1.10289 1 0 -1.10251 0 -1.10251 -0.000379467 
53.64 0 8.11417e-005 2.07287 1.10289 1 0 -1.10251 0 -1.10251 -0.000379115 
53.65 0 7.772e-005 2.07287 1.10289 1 0 -1.10251 0 -1.10251 -0.000378728 
53.66 0 7.43027e-005 2.07287 1.10289 1 0 -1.10252 0 -1.10252 -0.000378307 
53.67 0 7.08902e-005 2.07287 1.10289 1 0 -1.10252 0 -1.10252 -0.00037785 
53.68 0 6.74828e-005 2.07287 1.1029 1 0 -1.10252 0 -1.10252 -0.000377359 
53.69 0 6.40809e-005 2.07287 1.1029 1 0 -1.10252 0 -1.10252 -0.000376834 
53.7 0 6.06846e-005 2.07287 1.1029 1 0 -1.10252 0 -1.10252 -0.000376274 
53.71 0 5.72943e-005 2.07287 1.1029 1 0 -1.10252 0 -1.10252 -0.00037568 
53.72 0 5.39104e-005 2.07287 1.1029 1 0 -1.10252 0 -1.10252 -0.000375052 
53.73 0 5.05331e-005 2.07286 1.1029 1 0 -1.10252 0 -1.10252 -0.00037439 
53.74 0 4.71627e-005 2.07286 1.1029 1 0 -1.10252 0 -1.10252 -0.000373695 
53.75 0 4.37995e-005 2.07286 1.1029 1 0 -1.10253 0 -1.10253 -0.000372966 
53.76 0 4.04438e-005 2.07286 1.1029 1 0 -1.10253 0 -1.10253 -0.000372205 
53.77 0 3.7096e-005 2.07286 1.1029 1 0 -1.10253 0 -1.10253 -0.00037141 
53.78 0 3.37563e-005 2.07286 1.1029 1 0 -1.10253 0 -1.10253 -0.000370582 
53.79 0 3.04249e-005 2.07286 1.1029 1 0 -1.10253 0 -1.10253 -0.000369721 
53.8 0 2.71023e-005 2.07286 1.1029 1 0 -1.10253 0 -1.10253 -0.000368829 
53.81 0 2.37886e-005 2.07285 1.1029 1 0 -1.10253 0 -1.10253 -0.000367904 
53.82 0 2.04842e-005 2.07285 1.1029 1 0 -1.10253 0 -1.10253 -0.000366946 
53.83 0 1.71893e-005 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000365957 
53.84 0 1.39043e-005 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000364937 
53.85 0 1.06294e-005 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000363885 
53.86 0 7.36487e-006 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000362801 
53.87 0 4.11102e-006 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000361687 
53.88 0 8.68104e-007 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000360542 
53.89 0 -2.36359e-006 2.07285 1.1029 1 0 -1.10254 0 -1.10254 -0.000359366 
53.9 0 -5.5838e-006 2.07284 1.1029 1 0 -1.10254 0 -1.10254 -0.00035816 
53.91 0 -8.79226e-006 2.07284 1.1029 1 0 -1.10254 0 -1.10254 -0.000356924 
53.92 0 -1.19887e-005 2.07284 1.1029 1 0 -1.10255 0 -1.10255 -0.000355658 
53.93 0 -1.51728e-005 2.07284 1.1029 1 0 -1.10255 0 -1.10255 -0.000354362 
53.94 0 -1.83444e-005 2.07284 1.1029 1 0 -1.10255 0 -1.10255 -0.000353037 
53.95 0 -2.15032e-005 2.07284 1.1029 1 0 -1.10255 0 -1.10255 -0.000351683 
53.96 0 -2.4649e-005 2.07284 1.1029 1 0 -1.10255 0 -1.10255 -0.000350299 
53.97 0 -2.77814e-005 2.07284 1.1029 1 0 -1.10255 0 -1.10255 -0.000348887 
53.98 0 -3.09002e-005 2.07283 1.1029 1 0 -1.10255 0 -1.10255 -0.000347446 
53.99 0 -3.40052e-005 2.07283 1.1029 1 0 -1.10255 0 -1.10255 -0.000345977 
54 0 -3.70961e-005 2.07283 1.1029 1 0 -1.10255 0 -1.10255 -0.00034448 
54.01 0 -4.01727e-005 2.07283 1.1029 1 0 -1.10256 0 -1.10256 -0.000342955 
54.02 0 -4.32347e-005 2.07283 1.1029 1 0 -1.10256 0 -1.10256 -0.000341403 
54.03 0 -4.62819e-005 2.07283 1.1029 1 0 -1.10256 0 -1.10256 -0.000339823 
54.04 0 -4.9314e-005 2.07283 1.1029 1 0 -1.10256 0 -1.10256 -0.000338216 
54.05 0 -5.23309e-005 2.07283 1.1029 1 0 -1.10256 0 -1.10256 -0.000336583 
54.06 0 -5.53322e-005 2.07283 1.1029 1 0 -1.10256 0 -1.10256 -0.000334922 
54.07 0 -5.83178e-005 2.07282 1.1029 1 0 -1.10256 0 -1.10256 -0.000333236 
54.08 0 -6.12874e-005 2.07282 1.1029 1 0 -1.10256 0 -1.10256 -0.000331523 
54.09 0 -6.42407e-005 2.07282 1.10289 1 0 -1.10256 0 -1.10256 -0.000329784 
54.1 0 -6.71776e-005 2.07282 1.10289 1 0 -1.10257 0 -1.10257 -0.00032802 
54.11 0 -7.00979e-005 2.07282 1.10289 1 0 -1.10257 0 -1.10257 -0.000326231 
54.12 0 -7.30012e-005 2.07282 1.10289 1 0 -1.10257 0 -1.10257 -0.000324417 
54.13 0 -7.58874e-005 2.07282 1.10289 1 0 -1.10257 0 -1.10257 -0.000322577 
54.14 0 -7.87563e-005 2.07282 1.10289 1 0 -1.10257 0 -1.10257 -0.000320714 
54.15 0 -8.16076e-005 2.07282 1.10289 1 0 -1.10257 0 -1.10257 -0.000318826 
54.16 0 -8.44412e-005 2.07281 1.10289 1 0 -1.10257 0 -1.10257 -0.000316914 
54.17 0 -8.72568e-005 2.07281 1.10289 1 0 -1.10257 0 -1.10257 -0.000314978 
54.18 0 -9.00543e-005 2.07281 1.10289 1 0 -1.10257 0 -1.10257 -0.000313019 
54.19 0 -9.28333e-005 2.07281 1.10289 1 0 -1.10258 0 -1.10258 -0.000311037 
54.2 0 -9.55938e-005 2.07281 1.10289 1 0 -1.10258 0 -1.10258 -0.000309031 
54.21 0 -9.83355e-005 2.07281 1.10288 1 0 -1.10258 0 -1.10258 -0.000307004 
54.22 0 -0.000101058 2.07281 1.10288 1 0 -1.10258 0 -1.10258 -0.000304953 
54.23 0 -0.000103762 2.07281 1.10288 1 0 -1.10258 0 -1.10258 -0.000302881 
54.24 0 -0.000106446 2.07281 1.10288 1 0 -1.10258 0 -1.10258 -0.000300787 
54.25 0 -0.000109111 2.07281 1.10288 1 0 -1.10258 0 -1.10258 -0.000298671 
54.26 0 -0.000111755 2.0728 1.10288 1 0 -1.10258 0 -1.10258 -0.000296534 
54.27 0 -0.00011438 2.0728 1.10288 1 0 -1.10258 0 -1.10258 -0.000294376 
54.28 0 -0.000116985 2.0728 1.10288 1 0 -1.10258 0 -1.10258 -0.000292197 
54.29 0 -0.00011957 2.0728 1.10288 1 0 -1.10259 0 -1.10259 -0.000289998 
54.3 0 -0.000122134 2.0728 1.10287 1 0 -1.10259 0 -1.10259 -0.000287779 
54.31 0 -0.000124677 2.0728 1.10287 1 0 -1.10259 0 -1.10259 -0.00028554 
54.32 0 -0.0001272 2.0728 1.10287 1 0 -1.10259 0 -1.10259 -0.000283281 
54.33 0 -0.000129701 2.0728 1.10287 1 0 -1.10259 0 -1.10259 -0.000281003 
54.34 0 -0.000132182 2.0728 1.10287 1 0 -1.10259 0 -1.10259 -0.000278706 
54.35 0 -0.000134641 2.0728 1.10287 1 0 -1.10259 0 -1.10259 -0.000276391 
54.36 0 -0.000137079 2.07279 1.10287 1 0 -1.10259 0 -1.10259 -0.000274056 
54.37 0 -0.000139495 2.07279 1.10287 1 0 -1.10259 0 -1.10259 -0.000271704 
54.38 0 -0.000141889 2.07279 1.10286 1 0 -1.10259 0 -1.10259 -0.000269334 
54.39 0 -0.000144261 2.07279 1.10286 1 0 -1.1026 0 -1.1026 -0.000266946 
54.4 0 -0.000146611 2.07279 1.10286 1 0 -1.1026 0 -1.1026 -0.000264541 
54.41 0 -0.000148939 2.07279 1.10286 1 0 -1.1026 0 -1.1026 -0.000262119 
54.42 0 -0.000151245 2.07279 1.10286 1 0 -1.1026 0 -1.1026 -0.000259681 
54.43 0 -0.000153528 2.07279 1.10286 1 0 -1.1026 0 -1.1026 -0.000257225 
54.44 0 -0.000155788 2.07279 1.10285 1 0 -1.1026 0 -1.1026 -0.000254754 
54.45 0 -0.000158026 2.07279 1.10285 1 0 -1.1026 0 -1.1026 -0.000252267 
54.46 0 -0.000160241 2.07278 1.10285 1 0 -1.1026 0 -1.1026 -0.000249765 
54.47 0 -0.000162432 2.07278 1.10285 1 0 -1.1026 0 -1.1026 -0.000247247 
54.48 0 -0.0001646 2.07278 1.10285 1 0 -1.1026 0 -1.1026 -0.000244714 
54.49 0 -0.000166745 2.07278 1.10285 1 0 -1.1026 0 -1.1026 -0.000242167 
54.5 0 -0.000168867 2.07278 1.10285 1 0 -1.10261 0 -1.10261 -0.000239605 
54.51 0 -0.000170965 2.07278 1.10284 1 0 -1.10261 0 -1.10261 -0.000237029 
54.52 0 -0.000173039 2.07278 1.10284 1 0 -1.10261 0 -1.10261 -0.00023444 
54.53 0 -0.000175089 2.07278 1.10284 1 0 -1.10261 0 -1.10261 -0.000231837 
54.54 0 -0.000177116 2.07278 1.10284 1 0 -1.10261 0 -1.10261 -0.000229221 
54.55 0 -0.000179118 2.07278 1.10284 1 0 -1.10261 0 -1.10261 -0.000226592 
54.56 0 -0.000181097 2.07278 1.10283 1 0 -1.10261 0 -1.10261 -0.00022395 
54.57 0 -0.000183051 2.07278 1.10283 1 0 -1.10261 0 -1.10261 -0.000221296 
54.58 0 -0.00018498 2.07277 1.10283 1 0 -1.10261 0 -1.10261 -0.00021863 
54.59 0 -0.000186886 2.07277 1.10283 1 0 -1.10261 0 -1.10261 -0.000215953 
54.6 0 -0.000188766 2.07277 1.10283 1 0 -1.10261 0 -1.10261 -0.000213264 
54.61 0 -0.000190622 2.07277 1.10283 1 0 -1.10261 0 -1.10261 -0.000210564 
54.62 0 -0.000192453 2.07277 1.10282 1 0 -1.10262 0 -1.10262 -0.000207853 
54.63 0 -0.00019426 2.07277 1.10282 1 0 -1.10262 0 -1.10262 -0.000205132 
54.64 0 -0.000196041 2.07277 1.10282 1 0 -1.10262 0 -1.10262 -0.000202401 
54.65 0 -0.000197798 2.07277 1.10282 1 0 -1.10262 0 -1.10262 -0.000199659 
54.66 0 -0.000199529 2.07277 1.10282 1 0 -1.10262 0 -1.10262 -0.000196908 
54.67 0 -0.000201236 2.07277 1.10281 1 0 -1.10262 0 -1.10262 -0.000194148 
54.68 0 -0.000202917 2.07277 1.10281 1 0 -1.10262 0 -1.10262 -0.000191379 
54.69 0 -0.000204572 2.07277 1.10281 1 0 -1.10262 0 -1.10262 -0.000188601 
54.7 0 -0.000206203 2.07276 1.10281 1 0 -1.10262 0 -1.10262 -0.000185815 
54.71 0 -0.000207808 2.07276 1.10281 1 0 -1.10262 0 -1.10262 -0.00018302 
54.72 0 -0.000209387 2.07276 1.1028 1 0 -1.10262 0 -1.10262 -0.000180218 
54.73 0 -0.000210941 2.07276 1.1028 1 0 -1.10262 0 -1.10262 -0.000177408 
54.74 0 -0.000212469 2.07276 1.1028 1 0 -1.10262 0 -1.10262 -0.000174591 
54.75 0 -0.000213971 2.07276 1.1028 1 0 -1.10262 0 -1.10262 -0.000171767 
54.76 0 -0.000215448 2.07276 1.10279 1 0 -1.10263 0 -1.10263 -0.000168936 
54.77 0 -0.000216899 2.07276 1.10279 1 0 -1.10263 0 -1.10263 -0.000166099 
54.78 0 -0.000218324 2.07276 1.10279 1 0 -1.10263 0 -1.10263 -0.000163256 
54.79 0 -0.000219723 2.07276 1.10279 1 0 -1.10263 0 -1.10263 -0.000160408 
54.8 0 -0.000221096 2.07276 1.10279 1 0 -1.10263 0 -1.10263 -0.000157553 
54.81 0 -0.000222443 2.07276 1.10278 1 0 -1.10263 0 -1.10263 -0.000154694 
54.82 0 -0.000223765 2.07276 1.10278 1 0 -1.10263 0 -1.10263 -0.00015183 
54.83 0 -0.00022506 2.07276 1.10278 1 0 -1.10263 0 -1.10263 -0.000148961 
54.84 0 -0.000226329 2.07276 1.10278 1 0 -1.10263 0 -1.10263 -0.000146088 
54.85 0 -0.000227572 2.07275 1.10277 1 0 -1.10263 0 -1.10263 -0.000143211 
54.86 0 -0.000228789 2.07275 1.10277 1 0 -1.10263 0 -1.10263 -0.00014033 
54.87 0 -0.000229979 2.07275 1.10277 1 0 -1.10263 0 -1.10263 -0.000137446 
54.88 0 -0.000231143 2.07275 1.10277 1 0 -1.10263 0 -1.10263 -0.000134558 
54.89 0 -0.000232282 2.07275 1.10277 1 0 -1.10263 0 -1.10263 -0.000131668 
54.9 0 -0.000233394 2.07275 1.10276 1 0 -1.10263 0 -1.10263 -0.000128775 
54.91 0 -0.000234479 2.07275 1.10276 1 0 -1.10263 0 -1.10263 -0.00012588 
54.92 0 -0.000235539 2.07275 1.10276 1 0 -1.10264 0 -1.10264 -0.000122983 
54.93 0 -0.000236572 2.07275 1.10276 1 0 -1.10264 0 -1.10264 -0.000120084 
54.94 0 -0.000237579 2.07275 1.10275 1 0 -1.10264 0 -1.10264 -0.000117184 
54.95 0 -0.000238559 2.07275 1.10275 1 0 -1.10264 0 -1.10264 -0.000114283 
54.96 0 -0.000239514 2.07275 1.10275 1 0 -1.10264 0 -1.10264 -0.00011138 
54.97 0 -0.000240442 2.07275 1.10275 1 0 -1.10264 0 -1.10264 -0.000108478 
54.98 0 -0.000241343 2.07275 1.10274 1 0 -1.10264 0 -1.10264 -0.000105575 
54.99 0 -0.000242219 2.07275 1.10274 1 0 -1.10264 0 -1.10264 -0.000102672 
55 0 -0.000243068 2.07275 1.10274 1 0 -1.10264 0 -1.10264 -9.97687e-005 
55.01 0 -0.000243891 2.07275 1.10274 1 0 -1.10264 0 -1.10264 -9.68664e-005 
55.02 0 -0.000244687 2.07275 1.10273 1 0 -1.10264 0 -1.10264 -9.3965e-005 
55.03 0 -0.000245458 2.07275 1.10273 1 0 -1.10264 0 -1.10264 -9.10646e-005 
55.04 0 -0.000246202 2.07274 1.10273 1 0 -1.10264 0 -1.10264 -8.81656e-005 
55.05 0 -0.00024692 2.07274 1.10273 1 0 -1.10264 0 -1.10264 -8.52682e-005 
55.06 0 -0.000247612 2.07274 1.10272 1 0 -1.10264 0 -1.10264 -8.23728e-005 
55.07 0 -0.000248277 2.07274 1.10272 1 0 -1.10264 0 -1.10264 -7.94795e-005 
55.08 0 -0.000248917 2.07274 1.10272 1 0 -1.10264 0 -1.10264 -7.65887e-005 
55.09 0 -0.00024953 2.07274 1.10272 1 0 -1.10264 0 -1.10264 -7.37006e-005 
55.1 0 -0.000250118 2.07274 1.10271 1 0 -1.10264 0 -1.10264 -7.08155e-005 
55.11 0 -0.000250679 2.07274 1.10271 1 0 -1.10264 0 -1.10264 -6.79335e-005 
55.12 0 -0.000251214 2.07274 1.10271 1 0 -1.10264 0 -1.10264 -6.50551e-005 
55.13 0 -0.000251724 2.07274 1.10271 1 0 -1.10264 0 -1.10264 -6.21806e-005 
55.14 0 -0.000252207 2.07274 1.1027 1 0 -1.10264 0 -1.10264 -5.93101e-005 
55.15 0 -0.000252665 2.07274 1.1027 1 0 -1.10265 0 -1.10265 -5.64439e-005 
55.16 0 -0.000253097 2.07274 1.1027 1 0 -1.10265 0 -1.10265 -5.35823e-005 
55.17 0 -0.000253503 2.07274 1.1027 1 0 -1.10265 0 -1.10265 -5.07255e-005 
55.18 0 -0.000253883 2.07274 1.10269 1 0 -1.10265 0 -1.10265 -4.78738e-005 
55.19 0 -0.000254238 2.07274 1.10269 1 0 -1.10265 0 -1.10265 -4.50274e-005 
55.2 0 -0.000254567 2.07274 1.10269 1 0 -1.10265 0 -1.10265 -4.21866e-005 
55.21 0 -0.00025487 2.07274 1.10269 1 0 -1.10265 0 -1.10265 -3.93517e-005 
55.22 0 -0.000255148 2.07274 1.10268 1 0 -1.10265 0 -1.10265 -3.65228e-005 
55.23 0 -0.000255401 2.07274 1.10268 1 0 -1.10265 0 -1.10265 -3.37003e-005 
55.24 0 -0.000255628 2.07274 1.10268 1 0 -1.10265 0 -1.10265 -3.08844e-005 
55.25 0 -0.00025583 2.07274 1.10268 1 0 -1.10265 0 -1.10265 -2.80754e-005 
55.26 0 -0.000256006 2.07274 1.10267 1 0 -1.10265 0 -1.10265 -2.52734e-005 
55.27 0 -0.000256158 2.07274 1.10267 1 0 -1.10265 0 -1.10265 -2.24788e-005 
55.28 0 -0.000256284 2.07274 1.10267 1 0 -1.10265 0 -1.10265 -1.96917e-005 
55.29 0 -0.000256385 2.07274 1.10267 1 0 -1.10265 0 -1.10265 -1.69125e-005 
55.3 0 -0.000256462 2.07274 1.10266 1 0 -1.10265 0 -1.10265 -1.41413e-005 
55.31 0 -0.000256513 2.07274 1.10266 1 0 -1.10265 0 -1.10265 -1.13784e-005 
55.32 0 -0.00025654 2.07274 1.10266 1 0 -1.10265 0 -1.10265 -8.62399e-006 
55.33 0 -0.000256542 2.07274 1.10266 1 0 -1.10265 0 -1.10265 -5.87838e-006 
55.34 0 -0.00025652 2.07274 1.10265 1 0 -1.10265 0 -1.10265 -3.14177e-006 
55.35 0 -0.000256473 2.07274 1.10265 1 0 -1.10265 0 -1.10265 -4.1438e-007 
55.36 0 -0.000256401 2.07274 1.10265 1 0 -1.10265 0 -1.10265 2.30355e-006 
55.37 0 -0.000256305 2.07274 1.10265 1 0 -1.10265 0 -1.10265 5.0118e-006 
55.38 0 -0.000256185 2.07274 1.10264 1 0 -1.10265 0 -1.10265 7.71014e-006 
