t 1 jV1 2 jL1 3 jL2 
0 0 0 0 0 0 0 
1e-005 0.627905 -0.000315126 0.312779 0.000315126 0.312779 -0.000312779 
2e-005 1.25333 -0.000630567 0.622765 0.000630567 0.622765 -0.000622765 
3e-005 1.87381 -0.00094507 0.928743 0.00094507 0.928743 -0.000928743 
4e-005 2.4869 -0.00125739 1.22951 0.00125739 1.22951 -0.00122951 
5e-005 3.09017 -0.00156628 1.52389 0.00156628 1.52389 -0.00152389 
6e-005 3.68125 -0.00187051 1.81073 0.00187051 1.81073 -0.00181073 
7e-005 4.25779 -0.00216888 2.08891 0.00216888 2.08891 -0.00208891 
8e-005 4.81754 -0.00246021 2.35733 0.00246021 2.35733 -0.00235733 
9e-005 5.35827 -0.00274333 2.61494 0.00274333 2.61494 -0.00261494 
0.0001 5.87785 -0.00301713 2.86073 0.00301713 2.86073 -0.00286073 
0.00011 6.37424 -0.0032805 3.09374 0.0032805 3.09374 -0.00309374 
0.00012 6.84547 -0.00353241 3.31306 0.00353241 3.31306 -0.00331306 
0.00013 7.28969 -0.00377186 3.51783 0.00377186 3.51783 -0.00351783 
0.00014 7.70513 -0.00399788 3.70725 0.00399788 3.70725 -0.00370725 
0.00015 8.09017 -0.00420959 3.88058 0.00420959 3.88058 -0.00388058 
0.00016 8.44328 -0.00440614 4.03713 0.00440614 4.03713 -0.00403713 
0.00017 8.76307 -0.00458675 4.17632 0.00458675 4.17632 -0.00417632 
0.00018 9.04827 -0.0047507 4.29758 0.0047507 4.29758 -0.00429758 
0.00019 9.29776 -0.00489732 4.40044 0.00489732 4.40044 -0.00440044 
0.0002 9.51057 -0.00502605 4.48452 0.00502605 4.48452 -0.00448452 
0.00021 9.68583 -0.00513635 4.54948 0.00513635 4.54948 -0.00454948 
0.00022 9.82287 -0.0052278 4.59508 0.0052278 4.59508 -0.00459508 
0.00023 9.92115 -0.00530001 4.62113 0.00530001 4.62113 -0.00462113 
0.00024 9.98027 -0.00535271 4.62756 0.00535271 4.62756 -0.00462756 
0.00025 10 -0.00538567 4.61433 0.00538567 4.61433 -0.00461433 
0.00026 9.98027 -0.00539876 4.58151 0.00539876 4.58151 -0.00458151 
0.00027 9.92115 -0.00539191 4.52923 0.00539191 4.52923 -0.00452923 
0.00028 9.82287 -0.00536516 4.45771 0.00536516 4.45771 -0.00445771 
0.00029 9.68583 -0.0053186 4.36724 0.0053186 4.36724 -0.00436724 
0.0003 9.51057 -0.0052524 4.25817 0.0052524 4.25817 -0.00425817 
0.00031 9.29776 -0.00516682 4.13095 0.00516682 4.13095 -0.00413095 
0.00032 9.04827 -0.00506218 3.98609 0.00506218 3.98609 -0.00398609 
0.00033 8.76307 -0.00493891 3.82416 0.00493891 3.82416 -0.00382416 
0.00034 8.44328 -0.00479747 3.6458 0.00479747 3.6458 -0.0036458 
0.00035 8.09017 -0.00463843 3.45174 0.00463843 3.45174 -0.00345174 
0.00036 7.70513 -0.00446239 3.24275 0.00446239 3.24275 -0.00324275 
0.00037 7.28969 -0.00427005 3.01964 0.00427005 3.01964 -0.00301964 
0.00038 6.84547 -0.00406215 2.78332 0.00406215 2.78332 -0.00278332 
0.00039 6.37424 -0.00383953 2.53471 0.00383953 2.53471 -0.00253471 
0.0004 5.87785 -0.00360303 2.27482 0.00360303 2.27482 -0.00227482 
0.00041 5.35827 -0.00335361 2.00466 0.00335361 2.00466 -0.00200466 
0.00042 4.81754 -0.00309222 1.72532 0.00309222 1.72532 -0.00172532 
0.00043 4.25779 -0.0028199 1.43789 0.0028199 1.43789 -0.00143789 
0.00044 3.68125 -0.00253771 1.14353 0.00253771 1.14353 -0.00114353 
0.00045 3.09017 -0.00224677 0.843402 0.00224677 0.843402 -0.000843402 
0.00046 2.4869 -0.00194821 0.538691 0.00194821 0.538691 -0.000538691 
0.00047 1.87381 -0.0016432 0.230609 0.0016432 0.230609 -0.000230609 
0.00048 1.25333 -0.00133295 -0.0796219 0.00133295 -0.0796219 7.96219e-005 
0.00049 0.627905 -0.00101868 -0.390771 0.00101868 -0.390771 0.000390771 
0.0005 -6.09478e-014 -0.000701603 -0.701603 0.000701603 -0.701603 0.000701603 
0.00051 -0.627905 -0.000382982 -1.01089 0.000382982 -1.01089 0.00101089 
0.00052 -1.25333 -6.40639e-005 -1.3174 6.40639e-005 -1.3174 0.0013174 
0.00053 -1.87381 0.000253899 -1.61991 -0.000253899 -1.61991 0.00161991 
0.00054 -2.4869 0.000569659 -1.91724 -0.000569659 -1.91724 0.00191724 
0.00055 -3.09017 0.000881974 -2.2082 -0.000881974 -2.2082 0.0022082 
0.00056 -3.68125 0.00118962 -2.49163 -0.00118962 -2.49163 0.00249163 
0.00057 -4.25779 0.00149138 -2.76641 -0.00149138 -2.76641 0.00276641 
0.00058 -4.81754 0.00178608 -3.03145 -0.00178608 -3.03145 0.00303145 
0.00059 -5.35827 0.00207256 -3.2857 -0.00207256 -3.2857 0.0032857 
0.0006 -5.87785 0.0023497 -3.52815 -0.0023497 -3.52815 0.00352815 
0.00061 -6.37424 0.0026164 -3.75784 -0.0026164 -3.75784 0.00375784 
0.00062 -6.84547 0.00287162 -3.97385 -0.00287162 -3.97385 0.00397385 
0.00063 -7.28969 0.00311435 -4.17533 -0.00311435 -4.17533 0.00417533 
0.00064 -7.70513 0.00334366 -4.36148 -0.00334366 -4.36148 0.00436148 
0.00065 -8.09017 0.00355863 -4.53154 -0.00355863 -4.53154 0.00453154 
0.00066 -8.44328 0.00375842 -4.68486 -0.00375842 -4.68486 0.00468486 
0.00067 -8.76307 0.00394225 -4.82082 -0.00394225 -4.82082 0.00482082 
0.00068 -9.04827 0.00410941 -4.93886 -0.00410941 -4.93886 0.00493886 
0.00069 -9.29776 0.00425923 -5.03854 -0.00425923 -5.03854 0.00503854 
0.0007 -9.51057 0.00439113 -5.11944 -0.00439113 -5.11944 0.00511944 
0.00071 -9.68583 0.0045046 -5.18123 -0.0045046 -5.18123 0.00518123 
0.00072 -9.82287 0.00459919 -5.22368 -0.00459919 -5.22368 0.00522368 
0.00073 -9.92115 0.00467454 -5.24661 -0.00467454 -5.24661 0.00524661 
0.00074 -9.98027 0.00473035 -5.24992 -0.00473035 -5.24992 0.00524992 
0.00075 -10 0.00476641 -5.23359 -0.00476641 -5.23359 0.00523359 
0.00076 -9.98027 0.00478258 -5.19768 -0.00478258 -5.19768 0.00519768 
0.00077 -9.92115 0.00477881 -5.14234 -0.00477881 -5.14234 0.00514234 
0.00078 -9.82287 0.00475511 -5.06776 -0.00475511 -5.06776 0.00506776 
0.00079 -9.68583 0.00471158 -4.97425 -0.00471158 -4.97425 0.00497425 
0.0008 -9.51057 0.00464841 -4.86216 -0.00464841 -4.86216 0.00486216 
0.00081 -9.29776 0.00456584 -4.73193 -0.00456584 -4.73193 0.00473193 
0.00082 -9.04827 0.0044642 -4.58407 -0.0044642 -4.58407 0.00458407 
0.00083 -8.76307 0.0043439 -4.41916 -0.0043439 -4.41916 0.00441916 
0.00084 -8.44328 0.00420543 -4.23785 -0.00420543 -4.23785 0.00423785 
0.00085 -8.09017 0.00404933 -4.04084 -0.00404933 -4.04084 0.00404084 
0.00086 -7.70513 0.00387623 -3.82891 -0.00387623 -3.82891 0.00382891 
0.00087 -7.28969 0.0036868 -3.60288 -0.0036868 -3.60288 0.00360288 
0.00088 -6.84547 0.00348182 -3.36365 -0.00348182 -3.36365 0.00336365 
0.00089 -6.37424 0.00326208 -3.11216 -0.00326208 -3.11216 0.00311216 
0.0009 -5.87785 0.00302847 -2.84939 -0.00302847 -2.84939 0.00284939 
0.00091 -5.35827 0.0027819 -2.57637 -0.0027819 -2.57637 0.00257637 
0.00092 -4.81754 0.00252336 -2.29418 -0.00252336 -2.29418 0.00229418 
0.00093 -4.25779 0.00225387 -2.00392 -0.00225387 -2.00392 0.00200392 
0.00094 -3.68125 0.00197451 -1.70674 -0.00197451 -1.70674 0.00170674 
0.00095 -3.09017 0.00168637 -1.4038 -0.00168637 -1.4038 0.0014038 
0.00096 -2.4869 0.0013906 -1.0963 -0.0013906 -1.0963 0.0010963 
0.00097 -1.87381 0.00108837 -0.785439 -0.00108837 -0.785439 0.000785439 
0.00098 -1.25333 0.000780888 -0.472444 -0.000780888 -0.472444 0.000472444 
0.00099 -0.627905 0.00046936 -0.158545 -0.00046936 -0.158545 0.000158545 
0.001 1.30777e-013 0.000155024 0.155024 -0.000155024 0.155024 -0.000155024 
0.00101 0.627905 -0.000160875 0.46703 0.000160875 0.46703 -0.00046703 
0.00102 1.25333 -0.000477084 0.776248 0.000477084 0.776248 -0.000776248 
0.00103 1.87381 -0.000792352 1.08146 0.000792352 1.08146 -0.00108146 
0.00104 2.4869 -0.00110543 1.38147 0.00110543 1.38147 -0.00138147 
0.00105 3.09017 -0.00141507 1.6751 0.00141507 1.6751 -0.0016751 
0.00106 3.68125 -0.00172006 1.96118 0.00172006 1.96118 -0.00196118 
0.00107 4.25779 -0.00201919 2.23861 0.00201919 2.23861 -0.00223861 
0.00108 4.81754 -0.00231126 2.50628 0.00231126 2.50628 -0.00250628 
0.00109 5.35827 -0.00259512 2.76315 0.00259512 2.76315 -0.00276315 
0.0011 5.87785 -0.00286965 3.0082 0.00286965 3.0082 -0.0030082 
0.00111 6.37424 -0.00313376 3.24048 0.00313376 3.24048 -0.00324048 
0.00112 6.84547 -0.0033864 3.45907 0.0033864 3.45907 -0.00345907 
0.00113 7.28969 -0.00362658 3.66311 0.00362658 3.66311 -0.00366311 
0.00114 7.70513 -0.00385333 3.8518 0.00385333 3.8518 -0.0038518 
0.00115 8.09017 -0.00406576 4.02441 0.00406576 4.02441 -0.00402441 
0.00116 8.44328 -0.00426303 4.18025 0.00426303 4.18025 -0.00418025 
0.00117 8.76307 -0.00444435 4.31872 0.00444435 4.31872 -0.00431872 
0.00118 9.04827 -0.004609 4.43927 0.004609 4.43927 -0.00443927 
0.00119 9.29776 -0.00475633 4.54143 0.00475633 4.54143 -0.00454143 
0.0012 9.51057 -0.00488576 4.62481 0.00488576 4.62481 -0.00462481 
0.00121 9.68583 -0.00499676 4.68907 0.00499676 4.68907 -0.00468907 
0.00122 9.82287 -0.0050889 4.73397 0.0050889 4.73397 -0.00473397 
0.00123 9.92115 -0.00516181 4.75934 0.00516181 4.75934 -0.00475934 
0.00124 9.98027 -0.00521519 4.76507 0.00521519 4.76507 -0.00476507 
0.00125 10 -0.00524884 4.75116 0.00524884 4.75116 -0.00475116 
0.00126 9.98027 -0.00526261 4.71766 0.00526261 4.71766 -0.00471766 
0.00127 9.92115 -0.00525645 4.6647 0.00525645 4.6647 -0.0046647 
0.00128 9.82287 -0.00523037 4.59251 0.00523037 4.59251 -0.00459251 
0.00129 9.68583 -0.00518447 4.50136 0.00518447 4.50136 -0.00450136 
0.0013 9.51057 -0.00511894 4.39162 0.00511894 4.39162 -0.00439162 
0.00131 9.29776 -0.00503402 4.26374 0.00503402 4.26374 -0.00426374 
0.00132 9.04827 -0.00493006 4.11821 0.00493006 4.11821 -0.00411821 
0.00133 8.76307 -0.00480744 3.95563 0.00480744 3.95563 -0.00395563 
0.00134 8.44328 -0.00466666 3.77662 0.00466666 3.77662 -0.00377662 
0.00135 8.09017 -0.00450826 3.58191 0.00450826 3.58191 -0.00358191 
0.00136 7.70513 -0.00433287 3.37226 0.00433287 3.37226 -0.00337226 
0.00137 7.28969 -0.00414117 3.14851 0.00414117 3.14851 -0.00314851 
0.00138 6.84547 -0.00393392 2.91155 0.00393392 2.91155 -0.00291155 
0.00139 6.37424 -0.00371194 2.6623 0.00371194 2.6623 -0.0026623 
0.0014 5.87785 -0.00347608 2.40177 0.00347608 2.40177 -0.00240177 
0.00141 5.35827 -0.00322728 2.13098 0.00322728 2.13098 -0.00213098 
0.00142 4.81754 -0.00296653 1.85101 0.00296653 1.85101 -0.00185101 
0.00143 4.25779 -0.00269483 1.56296 0.00269483 1.56296 -0.00156296 
0.00144 3.68125 -0.00241327 1.26798 0.00241327 1.26798 -0.00126798 
0.00145 3.09017 -0.00212294 0.967225 0.00212294 0.967225 -0.000967225 
0.00146 2.4869 -0.001825 0.661897 0.001825 0.661897 -0.000661897 
0.00147 1.87381 -0.00152061 0.353202 0.00152061 0.353202 -0.000353202 
0.00148 1.25333 -0.00121097 0.0423605 0.00121097 0.0423605 -4.23605e-005 
0.00149 0.627905 -0.000897301 -0.269396 0.000897301 -0.269396 0.000269396 
0.0015 -2.09489e-013 -0.000580833 -0.580833 0.000580833 -0.580833 0.000580833 
0.00151 -0.627905 -0.000262814 -0.890719 0.000262814 -0.890719 0.000890719 
0.00152 -1.25333 5.55061e-005 -1.19783 -5.55061e-005 -1.19783 0.00119783 
0.00153 -1.87381 0.000372874 -1.50094 -0.000372874 -1.50094 0.00150094 
0.00154 -2.4869 0.00068804 -1.79886 -0.00068804 -1.79886 0.00179886 
0.00155 -3.09017 0.000999766 -2.0904 -0.000999766 -2.0904 0.0020904 
0.00156 -3.68125 0.00130682 -2.37442 -0.00130682 -2.37442 0.00237442 
0.00157 -4.25779 0.001608 -2.64979 -0.001608 -2.64979 0.00264979 
0.00158 -4.81754 0.00190212 -2.91541 -0.00190212 -2.91541 0.00291541 
0.00159 -5.35827 0.00218803 -3.17024 -0.00218803 -3.17024 0.00317024 
0.0016 -5.87785 0.00246458 -3.41327 -0.00246458 -3.41327 0.00341327 
0.00161 -6.37424 0.00273071 -3.64353 -0.00273071 -3.64353 0.00364353 
0.00162 -6.84547 0.00298536 -3.86011 -0.00298536 -3.86011 0.00386011 
0.00163 -7.28969 0.00322753 -4.06215 -0.00322753 -4.06215 0.00406215 
0.00164 -7.70513 0.00345627 -4.24886 -0.00345627 -4.24886 0.00424886 
0.00165 -8.09017 0.00367068 -4.41949 -0.00367068 -4.41949 0.00441949 
0.00166 -8.44328 0.00386991 -4.57336 -0.00386991 -4.57336 0.00457336 
0.00167 -8.76307 0.00405319 -4.70987 -0.00405319 -4.70987 0.00470987 
0.00168 -9.04827 0.00421979 -4.82848 -0.00421979 -4.82848 0.00482848 
0.00169 -9.29776 0.00436907 -4.9287 -0.00436907 -4.9287 0.0049287 
0.0017 -9.51057 0.00450042 -5.01014 -0.00450042 -5.01014 0.00501014 
0.00171 -9.68583 0.00461334 -5.07249 -0.00461334 -5.07249 0.00507249 
0.00172 -9.82287 0.00470739 -5.11548 -0.00470739 -5.11548 0.00511548 
0.00173 -9.92115 0.0047822 -5.13894 -0.0047822 -5.13894 0.00513894 
0.00174 -9.98027 0.00483748 -5.14279 -0.00483748 -5.14279 0.00514279 
0.00175 -10 0.00487301 -5.12699 -0.00487301 -5.12699 0.00512699 
0.00176 -9.98027 0.00488865 -5.09162 -0.00488865 -5.09162 0.00509162 
0.00177 -9.92115 0.00488435 -5.0368 -0.00488435 -5.0368 0.0050368 
0.00178 -9.82287 0.00486012 -4.96275 -0.00486012 -4.96275 0.00496275 
0.00179 -9.68583 0.00481607 -4.86976 -0.00481607 -4.86976 0.00486976 
0.0018 -9.51057 0.00475237 -4.75819 -0.00475237 -4.75819 0.00475819 
0.00181 -9.29776 0.00466928 -4.62848 -0.00466928 -4.62848 0.00462848 
0.00182 -9.04827 0.00456713 -4.48114 -0.00456713 -4.48114 0.00448114 
0.00183 -8.76307 0.00444633 -4.31674 -0.00444633 -4.31674 0.00431674 
0.00184 -8.44328 0.00430734 -4.13594 -0.00430734 -4.13594 0.00413594 
0.00185 -8.09017 0.00415074 -3.93943 -0.00415074 -3.93943 0.00393943 
0.00186 -7.70513 0.00397713 -3.72801 -0.00397713 -3.72801 0.00372801 
0.00187 -7.28969 0.0037872 -3.50249 -0.0037872 -3.50249 0.00350249 
0.00188 -6.84547 0.00358171 -3.26376 -0.00358171 -3.26376 0.00326376 
0.00189 -6.37424 0.00336148 -3.01276 -0.00336148 -3.01276 0.00301276 
0.0019 -5.87785 0.00312737 -2.75048 -0.00312737 -2.75048 0.00275048 
0.00191 -5.35827 0.00288031 -2.47796 -0.00288031 -2.47796 0.00247796 
0.00192 -4.81754 0.00262128 -2.19626 -0.00262128 -2.19626 0.00219626 
0.00193 -4.25779 0.00235131 -1.90649 -0.00235131 -1.90649 0.00190649 
0.00194 -3.68125 0.00207145 -1.60979 -0.00207145 -1.60979 0.00160979 
0.00195 -3.09017 0.00178283 -1.30734 -0.00178283 -1.30734 0.00130734 
0.00196 -2.4869 0.00148658 -1.00031 -0.00148658 -1.00031 0.00100031 
0.00197 -1.87381 0.00118388 -0.689933 -0.00118388 -0.689933 0.000689933 
0.00198 -1.25333 0.000875918 -0.377415 -0.000875918 -0.377415 0.000377415 
0.00199 -0.627905 0.000563916 -0.0639892 -0.000563916 -0.0639892 6.39892e-005 
0.002 1.54974e-013 0.000249109 0.249109 -0.000249109 0.249109 -0.000249109 
0.00201 0.627905 -6.72582e-005 0.560647 6.72582e-005 0.560647 -0.000560647 
0.00202 1.25333 -0.000383934 0.869398 0.000383934 0.869398 -0.000869398 
0.00203 1.87381 -0.000699665 1.17415 0.000699665 1.17415 -0.00117415 
0.00204 2.4869 -0.0010132 1.47369 0.0010132 1.47369 -0.00147369 
0.00205 3.09017 -0.00132331 1.76686 0.00132331 1.76686 -0.00176686 
0.00206 3.68125 -0.00162876 2.05249 0.00162876 2.05249 -0.00205249 
0.00207 4.25779 -0.00192833 2.32946 0.00192833 2.32946 -0.00232946 
0.00208 4.81754 -0.00222086 2.59668 0.00222086 2.59668 -0.00259668 
0.00209 5.35827 -0.00250517 2.8531 0.00250517 2.8531 -0.0028531 
0.0021 5.87785 -0.00278015 3.0977 0.00278015 3.0977 -0.0030977 
0.00211 6.37424 -0.00304471 3.32953 0.00304471 3.32953 -0.00332953 
0.00212 6.84547 -0.00329779 3.54768 0.00329779 3.54768 -0.00354768 
0.00213 7.28969 -0.00353841 3.75128 0.00353841 3.75128 -0.00375128 
0.00214 7.70513 -0.0037656 3.93954 0.0037656 3.93954 -0.00393954 
0.00215 8.09017 -0.00397846 4.11171 0.00397846 4.11171 -0.00411171 
0.00216 8.44328 -0.00417617 4.26711 0.00417617 4.26711 -0.00426711 
0.00217 8.76307 -0.00435792 4.40515 0.00435792 4.40515 -0.00440515 
0.00218 9.04827 -0.004523 4.52527 0.004523 4.52527 -0.00452527 
0.00219 9.29776 -0.00467076 4.627 0.00467076 4.627 -0.004627 
0.0022 9.51057 -0.00480061 4.70995 0.00480061 4.70995 -0.00470995 
0.00221 9.68583 -0.00491204 4.77379 0.00491204 4.77379 -0.00477379 
0.00222 9.82287 -0.0050046 4.81827 0.0050046 4.81827 -0.00481827 
0.00223 9.92115 -0.00507793 4.84321 0.00507793 4.84321 -0.00484321 
0.00224 9.98027 -0.00513174 4.84853 0.00513174 4.84853 -0.00484853 
0.00225 10 -0.0051658 4.8342 0.0051658 4.8342 -0.0048342 
0.00226 9.98027 -0.00517998 4.80029 0.00517998 4.80029 -0.00480029 
0.00227 9.92115 -0.00517423 4.74692 0.00517423 4.74692 -0.00474692 
0.00228 9.82287 -0.00514856 4.67431 0.00514856 4.67431 -0.00467431 
0.00229 9.68583 -0.00510307 4.58276 0.00510307 4.58276 -0.00458276 
0.0023 9.51057 -0.00503795 4.47262 0.00503795 4.47262 -0.00447262 
0.00231 9.29776 -0.00495343 4.34433 0.00495343 4.34433 -0.00434433 
0.00232 9.04827 -0.00484987 4.1984 0.00484987 4.1984 -0.0041984 
0.00233 8.76307 -0.00472765 4.03542 0.00472765 4.03542 -0.00403542 
0.00234 8.44328 -0.00458727 3.85601 0.00458727 3.85601 -0.00385601 
0.00235 8.09017 -0.00442926 3.66091 0.00442926 3.66091 -0.00366091 
0.00236 7.70513 -0.00425427 3.45087 0.00425427 3.45087 -0.00345087 
0.00237 7.28969 -0.00406296 3.22672 0.00406296 3.22672 -0.00322672 
0.00238 6.84547 -0.0038561 2.98937 0.0038561 2.98937 -0.00298937 
0.00239 6.37424 -0.0036345 2.73974 0.0036345 2.73974 -0.00273974 
0.0024 5.87785 -0.00339903 2.47882 0.00339903 2.47882 -0.00247882 
0.00241 5.35827 -0.00315062 2.20765 0.00315062 2.20765 -0.00220765 
0.00242 4.81754 -0.00289024 1.92729 0.00289024 1.92729 -0.00192729 
0.00243 4.25779 -0.00261893 1.63887 0.00261893 1.63887 -0.00163887 
0.00244 3.68125 -0.00233774 1.3435 0.00233774 1.3435 -0.0013435 
0.00245 3.09017 -0.00204779 1.04238 0.00204779 1.04238 -0.00104238 
0.00246 2.4869 -0.00175023 0.736673 0.00175023 0.736673 -0.000736673 
0.00247 1.87381 -0.00144621 0.427605 0.00144621 0.427605 -0.000427605 
0.00248 1.25333 -0.00113694 0.116393 0.00113694 0.116393 -0.000116393 
0.00249 0.627905 -0.000823638 -0.195732 0.000823638 -0.195732 0.000195732 
0.0025 1.12523e-012 -0.000507537 -0.507537 0.000507537 -0.507537 0.000507537 
0.00251 -0.627905 -0.000189882 -0.817788 0.000189882 -0.817788 0.000817788 
0.00252 -1.25333 0.000128074 -1.12526 -0.000128074 -1.12526 0.00112526 
0.00253 -1.87381 0.00044508 -1.42873 -0.00044508 -1.42873 0.00142873 
0.00254 -2.4869 0.000759887 -1.72701 -0.000759887 -1.72701 0.00172701 
0.00255 -3.09017 0.00107125 -2.01892 -0.00107125 -2.01892 0.00201892 
0.00256 -3.68125 0.00137796 -2.30329 -0.00137796 -2.30329 0.00230329 
0.00257 -4.25779 0.00167878 -2.57901 -0.00167878 -2.57901 0.00257901 
0.00258 -4.81754 0.00197255 -2.84499 -0.00197255 -2.84499 0.00284499 
0.00259 -5.35827 0.0022581 -3.10017 -0.0022581 -3.10017 0.00310017 
0.0026 -5.87785 0.00253431 -3.34354 -0.00253431 -3.34354 0.00334354 
0.00261 -6.37424 0.00280009 -3.57415 -0.00280009 -3.57415 0.00357415 
0.00262 -6.84547 0.0030544 -3.79108 -0.0030544 -3.79108 0.00379108 
0.00263 -7.28969 0.00329622 -3.99346 -0.00329622 -3.99346 0.00399346 
0.00264 -7.70513 0.00352462 -4.18051 -0.00352462 -4.18051 0.00418051 
0.00265 -8.09017 0.00373869 -4.35148 -0.00373869 -4.35148 0.00435148 
0.00266 -8.44328 0.00393758 -4.5057 -0.00393758 -4.5057 0.0045057 
0.00267 -8.76307 0.00412052 -4.64254 -0.00412052 -4.64254 0.00464254 
0.00268 -9.04827 0.00428679 -4.76148 -0.00428679 -4.76148 0.00476148 
0.00269 -9.29776 0.00443573 -4.86204 -0.00443573 -4.86204 0.00486204 
0.0027 -9.51057 0.00456675 -4.94382 -0.00456675 -4.94382 0.00494382 
0.00271 -9.68583 0.00467934 -5.00649 -0.00467934 -5.00649 0.00500649 
0.00272 -9.82287 0.00477306 -5.04981 -0.00477306 -5.04981 0.00504981 
0.00273 -9.92115 0.00484755 -5.0736 -0.00484755 -5.0736 0.0050736 
0.00274 -9.98027 0.0049025 -5.07777 -0.0049025 -5.07777 0.00507777 
0.00275 -10 0.0049377 -5.0623 -0.0049377 -5.0623 0.0050623 
0.00276 -9.98027 0.00495302 -5.02725 -0.00495302 -5.02725 0.00502725 
0.00277 -9.92115 0.0049484 -4.97275 -0.0049484 -4.97275 0.00497275 
0.00278 -9.82287 0.00492385 -4.89902 -0.00492385 -4.89902 0.00489902 
0.00279 -9.68583 0.00487949 -4.80635 -0.00487949 -4.80635 0.00480635 
0.0028 -9.51057 0.00481547 -4.69509 -0.00481547 -4.69509 0.00469509 
0.00281 -9.29776 0.00473207 -4.5657 -0.00473207 -4.5657 0.0045657 
0.00282 -9.04827 0.0046296 -4.41867 -0.0046296 -4.41867 0.00441867 
0.00283 -8.76307 0.00450849 -4.25458 -0.00450849 -4.25458 0.00425458 
0.00284 -8.44328 0.00436919 -4.07409 -0.00436919 -4.07409 0.00407409 
0.00285 -8.09017 0.00421228 -3.87789 -0.00421228 -3.87789 0.00387789 
0.00286 -7.70513 0.00403836 -3.66677 -0.00403836 -3.66677 0.00366677 
0.00287 -7.28969 0.00384813 -3.44155 -0.00384813 -3.44155 0.00344155 
0.00288 -6.84547 0.00364234 -3.20313 -0.00364234 -3.20313 0.00320313 
0.00289 -6.37424 0.00342181 -2.95243 -0.00342181 -2.95243 0.00295243 
0.0029 -5.87785 0.00318739 -2.69046 -0.00318739 -2.69046 0.00269046 
0.00291 -5.35827 0.00294004 -2.41823 -0.00294004 -2.41823 0.00241823 
0.00292 -4.81754 0.00268071 -2.13683 -0.00268071 -2.13683 0.00213683 
0.00293 -4.25779 0.00241044 -1.84735 -0.00241044 -1.84735 0.00184735 
0.00294 -3.68125 0.00213029 -1.55095 -0.00213029 -1.55095 0.00155095 
0.00295 -3.09017 0.00184138 -1.24879 -0.00184138 -1.24879 0.00124879 
0.00296 -2.4869 0.00154484 -0.942061 -0.00154484 -0.942061 0.000942061 
0.00297 -1.87381 0.00124184 -0.63197 -0.00124184 -0.63197 0.00063197 
0.00298 -1.25333 0.000933592 -0.31974 -0.000933592 -0.31974 0.00031974 
0.00299 -0.627905 0.000621303 -0.00660212 -0.000621303 -0.00660212 6.60212e-006 
0.003 -2.42319e-012 0.00030621 0.30621 -0.00030621 0.30621 -0.00030621 
0.00301 0.627905 -1.04414e-005 0.617464 1.04414e-005 0.617464 -0.000617464 
0.00302 1.25333 -0.0003274 0.925932 0.0003274 0.925932 -0.000925932 
0.00303 1.87381 -0.000643413 1.2304 0.000643413 1.2304 -0.0012304 
0.00304 2.4869 -0.000957232 1.52967 0.000957232 1.52967 -0.00152967 
0.00305 3.09017 -0.00126762 1.82255 0.00126762 1.82255 -0.00182255 
0.00306 3.68125 -0.00157334 2.10791 0.00157334 2.10791 -0.00210791 
0.00307 4.25779 -0.00187319 2.3846 0.00187319 2.3846 -0.0023846 
0.00308 4.81754 -0.00216599 2.65154 0.00216599 2.65154 -0.00265154 
0.00309 5.35827 -0.00245058 2.90769 0.00245058 2.90769 -0.00290769 
0.0031 5.87785 -0.00272583 3.15202 0.00272583 3.15202 -0.00315202 
0.00311 6.37424 -0.00299066 3.38358 0.00299066 3.38358 -0.00338358 
0.00312 6.84547 -0.00324401 3.60146 0.00324401 3.60146 -0.00360146 
0.00313 7.28969 -0.00348489 3.80479 0.00348489 3.80479 -0.00380479 
0.00314 7.70513 -0.00371235 3.99278 0.00371235 3.99278 -0.00399278 
0.00315 8.09017 -0.00392548 4.16469 0.00392548 4.16469 -0.00416469 
0.00316 8.44328 -0.00412345 4.31983 0.00412345 4.31983 -0.00431983 
0.00317 8.76307 -0.00430546 4.4576 0.00430546 4.4576 -0.0044576 
0.00318 9.04827 -0.00447081 4.57746 0.00447081 4.57746 -0.00457746 
0.00319 9.29776 -0.00461883 4.67894 0.00461883 4.67894 -0.00467894 
0.0032 9.51057 -0.00474894 4.76162 0.00474894 4.76162 -0.00476162 
0.00321 9.68583 -0.00486063 4.82521 0.00486063 4.82521 -0.00482521 
0.00322 9.82287 -0.00495344 4.86943 0.00495344 4.86943 -0.00486943 
0.00323 9.92115 -0.00502703 4.89412 0.00502703 4.89412 -0.00489412 
0.00324 9.98027 -0.00508108 4.89918 0.00508108 4.89918 -0.00489918 
0.00325 10 -0.0051154 4.8846 0.0051154 4.8846 -0.0048846 
0.00326 9.98027 -0.00512983 4.85044 0.00512983 4.85044 -0.00485044 
0.00327 9.92115 -0.00512433 4.79682 0.00512433 4.79682 -0.00479682 
0.00328 9.82287 -0.00509891 4.72396 0.00509891 4.72396 -0.00472396 
0.00329 9.68583 -0.00505367 4.63216 0.00505367 4.63216 -0.00463216 
0.0033 9.51057 -0.00498879 4.52178 0.00498879 4.52178 -0.00452178 
0.00331 9.29776 -0.00490452 4.39324 0.00490452 4.39324 -0.00439324 
0.00332 9.04827 -0.0048012 4.24707 0.0048012 4.24707 -0.00424707 
